year,quelques_DET os_NOUN,quelques_DET noces_NOUN
1858,1.003203546900977e-07,1.9574704079872163e-09
1859,1.1610155303820591e-07,2.5460866748261424e-09
1860,1.4921619917451778e-07,4.577183909670879e-10
1861,1.3157538258923296e-07,4.715963730639317e-10
1862,1.3508778895499063e-07,5.421583626485926e-09
1863,1.7830796217310763e-07,1.9978483312144135e-09
1864,2.2774957564308806e-07,8.151037178549814e-09
1865,2.0427704505721067e-07,1.0355057256106193e-08
1866,1.6543083880549148e-07,1.4596839292835284e-09
1867,2.460375405632931e-07,4.85281148598915e-10
1868,2.3661996984003508e-07,1.4819622196071691e-09
1869,2.1682825579460996e-07,1.953407657850903e-09
1870,2.1732044608313572e-07,2.0069171213776826e-08
1871,2.5703250017272694e-07,0.0
1872,2.660829387934882e-07,2.4189357183956872e-09
1873,2.957086273625009e-07,2.3944017879529156e-09
1874,2.2763260565383803e-07,0.0
1875,1.6592429119555163e-07,5.721527140956084e-10
1876,2.708614665891673e-07,1.209202959984168e-09
1877,1.5400191166747845e-07,6.184815992682502e-10
1878,1.872117492141001e-07,6.039088673581716e-10
1879,1.8022508996295983e-07,3.0546627449723474e-09
1880,2.0537107481288785e-07,8.984985200299889e-09
1881,1.8965220593969434e-07,2.7890030285249168e-09
1882,1.5839815858953443e-07,1.9966155395678697e-09
1883,1.6493474674916797e-07,6.951272890631799e-09
1884,1.425966527079936e-07,2.6406787867472303e-09
1885,2.4815697585722774e-07,3.86738152613475e-09
1886,1.1938908328623654e-07,1.936039106809062e-09
1887,1.886859166688737e-07,6.528924512139156e-09
1888,2.637695768470394e-07,1.9021844099853524e-09
1889,1.8983364924451962e-07,2.5060546970934183e-09
1890,2.1760563351236328e-07,6.554386478008212e-10
1891,1.6381745737703568e-07,1.2748440081367107e-09
1892,1.5295170285867243e-07,3.1342561879199593e-09
1893,1.404119007730742e-07,1.2316833108982905e-09
1894,1.1090709417516109e-07,1.2603078580752936e-09
1895,1.1977042824184991e-07,1.8055843487019274e-09
1896,2.0167838954421313e-07,1.179405795248556e-09
1897,1.270223495275502e-07,0.0
1898,1.1090375551248144e-07,0.0
1899,1.0004916717321066e-07,5.527578395003729e-10
1900,1.3704380918966308e-07,3.114631885736685e-09
1901,1.3133536258536083e-07,0.0
1902,1.266853217885e-07,0.0
1903,1.5876647907475672e-07,0.0
1904,1.3974025403484802e-07,4.299700151477737e-09
1905,1.4501733325289479e-07,0.0
1906,1.5329670155495023e-07,1.5432553013283723e-09
1907,1.5222815719084792e-07,5.142843373384665e-10
1908,1.5176192569299474e-07,3.437972351250096e-09
1909,1.4632616540666277e-07,1.6502950117569526e-09
1910,1.587212761222645e-07,2.137660271017694e-09
1911,1.4045787199989945e-07,4.788336838146279e-09
1912,1.3857059855126863e-07,4.167536982180309e-09
1913,1.2408995608836904e-07,5.30298971401777e-10
1914,1.714366462124417e-07,4.68772043404897e-09
1915,3.015875176259897e-07,0.0
1916,6.922101336570563e-08,1.0987462051303964e-09
1917,7.347504293875318e-08,0.0
1918,8.385055050297296e-08,0.0
1919,8.655377303767864e-08,0.0
1920,1.1964126045427292e-07,4.543339038320937e-09
1921,1.0980483722278223e-07,6.815472630705699e-09
1922,7.599273388336769e-08,5.164555005876537e-09
1923,1.0722107557370464e-07,0.0
1924,1.0313299636521833e-07,3.867487219366694e-09
1925,8.798542383559038e-08,1.0998177923937646e-09
1926,1.0923215931768482e-07,3.343841648018042e-09
1927,9.47684135610416e-08,1.1149224876660924e-09
1928,1.016917652307825e-07,0.0
1929,8.800921080798219e-08,3.342121912552898e-09
1930,7.247486522032887e-08,0.0
1931,1.1063195870519849e-07,1.4826963656844327e-08
1932,6.246935990716906e-08,1.0959536611565568e-09
1933,9.176529935928102e-08,0.0
1934,1.4737343434489958e-07,0.0
1935,1.1848601122466107e-07,0.0
1936,7.274828961456592e-08,0.0
1937,8.687871666523961e-08,3.777335333410292e-09
1938,9.46460669837279e-08,1.2965214457594243e-09
1939,1.0858776100519663e-07,0.0
1940,6.593035628554844e-08,0.0
1941,9.739958617416278e-08,0.0
1942,8.49579278039414e-08,0.0
1943,1.1903264240942235e-07,8.709705845433291e-09
1944,1.670856821789357e-07,9.639558484764166e-09
1945,1.4813827142745595e-07,2.178504043826024e-09
1946,1.823664685929316e-07,9.744772988540262e-09
1947,8.702235554380877e-08,1.1920870957027319e-09
1948,1.174163912764925e-07,5.435944139264848e-09
1949,8.442627041915785e-08,6.8719057111366055e-09
1950,9.67817888053446e-08,1.0635361036293034e-08
1951,9.382033283600322e-08,4.264560704569931e-09
1952,2.172229622843247e-07,2.1089607837865287e-09
1953,1.960836613079664e-07,6.464296653518886e-09
1954,1.0261163163605147e-07,2.9317608341017376e-09
1955,1.1262729504579738e-07,9.385607846468247e-10
1956,8.023450215333128e-08,6.976913269340912e-09
1957,1.1838950708664697e-07,1.7670075402875796e-09
1958,5.956015397545755e-08,5.790570245522986e-09
1959,9.610927631520383e-08,2.325224457422337e-09
1960,6.436374899720931e-08,6.920833239831836e-09
1961,9.171569992361128e-08,5.55852741612739e-09
1962,1.0781325876507708e-07,1.2683912808952869e-09
1963,9.375776954811954e-08,7.759263453976928e-09
1964,8.274197105251346e-08,4.867174663303331e-09
1965,9.193032912691024e-08,6.0192477668863376e-09
1966,1.1133540489538518e-07,5.539074976468328e-09
1967,8.628087000417395e-08,3.451234853457663e-09
1968,8.264205053620799e-08,3.1439910674890825e-09
1969,1.149064736694072e-07,4.5417578031781147e-10
1970,7.31197253855953e-08,1.3796175313274261e-09
1971,1.16641620362401e-07,1.541519245584766e-09
1972,1.0003786243828472e-07,1.5390440033513642e-09
1973,7.49795727728042e-08,2.205281512956958e-09
1974,9.844750747944886e-08,1.6876715580593782e-09
1975,9.652401633530872e-08,2.2845920710778955e-09
1976,1.0284348395117604e-07,3.4281160132820787e-09
1977,9.814225876425553e-08,0.0
1978,9.26732277584108e-08,3.5643548113029055e-09
1979,9.53871635012149e-08,4.096381456264453e-09
1980,9.096241360140311e-08,1.7055452605774235e-09
1981,1.1259478149838742e-07,1.2651099057237047e-09
1982,7.635227650126808e-08,4.966001831974154e-09
1983,1.048342470610919e-07,1.89459470334441e-09
1984,7.596701223633318e-08,2.3196033982486597e-09
1985,8.542092233554399e-08,3.0077789148208467e-09
1986,1.1269632427257648e-07,1.7983456945813714e-09
1987,9.28844188230471e-08,0.0
1988,1.1273521405286147e-07,2.398621523624911e-09
1989,9.659094768466048e-08,3.841685636274406e-09
1990,8.772328019546194e-08,2.724325431913144e-09
1991,5.9200798485647965e-08,5.2753188484189195e-09
1992,9.58730299593924e-08,2.7549720282848966e-09
1993,9.361260566720375e-08,3.323524566667402e-09
1994,8.598130474268828e-08,3.6924485691258724e-09
1995,8.079451596643139e-08,3.795715741716776e-09
1996,8.434185971850638e-08,4.804283193493575e-09
1997,6.856699119595078e-08,1.917957792585412e-09
1998,8.058138023514516e-08,1.9072516899143466e-09
1999,9.963038483107312e-08,4.570201161957499e-10
2000,6.936309615568348e-08,1.3254094488601709e-09
2001,7.40424779266391e-08,3.5049694258049158e-09
2002,7.404264579236042e-08,2.1906108038649563e-09
2003,1.0959007212818506e-07,2.083461403401543e-09
2004,7.576241234374947e-08,2.642874807889939e-09
2005,7.205999441595168e-08,5.404499514582994e-09
2006,8.153421782175485e-08,2.4707338397433887e-09
2007,6.191443180370015e-08,2.3966877371606188e-09
2008,7.024775428021712e-08,3.405951742863067e-09
2009,8.153609432071107e-08,1.430457752249481e-09
2010,8.172162146991013e-08,4.2514138876015295e-09
2011,7.686183334243424e-08,7.64794394481072e-10
2012,9.565950120915545e-08,1.7021263287730903e-09
2013,1.0040850506598531e-07,3.6258624991347688e-09
2014,9.48465004313448e-08,4.114345752981308e-09
2015,1.1193705429235479e-07,2.21657536769726e-09
2016,1.2655887760004703e-07,1.6570720351438695e-09
2017,9.383230059611947e-08,5.031222660711876e-10
2018,1.0738901323747996e-07,1.0325866828253538e-09
2019,9.642733767023515e-08,4.08158040698936e-09
