year,pouvons_VERB être_VERB,pouvons_VERB etre_VERB,pouvons_VERB naître_VERB
1848,5.551203230425017e-07,8.045221711050488e-10,8.045221711050488e-10
1849,4.6002986664461787e-07,0.0,0.0
1850,4.915233375868411e-07,0.0,6.788996032014438e-10
1851,5.856090297129413e-07,6.449438760824933e-10,0.0
1852,5.852980393683538e-07,1.3021090872200602e-09,0.0
1853,5.786802148577408e-07,5.971931837933653e-10,0.0
1854,6.203623570399941e-07,5.195664454227256e-10,2.5978321716024766e-09
1855,5.482066285367182e-07,5.306937111981824e-10,0.0
1856,5.870932682228158e-07,5.177189232874468e-10,2.0708756931497874e-09
1857,5.638142965835868e-07,9.763018171682347e-10,4.881509085841174e-10
1858,5.896879429201363e-07,1.468102750479261e-09,1.468102750479261e-09
1859,5.626851589113357e-07,5.092173349652285e-10,2.036869339860914e-09
1860,5.964070624031592e-07,4.577183909670879e-10,0.0
1861,7.319175665543298e-07,9.431927461278633e-10,4.715963730639317e-10
1862,5.742360258409462e-07,4.517986262886353e-10,2.710791813242963e-09
1863,5.833717295899987e-07,0.0,9.989241656072068e-10
1864,6.343424843180401e-07,9.589455896019672e-10,1.9178911792039344e-09
1865,6.429549443964788e-07,4.706844358715045e-10,4.706844358715045e-10
1866,8.402913636018638e-07,9.731225825149181e-10,0.0
1867,6.177629074954893e-07,1.455843445796745e-09,4.85281148598915e-10
1868,6.377377417265961e-07,1.4819622196071691e-09,1.975949626142892e-09
1869,6.416944415832404e-07,2.9301114867763545e-09,0.0
1870,8.257030117420072e-07,2.8670243956696595e-09,1.1468097582678638e-09
1871,7.148052532102156e-07,4.248470908407853e-09,1.0621177271019633e-09
1872,6.875824851704238e-07,1.8142017887967654e-09,1.8142017887967654e-09
1873,6.387066946444975e-07,2.9930022904522957e-09,0.0
1874,6.60194302781747e-07,3.5847653734322193e-09,0.0
1875,6.757123287570721e-07,2.2886108563824337e-09,2.2886108563824337e-09
1876,5.157250484444376e-07,6.04601479992084e-10,0.0
1877,6.215740313564311e-07,1.2369631985365004e-09,6.184815992682502e-10
1878,5.616352609649766e-07,1.8117265465633636e-09,0.0
1879,6.078778369555948e-07,0.0,0.0
1880,5.763225772170699e-07,6.417846254436199e-10,0.0
1881,6.351954198180465e-07,6.972507571312292e-10,0.0
1882,5.271065219858428e-07,1.3310770263785798e-09,0.0
1883,5.087067620479502e-07,6.319338941018771e-10,1.2638677882037541e-09
1884,5.578434070230287e-07,1.3203393933736152e-09,6.601696966868076e-10
1885,4.96958534768055e-07,0.0,0.0
1886,4.594866140905651e-07,2.5813855497602844e-09,0.0
1887,6.672560743936629e-07,1.3057849246322917e-09,1.3057849246322917e-09
1888,5.529016107175266e-07,0.0,1.268122939990235e-09
1889,6.359113626785984e-07,0.0,1.2530273485467092e-09
1890,6.324983132799389e-07,1.3108772956016423e-09,1.9663159989136147e-09
1891,6.412465154426172e-07,0.0,1.9122659011827636e-09
1892,6.356271455842943e-07,1.2537024751679837e-09,0.0
1893,5.893604679840792e-07,0.0,1.2316833108982905e-09
1894,5.305896024765389e-07,0.0,0.0
1895,5.98852125222038e-07,1.2037228991346183e-09,6.018614495673091e-10
1896,5.661148065883026e-07,1.179405795248556e-09,1.7691086373616827e-09
1897,5.383883490139851e-07,5.826713556089658e-10,0.0
1898,6.105365173425525e-07,5.6583548957434e-10,1.13167097914868e-09
1899,5.356223482522182e-07,5.527578395003729e-10,0.0
1900,6.499198548226559e-07,2.07642125715779e-09,5.191053142894475e-10
1901,6.790317570448678e-07,0.0,1.1177477832191585e-09
1902,5.474966542351467e-07,9.820567692386817e-10,2.455141867585553e-09
1903,6.431662313843844e-07,5.400220270956879e-10,2.7001101354784396e-09
1904,6.110948902460223e-07,0.0,5.374625189347171e-10
1905,6.074213274587237e-07,0.0,0.0
1906,6.641142249463883e-07,1.0288369045596824e-09,5.144184522798412e-10
1907,6.238269065761415e-07,2.057137349353866e-09,5.142843373384665e-10
1908,6.055742574062606e-07,4.911389073214423e-10,1.4734167219643268e-09
1909,5.957565463177161e-07,2.2003934230241384e-09,5.500983557560346e-10
1910,6.274032671171881e-07,5.344150677544235e-10,5.344150677544235e-10
1911,7.3314754445164e-07,5.320374141248863e-10,5.320374141248863e-10
1912,6.251305535442953e-07,1.0418842455450772e-09,1.0418842455450772e-09
1913,6.803736027904961e-07,2.121195885607108e-09,0.0
1914,7.078457997522491e-07,6.696743715117748e-10,6.696743715117748e-10
1915,8.753106044423475e-07,0.0,0.0
1916,9.537117193758604e-07,0.0,2.197492410260793e-09
1917,9.091165793506661e-07,4.386569774084137e-09,0.0
1918,8.38505457068095e-07,0.0,0.0
1919,7.559643790955306e-07,0.0,0.0
1920,6.91344780534564e-07,1.514446346106979e-09,0.0
1921,6.300525683400338e-07,1.5145494858259667e-09,7.572747429129834e-10
1922,7.37055756871996e-07,0.0,0.0
1923,8.131816002787673e-07,2.1231896241147297e-09,3.1847844361720945e-09
1924,6.420028739739791e-07,0.0,3.867487219366694e-09
1925,6.939850436538109e-07,4.399271169575059e-09,1.0998177923937646e-09
1926,6.364444971040939e-07,2.229227691330493e-09,4.458455382660986e-09
1927,7.124354510779085e-07,1.1149224876660924e-09,1.1149224876660924e-09
1928,6.307174658104486e-07,0.0,0.0
1929,7.06301761965733e-07,2.2280812750352652e-09,0.0
1930,6.039571758265083e-07,0.0,0.0
1931,6.980078524065902e-07,2.2810713318222042e-09,1.1405356659111021e-09
1932,7.200415552688355e-07,2.1919073223131136e-09,0.0
1933,6.090921829127183e-07,1.1470662197865522e-09,0.0
1934,6.589868917217245e-07,0.0,0.0
1935,6.0798885215263e-07,1.196828414151696e-09,0.0
1936,7.226329898912809e-07,2.424942913137329e-09,1.2124714565686645e-09
1937,6.333332294161664e-07,5.0364472592434595e-09,0.0
1938,6.897494131408166e-07,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.821146598667838e-07,0.0,3.058810094103137e-09
1940,6.060521400286234e-07,5.0715658339584024e-09,0.0
1941,5.519310093404783e-07,2.9515025978810172e-09,0.0
1942,7.160739983191888e-07,6.068423541449874e-09,0.0
1943,6.938732326489117e-07,2.9032352077962287e-09,0.0
1944,6.265713068387413e-07,0.0,0.0
1945,8.321885616169311e-07,2.178504043826024e-09,0.0
1946,7.767976057948545e-07,1.3921104269343232e-09,0.0
1947,7.688962000429456e-07,0.0,0.0
1948,7.034111604298232e-07,0.0,0.0
1949,7.402024380098737e-07,9.817008317369869e-10,9.817008317369869e-10
1950,6.551382512043347e-07,0.0,0.0
1951,7.633563541276089e-07,1.0661401761424827e-09,0.0
1952,6.231979341464466e-07,2.1089607837865287e-09,0.0
1953,6.615130132558988e-07,0.0,0.0
1954,7.290311714314157e-07,5.863521668203475e-09,0.0
1955,6.710709499202494e-07,9.385607846468247e-10,0.0
1956,7.037961040623486e-07,1.744228317335228e-09,0.0
1957,6.246371526685834e-07,0.0,0.0
1958,6.096643687669712e-07,8.272243445794913e-10,0.0
1959,6.611388130295381e-07,1.5501495642666896e-09,0.0
1960,6.325641948023986e-07,1.3841666701708277e-09,0.0
1961,6.621595503020217e-07,2.08444772553662e-09,6.948159270159238e-10
1962,6.487821337941568e-07,4.43936931660005e-09,0.0
1963,6.285004019446205e-07,2.5864212993553792e-09,6.466053248388448e-10
1964,6.132640351097507e-07,1.2167936658258327e-09,0.0
1965,6.59928446111735e-07,5.47204326295514e-09,1.6416130677043839e-09
1966,5.760637691309967e-07,1.6617224263271169e-09,0.0
1967,6.325620347524818e-07,1.9721342336964653e-09,4.930335584241163e-10
1968,6.395775926648639e-07,2.245707841908029e-09,8.982831700699023e-10
1969,5.86340945574193e-07,1.3625273131978588e-09,0.0
1970,6.534788212775311e-07,2.2993624781975086e-09,9.197450023812337e-10
1971,5.5340541393889e-07,1.541519245584766e-09,0.0
1972,5.227619794823113e-07,4.104117490300041e-09,5.130146862875051e-10
1973,5.314728355187981e-07,2.205281512956958e-09,5.513203782392395e-10
1974,4.809863867194508e-07,4.500457340128605e-09,1.1251143350321513e-09
1975,4.7576628503520624e-07,1.1422960355389478e-09,2.2845920710778955e-09
1976,5.08503887886036e-07,5.713526873840635e-10,5.713526873840635e-10
1977,4.748439721424802e-07,2.938390863960194e-09,5.876781838942691e-10
1978,4.782176006301597e-07,5.940591352171509e-10,0.0
1979,4.7635063538109534e-07,4.681578680276743e-09,0.0
1980,4.963136461810791e-07,2.8425752862659692e-09,2.2740602734216964e-09
1981,4.5923488301014004e-07,3.1627747087981106e-09,6.325549528618524e-10
1982,5.059114300820511e-07,2.483000915987077e-09,0.0
1983,5.279604238239699e-07,1.89459470334441e-09,6.315316047889041e-10
1984,4.795779773303366e-07,1.739702604197646e-09,0.0
1985,4.800415354111465e-07,1.2031116103372597e-09,1.2031116103372597e-09
1986,5.26315830029489e-07,2.3977941854269602e-09,1.1988970927134801e-09
1987,5.047534727964376e-07,3.0554083707556856e-09,0.0
1988,4.7072947495507833e-07,2.398621523624911e-09,0.0
1989,4.796618782165751e-07,1.6464366536794728e-09,1.0976244357863152e-09
1990,4.773018531523121e-07,1.6345953479657283e-09,5.44865097484859e-10
1991,4.958799308951711e-07,1.7584396161396398e-09,5.861465202094962e-10
1992,4.358365970347222e-07,5.509944167592096e-10,0.0
1993,4.4535227061714977e-07,3.323524566667402e-09,0.0
1994,5.285476731842209e-07,2.1099706426497278e-09,0.0
1995,4.6470404413412325e-07,2.7112254663563817e-09,5.422450821690461e-10
1996,4.697521092111856e-07,2.135236876199542e-09,0.0
1997,4.722971027604217e-07,0.0,2.3974471297094624e-09
1998,4.772897455040948e-07,4.768129224785866e-10,1.43043876743576e-09
1999,5.319714091456262e-07,9.140402323914998e-10,1.8280804647829996e-09
2000,5.191187142372655e-07,8.836062992401139e-10,3.5344251969604557e-09
2001,5.130398790242907e-07,0.0,4.3812117822561447e-10
2002,5.169841301722045e-07,2.1906108038649563e-09,4.38122149670761e-10
2003,5.050310392107349e-07,4.1669229178253886e-10,1.2500769308587678e-09
2004,5.757062240263622e-07,3.0833537945085254e-09,0.0
2005,5.323432219483948e-07,2.251874686720612e-09,1.8014998381943315e-09
2006,5.872111046301143e-07,1.2353669198716943e-09,1.6471559671771274e-09
2007,5.799984137411229e-07,7.988958938831558e-10,7.988958938831558e-10
2008,5.619820626634464e-07,2.554463751636149e-09,8.514879357157668e-10
2009,5.883949825147283e-07,9.53638501499654e-10,2.384096253749135e-09
2010,6.079521881474648e-07,1.4171379625338432e-09,9.447586046817946e-10
2011,7.391737995021685e-07,1.911985902935953e-09,3.82397197240536e-10
2012,7.196589990599023e-07,6.808505426114664e-10,2.7234021704458655e-09
2013,7.762134828226408e-07,0.0,3.6258624991347688e-09
2014,7.964507631186279e-07,2.1654451842767486e-10,1.2992671383216248e-09
2015,7.959721983752388e-07,2.2165753954528356e-10,3.103205470367243e-09
2016,8.061655307756155e-07,2.0713400439298368e-10,2.4856081637381067e-09
2017,8.165674216797925e-07,2.515611330355938e-10,1.2578056374223934e-09
2018,9.15904365683673e-07,2.5814667070633845e-10,1.0325866828253538e-09
2019,9.206514732795767e-07,1.2754939326953263e-09,3.5713827450933877e-09
