year,mais_CONJ ôter_VERB,mais_CONJ noter_VERB
1928,4.5704163786908225e-09,9.14083297942625e-09
1929,0.0,7.798284462623428e-09
1930,0.0,1.7856126022230967e-08
1931,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,1.3151443711834077e-08
1933,5.735331320977366e-09,8.029463538505865e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,3.6374143697059935e-09,8.487300195980652e-09
1937,0.0,1.1332006000230876e-08
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,0.0,1.070583532936098e-08
1940,0.0,2.028626333583361e-08
1941,0.0,0.0
1942,6.068423541449874e-09,1.2136846860855144e-08
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,4.7683483828109274e-09,1.3112958274774655e-08
1948,0.0,1.7395020535104777e-08
1949,7.853606542873592e-09,1.2762110923603132e-08
1950,7.444752814222966e-09,1.4889506294579746e-08
1951,4.264560704569931e-09,2.558736356128577e-08
1952,0.0,1.8980646387944944e-08
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,0.0,1.4658803726419478e-08
1955,4.6928039232341234e-09,1.2201290200408721e-08
1956,2.616342476002842e-09,1.0465369904011368e-08
1957,0.0,1.0602045463770082e-08
1958,0.0,7.445019101215422e-09
1959,3.1002992395556817e-09,3.875373910666724e-09
1960,0.0,6.2287499602575735e-09
1961,2.779263652552544e-09,3.474079635079619e-09
1962,6.341956404476434e-10,8.87873907728931e-09
1963,1.2932106496776896e-09,7.759263787043835e-09
1964,1.8251904432275978e-09,4.8671746077921796e-09
1965,3.2832261354087677e-09,1.641613067704384e-08
1966,1.6617224263271169e-09,1.163205665122291e-08
1967,2.958201350544698e-09,1.2325839238158665e-08
1968,4.940557407628887e-09,7.63540675130514e-09
1969,1.8167031212712459e-09,6.8126366770115965e-09
1970,5.0585974298300584e-09,1.747515510075459e-08
1971,0.0,8.735275947024945e-09
1972,1.5390440588625154e-09,8.208234980600082e-09
1973,1.6539611347177186e-09,1.3783009178425232e-08
1974,2.2502286700643026e-09,9.563471903284437e-09
1975,1.1422960355389478e-09,1.1994107929069742e-08
1976,5.713526873840635e-10,8.57029019973865e-09
1977,2.3507127355770763e-09,1.5867311020656416e-08
1978,1.7821774056514528e-09,1.1287123902192775e-08
1979,3.511183899185255e-09,8.777960136541196e-09
1980,1.1370301367108482e-09,1.0801786354264209e-08
1981,2.5302198114474095e-09,1.3916209073983055e-08
1982,3.1037510339615437e-09,1.6139506175960605e-08
1983,0.0,5.68378455412244e-09
1984,0.0,3.4794050973729895e-09
1985,0.0,1.8046674155058895e-09
1986,5.994485463567401e-10,1.3787316399671568e-08
1987,1.2221633705067347e-09,3.055408481777988e-09
1988,1.798966087207532e-09,2.2187249371086182e-08
1989,3.292873196336643e-09,1.0976244135818547e-08
1990,4.90378582185258e-09,8.172976739828641e-09
1991,0.0,6.4476117778156095e-09
1992,0.0,2.754972083796048e-09
1993,0.0,7.754890507527534e-09
1994,1.0549853213248639e-09,8.96737506472789e-09
1995,1.6267352465071383e-09,7.049186012686448e-09
1996,0.0,6.939519847648512e-09
1997,1.438468344439059e-09,6.233362603857984e-09
1998,0.0,1.0966697328029795e-08
1999,9.140402323914998e-10,5.941261482789173e-09
2000,4.4180314962005696e-09,7.068850393920911e-09
2001,3.5049694258049158e-09,4.8193330159929104e-09
2002,2.1906108038649563e-09,1.0514931592098264e-08
2003,2.083461403401543e-09,9.167230530238157e-09
2004,1.7619165015858584e-09,8.3691032992661e-09
2005,3.15262471684008e-09,1.125937343360306e-08
2006,2.4707338397433887e-09,8.235780057930242e-09
2007,1.5977918155218873e-09,5.59227120167094e-09
2008,3.4059516873519158e-09,4.257439734089985e-09
2009,3.814554005998616e-09,7.629107789952627e-09
2010,1.4171379625338432e-09,8.502827553158454e-09
2011,1.9119859584471044e-09,5.735957903096889e-09
2012,2.0425516000788235e-09,2.3829768713845567e-09
2013,5.857162532763027e-09,5.857162477251876e-09
2014,4.330890313042346e-09,4.330890368553497e-09
2015,5.984753581600444e-09,3.324863190323768e-09
2016,3.5212781579474495e-09,4.142679976837371e-09
2017,2.264050280587071e-09,2.5156113858670892e-09
2018,5.421080029321956e-09,2.8396134332808742e-09
2019,3.3162841361900064e-09,6.122370832528645e-09
