year,puissions_VERB être_VERB,puissions_VERB etre_VERB,puissions_VERB naître_VERB
1800,9.746909768182377e-08,0.0,0.0
1801,1.6430159632818686e-07,2.3811825844433088e-09,0.0
1802,9.175144555229053e-08,0.0,0.0
1803,1.3067273130218382e-07,0.0,0.0
1804,1.8044511307380162e-07,2.4718509461507665e-09,0.0
1805,1.6204403152642044e-07,0.0,2.842877711017877e-09
1806,1.4696512096179504e-07,0.0,0.0
1807,1.224190668835945e-07,0.0,0.0
1808,8.611080914988634e-08,0.0,0.0
1809,1.0617443280125372e-07,0.0,0.0
1810,1.7316938283329364e-07,0.0,0.0
1811,4.011322829455821e-08,0.0,0.0
1812,1.2535878113340004e-07,0.0,0.0
1813,7.189353823378042e-08,0.0,0.0
1814,5.97868634599763e-08,0.0,0.0
1815,9.440282155992463e-08,0.0,0.0
1816,6.257530316133852e-08,0.0,0.0
1817,1.5257359109455138e-07,0.0,0.0
1818,1.740491910595665e-07,0.0,0.0
1819,1.656167967212241e-07,1.035105001712111e-09,0.0
1820,6.763894333516873e-08,0.0,0.0
1821,3.2542911299060506e-07,0.0,9.86148829262845e-10
1822,1.7544827812798758e-07,1.0025615893027862e-09,0.0
1823,1.7788836714771605e-07,0.0,0.0
1824,1.70106474683962e-07,0.0,8.421112696055388e-10
1825,1.1359021812040737e-07,0.0,0.0
1826,9.776862697208344e-08,0.0,0.0
1827,9.770309361556428e-08,0.0,0.0
1828,1.201571393494305e-07,0.0,0.0
1829,9.944884027390799e-08,0.0,0.0
1830,1.1897992635567789e-07,2.0873671680021744e-09,0.0
1831,1.1381580122815649e-07,0.0,0.0
1832,1.0959275442701255e-07,0.0,0.0
1833,1.332117278707301e-07,0.0,0.0
1834,1.7922299377914896e-07,0.0,0.0
1835,1.4218605315363675e-07,0.0,0.0
1836,1.1828520030121581e-07,6.720750067579218e-10,0.0
1837,1.4820307114860043e-07,0.0,0.0
1838,1.312929640562288e-07,0.0,0.0
1839,1.3353717065456294e-07,0.0,0.0
1840,1.6688584025814635e-07,0.0,0.0
1841,1.9390056138490763e-07,6.420548537278137e-10,0.0
1842,1.489234904283876e-07,6.708265054555795e-10,0.0
1843,1.7070972546662233e-07,0.0,0.0
1844,1.9319735145018058e-07,1.097712254427563e-09,2.195424508855126e-09
1845,1.5345626991347672e-07,0.0,0.0
1846,9.250111787650894e-08,0.0,0.0
1847,1.380665253236657e-07,5.393223645455691e-10,0.0
1848,1.2309189401094045e-07,8.045221711050488e-10,0.0
1849,9.21735647807509e-08,0.0,1.5920887719289567e-08
1850,6.653215933738466e-08,0.0,0.0
1851,7.932809609201286e-08,0.0,0.0
1852,1.3737250981193938e-07,0.0,0.0
1853,1.1346670447665019e-07,5.971931837933653e-10,0.0
1854,2.0678744760971313e-07,0.0,0.0
1855,1.0932290450682558e-07,5.306937111981824e-10,0.0
1856,1.8948512092720193e-07,2.0708756931497874e-09,0.0
1857,1.327770462467015e-07,9.763018171682347e-10,0.0
1858,1.0472466982491824e-07,0.0,0.0
1859,1.19666069053892e-07,0.0,0.0
1860,1.2816114747238316e-07,0.0,0.0
1861,1.169559027403011e-07,0.0,0.0
1862,1.2198563581478084e-07,4.517986262886353e-10,0.0
1863,9.589672345100553e-08,0.0,0.0
1864,1.4096499967308773e-07,9.589455896019672e-10,0.0
1865,1.0966947172619257e-07,9.41368871743009e-10,0.0
1866,1.9413795371292508e-07,4.865612912574591e-10,0.0
1867,9.608567097529885e-08,4.85281148598915e-10,0.0
1868,1.3584653402176627e-07,9.87974813071446e-10,1.975949626142892e-09
1869,1.2208798239043972e-07,2.441759683335931e-09,0.0
1870,1.4621824107052817e-07,5.734048791339319e-10,0.0
1871,1.370131883504655e-07,0.0,0.0
1872,1.2638939494991064e-07,1.8142017887967654e-09,0.0
1873,8.679706553493816e-08,5.986004469882289e-10,1.1972008939764578e-09
1874,9.081406204813902e-08,5.974609140757536e-10,0.0
1875,1.1843561509294886e-07,0.0,3.432916173551348e-09
1876,1.1064206972832835e-07,0.0,0.0
