year,nouveaux_ADJ oeufs_NOUN,nouveaux_ADJ noeuds_NOUN
2004,0.0,8.809582507929292e-10
2005,0.0,1.8014998381943315e-09
2006,0.0,2.8825228870488218e-09
2007,0.0,3.994479469415779e-10
2008,0.0,8.514879357157668e-10
2009,0.0,1.907277002999308e-09
2010,0.0,4.723793023408973e-10
2011,7.64794394481072e-10,7.64794394481072e-10
2012,3.404252713057332e-10,3.404252713057332e-10
2013,0.0,1.6734750252211938e-09
2014,0.0,1.9489005964601347e-09
2015,0.0,4.433150790905671e-10
2016,0.0,4.1426800878596737e-10
2017,0.0,0.0
2018,5.162933414126769e-10,7.744400121190154e-10
2019,0.0,5.1019755087367e-10
