year,ses_DET os_NOUN,ses_DET noces_NOUN
1886,5.653234165237109e-07,4.936899918872584e-07
1887,5.373304947653423e-07,4.85752005729978e-07
1888,5.62412552085334e-07,5.07249175996094e-07
1889,5.538380651870511e-07,4.3730654697426985e-07
1890,4.961670612146918e-07,4.5094177902882393e-07
1891,4.347218087730198e-07,4.481076580908905e-07
1892,5.058689342973821e-07,4.996004339119509e-07
1893,4.920574685485235e-07,4.871307359710642e-07
1894,3.875446683565542e-07,4.83958203290058e-07
1895,3.767652572150837e-07,4.495904979417986e-07
1896,4.2340667505413876e-07,4.464050897823313e-07
1897,4.1894070257342264e-07,3.694136263554526e-07
1898,4.158890973826601e-07,4.3852251763176753e-07
1899,4.206487194124975e-07,3.388405467319444e-07
1900,4.261854495979378e-07,3.545489311029826e-07
1901,3.6159140126557077e-07,4.0574244164481854e-07
1902,4.483089188767053e-07,4.1344590351322097e-07
1903,4.098767121263336e-07,4.1149679597118904e-07
1904,3.8159837956186493e-07,4.111588340904859e-07
1905,3.46803011197494e-07,4.009909631008668e-07
1906,3.8890034659289086e-07,3.8529942347764745e-07
1907,4.433131088887876e-07,3.7182757717246773e-07
1908,4.1353896307327886e-07,4.174680661162e-07
1909,3.9992150124845693e-07,3.751670749618796e-07
1910,4.7402616587532975e-07,4.6280345777915954e-07
1911,4.0807268675280284e-07,4.3201436694673134e-07
1912,3.8185057249506826e-07,4.297772573380598e-07
1913,3.8658795986634686e-07,5.032537440663454e-07
1914,4.1118005622564624e-07,4.299309508404292e-07
1915,4.0643628151926237e-07,2.945190562542166e-07
1916,3.515987738733628e-07,2.988589566932376e-07
1917,4.167241378638664e-07,2.928035224281089e-07
1918,3.354021984591782e-07,4.514145972578376e-07
1919,3.9133355222986665e-07,4.502637986902869e-07
1920,3.982993845852434e-07,3.6119544599699793e-07
1921,4.945003961864813e-07,4.528502979272986e-07
1922,4.2423128299162727e-07,3.76274711388902e-07
1923,5.39290178735996e-07,4.4268502863431536e-07
1924,4.550743426534609e-07,4.5894183164918445e-07
1925,5.059161800602396e-07,4.443263832420996e-07
1926,4.6925241825590547e-07,4.52533208461503e-07
1927,6.031730599431739e-07,5.1397925338037e-07
1928,4.307617444965217e-07,4.1133747052946035e-07
1929,3.8880018493614443e-07,3.798878434047026e-07
1930,4.1594270427935953e-07,4.033383762536147e-07
1931,4.1629552072208753e-07,3.261932128850731e-07
1932,3.419375360635968e-07,3.5070517023783054e-07
1933,3.074137371328334e-07,3.1429613756017716e-07
1934,3.318897636717111e-07,4.4930924225639046e-07
1935,4.428265256706254e-07,3.77000947793249e-07
1936,3.6374143341788567e-07,3.297922295253386e-07
1937,3.903246525993609e-07,3.601059721525246e-07
1938,4.278520897571525e-07,3.915494880546433e-07
1939,3.8388065526362425e-07,3.548219575932876e-07
1940,3.829032255708853e-07,2.510424994550675e-07
1941,4.3682237205189267e-07,3.7484081882865894e-07
1942,4.156870030413984e-07,4.2175544012756916e-07
1943,4.6451762791832607e-07,4.0064647266468967e-07
1944,4.1128784111776895e-07,3.75942786234873e-07
1945,3.8123821965996285e-07,4.858064044377386e-07
1946,4.900228738335954e-07,4.245936731095412e-07
1947,5.912752030212687e-07,3.886203892022877e-07
1948,4.903221295649018e-07,4.533577167009639e-07
1949,3.386867843957475e-07,3.2199787969311444e-07
1950,5.445305006901435e-07,3.584116856636399e-07
1951,4.6590326618911604e-07,4.179269439408273e-07
1952,5.188043488146832e-07,3.9226670045522383e-07
1953,4.36339997023083e-07,4.0294113512473473e-07
1954,3.781971598115774e-07,4.3194608601027085e-07
1955,4.2141380518501137e-07,4.495706238394348e-07
1956,4.831512487868395e-07,3.6279948267825546e-07
1957,4.1524676497317614e-07,3.489840025849844e-07
1958,3.714237415408661e-07,3.7473263292397974e-07
1959,3.704857487463187e-07,3.6893558452710806e-07
1960,4.32552070606107e-07,3.771854213407977e-07
1961,4.3148068318288324e-07,3.1753088847175093e-07
1962,4.090561986913599e-07,3.475392156282453e-07
1963,4.90126828012194e-07,3.860233759311882e-07
1964,4.970602063281149e-07,4.0701749282057165e-07
1965,4.372162614174613e-07,3.6006044812353366e-07
1966,4.807917015625662e-07,3.4065309240105535e-07
1967,5.137409413435989e-07,3.865383195744698e-07
1968,4.6171754775059526e-07,3.9749030711355715e-07
1969,4.955057892885861e-07,3.3154832923543154e-07
1970,4.709094429955485e-07,3.8813239983115366e-07
1971,4.6605264181209805e-07,3.5352175153935406e-07
1972,4.1502886638511427e-07,3.478239676280026e-07
1973,4.074257606845322e-07,3.329975004628949e-07
1974,3.341589600580619e-07,2.6946488129730994e-07
1975,3.266966537296412e-07,3.5296948386331906e-07
1976,3.6680841830616373e-07,3.3024185952523766e-07
1977,3.3145050082339367e-07,3.279244196185971e-07
1978,4.021780437568623e-07,4.0693050085138793e-07
1979,4.236828718973129e-07,3.9968978771121044e-07
1980,3.655551950032532e-07,3.8943283270365114e-07
1981,4.883324127291644e-07,3.73839981637758e-07
1982,4.01625406709627e-07,3.6251813495535856e-07
1983,3.6944599557386937e-07,4.193369886884568e-07
1984,4.0535069967262416e-07,3.8331446150507986e-07
1985,3.687537049046341e-07,4.4575285862435976e-07
1986,4.2980460257524555e-07,4.14218940258948e-07
1987,3.7031549382504636e-07,3.7337089686673153e-07
1988,4.1256291005709045e-07,4.203584316186948e-07
1989,3.918519144718857e-07,3.7538755881527663e-07
1990,3.639698764601462e-07,4.222704468315186e-07
1991,3.880290062596714e-07,3.8978743521767e-07
1992,4.435505083222324e-07,3.4988144204106675e-07
1993,3.949455003038338e-07,4.1544056639253313e-07
1994,4.557536463778433e-07,4.262140564925687e-07
1995,3.7957156528989344e-07,4.2240891939826497e-07
1996,4.0729643302483964e-07,4.414602166047388e-07
1997,3.9366083548486586e-07,3.7160431709537534e-07
1998,4.1578086396043545e-07,4.1387361493505637e-07
1999,4.314270043437318e-07,3.701862913152443e-07
2000,4.5152282979188385e-07,3.9320480960114423e-07
2001,3.912422261720394e-07,3.4962069372923565e-07
2002,5.051548530587979e-07,3.9211933211547034e-07
2003,4.796128401096666e-07,4.412771463790932e-07
2004,4.184551816166504e-07,3.9907409599138077e-07
2005,4.6748920112804626e-07,3.62551845656256e-07
2006,4.7026303562347493e-07,4.257898122972392e-07
2007,4.921198737406485e-07,4.286076407122863e-07
2008,5.807147509528932e-07,4.193578120315067e-07
2009,6.198650446265219e-07,4.62991500915777e-07
2010,7.775363215500875e-07,4.119147449799243e-07
2011,9.494922679209594e-07,4.3172644104139124e-07
2012,1.2153182211704916e-06,4.7455282947694855e-07
2013,1.4570389623713709e-06,4.51280442348434e-07
2014,1.4140356654479547e-06,5.35731129014394e-07
2015,1.3399198195429562e-06,4.860949900375999e-07
2016,1.4497308598038217e-06,4.7350832543813226e-07
2017,1.6628191303880158e-06,3.816182339022589e-07
2018,1.557657057560391e-06,4.579521921677099e-07
2019,1.4997256627680144e-06,4.344332111827498e-07
