year,vous_PRON ôtez_VERB,vous_PRON otez_VERB,vous_PRON notez_VERB
1800,2.5782149037922863e-07,3.144164484325529e-09,0.0
1801,2.500241649272539e-07,2.3811825844433088e-09,2.3811825844433088e-09
1802,2.953948978756671e-07,6.713520406265161e-09,1.5664880947952042e-08
1803,1.9503393033915017e-07,5.851017448321727e-09,0.0
1804,2.1999473176492756e-07,0.0,0.0
1805,1.4498676348395634e-07,0.0,0.0
1806,2.910485861207235e-07,1.729001475325731e-08,0.0
1807,1.1672516109229036e-07,0.0,0.0
1808,2.016805886739803e-07,0.0,0.0
1809,1.1521055931495994e-07,2.259030518203531e-09,0.0
1810,2.5975407424994046e-07,0.0,0.0
1811,1.4791752178666684e-07,0.0,0.0
1812,1.7070133040419933e-07,0.0,0.0
1813,1.351598559740097e-07,0.0,0.0
1814,1.919473096023694e-07,0.0,0.0
1815,1.9420009689241624e-07,2.697223555614414e-09,0.0
1816,1.715026911597306e-07,9.270415546325239e-09,2.0858434979231788e-08
1817,3.7364962679475866e-07,1.556873407970727e-09,1.556873407970727e-09
1818,2.300787222964118e-07,5.960588467246453e-09,0.0
1819,3.5297079925555863e-07,2.070210003424222e-09,1.035105001712111e-09
1820,3.892205917566116e-07,1.1866481131050932e-09,0.0
1821,3.4022134975941754e-07,1.97229765852569e-09,1.97229765852569e-09
1822,2.2357123441452131e-07,2.0051231786055723e-09,5.012807946513931e-09
1823,2.243369872090284e-07,1.9765373782121287e-09,1.9765373782121287e-09
1824,1.7684336661716316e-07,8.421112696055388e-10,8.421112696055388e-10
1825,1.7875048818893902e-07,4.4027217427355936e-09,8.805443041381977e-10
1826,1.7175569211325126e-07,3.5231937367541377e-09,1.3211976401805714e-08
1827,1.7697164356178519e-07,5.530363889061363e-09,5.530363722527909e-09
1828,2.072940028519099e-07,1.8344602503717056e-09,9.172301140836225e-09
1829,1.6460498031278803e-07,0.0,8.57317605795771e-10
1830,1.6907673838773007e-07,3.1310507520032616e-09,8.349468672008697e-09
1831,1.8709446747422476e-07,3.1182412207897414e-09,3.1182412207897414e-09
1832,2.1106752079447233e-07,0.0,6.764984572527055e-09
1833,1.378451806033354e-07,0.0,3.4750886612755494e-09
1834,2.482985266283322e-07,1.8669061851994684e-09,1.6802156110884425e-08
1835,1.9815290386304696e-07,3.781543966852041e-09,3.025235173481633e-09
1836,2.506839695826102e-07,6.048674894287842e-09,4.032449929525228e-09
1837,1.4959465044483977e-07,6.957890930081589e-10,8.349468672008697e-09
1838,1.508606626288156e-07,0.0,4.418513332993257e-09
1839,1.4961757432985223e-07,4.894032845648155e-09,4.894032734625853e-09
1840,2.051039800221588e-07,6.369688665408546e-10,1.9109065441114126e-09
1841,2.3370796409238892e-07,2.5682194149112547e-09,1.2841097074556274e-09
1842,2.6765977700904386e-07,7.379091560011375e-09,2.0124794275488966e-08
1843,2.1914640324638412e-07,4.13483786099178e-09,1.7720733214154905e-09
1844,1.8386680800119848e-07,2.195424508855126e-09,1.6465684371524958e-09
1845,1.9363390757476395e-07,1.0602433153650281e-08,1.0602432709561072e-08
1846,2.874560180998742e-07,8.196302303531411e-09,1.2879902699935997e-08
1847,1.7851569555915603e-07,1.0786447290911383e-09,1.0247124926365814e-08
1848,1.6412252445974218e-07,3.2180886289090438e-09,1.6090443422100975e-09
1849,1.675883019025548e-07,1.6758829879393033e-09,8.379414939696517e-10
1850,1.6225700871785875e-07,2.0366988096043315e-09,1.0862393651223101e-08
1851,1.547865355888689e-07,1.2898877521649865e-09,4.514607354622058e-09
1852,1.4844043416673003e-07,1.9531636308300904e-09,3.906327261660181e-09
1853,1.4332636233405083e-07,1.7915795513800958e-09,5.3747388761848924e-09
1854,2.2081574613252997e-07,5.195664454227256e-10,9.871762074453727e-09
1855,1.7937447793769934e-07,2.1227748447927297e-09,1.326734277995456e-08
1856,1.925914343559043e-07,9.31894050815174e-09,5.177189232874468e-10
1857,1.5523199614619898e-07,9.763018171682347e-10,5.857810903009408e-09
1858,1.7372549265814996e-07,3.91494070495213e-09,9.297984604472731e-09
1859,2.0470536910011106e-07,1.018434669930457e-09,1.018434669930457e-09
1860,1.4051954355664975e-07,9.154367819341758e-10,3.661747127736703e-09
1861,1.886385554428216e-07,3.3011745559363703e-09,1.792066162131789e-08
1862,2.3312809149800273e-07,9.487771568394976e-09,3.6143890103090826e-09
1863,1.673197982388075e-07,4.495158689721279e-09,3.596127085003786e-08
1864,1.9562489761426605e-07,1.9178911792039344e-09,4.794727948009836e-10
1865,1.5438448830451534e-07,2.3534221238463715e-09,4.706844247692743e-09
1866,1.2212688460522259e-07,3.4059290943133647e-09,1.0704348074597192e-08
1867,1.188938778540205e-07,2.91168689159349e-09,2.232293283555009e-08
1868,1.1262912957832327e-07,3.457911734727759e-09,9.385760724178738e-09
1869,1.4845898199666863e-07,0.0,4.88351925564956e-09
1870,1.691544393445099e-07,1.7202146374017957e-09,1.0894693147633916e-08
1871,1.720630651291799e-07,2.1242354542039266e-09,6.37270636261178e-09
1872,1.0824737639580917e-07,2.4189357183956872e-09,9.071008832961525e-09
1873,2.1130595939666819e-07,5.986004469882289e-10,6.584604861359367e-09
1874,9.380136312131526e-08,1.1949218281515073e-09,1.7923827755339516e-08
1875,1.458989427050028e-07,1.716458086775674e-09,2.1741803912789237e-08
1876,7.678439128966374e-08,4.232210137899983e-09,3.627608879952504e-09
1877,1.1936695010206222e-07,6.184816103704804e-09,1.7317484779511005e-08
1878,6.824170273311836e-08,6.039088673581716e-10,6.039088673581716e-09
1879,1.2279743444310043e-07,6.10932526790009e-10,1.8938908219467976e-08
1880,9.819304658265082e-08,1.9253538763308597e-09,1.1552123035940554e-08
1881,1.1644087827278327e-07,0.0,7.66975827293237e-09
1882,9.384093058173448e-08,3.9932310791357395e-09,1.1979692793318009e-08
1883,9.668588285549617e-08,1.2638677882037541e-09,1.3902546058819354e-08
1884,6.271611940888988e-08,2.6406787867472303e-09,3.300848483434038e-09
1885,9.797366162800358e-08,3.2228177904158883e-09,1.8692343894954888e-08
1886,7.873226248733545e-08,6.453463874400711e-10,1.0325542088018835e-08
1887,4.504957962225831e-08,1.9586773869484375e-09,6.528924567650307e-09
1888,7.228300713535418e-08,1.268122939990235e-09,7.608737417896805e-09
1889,6.202485369755095e-08,0.0,1.50363277384713e-08
1890,7.209824914866658e-08,1.3108772956016423e-09,7.209825292342487e-09
1891,8.413970675746896e-08,1.2748440081367107e-09,1.0836173736095134e-08
1892,7.89832572678506e-08,1.2537024751679837e-09,5.014809900671935e-09
1893,5.296238120289232e-08,0.0,1.1700991509044911e-08
1894,7.813908586840057e-08,2.520615716150587e-09,1.5123694296903523e-08
1895,5.4769393464937366e-08,2.4074457982692365e-09,1.6852120587884656e-08
1896,4.363801270335088e-08,5.89702897624278e-10,1.1794058174530164e-08
1897,2.8550895758705508e-08,5.826713556089658e-10,1.981082586866023e-08
1898,5.997856078465702e-08,5.6583548957434e-10,3.451596475301244e-08
1899,3.371822643316591e-08,5.527578395003729e-10,1.5477219506010442e-08
1900,4.9315003192162976e-08,2.07642125715779e-09,1.972600260913282e-08
1901,2.4590450786732276e-08,0.0,8.38310842965484e-09
1902,4.419255539289679e-08,9.820567692386817e-10,9.32953947430093e-09
1903,4.10416749474507e-08,0.0,1.4580594509538969e-08
1904,3.547252713786975e-08,5.374625189347171e-10,2.042357571951925e-08
1905,3.7157464216619474e-08,0.0,1.6514428768932277e-08
1906,3.961022176923734e-08,5.144184522798412e-10,2.211999383661123e-08
1907,3.75427564591746e-08,5.142843373384665e-10,1.337139288182243e-08
1908,5.942780623158228e-08,4.911389073214423e-10,1.7189861090116665e-08
1909,5.5009836685826485e-08,2.7504918342913243e-09,1.925344150777164e-08
1910,4.916618712158538e-08,3.206490406526541e-09,1.2291546225284833e-08
1911,3.032613360431924e-08,0.0,1.7557234999188154e-08
1912,7.189001105523118e-08,1.0418842455450772e-09,1.4065437259347391e-08
1913,4.083302140855949e-08,0.0,1.96210621083992e-08
1914,3.549274252279133e-08,6.696743715117748e-10,2.1429579888376793e-08
1915,2.1205371236732162e-08,0.0,2.709575230852579e-08
1916,4.0653610255958483e-08,2.197492410260793e-09,9.888715624128963e-09
1917,2.8512704197680705e-08,0.0,4.605898418219567e-08
1918,1.72295644418341e-08,5.743188147278033e-09,3.445912977184662e-08
1919,2.3019620210007474e-08,0.0,2.6702759559071865e-08
1920,2.953170330499688e-08,0.0,3.256059599721084e-08
1921,3.7106462902336546e-08,0.0,2.7261890522822796e-08
1922,3.098732959117001e-08,7.377935484775833e-10,2.5084980315170924e-08
1923,3.503262746562541e-08,0.0,2.441668067731939e-08
1924,2.707241186783449e-08,0.0,3.480738630656788e-08
1925,3.189471575737457e-08,0.0,3.409435223034052e-08
1926,5.2386851856489614e-08,0.0,3.566764306128789e-08
1927,2.3413372574054847e-08,1.1149224876660924e-09,3.5677520493493375e-08
1928,2.5137290915466792e-08,0.0,4.684677001876025e-08
1929,3.2307179376189765e-08,0.0,3.11931371843599e-08
1930,2.3107928015519974e-08,0.0,3.7812973197048905e-08
1931,1.1405356659111021e-08,0.0,1.8248570654577634e-08
1932,2.7398840973802407e-08,0.0,1.2055490383744427e-08
1933,2.5235457723482568e-08,0.0,1.9500125958415992e-08
1934,2.7557634396657704e-08,1.1981580172459871e-09,2.516131836216573e-08
1935,1.9149255514605557e-08,0.0,1.4361940969820353e-08
1936,3.15242587589637e-08,0.0,1.4549657478823974e-08
1937,3.5255132035949543e-08,0.0,1.888667755522988e-08
1938,5.056433738381827e-08,0.0,2.333738657878115e-08
1939,4.8940961505650193e-08,1.5294050470515685e-09,1.6823455517567254e-08
1940,3.0429395447839624e-08,2.5357829169792012e-09,2.2822045586678996e-08
1941,3.836953554881006e-08,0.0,4.132103548215582e-08
1942,2.730790527039062e-08,0.0,2.1239482173029955e-08
1943,7.548411695701418e-08,0.0,1.4516176261025748e-08
1944,3.213186161588055e-08,0.0,2.8918675454292497e-08
1945,1.5249527862692958e-08,0.0,6.535512131478072e-09
1946,1.6705326011390298e-08,0.0,2.0881656404014848e-08
1947,3.337843779149807e-08,0.0,3.695469974474008e-08
1948,1.8482209318548826e-08,0.0,2.1743775890925576e-08
1949,3.141442661558358e-08,0.0,8.835307596655184e-09
1950,3.190608488523594e-08,0.0,1.4889505628445932e-08
1951,2.4521223385143287e-08,0.0,3.7314905831919987e-08
1952,2.8470970803162743e-08,0.0,2.8470970470095835e-08
1953,2.477980265425117e-08,0.0,2.5857184837718705e-08
1954,4.9839933069506515e-08,0.0,2.247683283940205e-08
1955,2.7218263642936336e-08,9.385607846468247e-10,1.407841176970237e-08
1956,3.139611037816792e-08,0.0,2.52913103793162e-08
1957,4.1524677474313876e-08,8.835037701437898e-10,2.738861759610245e-08
1958,2.9780076626906293e-08,0.0,1.9853384713997002e-08
1959,3.410328908159954e-08,3.100299128533379e-09,1.3951346300444811e-08
1960,2.353083417006019e-08,0.0,1.453375042537175e-08
1961,4.168895584300003e-08,0.0,2.431855783413539e-08
1962,4.8198869340154715e-08,0.0,2.3465239529230075e-08
1963,2.9743845164631466e-08,0.0,3.6856503626836457e-08
1964,5.110533463081879e-08,4.8671746077921796e-09,3.772060441775693e-08
1965,3.337946569148542e-08,1.0944086747954884e-09,3.939871362490521e-08
1966,2.9911004117977313e-08,5.539074754423723e-10,2.1048483400676332e-08
1967,4.141481912967038e-08,4.930335584241163e-10,2.3172577634511526e-08
1968,3.0541628115443586e-08,3.143991039733507e-09,2.515192809582345e-08
1969,5.722614682124316e-08,4.5417578031781147e-10,2.6342194203721192e-08
1970,2.8971967491742134e-08,9.197450023812337e-10,3.081145827366072e-08
1971,4.881477755347419e-08,5.138397485282553e-10,2.1067430022725375e-08
1972,3.4884999333684164e-08,5.130146862875051e-10,1.846852804021637e-08
1973,3.418186467207818e-08,4.961883404153156e-09,3.25279030377601e-08
1974,2.4189957814613194e-08,0.0,3.094064338071689e-08
1975,2.1132477101559743e-08,5.711480177694739e-10,3.5982324675387645e-08
1976,1.9997343780886467e-08,0.0,2.628222350864462e-08
1977,1.1753563289307323e-08,0.0,2.938390952778036e-08
1978,3.9207904478644195e-08,1.1881182704343018e-09,2.8514837602244825e-08
1979,2.4578287183274483e-08,1.7555920051037788e-09,4.271940490241377e-08
1980,1.6486937204351904e-08,0.0,3.183684427199296e-08
1981,3.099519285676422e-08,0.0,4.997183999932986e-08
1982,2.296775747367974e-08,0.0,4.034876432967849e-08
1983,2.0209010909155722e-08,6.315316047889041e-10,4.10495557545687e-08
1984,2.145633226646737e-08,0.0,2.667543874679268e-08
1985,1.7445119127046382e-08,6.015558051686298e-10,2.5265343150948638e-08
1986,1.7384007122700496e-08,5.994485463567401e-10,3.8364706966831363e-08
1987,2.1998941002188133e-08,0.0,2.199894044707662e-08
1988,2.2786904696481258e-08,0.0,3.957725436265491e-08
1989,3.567279316385452e-08,5.488122178931576e-10,3.1831109303936955e-08
1990,3.160217509901031e-08,0.0,3.9775152060883556e-08
1991,1.758439494015107e-08,0.0,4.8064015878424016e-08
1992,1.9835799447420754e-08,0.0,3.361065914475603e-08
1993,1.661762283333701e-08,1.1078414852150331e-09,3.93283716704218e-08
1994,2.4792155661756965e-08,0.0,7.64864367397422e-08
1995,2.2232048202397436e-08,0.0,3.416143989909415e-08
1996,1.7615703340467803e-08,0.0,2.6156651067310577e-08
1997,1.8700089254863883e-08,0.0,2.7330898433319817e-08
1998,2.4794272857064925e-08,4.768129224785866e-10,3.480734278582531e-08
1999,3.290544903222781e-08,4.570201161957499e-10,3.838968964942069e-08
2000,3.269343373801803e-08,0.0,2.7391795498488136e-08
2001,2.5411027726462976e-08,0.0,4.205963222148057e-08
2002,3.2859161169795925e-08,1.752488598683044e-09,3.242103918665862e-08
2003,3.1251922383290776e-08,8.333845835650777e-10,4.208592230270369e-08
2004,2.246443497888606e-08,4.404791253964646e-10,5.726228735625227e-08
2005,2.2068372018679838e-08,4.5037495954858286e-10,5.314424456059896e-08
2006,2.8001650997921956e-08,1.2353669198716943e-09,8.688747854534995e-08
2007,2.9958595382240105e-08,3.994479469415779e-10,6.990338974333099e-08
2008,2.0861455118925676e-08,0.0,8.685176844380749e-08
2009,3.194688891205999e-08,2.384096253749135e-09,9.15492925912531e-08
2010,2.5508482881519967e-08,0.0,8.361113579269386e-08
2011,3.4415747141025577e-08,3.82397197240536e-10,1.411045680299594e-07
2012,3.98297563819483e-08,6.808505426114664e-10,1.7123391415907463e-07
2013,4.155796418103819e-08,0.0,1.0459219268454945e-07
2014,7.514095035077162e-08,4.330890368553497e-10,1.2472964527887598e-07
2015,8.112665961235166e-08,0.0,1.106071128020858e-07
2016,6.379727279792746e-08,0.0,1.1102383012939754e-07
2017,6.66637012258775e-08,5.031222660711876e-10,1.1974309543916206e-07
