year,aux_ADP airs_NOUN,aux_ADP nerfs_NOUN
1800,1.5720823043352539e-07,9.96700123323535e-07
1801,1.7620750725200196e-07,1.042957933350408e-06
1802,2.0364345232337655e-07,1.30018509025831e-06
1803,2.262393496987869e-07,9.96623384708073e-07
1804,1.6808586700278738e-07,1.2210944078105967e-06
1805,1.478296409729296e-07,2.2686165266350145e-06
1806,2.4494187300660997e-07,9.797674920264399e-07
1807,8.54086508184082e-08,4.5551280436484376e-07
1808,7.931259204951857e-08,3.1271821399059263e-07
1809,1.3102376783535874e-07,3.8177614669621107e-07
1810,1.8721014161116045e-07,5.47589650068403e-07
1811,1.1783261077980001e-07,4.4625966211242485e-07
1812,9.601949813031752e-08,1.0028702490672003e-06
1813,1.35159851311073e-07,1.0295154879713664e-06
1814,1.384537871018665e-07,5.884286338186939e-07
1815,4.855002422310406e-08,8.118643108900869e-07
1816,9.270415368689555e-08,5.840361723130627e-07
1817,1.4945985393755024e-07,4.2191268789792957e-07
1818,1.1563542035020191e-07,8.344824209416402e-07
1819,1.8528379808202544e-07,5.39289715106861e-07
1820,1.6257079860082513e-07,5.885774498892715e-07
1821,1.3608853222102368e-07,7.208747661024972e-07
1822,1.5639960793123464e-07,4.331066065788036e-07
1823,9.388552868472289e-08,6.690578970847127e-07
1824,1.2800091475639874e-07,6.812680339862709e-07
1825,1.1799293964109836e-07,9.360185799778264e-07
1826,1.2595417842042878e-07,4.97651114983455e-07
1827,6.267745611410191e-08,4.728460964997794e-07
1828,1.0823315454988602e-07,6.493989417322155e-07
1829,9.51622528555518e-08,6.232698979147244e-07
1830,1.7533884189013804e-07,4.571334102365654e-07
1831,1.309661297188569e-07,4.817682679458812e-07
1832,3.125422969318947e-07,6.616155019401049e-07
1833,1.3089500561225265e-07,5.861315912625287e-07
1834,1.1388127951761362e-07,7.8876786346882e-07
1835,1.459675971204888e-07,5.868956236554368e-07
1836,1.196293524241554e-07,5.79328627736686e-07
1837,1.0715152298779174e-07,9.330531725026958e-07
1838,1.205622943700746e-07,6.918129429323017e-07
1839,1.3703291867894762e-07,6.907577585479885e-07
1840,1.2038711361128662e-07,7.458905315615993e-07
1841,8.154096420298629e-08,6.195829200805747e-07
1842,1.3483613425790963e-07,5.655067525367485e-07
1843,1.3290549683020458e-07,7.91526076682203e-07
1844,1.3007890231619967e-07,5.400744385042344e-07
1845,8.816759988761191e-08,6.869260573694191e-07
1846,9.777017462297977e-08,4.449420885066502e-07
1847,8.46736130100112e-08,3.9748059066369024e-07
1848,1.3757328987118456e-07,4.199605712074117e-07
1849,9.133561951202296e-08,4.3489163203958014e-07
1850,1.1948632749891885e-07,5.797802486995352e-07
1851,8.513259319720134e-08,7.139528861443978e-07
1852,1.367214490510804e-07,5.514431791198149e-07
1853,9.913406562311877e-08,5.440430186354206e-07
1854,7.79349695889664e-08,4.4890541062159173e-07
1855,1.2895856826844465e-07,5.77925447942107e-07
1856,9.629572161884425e-08,4.907975608148263e-07
1857,1.0836950115056254e-07,4.759471323723119e-07
1858,1.1598011928626306e-07,5.794112212242908e-07
1859,1.5632971717138844e-07,4.496389180985716e-07
1860,1.2587255593388136e-07,5.396499886956008e-07
1861,1.6788831125325032e-07,5.230003807810135e-07
1862,9.307051873630456e-08,5.281526114231383e-07
1863,1.143768160183356e-07,3.7259871987771476e-07
1864,1.2466292620416652e-07,4.0419556057713635e-07
1865,1.0355057483701913e-07,5.036323500462458e-07
1866,1.2942529759030208e-07,8.777565767559281e-07
1867,1.1889387963037734e-07,5.89616604429466e-07
1868,9.682153423451467e-08,8.501523325321614e-07
1869,1.1573940161824225e-07,6.841810318292119e-07
1870,1.0665330840708975e-07,5.865932166670973e-07
1871,4.99195342840153e-08,8.178306529771362e-07
1872,1.1066630678513434e-07,6.91210857439728e-07
1873,1.4725570851581438e-07,7.512435331591405e-07
1874,1.0216581447508588e-07,9.117253512158641e-07
1875,1.0127102711976477e-07,6.562591465808509e-07
1876,8.283040520140617e-08,7.03151499692467e-07
1877,1.0576035047726862e-07,8.720590471966716e-07
1878,1.600358487952036e-07,7.428079129567777e-07
1879,1.4601287046112077e-07,5.675562988471938e-07
1880,8.214843538745242e-08,4.877563242189353e-07
1881,1.1295462259974798e-07,5.536170988307276e-07
1882,1.2844893282348835e-07,5.297686698213511e-07
1883,1.0742876366265364e-07,5.813791972286708e-07
1884,1.558000528589787e-07,6.56868849091552e-07
1885,1.0055191379532147e-07,4.653749101635185e-07
1886,1.5423778870760074e-07,5.821024160468369e-07
1887,1.3514874475095695e-07,8.28520512641262e-07
1888,1.0842450848258522e-07,4.806186097994214e-07
1889,1.2029062695928516e-07,5.350426590666757e-07
1890,8.455158556630593e-08,5.210737299421453e-07
1891,7.394095424828606e-08,4.0731265471549705e-07
1892,8.650546878818943e-08,3.8676722624586546e-07
1893,1.1146733691624888e-07,5.400931399890396e-07
1894,1.102769380256774e-07,3.7305113664842793e-07
1895,1.3361324713301315e-07,3.2199588417825e-07
1896,1.0614652418139414e-07,3.603084621772723e-07
1897,7.982597916011969e-08,4.020432413653907e-07
1898,1.0637707481553349e-07,4.6002423914615065e-07
1899,1.0668226124721514e-07,4.0461873140884563e-07
1900,1.1835600921550338e-07,3.659692424662353e-07
1901,8.327221268089602e-08,3.705333995185356e-07
1902,7.660042644630494e-08,3.3733650184331054e-07
1903,1.1880484729331897e-07,3.3805378052420565e-07
1904,7.524475620357407e-08,3.2408991046395386e-07
1905,8.463644651790503e-08,3.0500086722895503e-07
1906,1.116288048663705e-07,2.921896680163627e-07
1907,1.1777111208477464e-07,2.3451366359950043e-07
1908,1.502885083048966e-07,2.956656146579917e-07
1909,1.4907666123775698e-07,3.1135567724049906e-07
1910,1.1436482716398189e-07,3.120983933513344e-07
1911,1.500345536697978e-07,3.021972645456117e-07
1912,1.2346328115420135e-07,2.833925236700452e-07
1913,1.6386237833287964e-07,2.921947270806413e-07
1914,1.325955188424821e-07,2.8996899459343695e-07
1915,5.890380805340101e-08,1.425472220262236e-07
1916,1.0108465020586266e-07,2.5600786557333777e-07
1917,1.5681987053373092e-07,3.1144645618041977e-07
1918,1.1486376561009592e-07,2.6763257210404845e-07
1919,1.1049418369157848e-07,2.348001402197042e-07
1920,1.0979736009275598e-07,2.9228814923953905e-07
1921,1.4009583387819546e-07,3.566763950857421e-07
1922,1.7190590284599239e-07,3.297937212209945e-07
1923,1.910870719434854e-07,2.9300016990418953e-07
1924,1.4825367922188804e-07,2.5267584646826435e-07
1925,2.0236647046978362e-07,2.661558937688824e-07
1926,1.0700293096022051e-07,3.120918847798748e-07
1927,1.4939961312521177e-07,3.355916646796686e-07
1928,1.5996458113676226e-07,2.285208182684073e-07
1929,1.1697426360868235e-07,2.517731729767547e-07
1930,1.6385622059189586e-07,2.5103611278609606e-07
1931,1.4370748857572835e-07,2.589015934972849e-07
1932,9.534796863164274e-08,3.02483215364191e-07
1933,8.144170404733586e-08,2.91354808723554e-07
1934,1.3778817731235904e-07,2.683873958631011e-07
1935,9.095895769917206e-08,2.118386248639581e-07
1936,1.6125869706229423e-07,3.05542812384374e-07
1937,1.170974018860349e-07,3.3744197480700677e-07
1938,1.1150084711086805e-07,3.07275570321508e-07
1939,9.635251796424882e-08,2.9823397085237957e-07
1940,1.0143131645712344e-07,2.2314890202324023e-07
1941,1.9184767552360427e-07,1.6233263977483148e-07
1942,1.5474480608013153e-07,1.3350532412914617e-07
1943,8.419382258040287e-08,2.6129117713935557e-07
1944,1.2210107591670294e-07,2.3777577951022977e-07
1945,1.219962295628818e-07,2.047793827841815e-07
1946,1.1972149405181653e-07,2.2969821600327123e-07
1947,1.0728783705893363e-07,2.2172820024479734e-07
1948,1.06544502331829e-07,4.2617799067556916e-07
1949,1.0995049448681016e-07,2.689860139071243e-07
1950,1.2230665924484185e-07,1.6910225042465754e-07
1951,1.3113524643948438e-07,2.548075030972541e-07
1952,8.96308345321728e-08,2.6151113274863746e-07
1953,1.0342874157132087e-07,1.917741343504531e-07
1954,1.2508846047865063e-07,2.5213142862412496e-07
1955,1.2764426982059263e-07,1.5486253346352896e-07
1956,1.552363162460324e-07,2.319823693142098e-07
1957,9.718541371661615e-08,1.6698221827482485e-07
1958,8.603133344609049e-08,2.0763330610407138e-07
1959,8.525822625671253e-08,1.5346481063716055e-07
1960,1.0727291965828556e-07,1.5018208898709418e-07
1961,1.0908610048598888e-07,1.5563877298063744e-07
1962,1.1098423446931349e-07,1.7884316605432105e-07
1963,1.1832877122586183e-07,1.7910967642364994e-07
1964,8.517555871723204e-08,1.8799461543039797e-07
1965,1.1491290985432556e-07,1.674445258004198e-07
1966,1.2739872157219168e-07,1.8001992430072278e-07
1967,1.1980715464154912e-07,1.7108264671605866e-07
1968,1.6797895230347137e-07,1.953765860207568e-07
1969,8.720174657361746e-08,1.51694706573835e-07
1970,1.0439106001847165e-07,1.752114258124493e-07
1971,1.346260187773396e-07,1.9680062735005777e-07
1972,1.3697492673436784e-07,1.323577834000389e-07
1973,9.31731425346527e-08,1.455485829637837e-07
1974,6.075617275946854e-08,1.4007673598825932e-07
1975,8.224531455880424e-08,1.2679485905664478e-07
1976,9.998671690603089e-08,1.3541058763166802e-07
1977,9.344082807505316e-08,1.2106170288461726e-07
1978,9.504946363314559e-08,1.1999993887457094e-07
1979,9.772795150908564e-08,1.2113585512452119e-07
1980,9.835310998962399e-08,1.3075846538868063e-07
1981,9.867857464485041e-08,1.0500411917746533e-07
