year,pouvons_VERB ôter_VERB,pouvons_VERB noter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.5602713787643552e-08,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,1.4234775136401367e-08
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,1.6380887757350138e-08
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,1.97229765852569e-09,0.0
1822,2.0051231786055723e-09,1.5038423839541792e-08
1823,1.9765373782121287e-09,0.0
1824,1.6842225392110777e-09,8.421112696055388e-10
1825,1.7610886082763955e-09,0.0
1826,5.284790383086602e-09,8.807984341885344e-10
1827,1.2904182611350734e-08,1.8434546111834038e-09
1828,1.1923991571904935e-08,9.172301251858528e-10
1829,6.001223074036943e-09,4.286587973467704e-09
1830,4.174734158368665e-08,1.1480519646056564e-08
1831,1.5591206103948707e-09,0.0
1832,8.117981842303834e-09,1.352996914505411e-08
1833,1.1583628500844156e-09,1.1583628500844156e-09
1834,1.8669061851994684e-09,1.0267983796552471e-08
1835,1.5126175867408165e-09,3.781543966852041e-09
1836,9.409050427677812e-09,3.36037508930076e-09
1837,0.0,6.957891152126194e-09
1838,6.312161904276081e-10,8.2058102535143e-09
1839,0.0,4.194885327990505e-09
1840,3.821813088222825e-09,3.821813088222825e-09
1841,1.2841097074556274e-09,1.926164561183441e-09
1842,2.0124795163667386e-09,6.708265054555795e-09
1843,5.906911071384968e-10,1.7720733325177207e-08
1844,2.195424508855126e-09,4.390849017710252e-09
1845,0.0,5.022205318283568e-09
1846,2.9272506640865004e-09,1.7563503984519002e-09
1847,2.6966118227278457e-09,4.314578916364553e-09
1848,0.0,8.04522137798358e-09
1849,1.6758829879393033e-09,5.02764896381791e-09
1850,0.0,6.1100964288129944e-09
1851,7.094382858952031e-09,1.4188765717904062e-08
1852,1.9531636308300904e-09,1.0416872697760482e-08
1853,2.388772735173461e-09,1.0749477752369785e-08
1854,1.558699391779328e-09,1.610655964157104e-08
1855,5.306937111981824e-09,1.2736649068756378e-08
1856,2.0708756931497874e-09,9.318940286107136e-09
1857,4.881509085841174e-10,6.8341128311999455e-09
1858,1.9574704079872163e-09,3.4255731584664773e-09
1859,8.656694916453489e-09,4.073738679721828e-09
1860,5.492620580582752e-09,2.746310290291376e-09
1861,2.357981809808507e-09,8.488735048217677e-09
1862,9.035972525772706e-10,1.7620147119146168e-08
1863,4.994620828036034e-10,2.1976331865403154e-08
1864,0.0,1.2945765348604255e-08
1865,0.0,1.5061901947888146e-08
1866,0.0,4.184427027098536e-08
1867,0.0,1.261730986357179e-08
1868,3.457911734727759e-09,2.7169306804353255e-08
1869,6.348574999037737e-09,2.0999133099053324e-08
1870,0.0,1.6055336615750093e-08
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,1.2094678591978436e-09,9.675742873582749e-09
1873,2.3944017879529156e-09,2.8732820567256567e-08
1874,5.974609140757536e-10,2.5093358502203955e-08
1875,5.721527140956084e-10,2.689117728493784e-08
1876,0.0,3.3253080289341597e-08
1877,6.184815992682502e-10,3.896434108696667e-08
1878,0.0,5.012443438090486e-08
1879,0.0,4.3987142817059066e-08
1880,0.0,1.6686399817444908e-08
1881,6.972507571312292e-10,3.416528571165145e-08
1882,0.0,2.5290463057103807e-08
1883,6.319338941018771e-10,3.5388296737437486e-08
1884,3.300848483434038e-09,3.564916539744445e-08
1885,0.0,3.996294140051759e-08
1886,6.453463874400711e-10,2.9040586824180536e-08
1887,6.528924623161458e-10,3.264462478114183e-08
1888,0.0,4.311618084784641e-08
1889,1.8795409673089125e-09,3.132568338060082e-08
1890,6.554386478008212e-10,5.83340380444497e-08
1891,6.374220040683554e-10,6.756673087693343e-08
1892,0.0,3.57305189879753e-08
1893,1.2316833108982905e-09,4.6803965148001225e-08
1894,3.150769645188234e-09,5.5453547531669756e-08
1895,0.0,7.101964882849643e-08
1896,5.89702897624278e-10,5.6611476395573845e-08
1897,4.661370844871726e-09,5.651912005077975e-08
1898,0.0,6.676858532728147e-08
1899,2.2110313580014918e-09,7.904436927219649e-08
1900,3.114631885736685e-09,8.720969191244876e-08
1901,0.0,3.800342440740678e-08
1902,0.0,5.9414436037741325e-08
1903,0.0,7.34429974613704e-08
1904,2.1498500757388683e-09,5.858341367570574e-08
1905,5.160759042333041e-10,8.20560686065619e-08
1906,0.0,7.767718557261105e-08
1907,0.0,9.514260312926126e-08
1908,0.0,7.56353912834129e-08
1909,5.500983557560346e-10,6.931239227014885e-08
1910,0.0,8.176550636562752e-08
1911,3.7242617878519013e-09,8.086968961151797e-08
1912,0.0,6.511776717843532e-08
1913,0.0,7.583275163369763e-08
1914,1.3393487430235496e-09,9.308473636338022e-08
1915,0.0,6.479419312199752e-08
1916,1.0987462051303964e-09,7.69122365795738e-08
1917,0.0,5.04455535121906e-08
1918,0.0,6.547234221443432e-08
1919,0.0,7.642513821792818e-08
1920,0.0,9.46528970757754e-08
1921,0.0,8.55720472259236e-08
1922,1.4755870969551665e-09,8.779743154718744e-08
1923,1.0615948120573648e-09,8.705077192416866e-08
1924,1.289162443462999e-09,8.766304659957314e-08
1925,0.0,9.238469544925465e-08
1926,0.0,9.808601930672012e-08
1927,1.1149224876660924e-09,8.250426475342465e-08
1928,0.0,1.028343703524115e-07
1929,0.0,9.469345485513259e-08
1930,6.302162347537887e-09,1.2079144084964355e-07
1931,0.0,8.782124893969012e-08
1932,0.0,1.4576183104964002e-07
1933,0.0,1.1011835709950901e-07
1934,0.0,1.2101395441277418e-07
1935,1.196828414151696e-09,1.3643844454236387e-07
1936,0.0,1.2245961045209697e-07
1937,0.0,1.737574280014087e-07
1938,0.0,1.283556230191607e-07
1939,0.0,1.2388180437028495e-07
1940,0.0,1.4200384157447843e-07
1941,0.0,1.151085982087352e-07
1942,0.0,1.153000468434584e-07
1943,0.0,1.3645205854118103e-07
1944,0.0,1.4459337194239197e-07
1945,0.0,1.1328221205531008e-07
1946,4.1763312808029696e-09,1.1136883415474585e-07
1947,0.0,1.0967201546918659e-07
1948,0.0,1.174163912764925e-07
1949,0.0,1.325296068444004e-07
1950,0.0,1.063536174683577e-07
1951,2.1322803522849654e-09,1.3859822445283498e-07
1952,0.0,1.2021077111512568e-07
1953,0.0,1.4436928097438795e-07
1954,0.0,1.5831508903829672e-07
1955,0.0,1.3233706397386413e-07
1956,0.0,1.3866615233837365e-07
1957,0.0,1.2104001712032186e-07
1958,0.0,1.6130874769260117e-07
1959,4.650448914844674e-09,1.5113958795609506e-07
1960,6.920833350854139e-10,1.349562523955683e-07
1961,6.948159270159238e-10,1.3062539494512748e-07
1962,0.0,1.528411530671292e-07
1963,3.879631726988464e-09,1.2544143146442366e-07
1964,6.083968329129164e-10,1.399312736793945e-07
1965,0.0,1.5759485449962085e-07
1966,0.0,1.5897144578502775e-07
1967,0.0,1.2030018581299373e-07
1968,0.0,1.2710707153473777e-07
1969,4.5417578031781147e-10,1.2126493231789937e-07
1970,4.5987250119061684e-10,1.1680761247134797e-07
1971,5.138397485282553e-10,1.1972466040788277e-07
1972,0.0,1.108111717940119e-07
1973,0.0,1.5216441795473656e-07
1974,0.0,1.5526578067692753e-07
1975,5.711480177694739e-10,1.4164470485411584e-07
1976,2.856763492431469e-09,1.582646973474766e-07
1977,0.0,1.52208656345465e-07
1978,5.940591352171509e-10,1.1762370633050523e-07
1979,1.7555920051037788e-09,1.4278815285706514e-07
1980,0.0,1.381491614438346e-07
1981,1.8976649140967083e-09,1.3473420779064327e-07
1982,0.0,1.6760256471570756e-07
1983,0.0,1.3009551480536174e-07
1984,1.739702604197646e-09,1.0728165733553396e-07
1985,0.0,1.3956095301637106e-07
1986,5.994485463567401e-10,1.3127923637057393e-07
1987,0.0,1.3260472542242496e-07
1988,0.0,1.193314176362037e-07
1989,0.0,1.0043263642955935e-07
1990,0.0,1.0406923678374369e-07
1991,1.7584396161396398e-09,1.1781545339317745e-07
1992,1.1019888335184191e-09,1.1791280485340394e-07
1993,4.4313659408601325e-09,1.1687727408116189e-07
1994,1.5824779264761446e-09,8.492632019851953e-08
1995,1.0844901643380922e-09,1.1332922156270797e-07
1996,2.135236876199542e-09,1.0516041726305048e-07
1997,1.917957792585412e-09,1.5008019715878618e-07
1998,0.0,1.263554310071413e-07
1999,4.570201161957499e-10,1.4167623874072888e-07
2000,1.3254094488601709e-09,1.4314422003280924e-07
2001,2.190605918883648e-09,1.5115180929115013e-07
2002,0.0,1.8138257473765407e-07
2003,0.0,1.533427678168664e-07
2004,0.0,1.5064385650020995e-07
2005,1.3511248786457486e-09,1.8600485418573953e-07
2006,4.1178899179428186e-10,1.7830463150403375e-07
2007,7.988958938831558e-10,1.6736869667965948e-07
2008,8.514879357157668e-10,2.3586216002513538e-07
2009,1.907277002999308e-09,1.6259537005680613e-07
2010,9.447586046817946e-10,1.7147368680525688e-07
2011,0.0,1.6443080141925748e-07
2012,1.0212758416727752e-09,1.222126684297109e-07
2013,1.3945624655065103e-09,1.0849696252535068e-07
2014,8.661780737106994e-10,9.809466661181432e-08
2015,1.5516027351836215e-09,1.0573064912478003e-07
2016,1.4499380585064614e-09,9.258889832608475e-08
2017,1.0062445321423752e-09,9.181981397432537e-08
2018,3.3559066636712487e-09,1.050656948109463e-07
2019,1.2754939326953263e-09,8.545809038196239e-08
