year,véritables_ADJ ombres_NOUN,véritables_ADJ nombres_NOUN
2004,1.3214374039449694e-09,1.7619165015858584e-09
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,1.6471559671771274e-09,1.2353669198716943e-09
2007,1.5977917877663117e-09,1.1983438685803094e-09
2008,8.514879357157668e-10,8.514879357157668e-10
2009,1.430457752249481e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,2.2943831279320648e-09,0.0
2012,2.0425516833455504e-09,0.0
2013,8.367375126105969e-10,2.2313000336282585e-09
2014,1.5158115873603606e-09,4.330890368553497e-10
2015,2.659890530054554e-09,2.438232948875907e-09
2016,2.278474076078396e-09,1.4499380585064614e-09
2017,1.7609279590047322e-09,5.031222660711876e-10
2018,1.8070267504555204e-09,1.5488800242380307e-09
2019,1.2754939326953263e-09,5.1019755087367e-10
