year,trois_DET oeufs_NOUN,trois_DET noeuds_NOUN
1913,1.1136278177392711e-08,2.121195885607108e-09
1914,2.209925398233281e-08,0.0
1915,3.2986132936230206e-08,3.534228465440492e-09
1916,3.2962386153911893e-09,0.0
1917,4.3865698851064394e-09,1.0966424435210342e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,7.366278698128781e-09
1920,5.300562211374427e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,6.598906754362588e-09
1926,8.916910765321973e-09,2.229227691330493e-09
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,0.0,1.1140406375176326e-09
1930,2.100720708497761e-09,7.352522590764465e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,0.0
1935,2.393656828303392e-09,8.377798899061872e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.0871888278529696e-08,5.435944139264848e-09
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,6.381216888229346e-09,8.508289184305795e-09
1951,5.330700769690111e-09,6.396841278899501e-09
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,7.818028668893362e-09,2.9317608341017376e-09
1955,1.3139851429144755e-08,1.0324168187025862e-08
1956,5.232684952005684e-09,6.104799332717903e-09
1957,7.068030161150318e-09,0.0
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,4.650448914844674e-09,8.525822714489095e-09
1960,8.305000243069571e-09,7.612916519406099e-09
1961,5.55852741612739e-09,2.779263708063695e-09
1962,5.0735651235811474e-09,6.976152100435229e-09
1963,4.526237162849611e-09,5.1728425987107585e-09
1964,4.867174663303331e-09,9.125952438182594e-09
1965,3.830430195250756e-09,5.472043373977442e-10
1966,6.092982340888398e-09,4.985167390003653e-09
1967,3.451234853457663e-09,4.437302081328198e-09
1968,4.491415683816058e-09,9.88111459321317e-09
1969,9.537691525451919e-09,3.6334062425424918e-09
1970,5.978342543233595e-09,8.277704743875347e-09
1971,5.652237344833111e-09,4.1107179882260425e-09
1972,9.234264020108185e-09,5.130146973897354e-09
1973,7.718485406371656e-09,7.718485406371656e-09
1974,2.025205780853412e-08,5.625571564138454e-09
1975,3.998036124386317e-09,1.1422960355389478e-08
1976,1.0284348483935446e-08,3.9994687561772935e-09
1977,1.4104276857551667e-08,8.22749424145286e-09
1978,8.910887139279566e-09,1.485147826940647e-08
1979,7.022368020415115e-09,3.5111840102075575e-09
1980,7.390696110665118e-09,6.822181042309694e-09
1981,6.325549417596221e-09,4.427884725544118e-09
1982,8.069752865935698e-09,1.3035754697909852e-08
1983,1.1367568553133367e-08,3.157658134966823e-09
1984,1.2177917618760858e-08,1.4497521405587577e-08
1985,1.2632671797518924e-08,9.624892882698077e-09
1986,1.2588419251446936e-08,5.395036861699509e-09
1987,7.94406213033838e-09,7.332980445085013e-09
1988,1.1993107729146857e-08,5.99655392008458e-09
1989,6.036934174780129e-09,1.3720305780395847e-08
1990,9.262707045820662e-09,1.689081763345257e-08
1991,1.0550637363770932e-08,1.75843961613964e-08
1992,9.917899501665772e-09,1.2121876835635703e-08
1993,1.0524494165053966e-08,6.647049133334804e-09
1994,1.1077345929422222e-08,1.160483886764041e-08
1995,8.133676565602599e-09,1.4640617607142303e-08
1996,8.540947060708959e-09,6.939520069693117e-09
1997,1.006927874414032e-08,9.110299181713799e-09
1998,8.10582001520288e-09,6.675381136744818e-09
1999,6.398281821029528e-09,5.484241505371301e-09
2000,5.301637684418381e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,9.20054432640427e-09
2002,3.9430991805033955e-09,4.381221607729913e-09
2003,6.250384210204629e-09,6.250384210204629e-09
2004,3.523833003171717e-09,5.285749615779878e-09
2005,4.503749484463526e-09,7.656374201303606e-09
2006,4.941467846020231e-09,5.353256948836815e-09
2007,1.5977917877663117e-09,4.393927444112933e-09
2008,4.257439734089985e-09,3.405951742863067e-09
2009,5.721831231042529e-09,2.384096253749135e-09
2010,4.723792912386671e-09,2.3618964561933353e-09
2011,3.059177577924288e-09,1.911985902935953e-09
2012,2.382976926895708e-09,2.382976926895708e-09
2013,1.6734750252211938e-09,5.578250084070646e-10
2014,1.5158116567492996e-09,8.661780737106994e-10
2015,2.438232948875907e-09,2.2165753954528356e-10
2016,3.1070099826280284e-09,4.1426800878596737e-10
2017,1.0062445321423752e-09,1.509366853724714e-09
2018,5.421080029321956e-09,2.0651733656507076e-09
2019,4.591778068885333e-09,7.65296326310505e-10
