year,pouvions_VERB être_VERB,pouvions_VERB etre_VERB,pouvions_VERB naître_VERB
1800,1.0375742931501009e-07,3.144164484325529e-09,0.0
1801,1.1905913055443307e-07,0.0,0.0
1802,1.2979472785445978e-07,0.0,0.0
1803,1.2482171030114841e-07,1.950339223455444e-09,0.0
1804,1.7550141251376772e-07,0.0,0.0
1805,6.822906328807221e-08,0.0,0.0
1806,1.3255677799861587e-07,0.0,0.0
1807,1.0818429529990681e-07,0.0,0.0
1808,1.2916622438297054e-07,0.0,0.0
1809,9.487928309681593e-08,0.0,0.0
1810,2.386929338626942e-07,0.0,0.0
1811,8.774768645025688e-08,0.0,5.0141535368197765e-09
1812,6.668020802180763e-08,0.0,2.6672082320544632e-09
1813,4.601186631703058e-08,0.0,0.0
1814,8.181360300341112e-08,3.1466771410748606e-09,0.0
1815,1.4834729711310501e-07,0.0,0.0
1816,9.733936678912869e-08,0.0,0.0
1817,9.49692804397273e-08,0.0,3.113746815941454e-09
1818,6.675859509641668e-08,0.0,4.768470951432846e-09
1819,1.0247539705687814e-07,0.0,0.0
1820,1.7325062628970045e-07,0.0,4.746592452420373e-09
1821,1.9427132258442725e-07,0.0,0.0
1822,1.3334069137727056e-07,0.0,1.0025615893027862e-09
1823,2.648559984663734e-07,0.0,4.941343334508019e-09
1824,1.4652735558229324e-07,0.0,0.0
1825,1.171123926724249e-07,0.0,0.0
1826,1.0041102171953753e-07,0.0,0.0
1827,6.175572764277604e-08,0.0,9.217273055917019e-10
1828,8.346793833879929e-08,0.0,0.0
1829,1.1916714726112332e-07,0.0,0.0
1830,1.7951357733636542e-07,0.0,0.0
1831,1.1225668572478753e-07,0.0,0.0
1832,1.5018265742128278e-07,0.0,1.3529969367098715e-09
1833,1.6680425574122637e-07,0.0,0.0
1834,1.6428774074483954e-07,0.0,9.334530925997342e-10
1835,1.595811625065835e-07,0.0,0.0
1836,8.132107609526429e-08,0.0,2.016224964762614e-09
1837,1.0784730619661786e-07,0.0,0.0
1838,7.448350913819013e-08,0.0,1.2624323808552163e-09
1839,8.87917366299007e-08,0.0,0.0
1840,9.23604872582473e-08,0.0,0.0
1841,9.245589893680517e-08,0.0,0.0
1842,1.1739464156335089e-07,0.0,0.0
1843,8.624090241937665e-08,0.0,1.1813822142769936e-09
1844,9.879410356461449e-08,0.0,5.488561272137815e-10
1845,1.1774280750387334e-07,0.0,0.0
1846,9.601382089385879e-08,5.854501328173001e-10,0.0
1847,7.011190916728083e-08,0.0,0.0
1848,1.1906928421012708e-07,0.0,0.0
1849,1.4747770649137237e-07,1.6758829879393033e-09,0.0
1850,9.097254860535031e-08,6.788996032014438e-10,0.0
1851,8.384270699934859e-08,0.0,6.449438760824933e-10
1852,1.0677294426386652e-07,0.0,0.0
1853,9.973125969509056e-08,0.0,1.1943863675867306e-09
1854,1.0183502041627435e-07,0.0,5.195664454227256e-10
1855,9.446348059327647e-08,0.0,1.0613874223963649e-09
1856,7.506924504241397e-08,0.0,0.0
1857,1.2935998938701232e-07,4.881509085841174e-10,0.0
1858,9.83628893891364e-08,0.0,4.404308473482388e-09
1859,8.402086137948572e-08,0.0,5.092173349652285e-09
1860,1.016134802966917e-07,4.119465657481669e-09,1.373155145145688e-09
1861,7.309743921268819e-08,0.0,5.187560159214399e-09
1862,1.1475685113282452e-07,9.035972525772706e-10,7.680577063240435e-09
1863,7.891500786172401e-08,0.0,2.9967726078439227e-09
1864,1.0356612278883404e-07,4.794727948009836e-10,0.0
1865,1.1720042181195822e-07,0.0,0.0
1866,1.2310000840898283e-07,9.731225825149181e-10,0.0
1867,7.861554252031056e-08,0.0,4.85281148598915e-10
1868,1.230028630061497e-07,0.0,0.0
1869,1.2697149998075474e-07,9.767038289254515e-10,0.0
1870,1.1296076252165221e-07,1.1468097582678638e-09,0.0
1871,1.8162212711558823e-07,0.0,0.0
1872,1.7900124760217295e-07,6.047339295989218e-10,0.0
1873,1.1792428722401382e-07,0.0,1.1972008939764578e-09
1874,1.2307694419178006e-07,0.0,0.0
1875,8.696721209844327e-08,0.0,0.0
1876,8.524880712457161e-08,0.0,0.0
1877,1.2740720478632284e-07,0.0,0.0
1878,1.1715832215486444e-07,6.039088673581716e-10,0.0
1879,8.553055153015521e-08,6.10932526790009e-10,0.0
1880,1.1359588114601138e-07,0.0,0.0
1881,1.0040410813871858e-07,6.972507571312292e-10,0.0
1882,6.05640053663592e-08,0.0,0.0
1883,7.899173937175874e-08,0.0,0.0
1884,4.8192386969958534e-08,0.0,6.601696966868076e-10
1885,7.02574283195645e-08,1.2891271383708158e-09,0.0
1886,9.228453023979455e-08,0.0,0.0
1887,8.618180658004349e-08,0.0,0.0
1888,1.0588826881985369e-07,6.340614699951175e-10,0.0
1889,1.0337475941923913e-07,6.265136742733546e-10,0.0
1890,8.913965388046563e-08,1.3108772956016423e-09,0.0
1891,7.967774706685304e-08,0.0,0.0
1892,7.208789298829288e-08,0.0,0.0
1893,1.0161387109519637e-07,0.0,0.0
1894,8.192001388351855e-08,0.0,0.0
1895,9.268666190109798e-08,6.018614495673091e-10,0.0
1896,9.258335609274582e-08,0.0,0.0
1897,5.4188436848789934e-08,0.0,0.0
1898,1.0015288154363589e-07,5.6583548957434e-10,0.0
1899,6.743645997175918e-08,0.0,0.0
1900,8.513327287573702e-08,0.0,0.0
1901,7.768347387582253e-08,0.0,1.676621730339889e-09
1902,8.34748234979088e-08,0.0,0.0
1903,7.128290491209555e-08,0.0,0.0
1904,8.653146466031103e-08,0.0,0.0
1905,8.721682576151579e-08,5.160759042333041e-10,0.0
1906,8.590787814455325e-08,5.144184522798412e-10,0.0
1907,9.411403567582965e-08,0.0,0.0
1908,8.300247600345756e-08,0.0,0.0
1909,5.5009834909469646e-08,0.0,0.0
1910,7.428369741546703e-08,0.0,1.6032452032632705e-09
1911,9.310655002536805e-08,0.0,0.0
1912,8.647639049286227e-08,0.0,0.0
1913,8.325693556798797e-08,0.0,0.0
1914,7.433385462718434e-08,0.0,0.0
1915,1.4372530188211385e-07,0.0,0.0
1916,1.1646709907608965e-07,0.0,0.0
1917,9.211796481167767e-08,0.0,0.0
1918,8.385054428572403e-08,0.0,0.0
1919,1.2154359296800976e-07,0.0,0.0
1920,7.2693424613135e-08,0.0,1.514446346106979e-09
1921,8.02711213054863e-08,0.0,0.0
1922,7.599273743608137e-08,0.0,0.0
1923,7.431163595583712e-08,0.0,0.0
1924,1.0055467214442615e-07,0.0,0.0
1925,8.35861513337477e-08,0.0,3.299453377181294e-09
1926,7.57937428375044e-08,0.0,0.0
1927,8.919379723693055e-08,0.0,0.0
1928,7.312666383541e-08,0.0,0.0
1929,8.466708578680482e-08,0.0,0.0
1930,7.667630796959202e-08,0.0,0.0
1931,1.0835088914973312e-07,2.2810713318222042e-09,0.0
1932,1.0411559969725204e-07,0.0,0.0
1933,9.75006315684368e-08,0.0,0.0
1934,5.870974462141021e-08,0.0,0.0
1935,6.343190506186147e-08,0.0,0.0
1936,5.941110003959693e-08,1.2124714565686645e-09,0.0
1937,5.791914503561202e-08,0.0,0.0
1938,5.704694316932546e-08,0.0,0.0
1939,5.352917753498332e-08,0.0,0.0
1940,5.832300686847702e-08,0.0,0.0
1941,5.60785480274717e-08,0.0,0.0
1942,8.192371581117186e-08,0.0,0.0
1943,7.548411673496958e-08,0.0,0.0
1944,6.105053529381621e-08,0.0,0.0
1945,1.1546071476686848e-07,0.0,0.0
1946,9.744773166175946e-08,0.0,0.0
1947,7.986983519003843e-08,0.0,0.0
1948,9.132385514476482e-08,0.0,0.0
1949,7.362756093698408e-08,0.0,0.0
1950,8.720996191868835e-08,0.0,0.0
1951,1.1087858098335346e-07,0.0,0.0
1952,9.384875454543362e-08,0.0,0.0
1953,7.218464048719397e-08,0.0,0.0
1954,7.036226179479854e-08,0.0,0.0
1955,6.288357212724804e-08,0.0,0.0
1956,7.587393469066228e-08,0.0,0.0
1957,4.59421976017893e-08,0.0,0.0
1958,7.52774127477096e-08,0.0,0.0
1959,4.8829711829512235e-08,0.0,1.5501495642666896e-09
1960,8.097374859517004e-08,0.0,0.0
1961,7.017640513140577e-08,6.948159270159238e-10,0.0
1962,8.054284705849568e-08,0.0,0.0
1963,6.013429754148092e-08,0.0,0.0
1964,8.152517239068402e-08,6.083968329129164e-10,0.0
