year,mêmes_ADJ os_NOUN,mêmes_ADJ noces_NOUN
1879,6.231511662235789e-08,2.443730107160036e-09
1880,3.2089232604448625e-08,0.0
1881,2.9284532132578533e-08,0.0
1882,4.592215674392719e-08,0.0
1883,2.8437025179073316e-08,1.2638677882037541e-09
1884,4.8192386969958534e-08,0.0
1885,4.5119449509911647e-08,0.0
1886,4.58195934527339e-08,0.0
1887,3.3297514079322355e-08,0.0
1888,3.297119732792453e-08,0.0
1889,5.0121094830046786e-08,0.0
1890,3.736000309118026e-08,0.0
1891,5.290602800300803e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,4.249307394843527e-08,0.0
1894,2.2685540557176864e-08,0.0
1895,2.1065151400989635e-08,7.22233739480771e-09
1896,2.6536630670648265e-08,2.948514543632541e-09
1897,1.806281169081103e-08,8.740070001067579e-09
1898,1.6975064909274806e-08,1.13167097914868e-09
1899,1.6029977345510815e-08,1.6582735185011188e-09
1900,1.9206897405865675e-08,5.191053142894475e-10
1901,4.470991132876634e-09,2.235495566438317e-09
1902,2.0623192042990013e-08,0.0
1903,1.83607493653426e-08,0.0
1904,1.9348650681649815e-08,1.6123875568041512e-09
1905,2.7868098939620722e-08,0.0
1906,2.36632491379396e-08,0.0
1907,1.491424583832668e-08,0.0
1908,2.0136695866312948e-08,0.0
1909,1.7603147384193107e-08,0.0
1910,3.4202564336283103e-08,0.0
1911,2.553779587799454e-08,0.0
1912,1.927485904218429e-08,0.0
1913,1.3787773589513108e-08,1.590896969716482e-09
1914,1.1384464038144415e-08,0.0
1915,2.9451904026700504e-08,1.1780761921542648e-09
1916,8.789969641043172e-09,0.0
1917,8.773139548168274e-09,4.386569774084137e-09
1918,3.331049214239101e-08,3.44591288836682e-09
1919,1.749491218561161e-08,4.603924352863942e-09
1920,3.407504323149624e-08,3.028892692213958e-09
1921,1.060184651180407e-08,0.0
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,2.3355084977083607e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,2.229227691330493e-09
1927,1.4493992672726108e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,4.4561625500705304e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,7.6716757391182e-09,0.0
1933,1.261772819560747e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.2591118370153254e-08,0.0
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.6705325123211878e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,4.022598432129598e-08,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.4889506516624351e-08,0.0
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,1.5817205323287453e-08,0.0
1953,4.3095309543161875e-09,0.0
1954,7.818028890937967e-09,0.0
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,0.0
1957,1.767007518083119e-08,0.0
1958,1.1581140491045971e-08,1.6544486891589827e-09
1959,7.750747599288843e-09,0.0
1960,6.920833239831836e-09,0.0
1961,7.64297514166401e-09,0.0
1962,1.77574772664002e-08,1.2683912808952869e-09
1963,1.0345685197421517e-08,0.0
1964,7.300761772910391e-09,6.083968329129164e-10
1965,2.188817349590977e-09,5.472043373977442e-10
1966,6.092982118843793e-09,0.0
1967,5.916402479044791e-09,1.479100675272349e-09
1968,1.0779397818794223e-08,4.4914158503495116e-10
1969,1.7712855182594467e-08,0.0
1970,8.277704743875347e-09,0.0
1971,1.284599360218408e-08,1.541519245584766e-09
1972,9.747279428040656e-09,3.5911027485013847e-09
1973,7.718485406371656e-09,0.0
1974,7.875800456247362e-09,5.625571675160757e-10
1975,8.567219822452898e-09,0.0
1976,9.712995741040231e-09,5.713526873840635e-10
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,5.940591130126904e-09,1.7821774056514528e-09
1979,5.266775904289034e-09,5.266775904289034e-09
1980,1.193881615790815e-08,2.2740602734216964e-09
1981,6.325549417596221e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,6.315316269933646e-09,2.5261264191556165e-09
1984,4.059305780401701e-09,1.7397025486864948e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,7.795519785247507e-09,5.996553809062277e-10
1989,4.390497743145261e-09,2.1952488715726304e-09
1990,9.80757164370516e-09,4.3589208909011745e-09
1991,2.9307325455363298e-09,2.930732601047481e-09
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,5.802419433820205e-09,0.0
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,6.4057106285986265e-09,5.338092190498855e-10
1997,4.794894259418925e-09,0.0
1998,6.198567881199324e-09,4.7681290027412615e-09
1999,6.8553016596695215e-09,3.1991407301035224e-09
2000,8.394259509714175e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,0.0
2002,7.886198361006791e-09,8.76244299341522e-10
2003,3.7502307925763034e-09,2.083461403401543e-09
2004,4.404791198453495e-09,0.0
2005,5.854874363109275e-09,1.3511248786457486e-09
2006,4.117890028965121e-09,8.235779835885637e-10
2007,5.592271090648637e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,1.2874119548200724e-08,1.907277002999308e-09
2010,6.613310343794865e-09,4.723793023408973e-10
2011,8.795135286732148e-09,0.0
2012,6.808505315092361e-09,2.042551627834399e-09
2013,1.0319762822064149e-08,1.3945624655065103e-09
2014,1.0394137106572998e-08,1.0827226060161621e-09
2015,9.087958829923082e-09,1.1082876977264178e-09
2016,1.0149566520567532e-08,6.214020409345267e-10
2017,8.301517695485927e-09,7.54683426862357e-10
2018,7.744399788123246e-09,2.5814667070633845e-10
2019,6.887666881283394e-09,7.65296326310505e-10
