year,voudrions_VERB être_VERB,voudrions_VERB etre_VERB
1998,3.766822231909828e-08,0.0
1999,3.656160885157078e-08,0.0
2000,3.976228413193894e-08,8.836062992401139e-10
2001,2.365854356867203e-08,0.0
2002,2.6725450297249154e-08,0.0
2003,4.125253738607171e-08,0.0
2004,3.3916894182084434e-08,8.809582507929292e-10
2005,2.9274373147814003e-08,0.0
2006,4.159068822673362e-08,0.0
2007,3.1955835311237024e-08,0.0
2008,3.7039725953036395e-08,0.0
2009,3.6715082529781284e-08,0.0
2010,2.8342757474320024e-08,0.0
2011,5.0858826483590747e-08,0.0
2012,3.6425504390535934e-08,0.0
2013,4.434708955614042e-08,0.0
2014,4.872251579968179e-08,0.0
2015,3.435691908748595e-08,0.0
2016,5.261203739337361e-08,0.0
2017,4.352007465513452e-08,0.0
2018,4.904786621295898e-08,0.0
2019,4.464228453571195e-08,0.0
