year,voudrions_VERB être_VERB,voudrions_VERB etre_VERB
1800,7.231578535993322e-08,0.0
1801,9.048493865293494e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,4.4857802805609026e-08,0.0
1804,4.943701981119375e-08,0.0
1805,4.264316544322355e-08,0.0
1806,6.051504897186533e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,1.581321384946932e-08,0.0
1810,1.942305232205399e-07,0.0
1811,1.504245972228091e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,5.97868634599763e-08,0.0
1815,2.966945977789237e-08,0.0
1816,6.721051448721482e-08,0.0
1817,9.49692804397273e-08,0.0
1818,5.96058882251782e-08,0.0
1819,4.0369094733705424e-08,0.0
1820,4.153268307049984e-08,0.0
1821,1.1833785862336299e-07,0.0
1822,9.123310462655354e-08,0.0
1823,4.842516432290722e-08,0.0
1824,5.810567671460376e-08,0.0
1825,4.402721387464226e-08,8.805443041381977e-10
1826,4.227832306469281e-08,0.0
1827,3.133872894522938e-08,0.0
1828,4.3109814384934e-08,0.0
1829,4.543783305166471e-08,0.0
1830,6.679574937606958e-08,0.0
1831,6.392394169552063e-08,0.0
1832,3.6530916958099624e-08,0.0
1833,8.91939393454777e-08,0.0
1834,6.534171603789218e-08,0.0
1835,8.924443761770817e-08,0.0
1836,7.52724034214225e-08,0.0
1837,2.922314124020886e-08,6.957890930081589e-10
1838,5.1759727170974656e-08,0.0
1839,5.8029243632518046e-08,0.0
1840,2.4841785517537573e-08,0.0
1841,7.76886395215115e-08,0.0
1842,5.0311989241436095e-08,0.0
1843,8.151537400635789e-08,5.906911071384968e-10
1844,5.54344694592146e-08,5.488561272137815e-10
1845,5.357019006169139e-08,5.580227946389016e-10
1846,5.3861413107370026e-08,0.0
1847,4.961765753819236e-08,0.0
1848,9.010648227558704e-08,0.0
1849,3.77073661184113e-08,0.0
1850,4.8880771430503955e-08,0.0
1851,3.8696633453128015e-08,0.0
1852,5.0131198747749295e-08,0.0
1853,4.359510086260343e-08,0.0
1854,8.261106643203675e-08,0.0
1855,7.8542669257331e-08,5.306937111981824e-10
1856,7.714012184578678e-08,0.0
1857,5.8089959509288747e-08,0.0
1858,6.655399431565456e-08,0.0
1859,6.568903643255908e-08,0.0
1860,6.133426211363258e-08,0.0
1861,6.602348889828136e-08,0.0
1862,6.370360949858878e-08,0.0
1863,7.99139314722197e-08,0.0
1864,5.993410212568051e-08,4.794727948009836e-10
1865,7.342676866528564e-08,0.0
1866,7.736324647567017e-08,0.0
1867,5.338092634588065e-08,0.0
1868,7.311013661137622e-08,4.93987406535723e-10
1869,5.4695412643468444e-08,0.0
1870,5.6193677266946906e-08,0.0
1871,6.903765381593985e-08,0.0
1872,6.833493415570047e-08,0.0
1873,4.3697831131339626e-08,0.0
1874,5.018671700440791e-08,0.0
1875,7.266339707712177e-08,0.0
1876,3.748529309177684e-08,0.0
1877,5.999271479595336e-08,0.0
1878,6.34104324603868e-08,0.0
1879,4.215434401544371e-08,6.10932526790009e-10
1880,5.0059199452334724e-08,0.0
1881,3.974329487732575e-08,0.0
1882,5.0580926114207614e-08,0.0
1883,4.1707636455612374e-08,0.0
1884,4.621188054443337e-08,6.601696966868076e-10
1885,6.381179673553561e-08,0.0
1886,2.3232470169887165e-08,0.0
1887,5.3537181798901656e-08,6.528924623161458e-10
1888,4.882273429984707e-08,0.0
1889,3.132568338060082e-08,0.0
1890,3.9326319978272295e-08,0.0
1891,5.609313546983685e-08,0.0
1892,4.4506439422775657e-08,0.0
1893,3.695049954899332e-08,0.0
1894,5.1042469806361623e-08,0.0
1895,3.370423939941247e-08,0.0
1896,3.715128116255073e-08,0.0
1897,5.127508018176741e-08,0.0
1898,5.035935757291554e-08,0.0
1899,5.251199297617859e-08,0.0
1900,3.73755817406618e-08,0.0
1901,6.035838140405758e-08,0.0
1902,2.995273007400101e-08,0.0
1903,5.238213773850475e-08,0.0
1904,5.159640181773284e-08,0.0
1905,7.483100716854096e-08,5.160759042333041e-10
1906,9.053764671307363e-08,0.0
1907,6.119983453345412e-08,0.0
1908,6.679488961935931e-08,0.0
1909,4.34577707153494e-08,0.0
1910,5.557916793463846e-08,0.0
1911,6.224837534318794e-08,0.0
1912,5.678269232589628e-08,0.0
1913,5.1438998838193584e-08,0.0
1914,6.361906201846068e-08,0.0
1915,4.123266705846618e-08,0.0
1916,6.152978926365904e-08,1.0987462051303964e-09
1917,8.77313937053259e-08,1.0966424435210342e-09
1918,7.581008532042688e-08,0.0
1919,6.44549373873815e-08,0.0
1920,5.982062845077962e-08,0.0
1921,3.1048266180278006e-08,0.0
1922,8.410846419337759e-08,0.0
1923,4.564857647437748e-08,0.0
1924,6.83256118350073e-08,0.0
1925,8.688560626524122e-08,1.0998177923937646e-09
1926,7.57937428375044e-08,0.0
1927,5.797597069090443e-08,0.0
1928,5.9415413034002995e-08,0.0
1929,5.570203143179242e-08,0.0
1930,5.671945757512731e-08,0.0
1931,7.071321306284517e-08,0.0
1932,7.233294496700182e-08,0.0
1933,5.047091278242988e-08,0.0
1934,6.82950087593781e-08,0.0
1935,5.864459140525469e-08,0.0
1936,7.1535815493462e-08,0.0
1937,4.658713592675667e-08,0.0
1938,5.8343463393839556e-08,0.0
1939,7.494084997006212e-08,0.0
1940,3.296517903095264e-08,0.0
1941,5.60785480274717e-08,0.0
1942,2.730790527039062e-08,0.0
1943,6.387117679196308e-08,0.0
1944,3.855823393905666e-08,0.0
1945,5.446259976338297e-08,0.0
1946,8.491873870752897e-08,0.0
1947,1.0728783905733508e-07,0.0
1948,9.675979839585125e-08,0.0
1949,1.0896879132360482e-07,0.0
1950,7.763814124928103e-08,0.0
1951,9.168805803483338e-08,0.0
1952,6.326882129314981e-08,0.0
1953,7.433941107137798e-08,0.0
1954,7.329401796596358e-08,0.0
1955,7.226918086189471e-08,9.385607846468247e-10
1956,6.45364508500279e-08,0.0
1957,4.682570065028813e-08,0.0
1958,5.1287909030861556e-08,0.0
1959,6.200598079431074e-08,0.0
1960,7.543708591128961e-08,0.0
1961,5.766972321907815e-08,0.0
1962,6.341956293454132e-08,0.0
1963,7.241979460559378e-08,0.0
1964,7.544120705915702e-08,6.083968329129164e-10
1965,5.143720827049947e-08,6.5664522708175355e-09
1966,6.148373188352707e-08,0.0
1967,4.042875190179984e-08,0.0
1968,7.096436860365429e-08,0.0
1969,5.04135115875215e-08,4.5417578031781147e-10
1970,7.311972893830898e-08,0.0
1971,6.063309143655715e-08,1.0276794970565106e-09
1972,5.181448159419233e-08,5.130146862875051e-10
1973,3.528450420731133e-08,0.0
1974,5.456804430536977e-08,0.0
1975,3.826691852282238e-08,5.711480177694739e-10
1976,3.9994688449951354e-08,0.0
1977,3.937443793233797e-08,5.876781838942691e-10
1978,5.4653440884067095e-08,0.0
1979,2.925986741786346e-08,0.0
1980,3.183684427199296e-08,5.685150683554241e-10
1981,4.8074177527723805e-08,0.0
1982,4.531476704983106e-08,0.0
1983,4.0418022706489865e-08,6.315316047889041e-10
1984,3.595385322796574e-08,0.0
1985,3.9702683807263384e-08,0.0
1986,4.555808885697843e-08,0.0
1987,2.627651163322753e-08,6.110816852533674e-10
1988,3.7178633505163816e-08,0.0
1989,3.0733485090195245e-08,0.0
1990,3.705082818328265e-08,0.0
1991,4.8650161232899336e-08,0.0
1992,4.628353167390742e-08,0.0
1993,3.10195602537533e-08,0.0
1994,3.3759530282395644e-08,0.0
1995,3.199246023655178e-08,0.0
1996,3.5765218342476146e-08,0.0
1997,4.219507232505748e-08,0.0
