year,pouvez_VERB être_VERB,pouvez_VERB etre_VERB,pouvez_VERB naître_VERB
1837,8.669532007843372e-07,2.0873671680021744e-09,0.0
1838,7.574594178549887e-07,9.468243078458727e-09,0.0
1839,7.91435013525188e-07,0.0,0.0
1840,9.095915629586671e-07,0.0,0.0
1841,8.012844432414568e-07,6.420548537278137e-10,0.0
1842,6.567391324097116e-07,1.341653010911159e-09,0.0
1843,6.828389018664893e-07,5.906911071384968e-10,5.906911071384968e-10
1844,7.782779789522465e-07,1.097712254427563e-09,0.0
1845,7.996466706572392e-07,1.1160455892778032e-09,0.0
1846,7.031256359368854e-07,1.7563503984519002e-09,0.0
1847,7.221526630019071e-07,1.6179670936367074e-09,0.0
1848,8.930196031542437e-07,0.0,1.6090443422100975e-09
1849,6.82084362324531e-07,2.513824481908955e-09,0.0
1850,7.243858703986916e-07,0.0,0.0
1851,7.629686251675594e-07,1.9348316282474798e-09,0.0
1852,7.474106382687751e-07,6.510545436100301e-10,0.0
1853,7.841146612008743e-07,5.971931837933653e-10,1.1943863675867306e-09
1854,8.531280855095247e-07,2.5978321716024766e-09,0.0
1855,8.496406280755764e-07,5.306937111981824e-10,1.0613874223963649e-09
1856,7.382672038147575e-07,0.0,3.6240324075009767e-09
1857,7.283211402864254e-07,0.0,0.0
1858,8.231162951233273e-07,2.936205500958522e-09,0.0
1859,7.791025495862414e-07,1.5276520048956854e-09,0.0
1860,9.561737215335597e-07,2.288591982591015e-09,1.373155145145688e-09
1861,8.366119459424226e-07,4.715963730639317e-10,0.0
1862,9.60072043199034e-07,9.035972525772706e-10,0.0
1863,7.441985303557885e-07,0.0,0.0
1864,7.561285997326195e-07,4.794727948009836e-10,4.794727948009836e-10
1865,8.326407510139688e-07,1.4120533631256649e-09,9.41368871743009e-10
1866,8.174229719770665e-07,9.731225825149181e-10,2.432806400776144e-09
1867,7.235541943373391e-07,1.94112459439566e-09,0.0
1868,7.019560825938242e-07,1.975949626142892e-09,0.0
1869,8.668246209708741e-07,2.441759683335931e-09,0.0
1870,7.345316248574818e-07,4.587239033071455e-09,0.0
1871,9.134212177741574e-07,3.18635318130589e-09,0.0
1872,9.064961545846018e-07,6.652073114565837e-09,0.0
1873,7.883567718636186e-07,2.9930022904522957e-09,0.0
1874,7.641525030521734e-07,5.974609140757536e-10,0.0
1875,8.616619879830978e-07,5.721527140956084e-10,1.716458086775674e-09
1876,8.010969736460538e-07,1.209202959984168e-09,0.0
1877,8.17632667349244e-07,0.0,0.0
1878,7.108007480383094e-07,1.2078177347163432e-09,0.0
1879,8.064309326982766e-07,3.665595160740054e-09,0.0
1880,7.463955284947588e-07,1.2835692508872398e-09,0.0
1881,9.085177339329675e-07,6.972507571312292e-10,0.0
1882,8.139535907503159e-07,1.9966155395678697e-09,0.0
1883,6.957592404432944e-07,6.319338941018771e-10,1.2638677882037541e-09
1884,7.486324307137693e-07,1.3203393933736152e-09,0.0
1885,6.851710736555106e-07,3.2228177904158883e-09,0.0
1886,6.969740979911876e-07,9.034849313138693e-09,0.0
1887,7.625783950970799e-07,6.528924623161458e-10,0.0
1888,6.847864142400795e-07,1.268122939990235e-09,0.0
1889,8.150942676365958e-07,1.8795409673089125e-09,0.0
1890,7.616197308379924e-07,0.0,0.0
1891,7.693683414800034e-07,2.5496880162734215e-09,0.0
1892,7.052076398395002e-07,3.1342561879199593e-09,0.0
1893,7.427050263686397e-07,1.847525021858587e-09,0.0
1894,7.542942626059812e-07,0.0,0.0
1895,7.63160301175958e-07,1.2037228991346183e-09,0.0
1896,6.598775144084357e-07,2.358811590497112e-09,0.0
1897,6.677413466604776e-07,1.1653427112179315e-09,1.1653427112179315e-09
1898,7.46337036616751e-07,5.6583548957434e-10,2.26334195829736e-09
1899,7.854688988118141e-07,3.3165470370022376e-09,0.0
1900,7.464734608220169e-07,1.038210628578895e-09,0.0
1901,6.594711976504186e-07,5.588738916095792e-10,0.0
1902,5.887430347684131e-07,4.910283846193408e-10,0.0
1903,6.555867457791464e-07,1.6200660812870638e-09,0.0
1904,7.191248414528673e-07,5.374625189347171e-10,0.0
1905,7.88047884725529e-07,1.0321518084666081e-09,0.0
1906,6.188453767208557e-07,5.144184522798412e-10,1.0288369045596824e-09
1907,6.963409759919159e-07,4.114274698707732e-09,0.0
1908,6.939793024685059e-07,1.4734167219643268e-09,0.0
1909,7.750886084068043e-07,1.1001967115120692e-09,0.0
1910,7.374927690761979e-07,5.344150677544235e-10,1.068830135508847e-09
1911,6.911166110512568e-07,1.0640748282497725e-09,1.0640748282497725e-09
1912,7.522404530391213e-07,4.167536982180309e-09,0.0
1913,6.702978794237424e-07,5.30298971401777e-10,0.0
1914,7.2257864758285e-07,0.0,0.0
1915,9.342144267066033e-07,2.3561523843085297e-09,0.0
1916,7.878010137574165e-07,0.0,0.0
1917,8.488012781526777e-07,2.1932848870420685e-09,0.0
1918,6.604666396015091e-07,3.44591288836682e-09,6.89182577673364e-09
1919,7.025588502074243e-07,1.8415696745321952e-09,0.0
1920,6.504546945507172e-07,7.572231730534895e-10,0.0
1921,6.224798312359781e-07,7.572747429129834e-10,0.0
1922,7.333667895181861e-07,7.377935484775833e-10,0.0
1923,7.802721597727214e-07,0.0,0.0
1924,7.399792707474262e-07,1.289162443462999e-09,0.0
1925,7.082826414261945e-07,0.0,0.0
1926,6.620806516366429e-07,0.0,0.0
1927,7.648368409718387e-07,1.1149224876660924e-09,0.0
1928,5.438795369627769e-07,0.0,0.0
1929,8.366445172214299e-07,0.0,0.0
1930,6.449212719417119e-07,0.0,0.0
1931,6.364189175656065e-07,3.4216069977333063e-09,0.0
1932,5.961987881164532e-07,0.0,0.0
1933,6.045038958291116e-07,0.0,0.0
1934,6.242403287615161e-07,2.3963160344919743e-09,0.0
1935,5.68493476293952e-07,1.196828414151696e-09,0.0
1936,6.1351056501735e-07,1.2124714565686645e-09,0.0
1937,6.131874670245452e-07,0.0,0.0
1938,5.834346552546776e-07,2.5930428915188486e-09,0.0
1939,6.805852308389149e-07,1.5294050470515685e-09,0.0
1940,3.37259137950241e-07,7.607348528892999e-09,0.0
1941,4.250163669894391e-07,0.0,0.0
1942,4.6423440380749526e-07,0.0,0.0
1943,6.909699550305959e-07,2.9032352077962287e-09,0.0
1944,5.366021014197031e-07,3.2131861615880553e-09,0.0
1945,7.101922960828233e-07,0.0,0.0
1946,5.999995664751623e-07,1.3921104269343232e-09,0.0
1947,7.176364533734159e-07,1.1920870957027319e-09,0.0
1948,6.207848173289676e-07,2.174377566888097e-09,1.0871887834440486e-09
1949,4.771065960085252e-07,1.9634016634739737e-09,0.0
1950,5.732459840146475e-07,1.0635361480382244e-09,0.0
1951,7.590917903144145e-07,2.1322803522849654e-09,0.0
1952,4.99823727295734e-07,1.0544803918932644e-09,0.0
1953,5.979474053674494e-07,0.0,0.0
1954,6.273968438108568e-07,1.9545072227344917e-09,0.0
1955,6.438526725105476e-07,0.0,0.0
1956,6.488529606940574e-07,8.72114158667614e-10,0.0
1957,4.7002401970530627e-07,8.835037701437898e-10,0.0
1958,5.004707190892077e-07,8.272243445794913e-10,0.0
1959,5.107742708787555e-07,0.0,0.0
1960,5.439774781734741e-07,6.920833350854139e-10,0.0
1961,4.926245082970127e-07,2.779263708063695e-09,0.0
1962,5.967780793980637e-07,6.341956404476434e-10,0.0
1963,4.4163144252706843e-07,5.1728425987107585e-09,0.0
1964,6.156976155580196e-07,0.0,0.0
1965,4.870118459621153e-07,1.7510538796727815e-08,0.0
1966,4.963010837855109e-07,2.769537488234164e-09,0.0
1967,6.044591600584681e-07,4.437302081328198e-09,0.0
1968,5.910703180234123e-07,2.6948494546985557e-09,0.0
1969,5.690822604265122e-07,6.358460868938209e-09,0.0
1970,5.14597331857658e-07,9.197450023812337e-10,0.0
1971,4.706772074314358e-07,1.541519245584766e-09,0.0
1972,4.391405639125878e-07,4.6171320100540925e-09,0.0
1973,4.829566364605853e-07,1.102640756478479e-09,0.0
1974,4.061662650656217e-07,1.1251143350321513e-09,0.0
1975,4.51206943807847e-07,1.7134440533084216e-09,0.0
1976,3.7595006574520085e-07,4.570821499072508e-09,0.0
1977,4.3546953065742855e-07,2.938390863960194e-09,0.0
1978,3.736631981610117e-07,1.1881182704343018e-09,0.0
1979,4.593799189933634e-07,4.681578680276743e-09,0.0
1980,4.707304697149084e-07,1.1370301367108482e-09,1.7055452605774235e-09
1981,4.883324322690896e-07,3.1627747087981106e-09,0.0
1982,3.836236430743156e-07,4.345251713999687e-09,0.0
1983,4.086009539605584e-07,1.2630632095778083e-09,0.0
1984,3.688169272209052e-07,1.739702604197646e-09,0.0
1985,3.392774772237317e-07,1.0828004270990732e-08,0.0
1986,4.328018405885814e-07,5.994485463567401e-10,0.0
1987,3.831482047189638e-07,6.110816852533674e-10,0.0
1988,4.1016429008777777e-07,0.0,0.0
1989,4.878940558228351e-07,1.0976244357863152e-09,0.0
1990,4.2771910102601396e-07,0.0,0.0
1991,3.9857962974565453e-07,1.7584396161396398e-09,0.0
1992,3.6090133903599053e-07,6.060938417817852e-09,5.509944167592096e-10
1993,3.8996020634840534e-07,1.661762283333701e-09,0.0
1994,4.219941160954477e-07,2.637463358823311e-09,0.0
1995,3.8662074075546116e-07,2.7112254663563817e-09,0.0
1996,3.955526324261882e-07,6.4057106285986265e-09,0.0
1997,3.8598901141995157e-07,2.3974471297094624e-09,4.79489448146353e-10
1998,4.410519522934919e-07,1.9072516899143466e-09,0.0
1999,4.263997652742546e-07,2.285100553223174e-09,4.570201161957499e-10
2000,4.0955151803245826e-07,5.743440834038438e-09,0.0
2001,4.267300255378359e-07,0.0,0.0
2002,4.12711074204708e-07,3.066854992184176e-09,4.38122149670761e-10
2003,4.429439002251456e-07,1.6667691671301554e-09,0.0
2004,4.4796726683671295e-07,1.7619165015858584e-09,0.0
2005,4.661380899051437e-07,9.007499190971657e-10,0.0
2006,4.896170935353439e-07,2.8825228870488218e-09,4.1178899179428186e-10
2007,6.34323328085884e-07,3.1955835755326234e-09,3.994479469415779e-10
2008,6.760814130757353e-07,1.2772318758180745e-09,4.257439678578834e-10
2009,6.789906024096126e-07,1.430457752249481e-09,0.0
2010,8.767360100137012e-07,2.3618964561933353e-09,0.0
2011,1.2328486036494724e-06,1.911985902935953e-09,7.64794394481072e-10
2012,1.3685096291737864e-06,3.404252713057332e-10,3.404252713057332e-10
2013,1.3689025308849523e-06,0.0,5.578250084070646e-10
2014,1.4367728908837307e-06,1.0827225782605865e-09,4.330890368553497e-10
2015,1.5070496601765626e-06,0.0,2.2165753954528356e-10
2016,1.5255419612003607e-06,2.0713400439298368e-10,6.214020409345267e-10
2017,1.3936486311649787e-06,7.54683426862357e-10,0.0
2018,1.4910551726643462e-06,1.8070267504555204e-09,5.162933414126769e-10
2019,1.4971747077652253e-06,1.02039510174734e-09,0.0
