year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP noter_VERB
1889,8.457934352890106e-08,0.0,3.6964305116793383e-08
1890,1.147017654190563e-07,1.3108772956016423e-09,4.9813338010018526e-08
1891,7.139126390054429e-08,6.374220040683554e-10,6.182993672609882e-08
1892,8.149065955365131e-08,6.268512375839919e-10,4.137218212463267e-08
1893,7.020594972040328e-08,6.158416554491453e-10,4.618812360357438e-08
1894,8.128985373723197e-08,6.301539290376468e-10,5.1672621736997826e-08
1895,1.155574000932802e-07,6.018614495673091e-10,2.2268872967856623e-08
1896,5.366296496056577e-08,1.769108692872834e-09,3.597187614445829e-08
1897,8.157399200570126e-08,2.330685422435863e-09,3.4377611535241215e-08
1898,7.469028795448196e-08,2.26334195829736e-09,4.526683805572418e-08
1899,8.291367770141278e-08,1.1055156790007459e-09,4.2009594025671504e-08
1900,7.423206338508237e-08,1.038210628578895e-09,3.7894689164374995e-08
1901,7.991896611159177e-08,1.1177477832191585e-09,4.52687843321975e-08
1902,6.383368655882293e-08,4.910283846193408e-10,4.566564015817676e-08
1903,5.670231240095802e-08,4.320176216765503e-09,3.888158683906795e-08
1904,5.10589384106197e-08,0.0,3.2247751136083025e-08
1905,6.967025045767627e-08,3.096455536422127e-09,5.057543717157387e-08
1906,6.53311400533596e-08,0.0,4.11534765154542e-08
1907,8.897118775053059e-08,1.5428529565042481e-09,4.011417997773492e-08
1908,6.33569210428675e-08,1.964555629285769e-09,4.6167055955947944e-08
1909,7.64636687300424e-08,1.6502950672681038e-09,5.225934529562437e-08
1910,6.893954540565517e-08,5.344150677544235e-10,3.153048933057789e-08
1911,7.66133869678498e-08,2.6601871816467337e-09,3.937076797910777e-08
1912,6.25130531783924e-08,2.0837684910901544e-09,3.438217888174222e-08
1913,6.151468157078455e-08,1.060597942803554e-09,5.568139332945421e-08
1914,6.294939103312913e-08,1.3393487430235496e-09,4.955590277022637e-08
1915,4.5944972160150144e-08,0.0,9.424609714869803e-08
1916,7.251724798429393e-08,0.0,4.614734194774428e-08
1917,5.702540750718299e-08,0.0,5.1542195955711634e-08
1918,6.547234487896958e-08,0.0,4.9391417178412667e-08
1919,4.143531662226252e-08,9.207848372660976e-10,6.077179848240633e-08
1920,7.345065045072374e-08,7.572231730534895e-10,8.329454992406227e-08
1921,5.2251956539350886e-08,0.0,4.9980132699189994e-08
1922,6.123686580039589e-08,7.377935484775833e-10,6.197466007051844e-08
1923,6.79420701921174e-08,0.0,4.140219944659407e-08
1924,6.445812328337297e-08,1.289162443462999e-09,5.801231095503567e-08
1925,6.598906576726904e-08,1.0998177923937646e-09,5.499088895355442e-08
1926,7.913758359734402e-08,0.0,4.6813780962828844e-08
1927,1.0480271228630045e-07,1.1149224876660924e-09,3.233275258640589e-08
1928,7.312666339132079e-08,1.1426041224282812e-09,5.484499610020066e-08
1929,8.689516839410771e-08,0.0,4.0105462062456354e-08
1930,7.667630308461071e-08,0.0,6.092090387710414e-08
1931,3.4216069977333063e-08,0.0,8.668070883288692e-08
1932,4.3838147445462994e-08,0.0,6.246935790876762e-08
1933,8.488290359487394e-08,0.0,6.079451253526713e-08
1934,5.990790086229936e-08,0.0,6.350237669039416e-08
1935,7.659702028206539e-08,0.0,5.6250936353308134e-08
1936,5.334874364493203e-08,0.0,7.517323297179246e-08
1937,3.6514241852358964e-08,0.0,5.5400921183945684e-08
1938,7.130867629712156e-08,0.0,4.6674770715071645e-08
1939,5.199976982339649e-08,0.0,8.717608501740415e-08
1940,4.817987697691706e-08,0.0,5.832300686847702e-08
1941,2.9515025534720962e-08,0.0,8.264207496111453e-08
1942,6.371844740726829e-08,0.0,8.799213935262173e-08
1943,4.064529335323641e-08,2.9032352077962287e-09,1.335488235554294e-07
1944,9.318240046241044e-08,0.0,6.747690939334916e-08
1945,5.44626010956506e-08,0.0,6.099811278303946e-08
1946,6.12528578969318e-08,0.0,8.213451341276823e-08
1947,8.225400716099784e-08,0.0,4.2915136333476767e-08
1948,4.348755267002957e-08,0.0,5.2185063159626566e-08
1949,2.7487623288635632e-08,9.817008317369869e-10,4.22131343214005e-08
1950,4.998619829166273e-08,0.0,5.7430952438153327e-08
1951,6.396840923628133e-08,0.0,6.716683031982029e-08
1952,7.381362898684074e-08,1.0544803918932644e-09,5.483298082253896e-08
1953,5.7101286476957114e-08,1.0773827385790469e-09,4.3095308654983455e-08
1954,4.299916067651566e-08,9.772536113672459e-10,4.593092128857279e-08
1955,4.411235510204392e-08,2.815682353940474e-09,7.60234235563928e-08
1956,4.971050882041084e-08,0.0,6.279221986815742e-08
1957,5.0359714287573354e-08,0.0,5.301022626413854e-08
1958,4.549734056169541e-08,1.6544486891589827e-09,6.948684738716793e-08
1959,7.363210574595769e-08,3.8753737996444215e-09,7.285703107484665e-08
1960,5.1906248632604957e-08,6.920833350854139e-10,6.505583016735983e-08
1961,6.044898404056198e-08,0.0,5.7669720721076345e-08
1962,7.356669495806045e-08,1.2683912808952869e-09,5.2638238656754766e-08
1963,5.819447945754064e-08,6.466053248388448e-10,4.4615767080813384e-08
1964,7.361601772615245e-08,6.083968329129164e-10,5.293052396382336e-08
1965,5.690925175549921e-08,0.0,6.4022910750694e-08
1966,6.314545197838584e-08,2.215629901769489e-09,6.425326859460512e-08
1967,6.162919330421346e-08,4.930335584241163e-10,5.3247625753094496e-08
1968,8.174376864289457e-08,2.6948494546985557e-09,3.8626176035450044e-08
1969,6.131372942697055e-08,1.3625273131978588e-09,3.9059117246109665e-08
1970,6.760125614846402e-08,4.5987250119061684e-10,4.092865424354386e-08
1971,7.604828589080626e-08,1.0276794970565106e-09,4.881477622120656e-08
1972,5.7970659828043836e-08,5.130146862875051e-10,4.719735002822745e-08
1973,5.072147502005464e-08,1.6539611902288698e-09,3.4181862285098674e-08
1974,3.712877250094948e-08,0.0,5.62557183059198e-08
1975,4.3407250682747645e-08,1.7134440533084216e-09,4.397839825642791e-08
1976,3.428116102099921e-08,0.0,4.342280490732264e-08
1977,3.349765798077442e-08,0.0,4.2900506258547466e-08
1978,3.5049489865990324e-08,0.0,3.445542873237173e-08
1979,6.72976940840897e-08,2.9259866751729646e-09,4.506019313232912e-08
1980,5.969408367612061e-08,0.0,4.3207144528878416e-08
1981,4.870673309120832e-08,0.0,3.352541355639005e-08
1982,5.276377113005992e-08,0.0,5.5246770047645555e-08
1983,3.4734239928724264e-08,1.2630632095778083e-09,5.1785590926556324e-08
1984,5.625038168588503e-08,5.799008495621649e-10,5.625038124179582e-08
1985,4.511668683093717e-08,6.015558051686298e-10,4.331201708396293e-08
1986,4.615753956827007e-08,0.0,3.596691300344901e-08
1987,3.6053820373638246e-08,1.2221633705067347e-09,4.6442206524943686e-08
1988,4.8572086353004806e-08,0.0,3.957725519532218e-08
1989,4.500260120110511e-08,3.292873196336643e-09,5.1588347149689184e-08
1990,3.868542064466851e-08,5.44865097484859e-10,4.6858399826987807e-08
1991,4.5719430019630636e-08,0.0,4.2202550787351356e-08
1992,4.463054792402943e-08,0.0,4.0773585396891576e-08
1993,5.096070765375771e-08,0.0,4.3759737611281935e-08
1994,4.641935458238322e-08,0.0,4.219941363015067e-08
1995,4.229511807452013e-08,1.0844901643380922e-09,4.446409818115171e-08
1996,4.270473930034768e-08,1.6014276571496566e-09,4.217092763880714e-08
1997,4.938741371418587e-08,9.58978896292706e-10,3.020783545526484e-08
1998,4.91117297940491e-08,4.768129224785866e-10,4.815810683567179e-08
1999,5.07292323703723e-08,4.570201161957499e-10,4.021776947582545e-08
2000,4.373851236749715e-08,8.836062992401139e-10,3.622785815782237e-08
2001,4.9069570406956586e-08,4.3812117822561447e-10,3.8554662018519537e-08
2002,4.293597033466767e-08,0.0,4.074536058551459e-08
2003,5.250323020788983e-08,0.0,4.416938248485991e-08
2004,5.329797581055118e-08,0.0,3.2595453669514995e-08
2005,6.260211815600769e-08,0.0,4.458712254962194e-08
2006,5.5591515391029134e-08,1.2353669198716943e-09,4.7767522159958276e-08
2007,6.351222436862258e-08,0.0,4.753430432602457e-08
2008,6.98220121719828e-08,4.257439678578834e-10,3.661398134680027e-08
2009,6.484741632561963e-08,0.0,4.5297827933055146e-08
2010,6.613310077341339e-08,0.0,3.448368990355277e-08
2011,1.0171765119082465e-07,0.0,4.627006222612806e-08
2012,1.314041568889479e-07,0.0,4.868081326936391e-08
2013,1.4587123509102184e-07,0.0,4.462600011745366e-08
2014,1.745348807702385e-07,0.0,4.699015943021578e-08
2015,1.5759851201835318e-07,0.0,4.300156355996343e-08
2016,1.563861751208151e-07,0.0,4.1426802654953576e-08
2017,1.3408208232590368e-07,0.0,4.5029441508859236e-08
2018,1.424969564567391e-07,5.162933414126769e-10,3.71731190274005e-08
2019,1.489776870755577e-07,0.0,4.005050957545109e-08
