year,pouvais_VERB être_VERB,pouvais_VERB etre_VERB,pouvais_VERB naître_VERB
1800,1.8550569791386806e-07,0.0,0.0
1801,1.857322473597378e-07,2.3811825844433088e-09,0.0
1802,1.4545960880241182e-07,0.0,0.0
1803,1.0726865440346955e-07,0.0,0.0
1804,2.817910171870608e-07,0.0,0.0
1805,1.1655798459742073e-07,0.0,0.0
1806,1.7001848107156547e-07,0.0,0.0
1807,2.1921555060089304e-07,0.0,0.0
1808,1.2690014727922971e-07,0.0,0.0
1809,1.8975856619363185e-07,0.0,0.0
1810,1.427477371862551e-07,0.0,0.0
1811,2.0307321335621964e-07,0.0,0.0
1812,1.5469807124190993e-07,0.0,0.0
1813,2.415623043816595e-07,0.0,0.0
1814,2.2970742463712668e-07,0.0,0.0
1815,2.88602933551374e-07,0.0,0.0
1816,1.1356259221884102e-07,0.0,2.3176038865813098e-09
1817,2.926921922608017e-07,1.556873407970727e-09,0.0
1818,3.0875850143274874e-07,1.1921177378582115e-09,0.0
1819,1.645816922746235e-07,0.0,0.0
1820,3.4056802178383805e-07,0.0,0.0
1821,4.339054839874734e-07,0.0,0.0
1822,4.641860300580447e-07,0.0,0.0
1823,3.913544048828044e-07,0.0,0.0
1824,3.2758129009380355e-07,0.0,0.0
1825,2.3334423815413174e-07,0.0,0.0
1826,1.8584846372959873e-07,0.0,2.642395191543301e-09
1827,3.170741820213152e-07,0.0,0.0
1828,2.5132104042313586e-07,0.0,4.586150570418113e-09
1829,4.1751366097741993e-07,0.0,1.714635211591542e-09
1830,4.185171178505698e-07,0.0,0.0
1831,3.663933512143558e-07,0.0,0.0
1832,3.8831012716400437e-07,0.0,0.0
1833,3.4519212022132706e-07,0.0,0.0
1834,3.220413304916292e-07,9.334530925997342e-10,0.0
1835,3.365574059444043e-07,0.0,6.806779140333674e-09
1836,2.594209433937067e-07,6.048674894287842e-09,2.688300027031687e-09
1837,2.6857458124140976e-07,0.0,1.3915781860163179e-09
1838,2.3986214614524215e-07,0.0,6.312161904276081e-10
1839,2.335152657906292e-07,0.0,0.0
1840,2.8026630616295733e-07,6.369688665408546e-10,0.0
1841,2.150883773310852e-07,6.420548537278137e-10,6.420548537278137e-10
1842,2.569265404872567e-07,0.0,0.0
1843,2.114674231279423e-07,1.1813822142769936e-09,0.0
1844,2.189935912610963e-07,0.0,0.0
1845,2.5055223318304343e-07,0.0,2.7901139176833567e-09
1846,2.3476550836676324e-07,1.7563503984519002e-09,5.854501328173001e-10
1847,1.9092011882548832e-07,5.393223645455691e-10,0.0
1848,1.8664914591681736e-07,1.6090443422100975e-09,1.6090443422100975e-09
1849,2.8238628146937117e-07,8.379414939696517e-10,0.0
1850,2.3354147060672403e-07,0.0,0.0
1851,1.902584472190938e-07,0.0,0.0
1852,2.0443113157853077e-07,0.0,6.510545436100301e-10
1853,2.376828831529565e-07,0.0,5.971931837933653e-10
1854,1.8808304957929067e-07,0.0,5.195664454227256e-10
1855,2.4677257215444115e-07,0.0,0.0
1856,2.0812301215755724e-07,5.177189232874468e-10,1.0354378465748937e-09
1857,2.3675319482663326e-07,4.881509085841174e-10,9.763018171682347e-10
1858,2.833438372817909e-07,0.0,8.31924928945682e-09
1859,2.459519805597665e-07,0.0,1.018434669930457e-09
1860,2.558645917360991e-07,4.577183909670879e-10,4.577183909670879e-10
1861,2.494744819614425e-07,0.0,0.0
1862,2.5345903509332857e-07,0.0,4.517986262886353e-10
1863,2.9318422889446083e-07,1.4983863039219614e-09,4.994620828036034e-10
1864,2.2391380127828597e-07,4.794727948009836e-10,4.794727948009836e-10
1865,2.428731704640086e-07,4.706844358715045e-10,0.0
1866,2.5933715619430586e-07,0.0,9.731225825149181e-10
1867,2.2517045294989657e-07,0.0,4.85281148598915e-10
1868,2.5983737828028097e-07,4.93987406535723e-10,9.87974813071446e-10
1869,2.861742132154177e-07,9.767038289254515e-10,9.767038289254515e-10
1870,2.993173495724477e-07,0.0,0.0
1871,3.1013837542559486e-07,1.0621177271019633e-09,0.0
1872,2.545929760344734e-07,1.8142017887967654e-09,0.0
1873,2.4542617893530405e-07,0.0,5.387403856360606e-09
1874,2.993279224483558e-07,5.974609140757536e-10,0.0
1875,2.8950927344340016e-07,5.721527140956084e-10,0.0
1876,2.230979418982315e-07,0.0,0.0
1877,2.1956097384645545e-07,0.0,1.8554447978047506e-09
1878,2.222384694050561e-07,0.0,6.039088673581716e-10
1879,2.0282959667383693e-07,6.10932526790009e-10,0.0
1880,2.5863920427582343e-07,6.417846254436199e-10,0.0
1881,2.1963398921798216e-07,0.0,1.3945015142624584e-09
1882,2.1297232422057277e-07,0.0,0.0
1883,1.97163373627518e-07,0.0,0.0
1884,2.3502040846778982e-07,0.0,0.0
1885,1.6243001255134004e-07,0.0,6.445635691854079e-10
1886,1.742435244977969e-07,0.0,0.0
1887,2.043553450903346e-07,0.0,0.0
1888,2.225555704171711e-07,0.0,1.9021844099853524e-09
1889,1.7542383545787743e-07,0.0,5.6386229019267375e-09
1890,1.5664983266105992e-07,0.0,0.0
1891,2.186357477285128e-07,0.0,1.2748440081367107e-09
1892,1.8178685934344685e-07,0.0,0.0
1893,2.0014853419070278e-07,6.158416554491453e-10,6.158416554491453e-10
1894,2.192935681932795e-07,6.301539290376468e-10,6.301539290376468e-10
1895,2.2991108039605024e-07,1.2037228991346183e-09,6.018614495673091e-10
1896,2.1111364389980736e-07,0.0,0.0
1897,1.479985201058298e-07,5.826713556089658e-10,1.1653427112179315e-09
1898,2.1728082799654658e-07,0.0,0.0
1899,2.5261033442802727e-07,5.527578395003729e-10,5.527578395003729e-10
1900,2.164669155035881e-07,0.0,0.0
1901,1.536903226906361e-07,1.1177477832191585e-09,0.0
1902,1.4190720776241506e-07,0.0,0.0
1903,1.425658098241911e-07,0.0,1.0800440541913758e-09
1904,1.7091308279759687e-07,0.0,0.0
1905,1.3727618863867974e-07,3.096455536422127e-09,2.580379465655369e-09
1906,1.399218234610089e-07,0.0,1.5432553013283723e-09
1907,1.5788529594829015e-07,0.0,1.5428529565042481e-09
1908,1.9498214953728166e-07,0.0,4.911389073214423e-10
1909,1.8923383038327302e-07,0.0,1.1001967115120692e-09
1910,1.645998395360948e-07,5.344150677544235e-10,0.0
1911,1.6652771250846854e-07,0.0,0.0
1912,1.7712032729377825e-07,1.0418842455450772e-09,5.209421227725386e-10
1913,1.856046338843953e-07,0.0,5.30298971401777e-10
1914,1.9889328939370898e-07,0.0,6.696743715117748e-10
1915,1.6375258837797446e-07,2.3561523843085297e-09,0.0
1916,1.8458936779097712e-07,0.0,0.0
1917,1.6668964519794827e-07,0.0,0.0
1918,1.320933336046437e-07,1.1486376294556067e-09,0.0
1919,1.7218675907315628e-07,9.207848372660976e-10,9.207848372660976e-10
1920,1.2115570768855832e-07,0.0,0.0
1921,1.438822039290244e-07,0.0,7.572747429129834e-10
1922,1.8813734925515746e-07,0.0,0.0
1923,1.8365589937729965e-07,0.0,4.246379248229459e-09
1924,2.333383974928438e-07,0.0,2.578324886925998e-09
1925,2.1336465749755007e-07,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.329542923007466e-07,0.0,0.0
1927,2.753858439064061e-07,0.0,0.0
1928,2.319486327451159e-07,1.1426041224282812e-09,0.0
1929,2.617995562559372e-07,0.0,3.342121912552898e-09
1930,1.91165582918984e-07,0.0,1.0503603542488804e-09
1931,1.6651820544666407e-07,0.0,0.0
1932,1.6987281981073465e-07,0.0,1.0959536611565568e-09
1933,1.8238353050037404e-07,0.0,0.0
1934,1.4497712186312128e-07,0.0,1.1981580172459871e-09
1935,2.046576526026911e-07,0.0,0.0
1936,1.564088165650901e-07,0.0,0.0
1937,1.901258883663104e-07,0.0,1.2591118148108649e-09
1938,1.8280952929217165e-07,0.0,0.0
1939,1.6058753260494996e-07,0.0,0.0
1940,1.3186071612381056e-07,0.0,0.0
1941,1.888961662643851e-07,0.0,0.0
1942,1.8508691823626577e-07,0.0,0.0
1943,2.2645234309948137e-07,0.0,2.9032352077962287e-09
1944,2.1849666609341512e-07,0.0,0.0
1945,2.6795601115736645e-07,0.0,2.178504043826024e-09
1946,2.43619325601685e-07,0.0,0.0
1947,2.7656420797939063e-07,0.0,0.0
1948,2.4679184207343496e-07,0.0,1.0871887834440486e-09
1949,2.159741825380479e-07,1.9634016634739737e-09,0.0
1950,1.7761053072717914e-07,0.0,1.0635361480382244e-09
1951,2.9745311280748865e-07,0.0,2.1322803522849654e-09
1952,2.0140575429650198e-07,0.0,4.2179215675730575e-09
