year,ses_DET airs_NOUN,ses_DET nerfs_NOUN
1800,3.018397904952508e-07,7.703203195319475e-07
1801,4.143257559263702e-07,6.16726301139181e-07
1802,2.4616241489638924e-07,7.250602038766374e-07
1803,4.21273259831878e-07,8.971560632176079e-07
1804,7.464990119387949e-07,7.662737928626484e-07
1805,3.098736751638853e-07,1.4015387250765343e-06
1806,5.503988118604752e-07,5.705704868574912e-07
1807,2.4768510797912313e-07,6.491057611412998e-07
1808,3.512414803452657e-07,5.121327468771142e-07
1809,2.868968715930009e-07,4.721373940697049e-07
1810,4.422839516848853e-07,4.539845939177667e-07
1811,5.114436874009698e-07,4.0363936548715174e-07
1812,6.134579066952028e-07,7.60154371448607e-07
1813,7.620715223310981e-07,8.972313878530258e-07
1814,2.832009533548785e-07,6.136020633817907e-07
1815,1.7531953111493692e-07,8.658087722324126e-07
1816,3.569109896517375e-07,6.373410457172213e-07
1817,3.3939841515007174e-07,6.570005552930525e-07
1818,3.6598014663269396e-07,6.628174595846303e-07
1819,3.0949639295840825e-07,4.7614829412623294e-07
1820,3.548077778248171e-07,5.529779976143345e-07
1821,2.504818059634317e-07,3.767088614381464e-07
1822,4.661911532366503e-07,5.12308957922869e-07
1823,5.297120146963152e-07,4.3088514445344117e-07
1824,2.5937027459121964e-07,9.179012891991079e-07
1825,3.2492083512636327e-07,6.304696995584891e-07
1826,2.1051082210732375e-07,4.5096881251538434e-07
1827,2.2213627737244224e-07,4.286032080358382e-07
1828,2.5315550056248526e-07,5.567586640609079e-07
1829,2.9491725683783443e-07,3.403550792313581e-07
1830,4.039055490068222e-07,4.3312868136524685e-07
1831,2.8064169654840043e-07,5.815519674712277e-07
1832,2.273034804822771e-07,7.549722873534392e-07
1833,2.8495726667188137e-07,5.305301584712652e-07
1834,2.174945723520949e-07,5.582049631414066e-07
1835,2.8134687113379186e-07,4.847939294450043e-07
1836,3.461186359743351e-07,4.7179666218255534e-07
1837,2.1847777098571441e-07,6.978764695020345e-07
1838,2.3165634388533363e-07,5.668321279017619e-07
1839,2.929428202236295e-07,4.4675527188786646e-07
1840,2.3695241679888568e-07,4.465151741683826e-07
1841,3.017657759230019e-07,4.481542958956197e-07
1842,3.474881253850981e-07,4.957408012984388e-07
1843,3.904468250937043e-07,4.294324327247523e-07
1844,3.534633599144854e-07,5.411721692993865e-07
1845,2.812434836130251e-07,4.3302568464298474e-07
1846,2.8452876144058337e-07,3.623936386532023e-07
1847,1.9361672976003774e-07,3.7213243686551323e-07
1848,2.856053598065955e-07,2.5744708764818824e-07
1849,3.0584863974780774e-07,3.653424940353034e-07
1850,2.0910107512150944e-07,4.324590463511413e-07
1851,2.1154158513780885e-07,4.340472221642244e-07
1852,2.975319315368097e-07,3.997474813388635e-07
1853,3.3084501804836464e-07,3.965362669333672e-07
1854,3.205725054300501e-07,3.288855499050669e-07
1855,4.24554979616687e-07,5.078738887220879e-07
1856,3.6861587382475136e-07,5.203075446047478e-07
1857,3.6220798094177553e-07,5.789469934569524e-07
1858,3.9002598661852517e-07,5.98985927524609e-07
1859,3.890420323671151e-07,6.003672528009929e-07
1860,3.972995692436143e-07,5.652822334667462e-07
1861,3.2634468283276874e-07,5.626144954362644e-07
1862,3.117410560804501e-07,5.186648515120851e-07
1863,3.6310894024893514e-07,4.610034949337205e-07
1864,3.605635559011944e-07,5.73928915059696e-07
1865,3.652511124663249e-07,5.097512705276586e-07
1866,3.14805156165221e-07,5.717095241664083e-07
1867,3.799751358002368e-07,5.726317642285039e-07
1868,3.5171902101893693e-07,5.789532337985293e-07
1869,3.731008497709354e-07,6.280205901987301e-07
1870,3.635387013645186e-07,5.412942059024317e-07
1871,3.2500803737178785e-07,4.811393417014642e-07
1872,3.2837051566758646e-07,4.9648656030854e-07
1873,4.477531332369722e-07,5.44726381335181e-07
1874,3.172517573091227e-07,5.27557965313008e-07
1875,3.341371748177835e-07,5.446893709404321e-07
1876,3.766667333593432e-07,5.846496264894085e-07
1877,3.3892790440859244e-07,5.541594898517133e-07
1878,4.1971667208429153e-07,5.501609763314264e-07
1879,3.8366562193914433e-07,5.541158039079619e-07
1880,3.529815550962212e-07,5.833822473988448e-07
1881,4.0440544069042517e-07,6.093971407494791e-07
1882,3.4009017646496886e-07,7.227748390903344e-07
1883,3.444039791133946e-07,6.673221797370843e-07
1884,4.152467312223962e-07,6.872366498100746e-07
1885,3.7706968569750643e-07,6.987069056663131e-07
1886,3.9753338043624353e-07,6.892299673211255e-07
1887,3.6627267441247113e-07,7.762891449658582e-07
1888,3.734621962792062e-07,8.686642374300391e-07
1889,3.35811327190072e-07,7.593345507928007e-07
1890,3.480379096032493e-07,7.793165721636797e-07
1891,3.2189810639238203e-07,7.368598531343196e-07
1892,2.9336638940336e-07,7.59743674194624e-07
1893,2.6542775843907407e-07,7.039070073489029e-07
1894,2.671852543656428e-07,7.196358104977207e-07
1895,3.3403309451784935e-07,8.745047033187348e-07
1896,2.8836471965831834e-07,8.780676168385071e-07
1897,2.3656457681653364e-07,7.446539811439834e-07
1898,2.6028431676650143e-07,7.989596966240242e-07
1899,2.758261761215408e-07,8.236091595392736e-07
1900,2.797977547430719e-07,7.921547346967373e-07
1901,2.425512741766056e-07,8.433407074903698e-07
1902,2.587719691860002e-07,7.561836952163503e-07
1903,2.5381036650173883e-07,8.111130682664225e-07
1904,2.98829173850379e-07,8.244675129276402e-07
1905,2.332663022741599e-07,7.354081716925975e-07
1906,2.9270411161519405e-07,8.266704796255908e-07
1907,3.162848578597277e-07,8.171978151949588e-07
1908,4.066630143739758e-07,8.565462330523133e-07
1909,3.762672777796183e-07,9.467192469969632e-07
1910,3.270620183570827e-07,7.545940832187625e-07
1911,2.803837286791122e-07,7.9699205457473e-07
1912,2.906857154982845e-07,7.94436751050398e-07
1913,3.399216428334739e-07,9.333261630217748e-07
1914,3.127379333278668e-07,8.745947006616461e-07
1915,2.155879403886729e-07,8.293656570401708e-07
1916,1.8678684909900767e-07,9.196505779129893e-07
1917,1.9849227905766043e-07,8.455113054139929e-07
1918,2.802675931334875e-07,1.04411165935403e-06
1919,3.020174208501203e-07,1.0469323292738864e-06
1920,3.150048288880214e-07,9.472861961512535e-07
1921,3.5819095334233e-07,1.1419703298543027e-06
1922,4.124265977623054e-07,1.149482358187015e-06
1923,3.290944050604594e-07,1.0339933851355454e-06
1924,3.3518223752082577e-07,9.269078056206581e-07
1925,3.4534278370301763e-07,9.447434976550539e-07
1926,3.1655033794208975e-07,1.015413221949757e-06
1927,4.5934807424430346e-07,1.0424525314078892e-06
1928,3.462090392147843e-07,1.0226306983440736e-06
1929,4.3558989482050947e-07,9.803557432519483e-07
1930,3.256117029337702e-07,9.253674555509406e-07
1931,3.0110142468231516e-07,8.519801468764854e-07
1932,3.1015487511609763e-07,8.811467466784961e-07
1933,3.131490657892755e-07,9.153588429455795e-07
1934,3.6783452550537277e-07,8.734571856905404e-07
1935,3.0638806425287157e-07,8.784720719745565e-07
1936,4.510393734058482e-07,9.833143721493798e-07
1937,2.8455927836290584e-07,9.72034342794359e-07
1938,2.917173134164841e-07,1.0501823339836847e-06
1939,2.309401638811437e-07,8.534080251365594e-07
1940,2.535782828161359e-07,5.147639239311275e-07
1941,3.128592642731576e-07,8.765962533630045e-07
1942,3.0948960283438964e-07,7.009029303617353e-07
1943,3.01936453617202e-07,8.854867452612325e-07
1944,3.148922420592726e-07,8.547074941134269e-07
1945,3.2895411239408645e-07,9.019006554922271e-07
1946,4.051041377906017e-07,8.812059277829576e-07
1947,3.540498747511833e-07,9.000257321645222e-07
1948,4.163933002843123e-07,9.078026508291259e-07
1949,3.1218087470641365e-07,7.176233367545137e-07
1950,2.690746514488751e-07,8.55083062134554e-07
1951,2.825271465667356e-07,9.072853117686464e-07
1952,2.0878712359007068e-07,7.550079672569154e-07
1953,3.2429219665175424e-07,7.175369063361359e-07
1954,3.1369841035910895e-07,8.101432236173878e-07
1955,2.778139780446054e-07,6.654395754424058e-07
1956,3.4622931632810605e-07,7.412970433051669e-07
1957,2.783037000853028e-07,7.209390879836519e-07
1958,3.217902624363944e-07,7.345752379706028e-07
1959,2.8212721403519936e-07,7.456219428547683e-07
1960,3.335841540774709e-07,7.059250179963783e-07
1961,2.4596482628425065e-07,7.844471667795005e-07
1962,3.0060874589565856e-07,6.963468131004902e-07
1963,2.7933350033038096e-07,7.351902411301126e-07
1964,2.895968895799683e-07,6.923555986304564e-07
1965,2.746965828137604e-07,6.396818719167641e-07
1966,2.980022166809704e-07,7.05124222122322e-07
1967,3.2096484048338425e-07,7.001076340884538e-07
1968,3.876091945187454e-07,6.557467173706755e-07
1969,2.529759104419327e-07,5.45010930608214e-07
1970,2.441923028229098e-07,6.263463490085996e-07
1971,3.088176994126002e-07,6.140384769537377e-07
1972,4.022035220430098e-07,4.955721983890271e-07
1973,2.558126541707395e-07,5.094200261623882e-07
1974,2.0533337030670396e-07,4.337315857583235e-07
1975,1.7591359346980084e-07,3.426888000035433e-07
1976,2.2968377733079137e-07,4.759367726592245e-07
1977,2.1685324647080506e-07,3.955074241446255e-07
1978,2.697028369524901e-07,4.87128485104904e-07
1979,2.574868407378972e-07,4.3714241115822006e-07
1980,2.8084645453674284e-07,4.803952222687258e-07
1981,2.4732899239765516e-07,4.858022180087573e-07
1982,2.5140385639943474e-07,4.6804568398783886e-07
1983,2.911360601487445e-07,4.0923247901503146e-07
1984,2.8183180766916394e-07,4.012913876749735e-07
1985,2.424270011402996e-07,4.3372174118871953e-07
1986,2.649562569345676e-07,4.4958640188497156e-07
1987,3.0126327388302343e-07,4.106468836084787e-07
1988,2.758414856529612e-07,4.3774842417576565e-07
1989,2.820894806632168e-07,3.8636380672585346e-07
1990,2.838747201749925e-07,4.042898975598064e-07
1991,3.2062213728423217e-07,4.26128517361235e-07
1992,2.6833428190542463e-07,3.9120604711229134e-07
1993,3.22381882966738e-07,4.0768567899363006e-07
1994,3.048907606384432e-07,3.8928957835082656e-07
1995,3.399876735699081e-07,3.811982907109268e-07
1996,2.807836549933995e-07,3.7633549787585707e-07
1997,3.342041541287699e-07,3.5242473650498596e-07
1998,2.9610082297182316e-07,3.709604499135821e-07
1999,2.883796819119766e-07,3.6378802370506946e-07
2000,3.4593186448717006e-07,3.5786054297659575e-07
2001,2.9704614989967126e-07,3.605737326495273e-07
2002,3.2552475470737363e-07,3.8029002169537307e-07
2003,3.55021846143444e-07,4.3252659764903e-07
2004,3.470975600272652e-07,4.219789904169602e-07
2005,3.2607145872276533e-07,3.711089728852812e-07
2006,3.6525684521393487e-07,4.7355734622556156e-07
2007,4.809353253421023e-07,6.682764279730691e-07
2008,5.20259151315372e-07,7.19933076709367e-07
2009,5.163952465636612e-07,8.310959316304434e-07
2010,6.608586202716538e-07,1.0548229951723442e-06
2011,6.611647318521818e-07,1.1349548856287583e-06
2012,8.180419168724029e-07,1.4655307438715681e-06
2013,7.829073780385443e-07,1.6578558899027485e-06
2014,9.523628090590819e-07,1.867696425961185e-06
2015,9.234253326440012e-07,1.7838998900288061e-06
2016,9.399741180970977e-07,1.848878085297656e-06
2017,8.636093760117092e-07,1.6713721464611808e-06
2018,9.961880245157317e-07,1.9208693800010224e-06
2019,1.0020280143407945e-06,1.8828840211426723e-06
