year,plus_ADV ôté_VERB,plus_ADV noté_VERB
1860,1.8308735638683515e-09,9.15436793036406e-09
1861,2.357981809808507e-09,6.6023493339173456e-09
1862,5.873382225018986e-09,7.228778020618165e-09
1863,2.4973103585068657e-09,4.994620828036034e-10
1864,4.794727948009836e-10,5.274200631788517e-09
1865,5.177528628053096e-09,1.882737743486018e-09
1866,0.0,4.865612801552288e-09
1867,2.426405742994575e-09,4.85281148598915e-09
1868,3.951899252285784e-09,3.951899252285784e-09
1869,6.8369265804335555e-09,7.325278605918584e-09
1870,2.8670243956696595e-09,9.17447806614291e-09
1871,0.0,7.434824311758348e-09
1872,3.0236697590169115e-09,2.4189357183956872e-09
1873,5.986004469882289e-10,5.387403856360606e-09
1874,3.5847653734322193e-09,2.3898436563030145e-09
1875,5.721527140956084e-10,1.0870901512305409e-08
1876,6.04601479992084e-10,1.813804439976252e-09
1877,6.184816214727107e-09,7.421779191219002e-09
1878,1.8117265465633636e-09,1.2078177569208037e-08
1879,4.887460214320072e-09,4.887460214320072e-09
1880,1.2835692508872398e-09,5.776061406947974e-09
1881,0.0,6.2752567586699115e-09
1882,3.9932310791357395e-09,3.9932310791357395e-09
1883,6.319338941018771e-10,7.58320695126713e-09
1884,6.601696966868076e-10,1.5844072720483382e-08
1885,1.933690763067375e-09,1.0313017106966527e-08
1886,0.0,1.355227396970804e-08
1887,6.528924623161458e-10,7.834709769838355e-09
1888,0.0,6.974675947901687e-09
1889,2.5060546970934183e-09,2.5060546970934183e-09
1890,0.0,5.898947996740844e-09
1891,1.2748440081367107e-09,1.211101796627645e-08
1892,0.0,1.4417578242387208e-08
1893,6.158416554491453e-10,9.853466487186324e-09
1894,6.301539290376468e-10,3.780923574225881e-09
1895,3.0093072478365457e-09,2.2870734639468537e-08
1896,1.7691086373616827e-09,1.0024948871034667e-08
1897,4.078699600285063e-09,4.661370844871726e-09
1898,0.0,3.3950129374460403e-09
1899,5.527578395003729e-10,3.3165470370022376e-09
1900,5.191053142894475e-10,6.748368974740515e-09
1901,2.235495566438317e-09,2.235495566438317e-09
1902,0.0,9.329538919189417e-09
1903,2.1600881083827517e-09,1.4580594509538969e-08
1904,5.374625189347171e-10,1.8811189050893518e-08
1905,1.5482277682110634e-09,1.857873321853276e-08
1906,5.144184522798412e-10,5.658602919567102e-09
1907,5.142843373384665e-10,8.228549397415463e-09
1908,4.911389073214423e-10,5.40252820258047e-09
1909,1.1001967115120692e-09,1.320236009405562e-08
1910,0.0,8.01622590529405e-09
1911,5.320374141248863e-10,7.980561100850991e-09
1912,5.209421227725386e-10,9.897900277167082e-09
1913,6.893886794756554e-09,1.3787773589513108e-08
1914,0.0,6.696743604095445e-09
1915,0.0,3.534228465440492e-09
1916,0.0,4.394984820521586e-09
1917,0.0,3.289927441585405e-09
1918,0.0,9.189101035644853e-09
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,7.572231730534895e-09,7.572231730534895e-09
1921,0.0,9.844571380313027e-09
1922,0.0,1.623145884366295e-08
1923,0.0,1.9108707505210987e-08
1924,0.0,1.0313299547703991e-08
1925,3.299453377181294e-09,1.2097995494286806e-08
1926,0.0,1.0031524944054127e-08
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,7.983749661377715e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,0.0
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,8.377798899061872e-09
1936,0.0,1.6974599503782883e-08
1937,0.0,2.0145789036973838e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,4.1763312808029696e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,1.6307831529616124e-08
1949,2.945102384188658e-09,8.835307596655184e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,8.529121409139861e-09
1952,5.272402070488624e-09,2.1089608281954497e-08
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,0.0,1.5636057781875934e-08
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,3.488456634670456e-09,5.232684952005684e-09
1957,8.835037701437898e-10,1.8553580005686854e-08
1958,4.1361216673863055e-09,1.6544486669545222e-08
1959,0.0,1.705164542897819e-08
1960,2.7683333403416555e-09,8.305000243069571e-09
1961,1.3896318540318475e-09,1.876002997391879e-08
1962,1.2683912808952869e-09,1.1415521861124489e-08
1963,1.2932106496776896e-09,1.681173777967615e-08
1964,2.4335873316516654e-09,6.6923653285755336e-09
1965,2.73602163147757e-09,9.302473458205895e-09
1966,1.6617224263271169e-09,1.38476865529924e-08
1967,1.9721342336964653e-09,9.367637332502454e-09
1968,0.0,1.122853987567396e-08
1969,9.083515606356229e-10,1.1808570121729645e-08
1970,9.197450023812337e-10,8.277704743875347e-09
1971,3.083038491169532e-09,6.166076982339064e-09
1972,1.0260293725750103e-09,6.669190977248718e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,5.625571675160757e-10,9.00091468025721e-09
1975,0.0,5.140332159925265e-09
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,5.940591352171509e-10,5.346532105932056e-09
1979,5.851973350345929e-10,1.521513048885481e-08
1980,5.685150683554241e-10,1.5349906234973787e-08
1981,0.0,8.855769451088236e-09
1982,0.0,7.449002747961231e-09
1983,1.2630632095778083e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,8.118611560803402e-09
1985,0.0,6.617113967877231e-09
1986,5.994485463567401e-10,5.994485352545098e-09
1987,6.110816852533674e-10,4.277571630240118e-09
1988,5.996553809062277e-10,1.0194141530917022e-08
1989,1.0976244357863152e-09,8.232182935330457e-09
1990,0.0,5.993515905799995e-09
1991,5.861465202094962e-10,3.5168792322792797e-09
1992,0.0,5.509944056569793e-09
1993,2.2156829704300662e-09,9.970573700002205e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,0.0,7.0491861237087505e-09
1996,0.0,9.074756945892659e-09
1997,4.79489448146353e-10,6.233362714880286e-09
1998,1.43043876743576e-09,6.198567881199324e-09
1999,4.570201161957499e-10,1.8280804647829996e-09
2000,4.4180314962005696e-10,6.627047355323157e-09
2001,8.762423564512289e-10,7.0099388516098315e-09
2002,1.752488598683044e-09,3.066854992184176e-09
2003,1.2500769308587678e-09,1.0417307017007715e-08
2004,1.7619165015858584e-09,6.166707589017051e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,3.994479469415779e-10,6.391167151065247e-09
2008,1.7029758714315335e-09,4.6831836186811415e-09
2009,0.0,5.721831008997924e-09
2010,9.447586046817946e-10,4.2514138876015295e-09
2011,1.911985902935953e-09,6.118355155848576e-09
2012,1.7021263287730903e-09,7.148930780687124e-09
2013,3.3469500504423877e-09,4.462600067256517e-09
2014,3.681256854903836e-09,4.330890313042346e-09
2015,4.654808538617772e-09,3.103205470367243e-09
2016,8.285360175719347e-10,3.1070099826280284e-09
2017,1.0062445321423752e-09,3.5218559180094644e-09
2018,3.614053500911041e-09,3.614053500911041e-09
2019,3.5713827450933877e-09,2.2958890344426663e-09
