year,quels_DET airs_NOUN,quels_DET nerfs_NOUN
1920,7.572231730534895e-09,3.028892692213958e-09
1921,1.9689144148404836e-08,9.844571380313027e-09
1922,1.1804697219730542e-08,8.853522359686394e-09
1923,1.0615948120573648e-08,4.246379248229459e-09
1924,2.578324886925998e-09,3.867487330388997e-09
1925,1.9796720707176974e-08,2.1996355847875293e-09
1926,2.0063049221974438e-08,1.1146138456652466e-08
1927,1.2264147475349318e-08,5.574612327308159e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,3.1510810627466412e-09,1.1553964229804592e-08
1931,1.4826963656844327e-08,4.5621426636444085e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,9.176529980337023e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,2.9099314957647948e-08,8.487300195980652e-09
1937,3.777335444432595e-09,6.295558963032022e-09
1938,5.186085783037697e-09,6.4826072287971215e-09
1939,7.647025235257843e-09,0.0
1940,0.0,0.0
1941,1.1806010835613279e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,1.1920870957027319e-08,1.1920870957027319e-09
1948,7.61032148410834e-09,2.174377566888097e-09
1949,4.908504158684934e-09,4.908504047662632e-09
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,6.396840945832594e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,0.0
1953,9.69644453618912e-09,5.386913803917537e-09
1954,5.86352189024808e-09,2.9317608341017376e-09
1955,8.447047061821422e-09,4.6928039232341234e-09
1956,6.976913269340912e-09,1.744228317335228e-09
1957,6.184526335495377e-09,4.417518795207798e-09
1958,4.136121778408608e-09,2.4816730892496253e-09
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,8.997083300599229e-09,2.0762500052562416e-09
1961,2.0844477810477713e-09,2.0844477810477713e-09
1962,3.8051738426858606e-09,4.4393695941558065e-09
1963,7.1126584622049904e-09,5.819447923549603e-09
1964,9.125952660227199e-09,4.867174663303331e-09
1965,3.283225968875314e-09,4.377634699181954e-09
1966,4.985167278981351e-09,3.8773524391189085e-09
1967,4.930335473218861e-09,4.437302081328198e-09
1968,9.43197286940034e-09,3.5931326802796093e-09
1969,4.9959335557403506e-09,3.6334061870313406e-09
1970,1.4715920482188949e-08,2.7592349793881255e-09
1971,8.221435976452085e-09,2.0553589941130213e-09
1972,3.0780880067027283e-09,1.5390440033513642e-09
1973,6.0645241051204835e-09,5.513203782392395e-10
1974,5.625571675160757e-10,2.812785782069227e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,2.9383909194713453e-09,4.701425582176455e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,7.022368020415115e-09,2.925986564150662e-09
1980,2.8425752862659692e-09,3.411090521154847e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,3.103751144983846e-09,1.2415004579935385e-09
1983,9.47297351672205e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,6.015558051686298e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,3.055408426266837e-09,1.8332451112712533e-09
1988,1.7989661427186832e-09,3.597932174415064e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,5.993515961311147e-09,3.269190584909154e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,2.754972083796048e-09,1.65298330578878e-09
1993,5.5392074260751656e-09,0.0
1994,7.3848970827405935e-09,2.6374632478010085e-09
1995,1.626735190995987e-09,2.1689803286761844e-09
1996,4.270473752399084e-09,0.0
1997,3.835915585170824e-09,1.438468344439059e-09
1998,1.9072516899143466e-09,2.86087753487152e-09
1999,1.8280804647829996e-09,2.7421206971744994e-09
2000,4.418031274155965e-09,2.2090156370779823e-09
2001,1.3143635069212678e-09,1.3143635346768434e-09
2002,8.76244299341522e-10,5.257465907071435e-09
2003,1.2500769308587678e-09,2.0834615144238455e-09
2004,3.52383291990499e-09,4.404791253964646e-09
2005,4.053374635937246e-09,2.251874686720612e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,1.5977918155218873e-09,2.7961356841021967e-09
2008,5.960415494499216e-09,4.257439678578834e-10
2009,3.337734755248789e-09,9.53638501499654e-10
2010,2.834275814045384e-09,6.613310343794865e-09
2011,3.441574691898097e-09,1.91198598620268e-09
2012,3.7446779566074895e-09,7.489356135259584e-09
2013,3.0680375462388554e-09,5.299337635378265e-09
2014,6.712880029624557e-09,4.330890313042346e-09
2015,7.979671590163662e-09,5.098123478930461e-09
2016,8.078226310104242e-09,3.5212781579474495e-09
2017,4.276539233849519e-09,3.0187335964271256e-09
2018,5.6792266445171435e-09,5.162933414126769e-09
2019,4.08158040698936e-09,2.295888978931515e-09
