year,avez_VERB ôté_VERB,avez_VERB oté_VERB,avez_VERB noté_VERB
1800,7.231578535993322e-08,0.0,6.288328968651058e-09
1801,3.809892135109294e-08,0.0,2.3811825844433088e-09
1802,5.818384352096473e-08,0.0,0.0
1803,6.241085515057421e-08,0.0,0.0
1804,5.438072037122765e-08,0.0,0.0
1805,4.8328921309348516e-08,0.0,0.0
1806,3.7461699520235925e-08,0.0,0.0
1807,2.562259560079383e-08,0.0,0.0
1808,7.024829073998262e-08,0.0,0.0
1809,4.743964154840796e-08,0.0,0.0
1810,8.658469141664682e-08,0.0,0.0
1811,3.5099073869560016e-08,0.0,1.7549536934780008e-08
1812,6.13457871168066e-08,0.0,2.6672082320544632e-09
1813,2.5881675469463516e-08,0.0,2.8757416448144113e-09
1814,5.664018942752591e-08,0.0,0.0
1815,4.315557688983063e-08,0.0,0.0
1816,1.1819779643928996e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,6.694555310104988e-08,1.556873407970727e-09,1.401186100480345e-08
1818,6.199012148044858e-08,0.0,2.384235475716423e-09
1819,4.5544620519422097e-08,4.140420006848444e-09,1.5526575580793178e-08
1820,9.255855104584043e-08,0.0,4.746592452420373e-09
1821,9.861488337037372e-08,1.97229765852569e-09,1.1833785507064931e-08
1822,1.0526896687679255e-07,0.0,5.413832582235045e-08
1823,7.906149335212831e-08,0.0,2.9648061783404955e-09
1824,6.82110155025839e-08,0.0,5.052667617633233e-09
1825,5.459374818883589e-08,0.0,5.283265824829186e-09
1826,4.844391554570393e-08,0.0,7.927186018719112e-09
1827,4.2399456390285195e-08,0.0,6.452091305675367e-09
1828,9.814362300630819e-08,0.0,9.172301140836225e-09
1829,6.858540757548326e-08,8.57317605795771e-10,1.714635211591542e-09
1830,4.383471008395645e-08,0.0,8.349468672008697e-09
1831,4.989185953263586e-08,0.0,2.182768810143898e-08
1832,8.253281436054749e-08,0.0,2.0294953273491956e-08
1833,5.444305273272221e-08,0.0,5.791814139399776e-09
1834,8.401077877806529e-08,3.733812370398937e-09,5.600718555598405e-09
1835,8.092504089063368e-08,7.563087933704082e-10,1.5126175867408165e-08
1836,5.107770206791429e-08,0.0,1.1425274948351216e-08
1837,5.914207434898344e-08,0.0,7.653680356156656e-09
1838,7.763959075646198e-08,0.0,1.199310784016916e-08
1839,3.355908262392404e-08,0.0,4.894032734625853e-09
1840,6.879263736436769e-08,0.0,1.9109065441114126e-09
1841,1.001605554051821e-07,6.420548537278137e-10,1.2841097074556274e-08
1842,7.915753030829364e-08,1.341653010911159e-09,2.0124795163667386e-09
1843,3.839492279666956e-08,1.1813822142769936e-09,1.7720733769266417e-09
1844,4.7750482679020934e-08,5.488561272137815e-10,5.488561272137815e-10
1845,7.365900955846882e-08,1.1160455892778032e-09,7.812318791877715e-09
1846,3.688335681317767e-08,0.0,4.6836010625384006e-09
1847,6.741529290366088e-08,1.0786447290911383e-09,1.0786447290911383e-09
1848,6.91889070481011e-08,0.0,1.6090443422100975e-09
1849,5.614208120618969e-08,0.0,0.0
1850,4.616517301769818e-08,1.3577992064028876e-09,1.0183494048021657e-08
1851,4.901573547044791e-08,1.2898877521649865e-09,1.2253933867611977e-08
1852,3.385483537954315e-08,0.0,8.463708844885787e-09
1853,7.1663180278847e-08,0.0,1.4929829816878737e-08
1854,6.754363823802123e-08,4.1565315633818045e-09,2.5978321716024766e-09
1855,4.2986190607052777e-08,0.0,1.0613874223963649e-09
1856,2.9509978460851016e-08,0.0,5.694908100650764e-09
1857,4.1004675210842834e-08,4.881509085841174e-10,3.4170564155999728e-09
1858,5.725600971118183e-08,0.0,6.361778659424999e-09
1859,4.7357211485632433e-08,5.092173349652285e-10,4.582956236731661e-09
1860,6.957319698130959e-08,0.0,5.492620580582752e-09
1861,8.347255686658173e-08,9.431927461278633e-10,9.431927239234028e-09
1862,5.2860439581081664e-08,4.517986262886353e-10,7.228778020618165e-09
1863,3.845858032036631e-08,0.0,6.99246927027275e-09
1864,3.8837296045812764e-08,0.0,3.835782358407869e-09
1865,5.695281757311932e-08,4.706844358715045e-10,1.0825742080555756e-08
1866,4.962925004292629e-08,0.0,1.9462451650298362e-09
1867,4.124889585455094e-08,0.0,2.91168689159349e-09
1868,4.841076517436704e-08,0.0,3.457911734727759e-09
1869,5.811387637777443e-08,9.767038289254515e-10,6.8369265804335555e-09
1870,3.956493799250893e-08,0.0,1.548193218070537e-08
1871,4.460894587055009e-08,2.1242354542039266e-09,4.248470908407853e-09
1872,3.8702971494330995e-08,0.0,1.9956219787786722e-08
1873,3.8909028887701425e-08,0.0,2.1549615425442425e-08
1874,4.002988163165355e-08,0.0,1.1949218281515073e-09
1875,3.2612703648737806e-08,0.0,2.8607636259891933e-09
1876,2.9625471853478302e-08,0.0,6.04601479992084e-09
1877,3.64904160221613e-08,0.0,8.040260901509555e-09
1878,2.3552445327368332e-08,6.039088673581716e-10,9.662541877730746e-09
1879,3.604501941367744e-08,0.0,1.221865053580018e-09
1880,3.786529134686134e-08,1.2835692508872398e-09,1.4761046607247863e-08
1881,3.2073533162702006e-08,0.0,1.3945015142624584e-09
1882,2.9283693692150337e-08,0.0,4.6587693702804245e-09
1883,2.7173157945981075e-08,0.0,1.2638677882037541e-09
1884,2.6406787867472303e-08,0.0,4.621187876807653e-09
1885,1.9981470700258797e-08,0.0,1.160214413431504e-08
1886,3.355801325710672e-08,0.0,3.2267319927115068e-09
1887,1.7628096316002484e-08,0.0,3.264462256069578e-09
1888,2.3460273723685532e-08,1.268122939990235e-09,6.340614699951175e-09
1889,2.7566601445982997e-08,0.0,5.012109394186837e-09
1890,2.1629475099871343e-08,0.0,5.898947996740844e-09
1891,1.3385862196457765e-08,6.374220040683554e-10,7.649063604731055e-09
1892,2.193979398157353e-08,0.0,8.149066310636499e-09
1893,2.278614097406262e-08,0.0,2.463366621796581e-09
1894,1.1972924873759894e-08,0.0,3.150769645188234e-09
1895,2.2268872967856623e-08,0.0,6.018614495673091e-09
1896,6.486732040400511e-09,0.0,1.0024948871034667e-08
1897,2.155884004650943e-08,5.826713556089658e-10,9.322741689743452e-09
