year,vos_DET airs_NOUN,vos_DET nerfs_NOUN
1902,2.1114220427609354e-08,2.6515533602111674e-08
1903,1.4580595175672784e-08,4.1581694532055735e-08
1904,2.0961038238453966e-08,5.697102611890159e-08
1905,1.3934049136743454e-08,2.8900250192975818e-08
1906,3.806696413644062e-08,5.349951726074664e-08
1907,3.394276593127188e-08,3.702847156672462e-08
1908,2.7503778587956162e-08,5.206072373198367e-08
1909,3.13556076103616e-08,5.666013080940502e-08
1910,5.076943265791556e-08,7.000837387582948e-08
1911,3.724261787851901e-08,3.8838732119295116e-08
1912,3.2298411722919695e-08,4.271725373428126e-08
1913,3.606033122105501e-08,6.151468157078455e-08
1914,3.616241528447972e-08,4.151981214395306e-08
1915,2.1205371236732162e-08,9.424609315189514e-08
1916,2.8567401111345703e-08,5.603605646165022e-08
1917,2.8512703309502285e-08,7.457168837987638e-08
1918,6.087779347296873e-08,5.513460710204754e-08
1919,3.314825391953491e-08,5.616787435158699e-08
1920,2.8017257847068322e-08,6.436396660092214e-08
1921,3.634918815942356e-08,5.452378193382401e-08
1922,5.976127831486266e-08,5.533451685746371e-08
1923,4.352538862661959e-08,4.140219811432644e-08
1924,5.0277336072213075e-08,6.574728628194748e-08
1925,4.2892892793133797e-08,7.14881565055947e-08
1926,3.78968714187522e-08,9.585678917289897e-08
1927,5.9090890403012963e-08,8.473411083897986e-08
1928,3.313552077166548e-08,4.227635130860108e-08
1929,6.461435875237953e-08,5.904415445456834e-08
1930,3.7812974085227324e-08,4.9366935983563565e-08
1931,2.8513392535955973e-08,3.877821264097747e-08
1932,2.6302887090601246e-08,2.6302887201623548e-08
1933,3.211785326584504e-08,5.850037720911416e-08
1934,1.677421224144382e-08,4.7926320689839486e-08
1935,2.393656828303392e-08,5.146362003216609e-08
1936,2.0612015205756506e-08,3.273672888326473e-08
1937,3.651424218542587e-08,4.5328023889901203e-08
1938,2.2040865133021725e-08,5.3157377832846464e-08
1939,3.6705721129237645e-08,6.423501464070114e-08
1940,4.3108308034334186e-08,1.7750480196809804e-08
1941,2.6563523380929155e-08,3.836953510472085e-08
1942,2.7307905936524435e-08,3.3376331032286544e-08
1943,5.8064703711835364e-08,5.806470348979076e-08
1944,3.213186161588055e-08,6.7476911169706e-08
1945,1.5249527862692958e-08,6.971212940243277e-08
1946,6.125285700875338e-08,6.403708230351413e-08
1947,4.0530959921625254e-08,8.463818357284936e-08
1948,2.9354097819123126e-08,5.870819519415704e-08
1949,2.552422073698324e-08,4.4176535984874477e-08
1950,3.19060831088791e-08,5.636741495784747e-08
1951,1.7058242818279723e-08,5.6505429890663095e-08
1952,2.741649041126948e-08,4.5342655852209646e-08
1953,2.693456835345387e-08,6.033343169509209e-08
1954,2.8340354951694735e-08,5.37489475149755e-08
1955,3.378819002364253e-08,5.537508496189503e-08
1956,2.8779766569897447e-08,5.5815307042905715e-08
1957,2.6505112771246786e-08,5.831124960664624e-08
1958,3.7225095728121715e-08,5.542403069824786e-08
1959,3.7978666100890734e-08,5.348015941208928e-08
1960,4.0832916214927906e-08,6.159541543482305e-08
1961,2.640300600376122e-08,6.531269924892058e-08
1962,3.107558699255719e-08,5.6443411056150694e-08
1963,3.879631949033069e-08,7.500621590494916e-08
1964,2.9203048756976102e-08,5.3538920630202824e-08
1965,3.994591679656878e-08,4.322914382015597e-08
1966,4.7636043332133227e-08,5.98220072367539e-08
1967,4.9303355398322424e-08,6.16291950805703e-08
1968,4.2668450106475575e-08,5.4795272097507564e-08
1969,3.860494268703718e-08,3.678823934372133e-08
1970,2.3453497643988186e-08,5.2425466634531404e-08
1971,2.620582706391872e-08,5.241165457192665e-08
1972,2.4111690422046195e-08,4.565830802327753e-08
1973,7.718485461882807e-09,4.9618834374598464e-08
1974,1.9689501584707614e-08,2.8127858486826085e-08
1975,1.313640396460869e-08,2.9699696924012642e-08
1976,2.1140049488721502e-08,3.828063155353334e-08
1977,1.763034590540613e-08,4.172515044587044e-08
1978,2.316830594040198e-08,3.504949064314644e-08
1979,2.867466974976196e-08,3.2185853648947216e-08
1980,1.5349907178663358e-08,4.3775660651945714e-08
1981,3.099519241267501e-08,3.4790523462113754e-08
1982,9.9320033308814e-09,3.662426206751945e-08
1983,3.410270732473464e-08,4.6733338421312e-08
1984,2.899504214504134e-08,3.595385433818876e-08
1985,2.225756545737312e-08,3.06793449533771e-08
1986,2.2779044428489215e-08,4.555808885697843e-08
1987,1.8332450224534114e-08,3.299840978243651e-08
1988,1.1993107784658008e-08,3.418035632307692e-08
1989,1.2622680567453415e-08,3.018467220616827e-08
1990,1.47113579651581e-08,2.94227159303162e-08
1991,2.0515127652220855e-08,3.634108436401107e-08
1992,2.1488782808720686e-08,2.4794748088030616e-08
1993,1.717154241021035e-08,2.7696038018554248e-08
1994,1.7407257746349103e-08,2.7429619020580276e-08
1995,1.626735279813829e-08,3.904164608270477e-08
1996,1.7615704006601618e-08,3.042712570788808e-08
1997,1.8220598585472203e-08,2.205651428166533e-08
1998,1.2873949017944142e-08,3.099284029417504e-08
1999,9.597422329088445e-09,2.010888425219015e-08
2000,1.5021306976059634e-08,1.811392846828852e-08
2001,1.533424159871899e-08,2.278230204488807e-08
2002,2.2782351449812666e-08,2.6287328314111846e-08
2003,1.4584229823810801e-08,2.6251615103944914e-08
2004,2.2904915297772277e-08,3.171449591832243e-08
2005,1.711424801875694e-08,4.098412187403255e-08
2006,2.017765970974139e-08,4.0355322195040344e-08
2007,2.5165220352008077e-08,4.633596195624534e-08
2008,2.639612536881053e-08,5.1515020138559464e-08
2009,2.288732470212551e-08,5.101965938614228e-08
2010,4.2986517012622016e-08,6.329882573652412e-08
2011,3.823972066774317e-08,9.254012001136402e-08
2012,5.7531869934734914e-08,9.838290671027039e-08
2013,6.387096518345459e-08,1.2049020314819359e-07
2014,7.665676071688665e-08,1.0199246514019933e-07
2015,7.403361701463496e-08,1.1348866291172044e-07
2016,7.726098316673813e-08,1.4934362013718783e-07
2017,4.779661522125167e-08,1.2854773512316342e-07
2018,6.815071795784888e-08,1.344944156045358e-07
2019,5.892781684835313e-08,1.2372290703055455e-07
