year,petites_ADJ oies_NOUN,petites_ADJ noix_NOUN
1990,1.0352437129768077e-08,6.538381391862913e-09
1991,8.20605094986604e-09,5.8614650910726596e-09
1992,1.322386644631024e-08,1.65298330578878e-09
1993,1.0524493720964756e-08,4.4313659408601325e-09
1994,1.1604838645595805e-08,7.912389854425328e-09
1995,1.1929391696696712e-08,3.253470381991974e-09
1996,9.074756723848054e-09,3.736664311304594e-09
1997,1.006927830005111e-08,4.315404922294874e-09
1998,1.4781200263769279e-08,3.814503379828693e-09
1999,2.1936965133306785e-08,2.7421207526856506e-09
2000,1.6346715980830595e-08,4.418031274155965e-09
2001,2.0591695903959817e-08,3.943090742808408e-09
2002,1.5334274738876275e-08,7.009954394732176e-09
2003,1.791776843562687e-08,5.8336921959778465e-09
2004,1.4535811221350059e-08,5.726228741176342e-09
2005,1.3511249008502091e-08,5.854874363109275e-09
2006,1.0706513675629026e-08,2.4707338397433887e-09
2007,8.38840705230659e-09,1.0385647009059085e-08
2008,3.8316958494988285e-09,5.5346713878634546e-09
2009,8.582746957586096e-09,2.384096253749135e-09
2010,1.4643758206034363e-08,1.2281861749841028e-08
2011,7.647943611743813e-09,1.414869643667771e-08
2012,1.1574459224394928e-08,1.2595735121578855e-08
2013,1.1993237514218436e-08,1.4224537991935904e-08
2014,1.3425759975982388e-08,1.4508482817920942e-08
2015,1.751094576285528e-08,1.0417904761084174e-08
2016,9.942432044329763e-09,9.942432654952427e-09
2017,1.106868996458843e-08,7.546833963312238e-09
2018,1.4972507067501084e-08,8.776987137082415e-09
2019,1.862220994075514e-08,1.173454405867247e-08
