year,petites_ADJ oies_NOUN,petites_ADJ noix_NOUN
1800,3.144164484325529e-09,9.118077315406481e-08
1801,1.6668277424969347e-08,1.1905913055443307e-07
1802,4.475680270843441e-09,1.656001700212073e-07
1803,0.0,7.216254971353919e-08
1804,0.0,8.404293083685843e-08
1805,0.0,1.1371510844071508e-08
1806,2.881669125542885e-09,1.2103009794373065e-07
1807,0.0,3.9857372513552036e-08
1808,0.0,7.478044494746428e-08
1809,0.0,1.581321384946932e-08
1810,0.0,7.488405628919281e-08
1811,0.0,3.5099073869560016e-08
1812,0.0,3.7340914360584065e-08
1813,0.0,2.5881675469463516e-08
1814,0.0,2.5173417128598885e-08
1815,2.4275012222574333e-08,1.0788894222457657e-08
1816,4.6352077731626196e-09,5.3304887615013286e-08
1817,0.0,8.56280379935015e-08
1818,0.0,5.0068944545955674e-08
1819,0.0,2.5877625375869684e-08
1820,0.0,4.746592452420373e-08
1821,0.0,4.930744168518686e-08
1822,0.0,3.709477880420309e-08
1823,0.0,1.4824030003524058e-08
1824,0.0,1.8526447043143435e-08
1825,0.0,3.610231757988913e-08
1826,0.0,3.082794464148719e-08
1827,0.0,2.027800150017356e-08
1828,0.0,4.035812628533364e-08
1829,0.0,1.3717081526198882e-08
1830,3.1310507520032616e-09,3.757260813586072e-08
1831,0.0,2.6505050598757407e-08
1832,0.0,1.488296597074168e-08
1833,9.266902800675325e-09,2.7800709290204395e-08
1834,5.600718555598405e-09,2.8003591889813606e-08
1835,0.0,4.0840674842002045e-08
1836,0.0,2.8899224679967972e-08
1837,3.478945576063097e-09,1.87863058442872e-08
1838,0.0,9.468243078458727e-09
1839,2.0974426639952526e-09,3.915226187700682e-08
1840,1.9109065441114126e-09,4.458782232319436e-09
1841,3.852329122366882e-09,2.953452371556864e-08
1842,0.0,1.341653010911159e-08
1843,0.0,1.8311423488626133e-08
1844,0.0,2.4698525891153622e-08
1845,5.580227946389016e-10,1.1718478298838875e-08
1846,1.1709002656346001e-09,1.5807153141977892e-08
1847,4.853901280910122e-09,9.707802561820245e-09
1848,0.0,4.82713291560799e-09
1849,8.379414939696517e-10,1.6758828991214614e-08
1850,1.3577992064028876e-09,8.82569484161877e-09
1851,1.2898877521649865e-09,2.3217978650791338e-08
1852,0.0,3.190167419120371e-08
1853,5.971931837933653e-10,1.5527023000672102e-08
1854,0.0,5.195664454227256e-09
1855,0.0,7.960405667972736e-09
1856,5.177189232874468e-10,1.501384794266869e-08
1857,1.4644527812635033e-09,1.9526035899275485e-08
1858,4.893676019968041e-10,6.361778659424999e-09
1859,0.0,4.073738679721828e-09
1860,0.0,1.1900677776566226e-08
1861,2.8295783494058924e-09,1.8392258938071393e-08
1862,5.873382252774562e-09,1.2650361647104091e-08
1863,9.989241656072068e-10,5.494082966350788e-09
1864,4.794727948009836e-10,3.835782358407869e-09
1865,9.41368871743009e-10,7.530950973944073e-09
1866,3.8924903300596725e-09,9.244664589402873e-09
1867,0.0,1.164674756637396e-08
1868,1.4819622196071691e-09,1.4819621974027086e-08
1869,3.4184632902167778e-09,1.0255390314739543e-08
1870,0.0,5.734048791339319e-09
1871,0.0,9.559059321873065e-09
1872,3.628403577593531e-09,1.5118348573039952e-08
1873,5.387403856360606e-09,1.2570609442263958e-08
1874,8.364452408482492e-09,1.4936523129449597e-08
1875,4.00506905418041e-09,1.0298748853720952e-08
1876,1.209203004393089e-08,1.209202959984168e-08
1877,6.184815992682502e-10,8.040260901509555e-09
1878,6.039088673581716e-10,1.268208649207736e-08
1879,1.0385853066452455e-08,1.2829582729523281e-08
1880,0.0,7.059631101924424e-09
1881,0.0,2.022027167924989e-08
1882,0.0,1.5307385803353668e-08
1883,6.319338941018771e-10,1.0110942305630033e-08
1884,1.3203393933736152e-09,1.2543224237049344e-08
1885,1.4180398189012067e-08,1.0957580620640783e-08
1886,6.4534639854230136e-09,3.872078213618124e-09
1887,6.528924512139156e-09,1.1099172247952538e-08
1888,6.340614699951175e-10,1.9021844099853524e-09
1889,8.771191772893872e-09,1.3783300722991498e-08
1890,1.1797895549392479e-08,6.554386366985909e-09
1891,1.0198752065093686e-08,4.461953917456185e-09
1892,2.5074049503359674e-09,1.002961980134387e-08
1893,1.2316833108982905e-09,8.621783287310336e-09
1894,5.671385139294216e-09,6.301539290376468e-09
1895,1.023164486468886e-08,9.027921521465032e-09
1896,1.1794058174530164e-08,9.435246361988447e-09
1897,5.2440420894583895e-09,7.574727511894253e-09
1898,9.05336783318944e-09,3.3950129374460403e-09
1899,7.185851913504848e-09,8.291367592505594e-09
1900,7.26747462209687e-09,1.661137050135153e-08
1901,6.14761275219422e-09,8.38310842965484e-09
1902,1.3748794991386148e-08,1.473085176062483e-08
1903,3.7801539676252105e-09,2.808114629715419e-08
1904,2.1498500757388683e-08,1.289910045443321e-08
1905,1.7030505006232488e-08,3.096455536422127e-09
1906,1.6975809202790515e-08,7.716276506641861e-09
1907,1.131425531042396e-08,7.71426478252124e-09
1908,1.3260750719723546e-08,1.3751889405000384e-08
1909,1.7603147384193107e-08,3.850688656825696e-09
1910,1.817011197058349e-08,7.481811059584231e-09
1911,1.5961122201701983e-08,1.1172785363555704e-08
1912,8.335073964360618e-09,8.856016364688912e-09
1913,1.1666577037772186e-08,5.833288518886093e-09
1914,1.4063161857258422e-08,4.018046340092951e-09
1915,1.767114277129167e-08,7.068456930880984e-09
1916,1.538244687182555e-08,7.69122365795738e-09
1917,1.864292187292449e-08,5.483212106582869e-09
1918,2.412139021856774e-08,9.189101035644853e-09
1919,4.5118457636661446e-08,9.207848372660976e-10
1920,5.6791737979011714e-08,5.300562211374427e-09
1921,5.452377993542257e-08,1.2873671018098776e-08
1922,3.762747152746826e-08,9.591316185719734e-09
1923,1.1677542932631013e-08,1.2739137744688378e-08
1924,3.093989897617888e-08,2.578324886925998e-09
1925,1.8696901804560184e-08,1.0998178368026856e-08
1926,1.0031524944054127e-08,3.009457216762712e-08
1927,2.1183527820767267e-08,1.7838759802657478e-08
1928,6.8556245125250825e-09,1.1426041446327417e-08
1929,2.3394852943781075e-08,1.3368487650211591e-08
1930,1.260432402894196e-08,1.470504518152893e-08
1931,1.1405356659111021e-08,6.843213995466613e-09
1932,1.4247398039124448e-08,6.575721855917038e-09
1933,1.261772819560747e-08,4.588264879146209e-09
1934,1.677421224144382e-08,1.1981580172459871e-08
1935,9.574627313213568e-09,2.6330225999515733e-08
1936,1.6974599503782883e-08,9.699771208460106e-09
1937,1.3850230295986421e-08,1.7627565629396713e-08
1938,1.0372171566075394e-08,2.5930428471099276e-08
1939,1.6823456405745674e-08,1.070583532936098e-08
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.066051862925633e-08
1942,0.0,0.0
1943,5.806470415592457e-09,1.7419411690866582e-08
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,2.178504088234945e-08,2.178504043826024e-09
1946,3.201854070766785e-08,6.960552134671616e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,1.3046265179283978e-08,2.0656587551570738e-08
1949,2.945102384188658e-09,8.835307596655184e-09
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,1.0661401650402524e-08,1.7058242041123606e-08
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,2.4431340062136542e-08,1.3681550115052232e-08
1955,3.0972505449256005e-08,1.3139850985055546e-08
1956,1.2209598665435806e-08,6.104799332717903e-09
1957,6.272876690305296e-08,1.5903067862588216e-08
1958,1.6544486669545222e-08,7.445019267748876e-09
1959,2.712761748568937e-08,3.8753737996444215e-09
1960,6.2287499602575735e-09,1.5225833038812198e-08
1961,2.709782043197606e-08,5.55852741612739e-09
1962,6.341956293454132e-09,1.9025869768540815e-09
1963,5.819448034571906e-09,5.819448034571906e-09
1964,7.909158994401366e-09,1.0951143103454797e-08
1965,7.113656441681826e-09,8.755269398363907e-09
1966,8.862519385033352e-09,7.200797291773142e-09
1967,1.6763141097442258e-08,5.423369309198733e-09
1968,1.3025105854991281e-08,2.245707841908029e-09
1969,4.995933389206897e-09,6.8126366770115965e-09
1970,1.0577067582895339e-08,2.7592350626548523e-09
1971,1.9012070140433934e-08,2.569198631618974e-09
1972,6.669190977248718e-09,6.15617617993891e-09
1973,6.064524049609332e-09,4.410563081425067e-09
1974,1.0688586071783135e-08,1.6876715580593782e-09
1975,1.1422960355389478e-08,6.282628195464213e-09
1976,1.3712464830284432e-08,4.570821499072508e-09
1977,5.876781727920388e-09,5.876781727920388e-09
1978,1.2475242172627077e-08,4.75247319275951e-09
1979,1.8141118163228498e-08,4.096381234219848e-09
1980,6.822180653731635e-09,4.548120546843393e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,1.3035754697909852e-08,5.586751949948621e-09
1983,6.94684787472255e-09,6.315316269933646e-09
1984,6.958810416790584e-09,5.799008384599347e-09
1985,1.6843562544721635e-08,1.8046674155058895e-09
1986,5.9944854635674005e-09,3.596691222629289e-09
1987,2.1387859316934765e-08,7.332980445085013e-09
1988,7.195864737408186e-09,3.597932174415064e-09
1989,9.329808037250586e-09,7.134558721588746e-09
