year,devons_VERB être_VERB,devons_VERB etre_VERB,devons_VERB naître_VERB
1887,5.595288143922517e-07,1.3057849246322917e-09,0.0
1888,5.091513344268606e-07,0.0,0.0
1889,5.162472689335118e-07,2.5060546970934183e-09,6.265136742733546e-10
1890,5.925165282860689e-07,6.554386478008212e-10,0.0
1891,5.634810236188059e-07,1.2748440081367107e-09,0.0
1892,6.368808840306883e-07,0.0,0.0
1893,5.875129431842652e-07,6.158416554491453e-10,6.158416554491453e-10
1894,5.986462383589242e-07,6.301539290376468e-10,1.8904617871129403e-09
1895,5.103785269966465e-07,1.8055843487019274e-09,0.0
1896,5.720117997043417e-07,2.948514543632541e-09,0.0
1897,5.739312882724334e-07,2.330685422435863e-09,0.0
1898,5.584796554103377e-07,0.0,0.0
1899,5.732098884436709e-07,5.527578395003729e-10,0.0
1900,6.312320692813955e-07,1.038210628578895e-09,1.038210628578895e-09
1901,6.510881007670832e-07,5.588738916095792e-10,0.0
1902,5.681198445017799e-07,9.820567692386817e-10,0.0
1903,6.383060622283665e-07,5.400220270956879e-10,0.0
1904,6.218441512828576e-07,0.0,0.0
1905,6.172267603687942e-07,0.0,5.160759042333041e-10
1906,6.255328344195732e-07,5.144184522798412e-10,5.144184522798412e-10
1907,5.857698397448985e-07,1.028568674676933e-09,0.0
1908,6.925058642082149e-07,0.0,1.4734167219643268e-09
1909,6.27112115125783e-07,5.500983557560346e-10,0.0
1910,6.648123189734179e-07,0.0,3.740905363258662e-09
1911,6.309963964667986e-07,0.0,1.5961122423746588e-09
1912,6.131488703431387e-07,1.5628263128064646e-09,0.0
1913,5.700713927581091e-07,5.30298971401777e-10,0.0
1914,5.745806106460805e-07,0.0,6.696743715117748e-10
1915,7.551468570454745e-07,0.0,0.0
1916,8.735032110962493e-07,1.0987462051303964e-09,0.0
1917,8.257717354354099e-07,0.0,0.0
1918,8.672213880345225e-07,1.1486376294556067e-09,0.0
1919,7.651722171431175e-07,0.0,9.207848372660976e-10
1920,6.921019917172089e-07,0.0,7.572231730534895e-10
1921,6.391398983396357e-07,7.572747429129834e-10,0.0
1922,6.374536383191298e-07,0.0,0.0
1923,5.743227688981278e-07,1.0615948120573648e-09,0.0
1924,6.123521529843856e-07,1.289162443462999e-09,5.156649773851996e-09
1925,6.224968842616363e-07,1.0998177923937646e-09,0.0
1926,5.862868874828564e-07,1.1146138456652466e-09,1.1146138456652466e-09
1927,5.842193786520511e-07,0.0,3.3447675740205796e-09
1928,5.895837489333644e-07,1.1426041224282812e-09,3.4278122562625413e-09
1929,5.325114216248039e-07,0.0,0.0
1930,5.440866743811057e-07,1.0503603542488804e-09,0.0
1931,5.748299827246228e-07,1.1405356659111021e-09,0.0
1932,5.205779984862602e-07,1.0959536611565568e-09,0.0
1933,5.276504566609219e-07,0.0,0.0
1934,4.636871437924128e-07,3.5944740517379614e-09,1.1981580172459871e-09
1935,5.505410740624939e-07,0.0,4.787313656606784e-09
1936,6.292726766332635e-07,2.424942913137329e-09,4.849885826274658e-09
1937,5.426771849670331e-07,1.2591118148108649e-09,0.0
1938,5.419459512268077e-07,0.0,7.779128452511941e-09
1939,5.582328412856441e-07,1.5294050470515685e-09,0.0
1940,4.7926295110301e-07,0.0,2.5357829169792012e-09
1941,5.607855086964264e-07,0.0,0.0
1942,7.464161058123864e-07,3.034211770724937e-09,0.0
1943,6.387117537087761e-07,0.0,0.0
1944,7.101141363818897e-07,3.2131861615880553e-09,0.0
1945,8.300100375890906e-07,6.535512131478072e-09,1.089252066321933e-08
1946,8.10208291568415e-07,1.3921104269343232e-09,2.7842208538686464e-09
1947,8.439976681984263e-07,0.0,0.0
1948,6.849289206911635e-07,0.0,0.0
1949,6.538127763633383e-07,0.0,9.817008317369869e-10
1950,6.827901870565256e-07,0.0,0.0
1951,7.633563541276089e-07,0.0,0.0
1952,5.65201503377466e-07,2.1089607837865287e-09,1.0544803918932644e-09
1953,6.949118755983363e-07,1.0773827385790469e-09,0.0
1954,6.684414870505861e-07,2.9317608341017376e-09,0.0
1955,5.819076704938198e-07,1.8771215692936494e-09,0.0
1956,5.773395628239086e-07,1.744228317335228e-09,0.0
1957,6.688123335152341e-07,8.835037701437898e-10,0.0
1958,5.972559620204265e-07,0.0,8.272243445794913e-10
1959,6.564883392456977e-07,6.200598257066758e-09,0.0
1960,6.858545589238929e-07,1.3841666701708277e-09,2.076250060767393e-09
1961,6.760558903806668e-07,2.08444772553662e-09,6.948159270159238e-10
1962,6.487821337941568e-07,2.5367825617905737e-09,2.5367825617905737e-09
1963,6.608306648558937e-07,3.879631726988464e-09,0.0
1964,6.929639653208142e-07,1.2167936658258327e-09,6.083968329129164e-10
1965,6.254545610318019e-07,1.2585699593614663e-08,5.472043373977442e-10
1966,6.164989940771193e-07,3.3234448526542337e-09,0.0
1967,7.06024081864598e-07,1.4791006197611978e-09,1.9721342336964653e-09
1968,7.397362082883774e-07,3.5931326802796093e-09,4.4914158503495116e-10
1969,7.248645488289185e-07,4.5417578031781147e-10,9.083515606356229e-10
1970,6.967068202357041e-07,8.277704743875347e-09,0.0
1971,7.039604383862752e-07,1.0276794970565106e-09,1.0276794970565106e-09
1972,6.084354140512005e-07,3.5911027485013847e-09,2.565073486948677e-09
1973,6.047984584256483e-07,2.205281512956958e-09,0.0
1974,6.362521389746689e-07,5.625571675160757e-10,2.2502286700643026e-09
1975,5.814287078464986e-07,3.4268881066168433e-09,1.1422960355389478e-09
1976,5.587829150499601e-07,2.856763492431469e-09,2.285410749536254e-09
1977,6.91109562467318e-07,1.1753563677885381e-09,2.938390863960194e-09
1978,5.584155928772816e-07,2.3762365408686037e-09,1.1881182704343018e-09
1979,5.746637725678738e-07,1.1703946700691858e-09,4.681578680276743e-09
1980,6.259351152948511e-07,2.2740602734216964e-09,0.0
1981,5.503227953340684e-07,0.0,1.2651099057237047e-09
1982,6.486839652097842e-07,6.207502289967692e-10,6.207502289967692e-10
1983,5.986919404676883e-07,3.78918940668882e-09,0.0
1984,5.967179959043278e-07,4.639206796497319e-09,1.1598016991243298e-09
1985,5.732827048632316e-07,4.210890747202711e-09,0.0
1986,6.180314358061878e-07,2.3977941854269602e-09,5.994485463567401e-10
1987,5.61584045044583e-07,3.0554083707556856e-09,1.8332451112712533e-09
1988,5.894612513657194e-07,5.996553809062277e-10,5.996553809062277e-10
1989,6.893081376802002e-07,1.0976244357863152e-09,5.488122178931576e-10
1990,6.549278737111308e-07,1.089730194969718e-09,0.0
1991,7.156849051170866e-07,2.344586080837985e-09,2.9307325455363298e-09
1992,5.790951149720058e-07,3.30596661157756e-09,5.509944167592096e-10
1993,6.187294729897985e-07,2.2156829704300662e-09,0.0
1994,7.411271667479014e-07,3.164955852952289e-09,5.274926606624319e-10
1995,6.8973577072029e-07,1.626735190995987e-09,1.0844901643380922e-09
1996,6.784715083085757e-07,1.6014276571496566e-09,5.338092190498855e-10
1997,6.636133775828057e-07,1.438468344439059e-09,2.3974471297094624e-09
1998,6.83749703966896e-07,4.768129224785866e-10,0.0
1999,6.759327675354143e-07,4.570201161957499e-10,4.570201161957499e-10
2000,6.335457101158681e-07,2.2090156370779823e-09,1.7672125984802278e-09
2001,6.606867373193381e-07,8.762423564512289e-10,1.3143635069212678e-09
2002,7.189584607658617e-07,8.76244299341522e-10,3.504977197366088e-09
2003,7.054600246192422e-07,2.9168460979889232e-09,8.333845835650777e-10
2004,7.05647551058064e-07,4.404791253964646e-10,3.0833537945085254e-09
2005,6.733105806233652e-07,7.205999352777326e-09,0.0
2006,7.700454034420545e-07,2.8825228870488218e-09,4.117890028965121e-09
2007,7.46168780096923e-07,1.1983438685803094e-09,3.994479469415779e-10
2008,6.539427204188542e-07,4.257439678578834e-10,4.257439678578834e-10
2009,7.304871019186976e-07,0.0,2.384096253749135e-09
2010,8.167438068085175e-07,1.4171379625338432e-09,4.723793023408973e-10
2011,9.051341862686968e-07,7.64794394481072e-10,3.059177577924288e-09
2012,9.365099344904593e-07,3.404252713057332e-10,4.085103366691101e-09
2013,9.622481229598634e-07,2.789125042035323e-10,2.2313000336282585e-09
2014,1.0058492989628576e-06,0.0,4.330890368553497e-10
2015,9.99232156573271e-07,4.433150790905671e-10,1.329945265027277e-09
2016,1.0725399306465988e-06,2.0713400439298368e-10,1.86420612280358e-09
2017,1.125736048379622e-06,0.0,3.2702947017071438e-09
2018,1.1536574220372131e-06,7.744400121190154e-10,1.5488800242380307e-09
2019,1.0637619425324374e-06,5.1019755087367e-10,2.2958890344426663e-09
