year,les_DET aînés_NOUN,les_DET nénés_NOUN
1950,4.7221005572417596e-07,2.1270722960764488e-09
1951,4.360513448098402e-07,2.1322803522849654e-09
1952,3.3637924978791034e-07,6.326882129314981e-09
1953,4.115602183496492e-07,3.2321482157371406e-09
1954,4.739680079524078e-07,6.840775057526116e-09
1955,4.430007023437099e-07,1.8771215692936494e-09
1956,4.064051968288851e-07,6.976913269340912e-09
1957,3.8432412807765104e-07,6.18452644651768e-09
1958,3.8300488114373366e-07,3.3088973783179654e-09
1959,4.603944117054226e-07,7.750747821333448e-10
1960,4.685404115800651e-07,3.4604167309382206e-09
1961,4.967933864286067e-07,4.86371165564492e-09
1962,5.048197238011198e-07,2.5367825617905737e-09
1963,4.972394991309415e-07,1.939815863494232e-09
1964,4.6298998768179445e-07,1.2167936658258327e-09
1965,4.1259207117505525e-07,3.2832261354087677e-09
1966,4.713752562723883e-07,2.215629901769489e-09
1967,4.9204748320264e-07,9.860671168482327e-10
1968,5.183093902960678e-07,3.143991039733507e-09
1969,5.477360112138285e-07,4.5417578031781147e-10
1970,4.676903180289571e-07,2.7592350626548523e-09
1971,6.335644231469928e-07,3.5968783507200897e-09
1972,5.386654478023445e-07,6.669190699692962e-09
1973,5.722705288535579e-07,4.410563025913916e-09
1974,5.349918761332617e-07,5.625571564138454e-09
1975,6.402569137087255e-07,2.8557400888473694e-09
1976,6.010630406727557e-07,1.142705374768127e-09
1977,6.770052873861232e-07,4.113747342771035e-09
1978,5.762373627149486e-07,1.247524139547096e-08
1979,7.549045748511674e-07,5.851973128301324e-09
1980,7.231511776062405e-07,1.7055452605774235e-09
1981,8.15995894853927e-07,5.692994742290125e-09
1982,7.399342756286842e-07,8.69050320595477e-09
1983,6.776334009472862e-07,3.789189739755727e-09
1984,8.251989180863006e-07,3.479405208395292e-09
1985,1.0358791020514957e-06,7.218669662023558e-09
1986,9.405347771718198e-07,2.3977941854269602e-09
1987,1.2606615271693045e-06,6.721898593298192e-09
1988,7.507685531038533e-07,3.597932174415064e-09
1989,7.919360043295853e-07,3.841685636274406e-09
1990,8.287398385320444e-07,6.538381391862913e-09
1991,9.58349538393577e-07,6.447611611282156e-09
1992,9.950958985704972e-07,7.162927362358573e-09
1993,9.98165200272183e-07,4.985286850001103e-09
1994,1.2949944743212427e-06,1.5824779264761446e-09
1995,1.0400260901377578e-06,3.795715741716776e-09
1996,1.0964441417016246e-06,3.2028553142993132e-09
1997,1.111936011710668e-06,2.876936688878118e-09
1998,1.0528029035228315e-06,3.337690568372409e-09
1999,1.0292092813557474e-06,3.656160929565999e-09
2000,1.212307852327399e-06,3.5344251969604557e-09
2001,1.1531349919380318e-06,2.6287270138425356e-09
2002,1.3682554218519272e-06,7.448076710936391e-09
2003,1.2621609322138738e-06,2.9168460979889232e-09
2004,1.1553767009786498e-06,1.3214374039449694e-09
2005,1.2750115008230978e-06,2.702249757291497e-09
2006,1.2921938594701032e-06,1.6471559671771274e-09
2007,1.382489385193253e-06,8.38840730210677e-09
2008,1.2018751931464067e-06,2.9802078582719105e-09
2009,1.0418500338005288e-06,6.198650481792356e-09
2010,1.165359783783515e-06,1.228186230495254e-08
2011,1.1812249915976736e-06,1.5678285114617552e-08
2012,9.572758372655699e-07,1.05531832161887e-08
2013,9.694998794884668e-07,1.1435412616833673e-08
2014,8.326137024283753e-07,3.1182409987451365e-08
2015,7.416661036430128e-07,1.5072712855612735e-08
2016,6.816780340201944e-07,1.677785391174247e-08
2017,7.992097401654519e-07,1.3332739634552837e-08
2018,8.792475405527966e-07,1.368177360294709e-08
2019,7.211642412130459e-07,1.2499840273960672e-08
