year,les_DET aînés_NOUN,les_DET nénés_NOUN
1800,1.63496547855857e-07,3.144164484325529e-09
1801,2.3811825755615246e-07,0.0
1802,2.215461734067503e-07,0.0
1803,2.379413821529397e-07,0.0
1804,3.1639692821272547e-07,0.0
1805,2.1605870870189392e-07,0.0
1806,2.737585713674662e-07,0.0
1807,2.903894085193315e-07,0.0
1808,5.211970428575796e-07,0.0
1809,3.456316814975935e-07,0.0
1810,2.2231204077627353e-07,0.0
1811,1.7048121492280188e-07,0.0
1812,1.8670457713199085e-07,0.0
1813,2.3581081620704936e-07,0.0
1814,2.2970742463712668e-07,0.0
1815,2.7781402067716954e-07,0.0
1816,4.3570953067728624e-07,0.0
1817,3.7520648987765526e-07,0.0
1818,2.88492502775739e-07,0.0
1819,4.326739038162941e-07,0.0
1820,2.8598220325193324e-07,0.0
1821,2.2188348580698403e-07,0.0
1822,3.338530092378278e-07,0.0
1823,2.4113756147414733e-07,0.0
1824,2.315806000297016e-07,0.0
1825,2.993850722887714e-07,0.0
1826,3.6200816566633875e-07,0.0
1827,4.470377437115758e-07,0.0
1828,2.4031429290971573e-07,0.0
1829,3.309246054961079e-07,0.0
1830,3.193671727075298e-07,0.0
1831,4.1784433335578797e-07,0.0
1832,3.003653247235505e-07,0.0
1833,3.695177488438617e-07,0.0
1834,2.9590463057616034e-07,0.0
1835,2.6243915129953166e-07,1.5126175867408165e-09
1836,2.681579180929816e-07,0.0
1837,3.131050956284298e-07,0.0
1838,3.1497687835724264e-07,0.0
1839,3.048283305773225e-07,0.0
1840,2.6816388931649726e-07,0.0
1841,2.555378308954914e-07,0.0
1842,2.448516784880894e-07,0.0
1843,3.3137771993096976e-07,0.0
1844,3.101037036601362e-07,0.0
1845,3.755493267476595e-07,0.0
1846,3.13215823055657e-07,0.0
1847,2.869194988264212e-07,0.0
1848,2.598606663184455e-07,0.0
1849,3.6115279300474867e-07,0.0
1850,3.7475257386176963e-07,0.0
1851,3.379505830736207e-07,0.0
1852,3.1641251396763437e-07,0.0
1853,3.0337415068970586e-07,0.0
1854,2.5510712298171256e-07,0.0
1855,3.0143403861870866e-07,0.0
1856,2.7076699637973434e-07,0.0
1857,3.4756344291508867e-07,0.0
1858,4.5021820227475473e-07,0.0
1859,3.4423093175917074e-07,0.0
1860,3.6113980783625266e-07,0.0
1861,3.5369727591216815e-07,0.0
1862,3.5556552724358426e-07,0.0
1863,3.5511753032624327e-07,0.0
1864,3.4761776390723753e-07,0.0
1865,3.4312896701749196e-07,0.0
1866,3.050739252330459e-07,0.0
1867,3.173738694073336e-07,0.0
1868,3.1318801774204985e-07,0.0
1869,3.0424324393152347e-07,0.0
1870,3.5723122948638775e-07,0.0
1871,3.10138362991097e-07,0.0
1872,2.999480148702105e-07,0.0
1873,3.9088608971837857e-07,0.0
1874,2.8259901546645594e-07,0.0
1875,2.9980801485862685e-07,0.0
1876,2.9323172201500824e-07,0.0
1877,3.667595936951429e-07,0.0
1878,3.067856955141224e-07,0.0
1879,3.885530865943565e-07,6.10932526790009e-10
1880,3.7223507831640745e-07,0.0
1881,2.949370738747348e-07,0.0
1882,4.1529602157197587e-07,0.0
1883,2.58460964630558e-07,0.0
1884,2.8387296424625674e-07,0.0
1885,3.203480841151851e-07,1.933690763067375e-09
1886,3.3751615724497697e-07,0.0
1887,3.4407433346927974e-07,0.0
1888,3.5444034729437135e-07,6.340614699951175e-10
1889,3.4959462469341673e-07,0.0
1890,3.342737165401566e-07,0.0
1891,3.5249436913797894e-07,0.0
1892,3.021422934068596e-07,0.0
1893,3.294752880522722e-07,0.0
1894,3.194880555668078e-07,6.301539290376468e-10
1895,3.2861634124969896e-07,6.018614495673091e-10
1896,3.225674805040768e-07,5.89702897624278e-10
1897,2.8026493270605357e-07,0.0
1898,2.9649780797225134e-07,5.6583548957434e-10
1899,2.86328551979409e-07,0.0
1900,2.9744733831549297e-07,2.07642125715779e-09
1901,3.1185163273939054e-07,5.588738916095792e-10
1902,2.3618465405661482e-07,0.0
1903,3.342736212275099e-07,0.0
1904,2.870049762293547e-07,0.0
1905,2.5132896253055037e-07,0.0
1906,3.0042036236466174e-07,0.0
1907,3.162848574156385e-07,0.0
1908,3.197314326630618e-07,0.0
1909,3.251081241995024e-07,0.0
1910,3.414912316257457e-07,0.0
1911,3.76682486091795e-07,0.0
1912,3.5476157833613797e-07,0.0
1913,3.5795181752007466e-07,5.30298971401777e-10
1914,2.9599608031283253e-07,0.0
1915,3.981897478411156e-07,0.0
1916,3.735736966437031e-07,0.0
1917,4.112409094370051e-07,0.0
1918,4.089150058561586e-07,0.0
1919,4.0606611606541776e-07,0.0
1920,3.5740934256622836e-07,7.572231730534895e-10
1921,3.430454624808732e-07,0.0
1922,3.725857539715882e-07,0.0
1923,3.726197808084919e-07,1.0615948120573648e-09
1924,4.202669641184542e-07,1.289162443462999e-09
1925,4.01433508878668e-07,2.1996355847875293e-09
1926,4.737108971752946e-07,2.229227691330493e-09
1927,4.481988433724382e-07,0.0
1928,3.2906999414272775e-07,2.2852082448565625e-09
1929,3.620631936485097e-07,2.2280812750352652e-09
1930,3.182591754580244e-07,0.0
1931,3.296148207709848e-07,0.0
1932,3.9125545514551163e-07,0.0
1933,3.074137389091902e-07,0.0
1934,3.654381828255282e-07,0.0
1935,4.631725829540301e-07,0.0
1936,4.207275834389179e-07,1.2124714565686645e-09
1937,3.651424156370098e-07,1.2591118148108649e-09
1938,4.978642387243326e-07,0.0
1939,4.878802259966619e-07,0.0
1940,4.361546659392701e-07,0.0
1941,5.106099583152002e-07,5.9030051957620344e-09
1942,4.096185886037773e-07,0.0
1943,4.0935616540949127e-07,2.9032352077962287e-09
1944,6.201449540554904e-07,0.0
1945,4.22629783169981e-07,4.357008087652048e-09
1946,4.3155422702056967e-07,5.568441707737293e-09
1947,3.6120238533499105e-07,0.0
1948,3.9247515259965837e-07,6.523132700664291e-09
1949,4.309666716828531e-07,0.0
