year,moins_ADV ôté_VERB,moins_ADV noté_VERB
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,2.9255089017965474e-08,9.751696339321825e-09
1804,9.887403784603066e-09,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,6.798221985349073e-09,4.5321479902327155e-09
1809,0.0,1.3554183553310395e-08
1810,0.0,4.680253518074551e-09
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.1386155129855524e-08,2.070210003424222e-09
1820,3.5599443393152796e-09,0.0
1821,0.0,1.676452932031225e-08
1822,0.0,0.0
1823,1.9765373782121287e-09,0.0
1824,0.0,0.0
1825,5.283265824829186e-09,0.0
1826,4.403992281964975e-09,1.7615968683770689e-09
1827,8.295545583791863e-09,0.0
1828,3.668920500743411e-09,5.503380862137419e-09
1829,3.429270423183084e-09,0.0
1830,0.0,1.0436835840010872e-09
1831,0.0,0.0
1832,8.117981842303834e-09,2.705993873419743e-09
1833,0.0,1.9692167896323554e-08
1834,1.4001796166951408e-08,0.0
1835,3.781543966852041e-09,0.0
1836,8.736974699274924e-09,4.032449929525228e-09
1837,9.045257876039159e-09,4.174734336004349e-09
1838,4.418513555037862e-09,0.0
1839,4.894032734625853e-09,1.3982950353153e-09
1840,7.0066574764382494e-09,0.0
1841,3.852329122366882e-09,0.0
1842,4.024959032733477e-09,6.708265054555795e-09
1843,8.269675610961258e-09,0.0
1844,6.037417232818143e-09,1.097712254427563e-09
1845,5.022205318283568e-09,5.580227946389016e-10
1846,4.0981511517657054e-09,5.854501328173001e-10
1847,5.393223645455691e-10,8.629157832729106e-09
1848,5.63165514222419e-09,3.218088684420195e-09
1849,9.217356655710773e-09,3.3517659758786067e-09
1850,6.788996032014438e-10,1.1541293254424545e-08
1851,0.0,7.094382858952031e-09
1852,0.0,0.0
1853,1.7915795513800958e-09,9.555090940693844e-09
1854,3.63696517347023e-09,0.0
1855,5.306937111981824e-09,0.0
1856,0.0,6.73034605824796e-09
1857,3.4170564155999728e-09,4.881509085841174e-10
1858,0.0,4.404308473482388e-09
1859,1.018434669930457e-09,0.0
1860,3.204028820036342e-09,0.0
1861,2.357981809808507e-09,1.8863854922557266e-09
1862,3.162590411776023e-09,0.0
1863,3.496234635136375e-09,4.994620828036034e-10
1864,4.315255264231155e-09,3.835782358407869e-09
1865,2.8241067262513297e-09,1.882737743486018e-09
1866,3.4059290943133647e-09,0.0
1867,1.94112459439566e-09,4.85281148598915e-10
1868,4.93987406535723e-10,4.93987406535723e-10
1869,2.9301114867763545e-09,0.0
1870,5.734048791339319e-10,5.734048791339319e-10
1871,0.0,4.248470908407853e-09
1872,0.0,0.0
1873,0.0,1.7958012854535355e-09
1874,0.0,2.3898436563030145e-09
1875,0.0,2.8607636259891933e-09
1876,0.0,5.441413541973361e-09
1877,1.2369631985365004e-09,6.184816214727107e-09
1878,6.039088673581716e-10,0.0
1879,1.832797580370027e-09,6.10932526790009e-10
1880,0.0,3.2089231272180996e-09
1881,6.972507571312292e-10,6.2752567586699115e-09
1882,1.9966155395678697e-09,0.0
1883,0.0,5.0554711528150165e-09
1884,0.0,5.281357573494461e-09
1885,0.0,1.2891271383708158e-09
1886,0.0,2.5813855497602844e-09
1887,0.0,1.3057849246322917e-09
1888,6.340614699951175e-10,3.804368819970705e-09
1889,2.5060546970934183e-09,6.265136853755848e-09
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,0.0,4.461953917456185e-09
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,0.0
1894,6.301539290376468e-10,8.822155450616265e-09
1895,6.018614495673091e-10,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,6.7900258748920805e-09
1899,1.1055156790007459e-09,6.633094074004475e-09
1900,0.0,5.710158568206225e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,9.820567692386817e-10,1.4730852093691738e-09
1903,2.7001101354784396e-09,3.7801539676252105e-09
1904,1.6123875568041512e-09,4.299700151477737e-09
1905,1.0321518084666081e-09,6.192911072844254e-09
1906,0.0,4.629765903985117e-09
1907,1.5428529565042481e-09,1.028568674676933e-09
1908,9.822778146428846e-10,8.840499887696751e-09
1909,0.0,1.6502950117569526e-09
1910,0.0,0.0
1911,5.320374141248863e-10,1.0640748282497725e-09
1912,1.0418842455450772e-09,6.251305251225858e-09
1913,5.30298971401777e-10,0.0
1914,0.0,8.705766774141921e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,0.0,1.033773866510046e-08
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,1.514446346106979e-09,3.028892692213958e-09
1921,0.0,6.058197943303867e-09
1922,0.0,0.0
1923,0.0,7.431163684401554e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,0.0,3.299453377181294e-09
1926,2.229227691330493e-09,0.0
1927,0.0,5.574612327308159e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,0.0,2.2810713318222042e-09
1932,2.1919073223131136e-09,0.0
1933,0.0,2.2941324395731044e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,1.1332006444320086e-08
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,0.0,4.348755133776194e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,5.330700769690111e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,4.6928039232341234e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,0.0,9.099467845885556e-09
1959,7.750747821333448e-10,0.0
1960,0.0,5.536666680683311e-09
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,8.405868889838075e-09
1964,2.4335873316516654e-09,0.0
1965,1.0944086747954884e-09,2.188817349590977e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,1.4791006197611978e-09,5.423369309198733e-09
1968,8.982831700699023e-10,4.940557296606585e-09
1969,4.5417578031781147e-10,5.450109252791435e-09
1970,4.5987250119061684e-10,1.8394900047624674e-09
1971,0.0,3.5968783507200897e-09
1972,1.5390440033513642e-09,3.5911027485013847e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,0.0,1.6876715580593782e-09
1975,0.0,1.028066431985053e-08
1976,0.0,5.142174241967723e-09
1977,0.0,5.289103821581875e-09
1978,5.940591352171509e-10,5.940591130126904e-09
1979,2.925986564150662e-09,2.925986564150662e-09
1980,0.0,3.411090521154847e-09
1981,0.0,1.8976649140967083e-09
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,3.157658134966823e-09,3.157658134966823e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,4.277571630240118e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,5.488122178931576e-10,3.2928733073589456e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,1.7584396161396398e-09
1992,1.1019888335184191e-09,1.65298330578878e-09
1993,0.0,3.877445031719162e-09
1994,0.0,4.2199412852994556e-09
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,9.074756945892659e-09
1997,0.0,3.3564262480467733e-09
1998,4.768129224785866e-10,5.2449422582867555e-09
1999,4.570201161957499e-10,3.656160929565999e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,1.3143635069212678e-09,4.8193329327261836e-09
2002,4.38122149670761e-10,4.81934359086722e-09
2003,4.1669229178253886e-10,7.083769126836614e-09
2004,4.404791253964646e-10,5.726228824443069e-09
2005,1.8014998381943315e-09,2.251874686720612e-09
2006,8.235779835885637e-10,4.529678854225949e-09
2007,7.988958938831558e-10,1.1983438685803094e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,9.53638501499654e-10,2.384096253749135e-09
2010,0.0,3.3066551718974324e-09
2011,4.971163480860241e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,4.085103366691101e-09
2013,5.578250084070646e-10,3.6258624991347688e-09
2014,8.661780737106994e-10,1.5158115873603606e-09
2015,1.329945265027277e-09,3.989835573037226e-09
2016,1.6570720351438695e-09,2.6927420293532123e-09
2017,1.2578056374223934e-09,2.264050280587071e-09
2018,2.581466596041082e-09,6.453666934191915e-09
2019,1.53059265262101e-09,3.06118530524202e-09
