year,nos_DET airs_NOUN,nos_DET nerfs_NOUN
1800,3.772997558826319e-08,1.0061326349841693e-07
1801,6.191074786165984e-08,2.0716287885136353e-07
1802,4.475680270843441e-09,5.818384352096473e-08
1803,7.021221204439598e-08,1.3067273130218382e-07
1804,8.404293261321527e-08,3.707776556893805e-07
1805,1.8762992382015398e-07,1.1371511021707192e-07
1806,1.2391177506287931e-07,7.492339726411501e-08
1807,3.131650672116848e-08,9.394951661079176e-08
1808,7.478043961839376e-08,4.5321478125970316e-08
1809,1.8072244145628247e-08,9.487928398499434e-08
1810,6.786367467981336e-08,3.2761775514700275e-08
1811,4.763445815569867e-08,3.760615285841595e-08
1812,2.9339290108509886e-08,2.0804223899162366e-07
1813,5.463909147351842e-08,1.8692320225000003e-07
1814,3.461344899591268e-08,2.5173417128598885e-08
1815,8.091670444798638e-09,1.1867783911156948e-07
1816,9.270415546325239e-09,9.270415546325239e-08
1817,8.095742032310227e-08,3.067040665882814e-07
1818,3.099506074022429e-08,1.8954672498239233e-07
1819,1.0040518816367694e-07,1.0247539705687814e-07
1820,5.93324074316115e-08,9.255854926948359e-08
1821,5.719663320746804e-08,1.222824594915295e-07
1822,5.413832582235045e-08,5.3135764233047666e-08
1823,2.8659792761231984e-08,8.301457121717704e-08
1824,3.621078548121659e-08,1.6758013998696697e-07
1825,6.95629991387392e-08,1.232762030234369e-07
1826,4.4039921931471326e-08,1.1362300122996771e-07
1827,3.3182182335167454e-08,5.438191053031005e-08
1828,4.769596628761974e-08,9.906085551847355e-08
1829,3.172075158097698e-08,6.25841881651823e-08
1830,9.706257486641334e-08,9.184415716845251e-08
1831,5.1450980143030733e-08,7.483778574624012e-08
1832,3.111892965534935e-08,8.794479811058409e-08
1833,3.8225973497674204e-08,5.6759781430493206e-08
1834,8.681113605746305e-08,6.347480763224667e-08
1835,5.52105419160398e-08,1.4974914108734083e-07
1836,3.1587525484155776e-08,8.938597773067158e-08
1837,1.8090515530033713e-08,5.148839221646995e-08
1838,4.86036455527028e-08,9.152635005449383e-08
1839,5.593180230079042e-08,4.4046291947097416e-08
1840,4.58617570586739e-08,1.0828470492496578e-07
1841,5.3290552415319326e-08,9.69502842451675e-08
1842,1.8783141708667017e-08,1.0464893307471357e-07
1843,3.839492035417891e-08,8.505951687443059e-08
1844,4.390849023261367e-08,6.366731430951234e-08
1845,1.7298706467272496e-08,6.696273402440056e-08
1846,4.5665111247927825e-08,8.430481557297753e-08
1847,2.6426796750911308e-08,4.314578916364553e-08
1848,2.172209789819135e-08,4.103063083737979e-08
1849,2.1786478399121734e-08,3.100383594301093e-08
1850,2.308258650884909e-08,7.264225576619765e-08
1851,1.1608989325395669e-08,1.2576405894471065e-07
1852,3.8412219849348617e-08,7.552232816898652e-08
1853,3.1054046445433414e-08,6.628844317901894e-08
1854,3.273268500691984e-08,7.481757013927393e-08
1855,3.980202833986368e-08,4.351688431825096e-08
1856,5.539592606851329e-08,4.348839022227935e-08
1857,3.954022459451423e-08,6.834112964426708e-08
1858,4.9426128856389084e-08,7.34051397444091e-08
1859,4.277425569298998e-08,7.281808178660754e-08
1860,1.51047069019139e-08,7.094634879578621e-08
1861,5.470517772110384e-08,6.272231445336729e-08
1862,3.343309987191567e-08,6.234821373074517e-08
1863,1.9978482868054925e-08,6.742738323239905e-08
1864,2.4453112201783256e-08,9.637402909046244e-08
1865,2.8241066374334878e-08,1.379105363241706e-07
1866,3.2113044667880786e-08,7.590355854958375e-08
1867,1.8925964795357686e-08,7.473329688423291e-08
1868,2.7663294210888978e-08,1.0126741667448869e-07
1869,4.102156014873515e-08,1.0646071535447277e-07
1870,1.3188312220080434e-08,1.250022703125353e-07
1871,1.6993883855676017e-08,1.0196330180178848e-07
1872,3.4469832321804006e-08,6.16828595978447e-08
1873,2.7535620894525437e-08,1.2211449051946488e-07
1874,2.509335778055899e-08,6.273339892004515e-08
1875,1.94531928343622e-08,9.95545738069481e-08
1876,3.0834675479596285e-08,1.2212949229706282e-07
1877,3.834585893258691e-08,7.916564470633602e-08
1878,5.4955707762260886e-08,1.1172314084983981e-07
1879,4.4598075343849075e-08,1.3440514912144153e-07
1880,2.3104245627791897e-08,7.123809542264326e-08
1881,4.671580100534811e-08,7.251407652120179e-08
1882,1.3976308999019693e-08,6.921600870235523e-08
1883,3.6652167523243406e-08,8.973461113059855e-08
1884,2.772712726084592e-08,6.865764845542799e-08
1885,2.707166935067562e-08,9.92627886553521e-08
1886,2.774989482645651e-08,1.0970888753014663e-07
1887,2.3504128421336645e-08,7.573552340822687e-08
1888,2.346027505595316e-08,9.637734610379312e-08
1889,4.322944491264025e-08,8.959145691989079e-08
1890,1.7696843102044113e-08,8.913965876544694e-08
1891,1.9122660899206778e-08,1.0899916613738014e-07
1892,1.817868566789116e-08,1.3602671833368163e-07
1893,2.894455697344256e-08,1.3055843384179866e-07
1894,4.2220313245522334e-08,1.3170216561775305e-07
1895,2.8889349357186234e-08,1.5528024910338445e-07
1896,2.8895442705234586e-08,1.9401225603843386e-07
1897,2.097616802476665e-08,1.6431332561239742e-07
1898,1.2448381103702388e-08,1.2901048851432506e-07
1899,8.844125432005967e-09,1.0115468285221141e-07
1900,1.5573159761750333e-08,1.4275395554541603e-07
1901,2.4590450786732276e-08,9.10964461642294e-08
1902,2.356936334990678e-08,1.379789751343452e-07
1903,2.1060859722865644e-08,1.1880484906967581e-07
1904,1.8811189050893518e-08,1.3221577255251304e-07
1905,2.5287720029076866e-08,2.0281782964204353e-07
1906,2.006231891726884e-08,1.5844088085970043e-07
1907,1.5942813902380948e-08,1.573710104452175e-07
1908,3.14328898465277e-08,1.7042519973031744e-07
1909,1.870334465081669e-08,1.5347743964611027e-07
1910,1.4963622119168463e-08,1.239842939426694e-07
1911,1.7025197585063268e-08,1.5854714341401177e-07
1912,2.344239469209697e-08,1.8076691254975685e-07
1913,1.909076252637476e-08,1.7075626335127936e-07
1914,4.754688076591407e-08,1.7947273533991392e-07
1915,2.1205371680821372e-08,2.3561524109538823e-07
1916,2.307367052978293e-08,2.5381038071259354e-07
1917,4.496233962925089e-08,3.3995915060813786e-07
1918,2.5270027848023346e-08,3.0898352942898555e-07
1919,3.4069039145379065e-08,2.624236898896015e-07
1920,2.953170330499688e-08,2.3776807900333097e-07
1921,3.7863738422405646e-08,1.809886605030897e-07
1922,3.6889677090812256e-08,1.704303063121415e-07
1923,2.653987030143412e-08,1.963950446715046e-07
1924,5.156649840465377e-08,1.5856697599403446e-07
1925,2.969508017258704e-08,1.8366957288407093e-07
1926,1.0031524944054127e-08,1.5158748389865195e-07
1927,1.8953683067479687e-08,1.8396221002081603e-07
1928,2.2852082337543322e-08,1.8053144845708857e-07
1929,1.7824650200282122e-08,1.8715882887931912e-07
1930,2.625900974440043e-08,1.155396369689754e-07
1931,3.5356604755065746e-08,1.357237424670643e-07
1932,1.53433514782364e-08,1.2493872081353885e-07
1933,2.408839039347299e-08,1.4682448234992762e-07
1934,2.6359476379411717e-08,1.3179738012070175e-07
1935,2.393656917121234e-08,1.113050407397509e-07
1936,2.9099314957647948e-08,1.224596117843646e-07
1937,1.6368453259474336e-08,9.443338866432782e-08
1938,1.2965214124527336e-08,1.6595474683356315e-07
1939,2.2941076593951948e-08,1.5446991596945736e-07
1940,1.0143131667916805e-08,1.141102332624655e-07
1941,1.0920559567750843e-07,1.7413865194271239e-07
1942,4.5513175450651033e-08,1.7295007204154444e-07
1943,2.6129116648121453e-08,1.800005833274554e-07
1944,3.213186161588055e-08,1.0603514333240582e-07
1945,2.6142049414090707e-08,1.7863732981737712e-07
1946,2.227376683094917e-08,1.2528993664773225e-07
1947,1.668921911779364e-08,1.3947419219562107e-07
1948,1.8482209318548826e-08,1.369857818289688e-07
1949,1.0798709482173763e-08,1.335113122280518e-07
1950,1.8080114516649815e-08,9.571825554388624e-08
1951,2.1322804077961166e-08,1.0981243825369802e-07
1952,2.319856839960721e-08,1.1704732005846097e-07
1953,1.4005975934594517e-08,9.588706206820063e-08
1954,2.6385848173049453e-08,1.202021877588777e-07
1955,7.508486277174597e-09,9.761032337962661e-08
1956,2.3547081839936368e-08,1.2732866228049033e-07
1957,2.6505112771246786e-08,1.2280702099687346e-07
1958,1.4062814024384807e-08,9.182190563450376e-08
1959,2.402731746897757e-08,7.983270400302445e-08
1960,1.6610000486139143e-08,1.1350166584378485e-07
1961,1.0422239238305764e-08,1.0422238583274179e-07
1962,1.6489086374082973e-08,1.1542360933702867e-07
1963,1.939815952312074e-08,1.2867445775555097e-07
1964,6.692365273064382e-09,9.490990304783509e-08
1965,2.1340969214023175e-08,1.264042035487023e-07
1966,2.1602391320207914e-08,1.0579632636620317e-07
1967,3.1061113570096666e-08,9.170424286608636e-08
1968,3.278733495815089e-08,1.4058131325711543e-07
1969,1.907538335621517e-08,7.948076419239669e-08
1970,2.4373242757391722e-08,1.0439105713189178e-07
1971,3.185806363159571e-08,1.1510010100579393e-07
1972,3.026786604687359e-08,8.413441010546308e-08
1973,3.69384653975402e-08,9.096786457440942e-08
1974,1.518904385600095e-08,8.944659279919165e-08
1975,1.1994108817248161e-08,6.796661322638897e-08
1976,1.656922776760439e-08,5.3135799316095245e-08
1977,1.8218024422367307e-08,7.639816423932189e-08
1978,2.8514838157356337e-08,8.792075245622755e-08
1979,2.1067103284089228e-08,7.432006454699547e-08
1980,2.0466542682839872e-08,8.357171243922323e-08
1981,1.4548763749289151e-08,7.021360026726597e-08
1982,1.9864007771985825e-08,7.3869275585281e-08
1983,2.2103606056589342e-08,7.010000668827843e-08
1984,2.145633182237816e-08,7.24876079161163e-08
1985,1.6843562988810845e-08,7.579603122920275e-08
1986,1.7983456501724504e-08,5.574871542179949e-08
1987,1.588812459374367e-08,7.33297986776904e-08
1988,1.739000587974715e-08,7.255830025698629e-08
1989,1.3720305114262032e-08,6.475984415388325e-08
1990,2.2339469218923824e-08,8.49989549855934e-08
1991,1.9928982464278988e-08,7.854363515136242e-08
1992,1.2672871640972971e-08,6.391535256611292e-08
1993,1.4955860494492157e-08,7.699498150159911e-08
1994,1.1077346151466827e-08,7.912389987652091e-08
1995,2.006306776269895e-08,8.947043816931455e-08
1996,1.921713232988509e-08,7.366567267297341e-08
1997,1.1507746533467866e-08,7.096443965792787e-08
1998,2.193339376788117e-08,1.0156115237691665e-07
1999,1.736676483177213e-08,6.992407675099344e-08
2000,1.9439339027371716e-08,7.157211223685067e-08
2001,1.095302959441824e-08,6.571817845468786e-08
2002,1.3143664545633982e-08,7.491889042476885e-08
2003,9.167230530238157e-09,8.667199402623282e-08
2004,4.625030919358508e-08,7.576240967921422e-08
2005,1.7564622978305522e-08,1.1034186275793445e-07
2006,1.6059770735488144e-08,9.635862507906268e-08
2007,2.1570189912001325e-08,6.550946274330727e-08
2008,2.6396125840655316e-08,7.791114331467952e-08
2009,2.574823909640145e-08,8.821156338711944e-08
2010,2.3618965894200983e-08,7.888734465666403e-08
2011,2.3708625951357476e-08,8.795135508776752e-08
2012,2.6212745751763578e-08,1.3038288049216362e-07
2013,2.6217775839221247e-08,1.3471473891968344e-07
2014,2.8583876265919628e-08,1.4530137448787173e-07
2015,3.125371372814101e-08,1.7067630642131348e-07
2016,3.0655832650161585e-08,1.6715713524462217e-07
2017,2.213738048428837e-08,1.2980554586761173e-07
2018,3.536609383125722e-08,1.6573015626519805e-07
2019,3.775461876465158e-08,1.6555910509197247e-07
