year,devrions_VERB être_VERB,devrions_VERB etre_VERB
1942,1.153000468434584e-07,0.0
1943,1.0161323160673419e-07,0.0
1944,1.4780655988033686e-07,3.2131861615880553e-09
1945,1.1328221205531008e-07,2.178504043826024e-09
1946,1.0440827935553898e-07,0.0
1947,1.3470584292463172e-07,0.0
1948,9.241104947932399e-08,0.0
1949,1.5903553673979332e-07,0.0
1950,2.0207187390042236e-07,0.0
1951,1.5032576072826487e-07,0.0
1952,1.0333907596304925e-07,0.0
1953,1.045061281956805e-07,0.0
1954,1.0847514886336285e-07,9.772536113672459e-10
1955,1.1356585360999816e-07,0.0
1956,1.1686329770554948e-07,0.0
1957,9.89524195915692e-08,0.0
1958,1.1084806317285256e-07,0.0
1959,1.007597205671118e-07,1.5501495642666896e-09
1960,1.0519666915342896e-07,6.920833350854139e-10
1961,1.1186536141849501e-07,1.3896318540318475e-09
1962,1.1732619498161512e-07,0.0
1963,1.0668988181805616e-07,0.0
1964,1.3506409857200197e-07,6.083968329129164e-10
1965,1.1108247832680718e-07,1.6416130677043839e-09
1966,9.970334247100254e-08,1.6617224263271169e-09
1967,1.074813127388552e-07,4.930335584241163e-10
1968,1.5091157479218964e-07,1.3474247273492779e-09
1969,1.430653639999946e-07,0.0
1970,1.4302034401225683e-07,1.8394900047624674e-09
1971,1.4130593228856014e-07,0.0
1972,1.1132418364923069e-07,5.130146862875051e-10
1973,9.868634975873647e-08,0.0
1974,1.2320002440446842e-07,5.625571675160757e-10
1975,1.176564907723332e-07,0.0
1976,1.1027106694427857e-07,0.0
1977,1.3927973441241193e-07,0.0
1978,1.1465341032135257e-07,5.940591352171509e-10
1979,1.1703946967145384e-07,0.0
1980,1.722600586617773e-07,0.0
1981,1.2777610436387477e-07,0.0
1982,1.185632925171376e-07,3.1037510339615437e-09
1983,1.5661983354675613e-07,6.315316047889041e-10
1984,1.455551199569527e-07,0.0
1985,1.425687230494077e-07,6.015558051686298e-10
1986,1.540582701409221e-07,0.0
1987,1.1243903230706564e-07,0.0
1988,1.1273521494103989e-07,2.398621523624911e-09
1989,1.9373071324935154e-07,0.0
1990,1.411200543088853e-07,2.724325431913144e-09
1991,1.5943184905609087e-07,5.861465202094962e-10
1992,1.1901479268772164e-07,0.0
1993,1.5177428736024012e-07,0.0
1994,1.8303995830137865e-07,0.0
1995,1.1007575295707284e-07,0.0
1996,1.2758040668359172e-07,5.338092190498855e-10
1997,1.2418776407230325e-07,1.438468344439059e-09
1998,1.325539926710917e-07,1.43043876743576e-09
1999,1.384770911272426e-07,1.8280804647829996e-09
2000,1.2503029722665815e-07,0.0
2001,1.4282750271377154e-07,0.0
2002,1.3976097079648753e-07,4.38122149670761e-10
2003,1.283412274233342e-07,8.333845835650777e-10
2004,1.7222733106336818e-07,0.0
2005,1.562801088539345e-07,1.3511248786457486e-09
2006,1.6677454084401688e-07,4.1178899179428186e-10
2007,1.7655598583132814e-07,2.3966877371606188e-09
2008,1.5880249293331872e-07,0.0
2009,1.8691314096486167e-07,0.0
2010,2.1068116495825961e-07,0.0
2011,2.401454537448444e-07,3.82397197240536e-10
2012,2.68255121227412e-07,0.0
2013,2.9230031373117527e-07,0.0
2014,3.0489468372252304e-07,0.0
2015,2.919229871167772e-07,0.0
2016,2.9081613206471957e-07,0.0
2017,3.169670321767626e-07,0.0
2018,3.5314465662850125e-07,0.0
2019,3.244856543460628e-07,0.0
