year,quelques_DET oeufs_NOUN,quelques_DET noeuds_NOUN
1800,2.5153315874604232e-08,0.0
1801,2.6193008650921e-08,7.143547975374531e-09
1802,1.7902721083373763e-08,1.7902721083373763e-08
1803,2.7304748684287006e-08,1.950339267864365e-08
1804,1.7302956178966156e-08,3.213406074564773e-08
1805,8.528632911009026e-09,2.842877711017877e-09
1806,2.305335211616466e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,6.798221985349073e-09
1809,4.518061036407062e-09,4.518061036407062e-09
1810,1.4040760554223652e-08,0.0
1811,3.259199843341776e-08,2.5070767684098882e-09
1812,8.00162425207418e-09,0.0
1813,8.627225156487839e-09,1.7254450312975678e-08
1814,2.2026739543434815e-08,0.0
1815,2.697223555614414e-09,0.0
1816,3.244645441213834e-08,0.0
1817,3.113746815941454e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,2.070210003424222e-09,0.0
1820,5.933240565525466e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,4.010246357211145e-09,0.0
1823,4.941343334508019e-09,3.9530747564242574e-09
1824,5.894778887238772e-09,0.0
1825,5.283265824829186e-09,8.805443041381977e-10
1826,6.1655889282974385e-09,8.807984341885344e-10
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,4.586150570418113e-09,0.0
1829,6.001223074036943e-09,0.0
1830,1.0436835840010872e-09,0.0
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,0.0,2.705993873419743e-09
1833,5.791814139399776e-09,2.3167257001688313e-09
1834,1.8669061851994684e-09,4.667265685043276e-09
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,4.704525213838906e-09,1.3441500135158435e-09
1837,9.045257876039159e-09,6.957890930081589e-10
1838,1.0730675015224733e-08,0.0
1839,4.894032734625853e-09,0.0
1840,1.910906599622564e-09,6.369688665408546e-10
1841,6.420548537278137e-10,6.420548537278137e-10
1842,1.341653010911159e-09,0.0
1843,3.5441467538532834e-09,5.906911071384968e-10
1844,2.7442805805577564e-09,0.0
1845,2.2320911785556063e-09,0.0
1846,1.1709002656346001e-09,0.0
1847,1.0786447290911383e-09,5.393223645455691e-10
1848,2.4135665133151463e-09,8.045221711050488e-10
1849,8.379414495607307e-09,0.0
1850,6.788996032014438e-10,6.788996032014438e-10
1851,7.739326512989919e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,7.763511611358354e-09,5.971931837933653e-10
1854,1.558699391779328e-09,5.195664454227256e-10
1855,1.0613874223963649e-09,0.0
1856,2.5885946719483854e-09,1.5531567143511893e-09
1857,1.4644527812635033e-09,1.9526036343364694e-09
1858,2.4468380654951716e-09,9.787352039936081e-10
1859,1.5276520048956854e-09,5.092173349652285e-09
1860,9.154367819341758e-10,6.408057640072684e-09
1861,6.13075279431996e-09,0.0
1862,2.710791813242963e-09,9.035972525772706e-10
1863,1.4983863039219614e-09,0.0
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,3.294791106611683e-09,9.41368871743009e-10
1866,2.4328064562872953e-09,0.0
1867,2.426405742994575e-09,4.367530337390235e-09
1868,9.87974813071446e-10,4.93987406535723e-10
1869,0.0,0.0
1870,2.2936195165357276e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,3.628403577593531e-09,6.047339295989218e-10
1873,2.3944017324417644e-09,0.0
1874,1.7923826867161097e-09,2.9873046258899194e-09
1875,5.7215269744226305e-09,0.0
1876,5.441413541973361e-09,6.04601479992084e-10
1877,3.710889595609501e-09,1.8554447978047506e-09
1878,6.039088673581716e-10,6.039088673581716e-10
1879,2.443730107160036e-09,1.832797580370027e-09
1880,5.134277003548959e-09,2.5671385017744797e-09
1881,2.7890030285249168e-09,1.3945015142624584e-09
1882,4.658769592325029e-09,0.0
1883,6.951272890631799e-09,6.319338941018771e-10
1884,1.3203393933736152e-09,0.0
1885,3.86738152613475e-09,1.2891271383708158e-09
1886,1.9360391623202133e-09,1.936039106809062e-09
1887,1.3057849246322917e-09,0.0
1888,4.438430289965822e-09,0.0
1889,3.759081934617825e-09,6.265136742733546e-10
1890,5.898947663673937e-09,3.2771931834929546e-09
1891,1.2748440081367107e-09,0.0
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,0.0,0.0
1894,2.520615716150587e-09,6.301539290376468e-10
1895,9.027921521465032e-09,0.0
1896,5.897029087265082e-09,0.0
1897,4.661370955894029e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,0.0
1899,4.9748205555033564e-09,0.0
1900,4.15284251431558e-09,0.0
1901,3.353243460679778e-09,5.588738916095792e-10
1902,4.419255628107521e-09,0.0
1903,3.7801539676252105e-09,5.400220270956879e-10
1904,3.7622376325430196e-09,0.0
1905,2.5803795211665204e-09,0.0
1906,2.0576738091193647e-09,0.0
1907,8.228549286393161e-09,5.142843373384665e-10
1908,4.911389073214423e-09,9.822778146428846e-10
1909,1.2102163438054703e-08,1.1001967115120692e-09
1910,4.809735498767509e-09,2.137660271017694e-09
1911,1.1172785363555704e-08,0.0
1912,6.772247651554153e-09,5.209421227725386e-10
1913,7.954484682048957e-09,5.30298971401777e-10
1914,8.705766885164223e-09,6.696743715117748e-10
1915,4.712304657594757e-09,0.0
1916,8.789969641043172e-09,0.0
1917,1.096642476827725e-08,0.0
1918,5.743188147278033e-09,0.0
1919,6.445493971884986e-09,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,4.543648624011354e-09,7.572747429129834e-10
1922,5.1645547283207804e-09,7.377935484775833e-10
1923,1.1677542488541803e-08,3.1847844361720945e-09
1924,1.0313299547703991e-08,0.0
1925,4.399271169575059e-09,0.0
1926,4.458455382660986e-09,0.0
1927,8.919379901328739e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,9.453243188239924e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,1.2617728861741284e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,0.0
1935,5.98414207075848e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,1.426173557028676e-08,3.8895642262559704e-09
1939,2.7529290846928234e-08,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.742803190651898e-08,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,1.630783130757152e-08,3.2615663503321457e-09
1949,6.871905600114303e-09,0.0
1950,1.0635361258337639e-08,0.0
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,1.581720565635436e-08,0.0
1953,1.8315507332999914e-08,1.0773827385790469e-09
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,2.2525459275613002e-08,9.385607846468247e-10
1956,2.52913103793162e-08,3.488456634670456e-09
1957,1.6786571077620493e-08,0.0
1958,1.0753916701577992e-08,8.272243445794913e-10
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,1.799416665670961e-08,1.3841666701708277e-09
1961,4.86371165564492e-09,6.948159270159238e-10
1962,8.878739188311613e-09,6.341956404476434e-10
1963,8.405869444949587e-09,3.879631726988464e-09
1964,8.517555549758526e-09,3.041984220075733e-09
1965,9.302474013317408e-09,3.2832261354087677e-09
1966,6.092982229866095e-09,2.769537488234164e-09
1967,5.423369309198733e-09,4.930335584241163e-10
1968,3.5931326802796093e-09,1.7965663401398047e-09
1969,9.083515273289322e-09,1.3625273131978588e-09
1970,3.678980065036086e-09,5.058597540852361e-09
1971,7.707596449968435e-09,2.569198631618974e-09
1972,7.182205497002769e-09,2.565073486948677e-09
1973,5.513203671370093e-09,4.9618833486420044e-09
1974,1.0126029126311664e-08,3.3753431161187564e-09
1975,7.4249242310031605e-09,4.569184142155791e-09
1976,8.570290255249802e-09,3.4281160132820787e-09
1977,8.22749424145286e-09,2.938390863960194e-09
1978,2.9702956760857546e-09,1.7821774056514528e-09
1979,1.287434159280565e-08,4.681578680276743e-09
1980,6.822180764753938e-09,3.97960553399912e-09
1981,8.223214609248686e-09,3.1627747087981106e-09
1982,6.828252629986764e-09,4.345251713999687e-09
1983,1.578829045278951e-08,1.2630632095778083e-09
1984,6.378909400694965e-09,3.479405208395292e-09
1985,7.218669662023558e-09,5.414002135495366e-09
1986,5.395036972721812e-09,3.5966913891627428e-09
1987,9.77730663098697e-09,6.110816741511371e-09
1988,7.795519729736355e-09,4.197587610832443e-09
1989,1.2622681122564927e-08,3.841685636274406e-09
1990,8.172976628806339e-09,3.814055737905164e-09
1991,7.6199047072123e-09,4.10302547493302e-09
1992,1.0468893973936133e-08,8.264915862810085e-09
1993,1.218625611532076e-08,9.416652346772025e-09
1994,1.4769794165481187e-08,2.1099706426497278e-09
1995,1.8978577598360857e-08,3.795715741716776e-09
1996,8.540947282753564e-09,4.804283193493575e-09
1997,1.3425704992187093e-08,5.274384040632185e-09
1998,8.10582001520288e-09,3.337690568372409e-09
1999,6.398281460207045e-09,9.140402323914998e-10
2000,5.7434409450607404e-09,1.7672125984802278e-09
2001,1.1391150411821371e-08,1.7524847129024579e-09
2002,5.257465574004527e-09,2.6287327870022636e-09
2003,9.58392298855415e-09,3.333538334260311e-09
2004,3.9643119897903034e-09,1.7619165015858584e-09
2005,2.702249757291497e-09,2.251874686720612e-09
2006,4.529678854225949e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,1.5977917877663117e-09
2008,5.960415355721338e-09,4.257439678578834e-10
2009,9.53638501499654e-09,3.814554005998616e-09
2010,4.723792912386671e-09,0.0
2011,4.206369030868018e-09,3.82397197240536e-10
2012,1.3617010852229328e-09,0.0
2013,2.789125042035323e-10,5.578250084070646e-10
2014,4.3308902714089825e-09,2.165445156521173e-09
2015,4.433150790905671e-10,1.994917786518613e-09
2016,1.4499380585064614e-09,1.2428040818690533e-09
2017,1.509366853724714e-09,1.7609279590047322e-09
2018,2.8396134332808742e-09,0.0
2019,5.101975453225549e-09,1.7856913725466939e-09
