year,pourrons_VERB être_VERB,pourrons_VERB etre_VERB
1800,1.5720821977538435e-08,0.0
1801,5.000483582762172e-08,0.0
1802,7.608656460433849e-08,0.0
1803,1.1702034896643454e-08,0.0
1804,6.179627121127851e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,4.610670600868616e-08,0.0
1807,9.394951661079176e-08,0.0
1808,3.3991110370834576e-08,0.0
1809,5.1957702140725814e-08,0.0
1810,2.8081521108447305e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,8.00162425207418e-09,0.0
1813,4.601186631703058e-08,0.0
1814,6.293354282149721e-09,0.0
1815,7.012781111370714e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,9.536941902865692e-09,0.0
1819,2.5877625375869684e-08,0.0
1820,7.594547923872597e-08,0.0
1821,3.8459806006585495e-08,0.0
1822,7.118187284049782e-08,0.0
1823,6.81905376609393e-08,0.0
1824,8.926379280183028e-08,0.0
1825,7.660735690251386e-08,0.0
1826,3.170874407487645e-08,0.0
1827,4.055600300034712e-08,0.0
1828,4.953042775923677e-08,0.0
1829,6.515613648616636e-08,0.0
1830,5.844628248041772e-08,0.0
1831,6.704218691311326e-08,0.0
1832,5.817886972181441e-08,0.0
1833,6.370995464521911e-08,0.0
1834,6.534171603789218e-08,0.0
1835,6.504255622985511e-08,0.0
1836,4.771732520225669e-08,0.0
1837,7.027470161347082e-08,0.0
1838,4.418513199766494e-08,0.0
1839,4.61437359433603e-08,0.0
1840,6.624475901162441e-08,0.0
1841,3.338685417020315e-08,0.0
1842,4.8299508392801727e-08,0.0
1843,5.0208743829216473e-08,0.0
1844,5.4885614275690386e-08,0.0
1845,9.82120127446251e-08,0.0
1846,5.561776106333127e-08,0.0
1847,5.608952591273919e-08,0.0
1848,5.470750608083108e-08,0.0
1849,6.368355087715827e-08,0.0
1850,5.906426636670403e-08,6.788996032014438e-10
1851,5.159551008659946e-08,0.0
1852,3.7761164861649377e-08,0.0
1853,3.2845626662947325e-08,0.0
1854,7.429800064073788e-08,0.0
1855,5.466145225341279e-08,0.0
1856,4.711242240773572e-08,0.0
1857,3.7099468386259105e-08,0.0
1858,3.7191938417890924e-08,0.0
1859,4.68479939286226e-08,0.0
1860,8.971280607283916e-08,0.0
1861,8.347255686658173e-08,0.0
1862,6.00892207103243e-08,0.0
1863,5.094513255698985e-08,4.994620828036034e-10
1864,4.411149845395812e-08,0.0
1865,6.589581857951998e-08,0.0
1866,7.97960524323571e-08,0.0
1867,5.82337378318698e-08,0.0
1868,4.9398739321304674e-08,0.0
1869,9.718203131114933e-08,4.883519144627257e-10
1870,8.142349372519675e-08,1.1468097582678638e-09
1871,4.885741589077952e-08,0.0
1872,9.312902449210014e-08,0.0
1873,5.7465641134513135e-08,5.986004469882289e-10
1874,8.902167536462002e-08,5.974609140757536e-10
1875,6.293679888358383e-08,5.721527140956084e-10
1876,9.06902215547234e-08,0.0
1877,7.421779457672528e-08,0.0
1878,5.5559617351264023e-08,0.0
1879,7.209003882735487e-08,0.0
1880,6.738738278500023e-08,0.0
1881,9.482610607847164e-08,0.0
1882,7.387477296560974e-08,0.0
1883,5.624211496524367e-08,0.0
1884,4.7532218161450146e-08,0.0
1885,5.9299846810745294e-08,0.0
1886,6.711602651421344e-08,6.453463874400711e-10
1887,6.724792456225259e-08,0.0
1888,6.657645457153194e-08,6.340614699951175e-10
1889,8.019375030698939e-08,0.0
1890,6.423298515301212e-08,0.0
1891,6.69293100941104e-08,0.0
1892,9.089342967172342e-08,0.0
1893,6.158416709922676e-08,1.2316833108982905e-09
1894,7.624862519151065e-08,0.0
1895,5.657497581523785e-08,6.018614495673091e-10
1896,6.132910357337096e-08,0.0
1897,6.5259193604561e-08,0.0
1898,7.016360115130738e-08,0.0
1899,8.070264811976813e-08,0.0
1900,8.098042769688618e-08,0.0
1901,7.824234415920728e-08,0.0
1902,7.169014537566909e-08,4.910283846193408e-10
1903,7.506306332061286e-08,0.0
1904,7.040758731591268e-08,0.0
1905,9.289366431630697e-08,5.160759042333041e-10
1906,6.738881808132646e-08,0.0
1907,6.47998277258921e-08,5.142843373384665e-10
1908,7.367083298959187e-08,0.0
1909,6.931239227014885e-08,5.500983557560346e-10
1910,6.573305455503942e-08,0.0
1911,7.235708920916295e-08,0.0
1912,8.647639049286227e-08,0.0
1913,8.166604459347582e-08,0.0
1914,7.969124737883249e-08,6.696743715117748e-10
1915,5.183535378705528e-08,0.0
1916,1.318495463920044e-07,0.0
1917,8.005489604556715e-08,0.0
1918,8.729645628591243e-08,0.0
1919,6.077179648400488e-08,9.207848372660976e-10
1920,8.632343906356255e-08,0.0
1921,5.376650591415455e-08,0.0
1922,7.525494538640487e-08,0.0
1923,1.0085150847771729e-07,1.0615948120573648e-09
1924,9.539802192648494e-08,0.0
1925,5.829034321891413e-08,0.0
1926,7.57937428375044e-08,4.458455382660986e-09
1927,6.578042643923254e-08,0.0
1928,8.455270261720216e-08,0.0
1929,7.57547624630206e-08,0.0
1930,8.507918636269096e-08,0.0
1931,6.50105320687544e-08,0.0
1932,7.890866271509367e-08,1.0959536611565568e-09
1933,9.176530113563786e-08,0.0
1934,1.0064527344866292e-07,0.0
1935,6.462873614054843e-08,0.0
1936,8.48730010716281e-08,0.0
1937,6.547381303789734e-08,0.0
1938,8.9459980756601e-08,0.0
1939,5.8117393564316444e-08,0.0
1940,3.550096039361961e-08,0.0
1941,7.37875680556499e-08,0.0
1942,7.282108072104165e-08,0.0
1943,6.67744117777147e-08,0.0
1944,4.177142187700156e-08,0.0
1945,7.189063211399116e-08,0.0
1946,1.0023195073927127e-07,0.0
1947,9.417487945029279e-08,0.0
1948,7.284165093324191e-08,0.0
1949,8.63896758573901e-08,0.0
1950,8.614642865722999e-08,0.0
1951,7.996051465397613e-08,1.0661401761424827e-09
1952,7.90860283927941e-08,0.0
1953,7.757155628951296e-08,0.0
1954,4.788542540268281e-08,0.0
1955,5.9129330765017585e-08,2.815682353940474e-09
1956,5.5815306154727296e-08,0.0
1957,6.096176008441034e-08,0.0
1958,6.204182767532984e-08,0.0
1959,5.503030919840057e-08,0.0
1960,7.543708591128961e-08,0.0
1961,6.80919640672073e-08,0.0
1962,6.4053757853344e-08,0.0
1963,6.401392482757728e-08,6.466053248388448e-10
1964,6.205647906654121e-08,0.0
1965,6.457010925942086e-08,0.0
1966,5.871419261893607e-08,5.539074754423723e-10
1967,6.261526408479767e-08,0.0
1968,6.018497344939533e-08,0.0
1969,5.904285060864822e-08,0.0
1970,5.150571880108146e-08,0.0
1971,4.8300936583700604e-08,1.541519245584766e-09
1972,5.284051241005727e-08,0.0
1973,5.513203760187935e-08,0.0
1974,4.219178606490459e-08,0.0
1975,4.3407247574123176e-08,5.711480177694739e-10
1976,4.627956684544188e-08,0.0
1977,3.349765620441758e-08,0.0
1978,3.5049488644745e-08,0.0
1979,4.330460257051527e-08,0.0
1980,4.60497204812782e-08,5.685150683554241e-10
1981,3.7320742052315836e-08,0.0
1982,4.221101690404794e-08,6.207502289967692e-10
1983,4.294414779337785e-08,0.0
1984,5.799008562235031e-08,0.0
1985,3.849957153079231e-08,6.015558051686298e-10
1986,4.375974427262008e-08,5.994485463567401e-10
1987,4.399788267051008e-08,0.0
1988,3.47800117594943e-08,0.0
1989,4.829547606277629e-08,0.0
1990,4.304434142454738e-08,0.0
1991,5.1580894222524876e-08,0.0
1992,4.7385519508225116e-08,0.0
1993,4.043621260052532e-08,1.1078414852150331e-09
1994,4.800183361908239e-08,0.0
1995,4.22951167422525e-08,5.422450821690461e-10
1996,3.896807143632941e-08,0.0
1997,3.979762297490197e-08,2.3974471297094624e-09
1998,4.625085381348981e-08,0.0
1999,4.387393204297041e-08,0.0
2000,3.6227859823156905e-08,1.7672125984802278e-09
2001,3.592593600387772e-08,0.0
2002,5.126029023472256e-08,0.0
2003,3.62522278862798e-08,0.0
2004,4.6250306695583276e-08,0.0
2005,4.3235996116663955e-08,0.0
2006,5.888582421675892e-08,0.0
2007,5.1928232380760164e-08,3.994479469415779e-10
2008,6.599031365794872e-08,0.0
2009,4.196009228962794e-08,0.0
2010,5.432362115698197e-08,9.447586046817946e-10
2011,6.65371118202529e-08,0.0
