year,devrais_VERB être_VERB,devrais_VERB etre_VERB
1800,7.545995117652637e-08,0.0
1801,4.524246932646747e-08,0.0
1802,4.4756802708434407e-08,0.0
1803,3.1205427575287104e-08,1.950339223455444e-09
1804,9.39303390623536e-08,0.0
1805,6.822906328807221e-08,0.0
1806,5.76333825108577e-08,0.0
1807,5.124519120158766e-08,0.0
1808,6.345007363961486e-08,0.0
1809,1.1521055398588942e-07,0.0
1810,1.0998595456612748e-07,0.0
1811,6.518399686683551e-08,0.0
1812,1.226915742336132e-07,0.0
1813,8.91479885467561e-08,2.8757416448144113e-09
1814,1.195737269199526e-07,0.0
1815,6.47333635583891e-08,0.0
1816,7.184571870766376e-08,0.0
1817,1.4478922594207688e-07,0.0
1818,7.987188865854478e-08,1.1921177378582115e-09
1819,9.315944993204539e-08,1.035105001712111e-09
1820,7.238553223487543e-08,0.0
1821,2.5639869249971525e-07,0.0
1822,1.5038423839541792e-07,1.0025615893027862e-09
1823,1.1859224002819246e-07,0.0
1824,1.035796870496597e-07,0.0
1825,8.981552213072064e-08,0.0
1826,9.688783109140786e-08,0.0
1827,1.2719836206542823e-07,0.0
1828,1.3208114069129806e-07,0.0
1829,1.0630738245254179e-07,0.0
1830,2.557024743055081e-07,0.0
1831,2.1204040479005926e-07,0.0
1832,2.2189149717632972e-07,0.0
1833,2.1661385574134329e-07,0.0
1834,1.4935250192138483e-07,0.0
1835,1.868082790679182e-07,0.0
1836,1.6062593033439043e-07,6.720750067579218e-10
1837,2.470051185810007e-07,0.0
1838,1.230871617963203e-07,0.0
1839,1.1745678563102047e-07,6.9914751765765e-10
1840,1.6879674546999013e-07,0.0
1841,1.6179782846847957e-07,0.0
1842,1.885022413716797e-07,0.0
1843,1.890211507316053e-07,0.0
1844,1.350186096260586e-07,0.0
1845,1.7075497282803553e-07,0.0
1846,1.5280248533144913e-07,0.0
1847,9.707802917091612e-08,0.0
1848,1.1343762906790289e-07,0.0
1849,7.960444037280467e-08,0.0
1850,1.0455053711666551e-07,0.0
1851,1.3737304982441856e-07,0.0
1852,1.2370036017728125e-07,0.0
1853,1.4511793722249422e-07,0.0
1854,1.891221899086304e-07,5.195664454227256e-10
1855,2.069705544727185e-07,0.0
1856,1.6670549030095572e-07,0.0
1857,1.8403289914203924e-07,0.0
1858,1.497464836575091e-07,0.0
1859,1.7466155100009928e-07,0.0
1860,1.7759474246759055e-07,0.0
1861,1.9052492916671326e-07,0.0
1862,1.4683455162867176e-07,4.517986262886353e-10
1863,1.6482248099691788e-07,4.994620828036034e-10
1864,1.6973336869341438e-07,4.794727948009836e-10
1865,1.6897571697427338e-07,1.4120533631256649e-09
1866,1.4986088103796646e-07,0.0
1867,1.4898131439622375e-07,9.7056229719783e-10
1868,1.314006539132606e-07,0.0
1869,2.0852627358181053e-07,9.767038289254515e-10
1870,1.7087465664644697e-07,5.734048791339319e-10
1871,1.0939812256083314e-07,0.0
1872,1.9472432200018375e-07,0.0
1873,1.652137200380821e-07,0.0
1874,1.4757284816369065e-07,0.0
1875,1.499040109820271e-07,0.0
1876,2.0193689920233737e-07,6.04601479992084e-10
1877,2.0224348418196314e-07,0.0
1878,1.5037331024814193e-07,0.0
1879,1.3807074594751612e-07,0.0
1880,2.2526640464093362e-07,0.0
1881,1.5409241882480273e-07,6.972507571312292e-10
1882,1.5240831885421358e-07,0.0
1883,1.2891450751340017e-07,0.0
1884,1.485381773136396e-07,0.0
1885,1.1666600840953834e-07,0.0
1886,1.5101105077519605e-07,0.0
1887,1.3057849912456732e-07,0.0
1888,1.1539918887137901e-07,0.0
1889,1.315678730406944e-07,0.0
1890,1.2060071696851082e-07,0.0
1891,1.0772431835448515e-07,0.0
1892,1.454294817904156e-07,0.0
1893,1.1208317829414227e-07,6.158416554491453e-10
1894,1.380037133458245e-07,0.0
1895,1.594932825810247e-07,0.0
1896,1.315037394533647e-07,0.0
1897,9.905413378419325e-08,0.0
1898,1.3693218647858885e-07,0.0
1899,1.2381775604808354e-07,5.527578395003729e-10
1900,1.3860112346719689e-07,5.191053142894475e-10
1901,1.5145482734624238e-07,5.588738916095792e-10
1902,1.1342755357190981e-07,0.0
1903,1.2096492696400674e-07,0.0
1904,1.0158041874319679e-07,1.0749250378694342e-09
1905,1.5585492008085566e-07,0.0
1906,1.3632089235215972e-07,0.0
1907,1.0697114305457944e-07,0.0
1908,1.4635939749041427e-07,0.0
1909,1.3037330859333451e-07,0.0
1910,1.5872127789862134e-07,0.0
1911,1.3726565839533578e-07,5.320374141248863e-10
1912,1.3804965703911876e-07,0.0
1913,1.3522624442430242e-07,0.0
1914,1.372832514334732e-07,0.0
1915,1.4136914217033336e-07,0.0
1916,1.1207211514374649e-07,1.0987462051303964e-09
1917,7.566833204464274e-08,0.0
1918,1.0337738842736144e-07,1.1486376294556067e-09
1919,1.2522673387138639e-07,0.0
1920,1.249418204452013e-07,0.0
1921,1.2040668195822946e-07,0.0
1922,1.8592398021155532e-07,0.0
1923,1.6667038948980917e-07,0.0
1924,1.6630195887046284e-07,0.0
1925,2.0896537478165556e-07,0.0
1926,1.9505742443470808e-07,0.0
1927,2.2298449664504005e-07,0.0
1928,1.9195749700884335e-07,1.1426041224282812e-09
1929,1.9384306426672993e-07,0.0
1930,1.8801449641614454e-07,0.0
1931,1.3572373802617221e-07,0.0
1932,1.4466588993400364e-07,0.0
1933,1.6403046743107552e-07,0.0
1934,1.4976974682667787e-07,0.0
1935,1.531940370114171e-07,1.196828414151696e-09
1936,1.4792151148412813e-07,0.0
1937,1.5361163718807802e-07,0.0
1938,1.1409388633865092e-07,1.2965214457594243e-09
1939,2.0341087747510755e-07,0.0
1940,1.0396709626547818e-07,0.0
1941,1.682356440824151e-07,0.0
1942,1.9722376976005762e-07,0.0
1943,1.3935529352693266e-07,0.0
1944,1.6065931163211644e-07,0.0
1945,2.2656442411062017e-07,0.0
1946,2.213455587707358e-07,0.0
1947,2.706037776079029e-07,0.0
1948,2.2287369461082562e-07,0.0
1949,1.825963522605889e-07,0.0
1950,2.435497776787088e-07,0.0
1951,2.334846982421368e-07,0.0
1952,1.6660790436162642e-07,0.0
1953,1.9285151608983142e-07,0.0
1954,2.1304128949850565e-07,0.0
1955,1.914663982915954e-07,0.0
1956,2.0494682928529073e-07,0.0
1957,1.9172031784364663e-07,0.0
1958,2.0101551001516782e-07,0.0
1959,2.0772003495039826e-07,7.750747821333448e-10
1960,1.8547832780768658e-07,0.0
1961,1.8829511816420563e-07,0.0
1962,2.3084720623955945e-07,0.0
1963,2.263118688006216e-07,6.466053248388448e-10
1964,2.086801202949573e-07,6.083968329129164e-10
1965,1.7182216538458306e-07,0.0
1966,2.049457634711871e-07,0.0
1967,1.9622736147084652e-07,4.930335584241163e-10
1968,1.666315228021631e-07,8.982831700699023e-10
1969,1.7167845101084822e-07,1.3625273131978588e-09
1970,1.6095538057925296e-07,0.0
1971,1.8344078966947563e-07,0.0
1972,1.2774066249221505e-07,2.0520587451500205e-09
1973,1.5271574227426754e-07,0.0
1974,1.3782650398752594e-07,0.0
1975,1.3136404675151425e-07,0.0
1976,1.5312251377963548e-07,1.142705374768127e-09
1977,1.1871099303562005e-07,0.0
1978,1.467326029569449e-07,2.970295565063452e-09
1979,1.6561084237309842e-07,1.1703946700691858e-09
1980,1.7794521056657686e-07,0.0
1981,1.6952472492448578e-07,0.0
1982,1.849835626899221e-07,1.2415004579935385e-09
1983,1.8756489339466498e-07,6.315316047889041e-10
1984,1.7223055692738853e-07,0.0
1985,1.7445118771775014e-07,2.4062232206745193e-09
1986,1.726411795743843e-07,0.0
1987,1.8088017839090753e-07,0.0
1988,1.619069536218376e-07,0.0
1989,2.014140818573651e-07,0.0
1990,1.7163250731755397e-07,2.179460389939436e-09
1991,1.7760240211828204e-07,0.0
1992,1.7576721234036086e-07,1.1019888335184191e-09
1993,1.9774969928221253e-07,0.0
1994,1.687976549646919e-07,0.0
1995,1.6592699125794752e-07,0.0
1996,1.6921752887810726e-07,2.6690460952494277e-09
1997,1.6925977774917556e-07,0.0
1998,1.8500341525395925e-07,0.0
1999,1.8737824802883551e-07,0.0
2000,1.859991272112893e-07,4.4180314962005696e-10
2001,2.208130780445572e-07,0.0
2002,2.0723177840409335e-07,4.38122149670761e-10
2003,2.125130720287416e-07,8.333845835650777e-10
2004,2.3169201313066878e-07,0.0
2005,2.657212121448538e-07,0.0
2006,2.660156894762622e-07,0.0
2007,4.010457246295118e-07,7.988958938831558e-10
2008,4.351103370936471e-07,4.257439678578834e-10
2009,5.678917318618915e-07,9.53638501499654e-10
2010,7.614754622409237e-07,4.723793023408973e-10
2011,9.043693580679246e-07,0.0
2012,1.106722606891708e-06,0.0
2013,1.1901196330654784e-06,0.0
2014,1.2884398756796145e-06,0.0
2015,1.2791856534022372e-06,0.0
2016,1.4157609484755085e-06,2.0713400439298368e-10
2017,1.6215631148952525e-06,5.031222660711876e-10
2018,1.7721769154377398e-06,2.5814667070633845e-10
2019,1.7007434962579282e-06,7.65296326310505e-10
