year,les_DET oies_NOUN,les_DET noix_NOUN
1800,1.2576657759666432e-06,1.1381875353322357e-06
1801,1.1977348979286262e-06,7.953149960826522e-07
1802,1.163676898841004e-06,1.2196228738048376e-06
1803,2.1687771649681054e-06,1.3749891230041555e-06
1804,1.3867083934471225e-06,7.638019283717767e-07
1805,2.2146017630841897e-06,1.1172509175594314e-06
1806,5.79215488016871e-07,5.187004523676819e-07
1807,5.523092792003581e-07,8.569334939423356e-07
1808,9.789439445739845e-07,6.480971617150999e-07
1809,1.5790623262290637e-06,1.4141530755296117e-06
1810,8.284048975681912e-07,7.979832510329743e-07
1811,6.86939027438882e-07,6.142337838355161e-07
1812,3.040617375660304e-07,4.480909723270088e-07
1813,4.486156939265129e-07,6.757992849770744e-07
1814,4.6256154684343187e-07,4.562681823472303e-07
1815,5.772058635500343e-07,6.850947773529015e-07
1816,7.207747927395758e-07,7.393156433721515e-07
1817,6.896949305001954e-07,5.090976018529147e-07
1818,1.624856460047397e-06,6.950046629317086e-07
1819,3.560761119292266e-07,4.0472606066543904e-07
1820,6.028172503391716e-07,5.434848509011658e-07
1821,3.8361188581248484e-07,3.3726289716540236e-07
1822,7.128213184159904e-07,3.3084532446991943e-07
1823,6.453394680860924e-07,6.463277237855891e-07
1824,4.7326652907742073e-07,3.9579230026731693e-07
1825,8.04817498867294e-07,5.450569389164883e-07
1826,4.862007410011415e-07,5.857309823831258e-07
1827,7.521294603796136e-07,5.41053912228584e-07
1828,6.741641236374107e-07,5.081454901301186e-07
1829,5.332515518041703e-07,4.2951612688746366e-07
1830,5.604580937124126e-07,4.633955192900885e-07
1831,5.347783620379687e-07,6.64185382248661e-07
1832,4.7354891563600177e-07,4.870788981037322e-07
1833,5.444305370971847e-07,9.243735382691298e-07
1834,6.823541847111869e-07,4.891294214104391e-07
1835,6.239547474251594e-07,3.93280586763467e-07
1836,6.431757593183818e-07,4.402091420274701e-07
1837,5.656765456052426e-07,4.787028817787586e-07
1838,5.655697066231369e-07,3.263387604590662e-07
1839,5.949745203182033e-07,4.803143420772926e-07
1840,4.834593818614508e-07,3.1466262839785486e-07
1841,4.25040309615099e-07,3.7881235925851797e-07
1842,4.320122641843227e-07,3.676129214369439e-07
1843,4.690087438419255e-07,3.23698724047361e-07
1844,4.7476054065853646e-07,3.342533948513804e-07
1845,6.679532877917893e-07,3.4541609705840415e-07
1846,3.9225158054989606e-07,3.9869154555560726e-07
1847,7.286245065074581e-07,2.41077096063691e-07
1848,5.044354058902911e-07,4.4329170467705126e-07
1849,4.047257355921374e-07,4.684092949069907e-07
1850,4.4332145066050543e-07,4.161654638679124e-07
1851,5.559416085265667e-07,3.77292177944355e-07
1852,5.162862439789251e-07,4.0170066117894976e-07
1853,6.819946207770045e-07,4.341594337375909e-07
1854,4.494249861153321e-07,3.959096281924701e-07
1855,5.046897229021852e-07,3.8528363432988044e-07
1856,4.902798327321989e-07,4.0796251354890956e-07
1857,4.115112304248214e-07,3.6953023230257287e-07
1858,4.0519638666580704e-07,2.2657719922491992e-07
1859,5.412980277341717e-07,2.556270937148497e-07
1860,4.641264600979689e-07,2.9248204658216537e-07
1861,4.7253954882364724e-07,5.079092946225217e-07
1862,4.716777590729748e-07,3.6731228914010927e-07
1863,4.390271755028152e-07,3.131627184238539e-07
1864,5.489963399440967e-07,3.7111195538841457e-07
1865,5.492887309443972e-07,3.1018103063829017e-07
1866,4.1406367046192827e-07,2.968023911087414e-07
1867,5.74572872835688e-07,3.654167137767672e-07
1868,6.001947054912193e-07,4.2038328995630536e-07
1869,4.903053287819148e-07,3.6138041725752856e-07
1870,4.656047671858232e-07,4.157185351516546e-07
1871,5.703572205639773e-07,4.2697131252822373e-07
1872,4.3540843108758054e-07,3.265563099930091e-07
1873,5.225781896101012e-07,4.1542870610200566e-07
1874,5.580284909711963e-07,3.405527051469903e-07
1875,4.828969011327899e-07,3.942132167367163e-07
1876,4.6554313826163707e-07,3.2527559312711674e-07
1877,6.110598054220873e-07,3.60574764712851e-07
1878,4.813153733351783e-07,2.95311450848601e-07
1879,4.661415058393459e-07,3.65948581215747e-07
1880,6.327996473487474e-07,4.133092836866581e-07
1881,5.68956634694473e-07,4.0928620237412616e-07
1882,5.051437419467675e-07,4.0065418183132806e-07
1883,6.243506760483797e-07,4.682630301289237e-07
1884,5.644450800090794e-07,4.0864503958459863e-07
1885,4.10586999510798e-07,4.4668256382607296e-07
1886,4.5238780543854773e-07,4.278646561495236e-07
1887,4.968511522207564e-07,4.139338236619494e-07
1888,4.3496617152527506e-07,3.645853468015048e-07
1889,4.4858378878132044e-07,3.7778774419905403e-07
1890,4.817473957530183e-07,4.129263420082907e-07
1891,4.2707273628650455e-07,3.767163944123908e-07
1892,5.904938618073174e-07,3.7423018928173235e-07
1893,5.413248107544177e-07,3.9537034290937356e-07
1894,3.7494157112405446e-07,4.316554438332787e-07
1895,3.9482110825161953e-07,3.827838668257755e-07
1896,5.183488394067126e-07,5.130415310361514e-07
1897,4.492396001865018e-07,4.4224754702781865e-07
1898,4.837893285980499e-07,4.560633910521972e-07
1899,5.378333831629334e-07,4.1180457799327996e-07
1900,4.2981919623485965e-07,6.634166123120622e-07
1901,3.917705884148859e-07,4.4654023811929733e-07
1902,3.3831854984178733e-07,6.869487352290093e-07
1903,3.9529613271582775e-07,6.361459605752628e-07
1904,4.6651745932990707e-07,4.321198501244794e-07
1905,4.180214836502216e-07,4.4588957370805815e-07
1906,4.840677552131467e-07,7.695699903997877e-07
1907,4.4639880325547665e-07,6.047983571733084e-07
1908,4.16976919659362e-07,6.424096596902018e-07
1909,3.9001974716512677e-07,4.961887301035972e-07
1910,5.509819449578401e-07,5.328118306557883e-07
1911,4.878783039785617e-07,5.948178500858603e-07
1912,4.3759138845800294e-07,5.178164732555501e-07
1913,3.887091333254489e-07,5.324201763912129e-07
1914,4.855139064119385e-07,4.734597892630532e-07
1915,2.473959943571913e-07,6.432296180136632e-07
1916,2.6809406961092463e-07,4.021411210697323e-07
1917,3.893080684491679e-07,6.250862014667291e-07
1918,3.652667697195966e-07,5.456028899786247e-07
1919,4.797288877256278e-07,4.649963322167494e-07
1920,4.3616053879702577e-07,6.890730888109431e-07
1921,4.4300572987765463e-07,6.580717357707044e-07
1922,4.84730355410079e-07,7.503360368588119e-07
1923,4.299459046563925e-07,5.371669686837777e-07
1924,4.963275417324553e-07,9.114378687336e-07
1925,3.838364168728958e-07,9.535420331108213e-07
1926,4.514186233706141e-07,8.805449418503031e-07
1927,4.325899194412841e-07,7.23584676176614e-07
1928,3.850575769348552e-07,5.267405143172255e-07
1929,4.1999331834574605e-07,5.63704539047194e-07
1930,3.497700085119959e-07,6.029068195800846e-07
1931,3.25052660343772e-07,7.744237393580988e-07
1932,2.487814780849362e-07,5.063305779096083e-07
1933,4.886502225076583e-07,3.888554485076412e-07
1934,3.9059950296405077e-07,5.463600629695975e-07
1935,4.176931147625851e-07,5.75674465430609e-07
1936,4.910509403543983e-07,6.038108022465849e-07
1937,3.361828575521031e-07,3.953611122931022e-07
1938,3.656190541434512e-07,6.6381899443968e-07
1939,4.863508173968967e-07,4.603509218270574e-07
1940,3.52473818132637e-07,4.133326245714386e-07
1941,1.345885138448466e-06,5.932520146245679e-07
1942,5.006449459443729e-07,7.888950790402305e-07
1943,6.532279093196536e-07,1.3500043767322722e-06
1944,4.530592363494179e-07,4.080746407453262e-07
1945,4.6837837075486277e-07,4.400578248464626e-07
1946,4.705333092047681e-07,4.566122289162422e-07
1947,3.7193117963241207e-07,3.4570526730171025e-07
1948,5.175018493730477e-07,4.837990150718952e-07
1949,3.16107669373622e-07,3.465403900504427e-07
1950,4.094614123317797e-07,3.871271445632374e-07
1951,4.040671335303614e-07,4.96821314754925e-07
1952,4.112473401818306e-07,5.272401887301825e-07
1953,3.8247087186249473e-07,4.568102731639101e-07
1954,4.3780963210338086e-07,4.358551137784161e-07
1955,3.144178606362402e-07,4.7209607512144203e-07
1956,3.1657744337110216e-07,3.95067708325314e-07
1957,3.454499761801344e-07,5.689763973859563e-07
1958,4.309838868010729e-07,4.467011328057602e-07
1959,6.960171283765249e-07,3.1778066045262676e-07
1960,4.429333402278246e-07,4.7615332077199923e-07
1961,4.2383771337028975e-07,3.6130429004188613e-07
1962,3.640283017247725e-07,3.989090601175249e-07
1963,3.633921794587991e-07,4.74608321976433e-07
1964,3.814648197320025e-07,3.8815717018358953e-07
1965,3.2175616215823766e-07,3.5677723886351487e-07
1966,3.5505469142549373e-07,4.5088068068022125e-07
1967,3.3033247959224354e-07,3.781567410321429e-07
1968,3.876091891896749e-07,3.5077956539453226e-07
1969,5.173062227470382e-07,3.878661137823869e-07
1970,3.3386743991670187e-07,4.4699607643083894e-07
1971,3.2834358609790115e-07,3.3502352536629587e-07
1972,3.303814661848037e-07,3.955343172989956e-07
1973,2.84481314949403e-07,3.352027949099501e-07
1974,3.200950375870093e-07,3.9829047016048946e-07
1975,2.918566441856285e-07,3.8666721380309355e-07
1976,2.7653470180410977e-07,3.576667707561043e-07
1977,3.7846475819947045e-07,4.072609727234777e-07
1978,4.829700692710048e-07,4.473265305948715e-07
1979,3.388292570960516e-07,4.108085378540238e-07
1980,3.54753392883822e-07,3.934124369608938e-07
1981,3.554958780682682e-07,4.990858478159943e-07
1982,3.401711134998209e-07,4.19627153691593e-07
1983,3.5555230404327176e-07,4.654388033875634e-07
1984,3.815747575686146e-07,5.398876892215299e-07
1985,3.332619105123058e-07,5.155333149264862e-07
1986,3.2909725256047295e-07,4.59177588396642e-07
1987,3.7337091995937044e-07,3.94147696924918e-07
1988,3.4240321689082975e-07,3.4000461424099626e-07
1989,3.1227413765932965e-07,3.6111844148312144e-07
1990,3.154768948299136e-07,4.2826396928763444e-07
1991,3.950627576188026e-07,3.8802900653722716e-07
1992,3.845941041191736e-07,4.0498089959317696e-07
1993,3.788817872774075e-07,4.087935128183062e-07
1994,3.8559713733121725e-07,5.248552027992126e-07
1995,3.3185399583857134e-07,4.820558767715255e-07
1996,3.763354907704297e-07,5.188625524787938e-07
1997,4.1331989386605983e-07,4.3825336248914937e-07
1998,3.943242976589545e-07,3.795430739694794e-07
1999,3.934943126893131e-07,4.6159031957815344e-07
2000,3.088204154622076e-07,4.1617855828235406e-07
2001,4.359305627588128e-07,4.284825193268116e-07
2002,4.714194483668166e-07,4.293597146709516e-07
2003,3.7752320558581687e-07,4.2877635825222526e-07
2004,3.255140867963746e-07,4.017169651371333e-07
2005,3.5804809073169963e-07,4.7424484095337505e-07
2006,3.446673750850948e-07,5.625037680090372e-07
2007,3.4592192310611836e-07,5.700122230334337e-07
2008,3.533675041467177e-07,5.338829399681444e-07
2009,4.0672683043752045e-07,6.003154231493113e-07
2010,3.561739898572114e-07,7.879286578749145e-07
2011,7.32673059999911e-07,1.0883023752183973e-06
2012,4.592336786402029e-07,1.2122544447157324e-06
2013,5.667502041006856e-07,9.91812883377463e-07
2014,5.31833337813481e-07,9.52146254284969e-07
2015,5.257716888529274e-07,1.0655077866683627e-06
2016,7.146123239820668e-07,1.2262332536039366e-06
2017,4.170883656229307e-07,1.2293793041351364e-06
2018,4.773131925261964e-07,1.1397175501137724e-06
2019,5.255034762896571e-07,1.1984540282394818e-06
