year,tes_DET os_NOUN,tes_DET noces_NOUN
1865,2.353422146050832e-08,2.541695881541628e-08
1866,3.259960568158249e-08,1.7516206540779677e-08
1867,3.396968040192405e-08,1.844068364675877e-08
1868,2.420538258718352e-08,1.8277534152844055e-08
1869,3.613804100410789e-08,2.2952540645881925e-08
1870,2.408300536771435e-08,1.204150201772336e-08
1871,7.434824311758348e-09,1.0621176826930423e-08
1872,2.4189357850090687e-08,2.4189358072135292e-08
1873,2.2746817762708815e-08,1.3169209722718733e-08
1874,2.3898436563030145e-08,2.1508592240593316e-08
1875,3.032409434666761e-08,1.94531928343622e-08
1876,1.3301232337781244e-08,1.5115036333668286e-08
1877,2.288381928394756e-08,2.1028373708986692e-08
1878,6.6429977074733415e-09,1.690944889665147e-08
1879,2.7491963816572706e-08,1.221865097988939e-08
1880,2.6954954712721246e-08,1.7969969734465963e-08
1881,2.8587280598291187e-08,5.43855578905017e-08
1882,1.1314154946262533e-08,1.1979693681496428e-08
1883,1.579834751908038e-08,8.847074184359371e-09
1884,2.5746617282607076e-08,4.951272547515373e-08
1885,2.3204288490674685e-08,2.2559724754955823e-08
1886,1.677900574037494e-08,2.0005737511041843e-08
1887,1.5669419317632105e-08,9.140494194870286e-09
1888,2.2826212697779624e-08,2.15580902018786e-08
1889,2.2554492828952277e-08,2.4434033463194282e-08
1890,1.4419650029573461e-08,1.245333464128251e-08
1891,1.211101796627645e-08,8.28648560879941e-09
1892,1.7551833764173352e-08,1.3790726782758611e-08
1893,2.401782439598321e-08,1.0469308309168923e-08
1894,2.8987080291642542e-08,2.2055386850183822e-08
1895,3.009307159018704e-08,1.3240952112525406e-08
1896,1.6511681300013237e-08,1.0024949259612725e-08
1897,1.8645483379486905e-08,9.90541271228551e-09
1898,1.1882545614128048e-08,3.3950129374460403e-09
1899,2.3768587098516036e-08,1.5477219506010442e-08
1900,1.9206896517687255e-08,1.038210584169974e-08
1901,8.383108485165991e-09,8.38310842965484e-09
1902,1.7677021180162455e-08,1.2275709337927765e-08
1903,1.5120616758679262e-08,4.860198465905796e-09
1904,1.6123875568041512e-08,1.1824175416563776e-08
1905,2.219126360447632e-08,7.2250625482439546e-09
1906,2.263441234440222e-08,1.286046086290682e-08
1907,2.4685648525313297e-08,2.0057089655800553e-08
1908,1.6698723293018247e-08,1.4243028090277221e-08
1909,2.7504917454734823e-08,2.2003934674330594e-08
1910,5.1838262793424406e-08,2.2445432179551972e-08
1911,1.8089271303090015e-08,4.25629931299909e-09
1912,2.6568048538955225e-08,2.2400511112685706e-08
1913,9.545381873810044e-09,2.4924052155483878e-08
1914,1.6072185360371805e-08,1.1384464315700171e-08
1915,1.1780762143587253e-08,1.1780762143587253e-08
1916,5.493730803607377e-09,2.3073669419559906e-08
1917,3.070598852961126e-08,2.0836205649743533e-08
1918,1.2635013924011673e-08,1.378365155346728e-08
1919,8.287063479883727e-09,1.9336480860943084e-08
1920,3.028892647805037e-08,1.665890891899835e-08
1921,8.330022505109724e-09,1.666004467715254e-08
1922,3.2462917132214386e-08,2.139601357198373e-08
1923,3.715581797791856e-08,1.9108707505210987e-08
1924,1.0313299436681689e-08,1.5469948877466777e-08
1925,3.079489729884699e-08,1.4297631523163545e-08
1926,3.232380096918064e-08,2.229227646921572e-08
1927,4.682674437095358e-08,2.1183527820767267e-08
1928,2.5137291359556002e-08,2.5137291137511397e-08
1929,1.8938690837799754e-08,1.2254447234738564e-08
1930,2.1007207084977608e-08,2.10072066408884e-08
1931,2.2810714206400462e-08,1.8248570654577634e-08
1932,1.2055490161699822e-08,1.4247397928102146e-08
1933,1.7205992852709073e-08,3.2117854820157277e-08
1934,1.0783422155213884e-08,3.834105655187159e-08
1935,2.0346083040578833e-08,2.154291234290895e-08
1936,1.2124714565686645e-08,1.6974599503782883e-08
1937,3.651424385076041e-08,1.2591118370153254e-08
1938,2.9819993585533666e-08,2.4633906803295247e-08
1939,6.117620188206274e-09,1.5294050470515685e-08
1940,1.5214697723919812e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,2.4273694165799498e-08,4.24789639019707e-08
1943,1.7419411024732767e-08,1.7419411690866582e-08
1944,3.213186161588055e-08,3.855823393905666e-08
1945,2.6142048081823077e-08,3.921307367704685e-08
1946,2.9234318965620787e-08,3.201854159584627e-08
1947,2.2649655262441115e-08,2.1457568166738383e-08
1948,2.3918154123947488e-08,3.152847383169899e-08
1949,2.5524221403117053e-08,1.7670615193310368e-08
1950,3.40331576254016e-08,1.914365022059883e-08
1951,1.5992101864981123e-08,1.3859822622919182e-08
1952,2.4253048458433568e-08,5.7996423108441775e-08
1953,2.3702419582605216e-08,1.4005975934594517e-08
1954,4.69081733456278e-08,4.690817290153859e-08
1955,1.0324168631115072e-08,9.385607846468247e-09
1956,1.9186510602509088e-08,2.267496879149178e-08
1957,2.2971097912716232e-08,2.385460257103844e-08
1958,2.7298403537656668e-08,2.2335058080802384e-08
1959,2.40273188012452e-08,2.6352541926399908e-08
1960,2.4222917505145602e-08,1.591791587429725e-08
1961,2.709782176424369e-08,2.3623741518541408e-08
1962,2.1562651664197574e-08,1.77574772664002e-08
1963,4.4615768413081014e-08,1.7458344103715717e-08
1964,3.40702219769895e-08,1.8251905264943247e-08
1965,2.6813012810045223e-08,1.5868925395956524e-08
1966,3.9881337343672385e-08,2.2156298795650287e-08
1967,3.352628064057228e-08,1.972134178185314e-08
1968,2.290622158618305e-08,1.3025105660702252e-08
1969,2.043791091921321e-08,1.998373461153946e-08
1970,3.403056614281752e-08,2.345349692234322e-08
1971,2.9288864888954436e-08,2.2095109852848793e-08
1972,2.565073486948677e-08,1.2825366713098418e-08
1973,3.7489786497424404e-08,1.4885650545526374e-08
1974,2.0814614976050194e-08,1.1251143128276908e-08
1975,2.056132863970106e-08,1.6563292959403952e-08
1976,1.7711933197883667e-08,1.3141112142900369e-08
1977,2.2331770932471073e-08,1.8218023367655434e-08
1978,1.9603952239322098e-08,1.4257419356233925e-08
1979,2.5163485517509798e-08,1.7555920495126998e-08
1980,1.8760997255728995e-08,1.1938816213419301e-08
1981,2.6567308575309312e-08,1.8344093855038324e-08
1982,2.8554510422829082e-08,1.055275355987817e-08
1983,3.789189539915583e-08,2.526126396951156e-08
1984,3.7113656148335394e-08,1.7397026319532216e-08
1985,2.8874679092183442e-08,1.6242006850575308e-08
1986,2.697518486360906e-08,1.3187867797803676e-08
1987,2.1998940280543167e-08,7.33298027855156e-09
1988,1.5591039514983862e-08,1.6190695673046207e-08
1989,1.207386890467177e-08,1.5366741878963808e-08
1990,2.5063794206747758e-08,1.961514328741032e-08
1991,3.223805888907805e-08,2.461815340470963e-08
1992,2.314176583695371e-08,1.4325855279828659e-08
1993,2.1602909683338112e-08,1.938722604677423e-08
1994,2.7957110293463927e-08,2.3209677624258518e-08
1995,1.7894087434022765e-08,1.5182862966867106e-08
1996,2.2953796419145078e-08,2.081855887681172e-08
1997,3.404375226168099e-08,1.8220599584672925e-08
1998,2.4794271524797296e-08,1.6211639364271946e-08
1999,3.473352827576548e-08,2.2851006115098826e-08
2000,2.25319604085783e-08,1.6788519130450652e-08
2001,2.4972907075593298e-08,2.234418089441803e-08
2002,4.162160527343417e-08,2.1029862962151924e-08
2003,2.8751768799128996e-08,1.9584538435424292e-08
2004,1.8059643919210444e-08,1.8500123571962845e-08
2005,2.1167622321627277e-08,1.756462375546164e-08
2006,2.9648807131632537e-08,1.976587210572589e-08
2007,2.6763011723440755e-08,2.6763011723440755e-08
2008,3.1505053454949916e-08,2.1287198753716652e-08
2009,2.7655516543489966e-08,2.0503227560197956e-08
2010,3.542844917436838e-08,2.220182793166714e-08
2011,5.5829991241207466e-08,2.0649448373433188e-08
2012,5.651059420408444e-08,3.165955173023427e-08
2013,6.414987296921026e-08,4.2673614586430375e-08
2014,7.037696692080431e-08,4.417508203680143e-08
2015,6.405902919226492e-08,4.277990656165187e-08
2016,5.841178829513183e-08,4.142680168350843e-08
2017,5.634969468815143e-08,3.949509874701107e-08
2018,6.556925535861069e-08,5.008045289578433e-08
2019,6.913176897604956e-08,4.5152482641697134e-08
