year,vos_DET ombres_NOUN,vos_DET nombres_NOUN
1854,2.0782657372819813e-08,0.0
1855,2.1227748447927297e-08,0.0
1856,2.692138423299184e-08,2.5885946719483854e-09
1857,2.880090299584026e-08,4.881509085841174e-10
1858,2.9851424443450014e-08,9.787352039936081e-10
1859,1.2730433596175317e-08,2.036869339860914e-09
1860,1.6020143434047895e-08,9.154367819341758e-10
1861,1.4619487231914974e-08,9.431927239234028e-09
1862,3.1625904006737926e-08,3.6143890103090826e-09
1863,2.8469339163894603e-08,0.0
1864,3.7398877772432115e-08,2.3973640850272204e-09
1865,1.6003271208209213e-08,9.41368871743009e-10
1866,1.0217786894362035e-08,6.3252967308358166e-09
1867,2.9602150064533816e-08,3.396968040192405e-09
1868,1.2349685163393076e-08,3.951899252285784e-09
1869,2.0022428159904848e-08,1.953407657850903e-09
1870,1.77755516972411e-08,2.2936195165357276e-09
1871,1.9118119309879944e-08,0.0
1872,1.0280476581137066e-08,0.0
1873,1.5563611011071288e-08,0.0
1874,2.091113165958447e-08,4.182226565063729e-09
1875,1.2587359599081083e-08,0.0
1876,2.8416269781672554e-08,0.0
1877,1.6699003069220453e-08,0.0
1878,2.2948537181655126e-08,6.039088673581716e-10
1879,1.710611108318716e-08,1.221865097988939e-08
1880,3.850707597230496e-08,0.0
1881,9.761510710859511e-09,6.972507571312292e-10
1882,1.9300617548623222e-08,8.652000449416164e-09
1883,1.516641390253426e-08,8.847074184359371e-09
1884,1.4523733327109767e-08,5.281357573494461e-09
1885,1.4824961702686323e-08,3.2228177904158883e-09
1886,2.0651084398082276e-08,1.2906927748801422e-09
1887,1.4363633837888301e-08,2.6115698492645834e-09
1888,3.423931826951332e-08,0.0
1889,1.8168896609438434e-08,1.2530273485467092e-09
1890,1.3764211659328396e-08,3.9326319978272295e-09
1891,4.461953806433883e-09,0.0
1892,1.3163875767219224e-08,1.8805537127519756e-09
1893,2.0322774685332945e-08,5.542574843531156e-09
1894,7.561847148451761e-09,3.780923574225881e-09
1895,1.384281334004811e-08,2.4074457982692365e-09
1896,7.076434938024789e-09,4.7176231254830725e-09
1897,2.4472197490688075e-08,0.0
1898,2.4330926717830437e-08,3.3950129374460403e-09
1899,8.291367592505594e-09,5.527578395003729e-10
1900,1.0901211489056095e-08,5.191053142894475e-10
1901,1.4530721514915967e-08,0.0
1902,5.401312397346203e-09,2.946170307716045e-09
1903,1.296052865029651e-08,3.2401321625741275e-09
1904,1.8811189050893518e-08,1.6123875568041512e-09
1905,1.9094808956232612e-08,4.1286072338664326e-09
1906,2.263441140071265e-08,1.0288369045596824e-09
1907,1.9542804707839423e-08,4.6285588695127444e-09
1908,2.6521500773313278e-08,0.0
1909,1.5952852705503062e-08,2.2003934230241384e-09
1910,1.3360376582838285e-08,1.6032452032632705e-09
1911,1.3832972989291648e-08,0.0
1912,3.021464323182954e-08,3.6465947483854677e-09
1913,2.386345365756881e-08,1.060597942803554e-09
1914,2.2099254703977778e-08,6.6967438816512015e-09
1915,1.0602685729388384e-08,0.0
1916,1.7579939282086343e-08,0.0
1917,1.8642921539857582e-08,0.0
1918,3.2161853624756986e-08,0.0
1919,5.985101569905282e-08,0.0
1920,9.843901693784574e-09,2.2716695191604686e-09
1921,2.4990066793684207e-08,2.27182422873895e-09
1922,2.6560567523148393e-08,2.2133805899215986e-09
1923,3.1847845249899365e-08,3.1847844361720945e-09
1924,2.449408642579698e-08,7.734974438733389e-09
1925,2.1996356736053713e-08,2.1996355847875293e-09
1926,3.4553030214823366e-08,4.458455382660986e-09
1927,2.6758139037852402e-08,2.2298449753321847e-09
1928,1.82816659588525e-08,0.0
1929,1.6710609784809094e-08,2.2280812750352652e-09
1930,1.6805766112071296e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.9727165900818022e-08,0.0
1933,1.032359597807897e-08,8.02946331646126e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.9149255514605557e-08,0.0
1936,2.182448577414675e-08,1.2124714565686645e-09
1937,1.0072894629509221e-08,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,0.0,0.0
1941,3.246652724442356e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,6.967764676346633e-08,2.9032352077962287e-09
1944,3.8558232162699824e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.9234318965620787e-08,5.568441707737293e-09
1947,3.099426493236024e-08,3.5762612871081956e-09
1948,1.956939832403748e-08,6.523132700664291e-09
1949,9.817007984302961e-09,9.817008317369869e-10
1950,2.3397795700930146e-08,3.190608444114673e-09
1951,1.0661401539380222e-08,1.0661401761424827e-09
1952,2.0035128001083535e-08,0.0
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,2.5341141629553476e-08,2.815682353940474e-09
1956,2.2674967681268754e-08,0.0
1957,1.236905244894615e-08,8.835037701437898e-10
1958,2.1507833736222892e-08,0.0
1959,2.7127618040800883e-08,0.0
1960,1.7994166157109248e-08,3.460416619915918e-09
1961,2.2928925591525484e-08,0.0
1962,1.9660064687343493e-08,0.0
1963,2.069137117199915e-08,6.466053248388448e-10
1964,2.859465164650743e-08,1.2167936658258327e-09
1965,1.9699356201829943e-08,1.8604947471523303e-08
1966,1.495550172592175e-08,7.20079718075084e-09
1967,2.0707409342790584e-08,4.930335584241163e-10
1968,3.2338193234338064e-08,3.5931326525240337e-09
1969,2.1346262479848832e-08,4.5417578031781147e-10
1970,1.241655775419126e-08,1.8394900047624674e-09
1971,2.003974985953505e-08,1.0276794970565106e-09
1972,2.5137720127688112e-08,3.5911027485013847e-09
1973,1.5436970424165253e-08,1.6539611902288698e-09
1974,1.6876715247526874e-08,2.2502286700643026e-09
1975,1.5420996035686585e-08,5.140332159925265e-09
1976,1.8854638572651794e-08,1.142705374768127e-09
1977,9.990529292736028e-09,2.3507127910882275e-09
1978,1.0693064322886414e-08,1.1881182704343018e-09
1979,1.2289143924704149e-08,0.0
1980,1.9898028225107112e-08,1.1370301367108482e-09
1981,8.223214220670627e-09,0.0
1982,1.1794254684005523e-08,1.2415004579935385e-09
1983,1.9577480414589843e-08,3.78918940668882e-09
1984,1.739702604197646e-08,1.1598016991243298e-09
1985,1.3234227269620646e-08,0.0
1986,1.3787316177626963e-08,1.1988970927134801e-09
1987,1.1610552186347434e-08,1.8332451112712533e-09
1988,1.3792074149421296e-08,0.0
1989,1.81108031904742e-08,1.6464366536794728e-09
1990,1.035243724079038e-08,0.0
1991,1.0550637086215175e-08,1.1722930404189924e-09
1992,9.366904696328504e-09,0.0
1993,7.2009697094088665e-09,9.416652346772025e-09
1994,1.2659824244476425e-08,5.274926606624319e-10
1995,1.3556126887692699e-08,0.0
1996,8.007137841659073e-09,3.736664311304594e-09
1997,1.1987236203658824e-08,4.79489448146353e-10
1998,8.105819793158275e-09,1.43043876743576e-09
1999,1.5995704150117973e-08,0.0
2000,1.3254094266557104e-08,2.6508188977203417e-09
2001,1.226739296256163e-08,1.7524847129024579e-09
2002,1.0076809331405201e-08,2.6287329535357173e-09
2003,1.041730723905232e-08,2.9168460979889232e-09
2004,1.1452457482352685e-08,4.845270407116686e-09
2005,9.908248777001916e-09,3.6029995653663605e-09
2006,1.0706513342562118e-08,2.4707338397433887e-09
2007,1.7975157057259494e-08,4.393927444112933e-09
2008,1.1069342858993636e-08,1.2772318758180745e-09
2009,2.0980046366858573e-08,4.76819250749827e-10
2010,1.4171379292271524e-08,4.723793023408973e-10
2011,1.9884653812418662e-08,4.97116342534909e-09
2012,1.7361688586792212e-08,3.4042526575461807e-09
2013,2.063952569963945e-08,4.462600067256517e-09
2014,2.2087540865745048e-08,4.114345752981308e-09
2015,2.0614151663433944e-08,4.654808372084318e-09
2016,2.8170225374601898e-08,3.314144070287739e-09
2017,1.9621769098421282e-08,5.785906087574233e-09
2018,2.220061284807784e-08,4.1303465647679616e-09
2019,2.372418628215911e-08,2.5509878653906526e-09
