year,pourrions_VERB être_VERB,pourrions_VERB etre_VERB,pourrions_VERB naître_VERB
1927,1.505145377223016e-07,0.0,0.0
1928,1.0626218482912009e-07,2.2852082448565625e-09,0.0
1929,1.7601841761916148e-07,0.0,0.0
1930,1.3864756454040617e-07,0.0,0.0
1931,1.984532076448886e-07,1.1405356659111021e-09,0.0
1932,1.6000923608316953e-07,0.0,0.0
1933,1.2273608263058122e-07,0.0,0.0
1934,1.5695870558829483e-07,0.0,0.0
1935,1.2566698615046334e-07,0.0,0.0
1936,1.5155893606788595e-07,0.0,0.0
1937,1.1709740022070037e-07,0.0,0.0
1938,1.6206517727823666e-07,0.0,0.0
1939,1.9576384602260077e-07,0.0,0.0
1940,1.141102288215734e-07,0.0,0.0
1941,1.328176182369134e-07,0.0,0.0
1942,1.4260795921927638e-07,0.0,0.0
1943,1.1903264152124393e-07,0.0,0.0
1944,1.4780655988033686e-07,0.0,3.2131861615880553e-09
1945,1.7210182079452352e-07,0.0,0.0
1946,1.9489546332351892e-07,0.0,0.0
1947,2.1457567811467015e-07,0.0,0.0
1948,1.5764237559778849e-07,0.0,0.0
1949,1.531453364123081e-07,0.0,0.0
1950,1.6272103664505266e-07,1.0635361480382244e-09,0.0
1951,1.5139190168156347e-07,0.0,0.0
1952,1.5079069726198213e-07,0.0,1.0544803918932644e-09
1953,1.8530982970332843e-07,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.7786015860110638e-07,0.0,0.0
1955,1.0511880788044436e-07,9.385607846468247e-10,0.0
1956,1.4302672468602395e-07,0.0,0.0
1957,1.4842864004549483e-07,0.0,0.0
1958,1.919160439456391e-07,1.6544486891589827e-09,8.272243445794913e-10
1959,1.1083569262382298e-07,7.750747821333448e-10,0.0
1960,2.1039333830685791e-07,2.076250060767393e-09,1.3841666701708277e-09
1961,1.4382689528247283e-07,6.948159270159238e-10,0.0
1962,1.2239975433203654e-07,0.0,0.0
1963,1.4095995481966384e-07,0.0,0.0
1964,1.2472135324514966e-07,0.0,0.0
1965,1.3406506127466855e-07,0.0,0.0
1966,1.2352136025128857e-07,1.1078149508847446e-09,0.0
1967,1.4002152681769076e-07,0.0,0.0
1968,1.29352770272817e-07,4.4914158503495116e-10,0.0
1969,1.6077822806437325e-07,0.0,0.0
1970,1.5727638924545317e-07,4.5987250119061684e-10,0.0
1971,1.3668137910372025e-07,0.0,0.0
1972,1.0670705563597949e-07,5.130146862875051e-10,0.0
1973,1.3176557445149228e-07,1.102640756478479e-09,0.0
1974,1.3838906909313664e-07,0.0,0.0
1975,1.1080271633545635e-07,5.711480177694739e-10,5.711480177694739e-10
1976,1.308397656885063e-07,0.0,0.0
1977,1.3869204451566475e-07,0.0,0.0
1978,1.0514846593423499e-07,0.0,0.0
1979,1.2581742225847847e-07,2.925986564150662e-09,0.0
1980,1.517935288575245e-07,0.0,0.0
1981,1.0373901204729918e-07,1.2651099057237047e-09,0.0
1982,1.378065519475058e-07,6.207502289967692e-10,0.0
1983,1.5598830316321255e-07,6.315316047889041e-10,0.0
1984,1.6121244073019625e-07,0.0,0.0
1985,1.3535004939058126e-07,0.0,0.0
1986,1.3667427367636265e-07,0.0,0.0
1987,1.1182795134345724e-07,0.0,0.0
1988,1.1873176219978632e-07,0.0,0.0
1989,1.531186057945888e-07,0.0,0.0
1990,1.3567141365911084e-07,1.089730194969718e-09,0.0
1991,1.535703830768398e-07,0.0,5.861465202094962e-10
1992,1.3499362694346928e-07,0.0,5.509944167592096e-10
1993,1.3183313285480835e-07,1.1078414852150331e-09,0.0
1994,1.6405022051912965e-07,5.274926606624319e-10,0.0
1995,1.312233166572696e-07,0.0,0.0
1996,1.3718896241243783e-07,5.338092190498855e-10,0.0
1997,1.639853905999189e-07,4.79489448146353e-10,0.0
1998,1.277858672210641e-07,9.536258449571733e-10,9.536258449571733e-10
1999,1.380200700396017e-07,0.0,0.0
2000,1.4667864434159128e-07,4.4180314962005696e-10,4.4180314962005696e-10
2001,1.336269548346536e-07,0.0,0.0
2002,1.4939965353732987e-07,0.0,0.0
2003,1.6876037989277393e-07,8.333845835650777e-10,0.0
2004,1.5020337684745755e-07,4.404791253964646e-10,0.0
2005,1.4457036456860806e-07,0.0,4.5037495954858286e-10
2006,1.4742046516857954e-07,0.0,4.1178899179428186e-10
2007,1.73759858057565e-07,0.0,3.994479469415779e-10
2008,1.809411855901999e-07,0.0,0.0
2009,1.8691314096486167e-07,0.0,4.76819250749827e-10
2010,2.196563713141586e-07,0.0,0.0
2011,2.3211509869724978e-07,0.0,0.0
2012,2.566806642789743e-07,0.0,3.404252713057332e-10
2013,2.8337510116216436e-07,0.0,0.0
2014,2.9818178859386535e-07,0.0,0.0
2015,3.0522244287567446e-07,2.2165753954528356e-10,0.0
2016,3.1380801601699204e-07,0.0,4.1426800878596737e-10
2017,3.2375916703131224e-07,0.0,2.515611330355938e-10
2018,3.459165327512892e-07,0.0,2.5814667070633845e-10
2019,3.188734751802258e-07,2.55098775436835e-10,0.0
