year,des_DET os_NOUN,des_DET noces_NOUN
1932,1.0477317040624712e-06,1.5562541877400804e-07
1933,9.096234894201416e-07,1.4567741080107055e-07
1934,8.626737848516086e-07,1.4258080405227247e-07
1935,7.911035808660927e-07,1.843115766675396e-07
1936,8.28118022155877e-07,2.243072176888461e-07
1937,8.083497959887609e-07,1.410205250351737e-07
1938,8.816345840045869e-07,1.1150084622268963e-07
1939,7.983494469954167e-07,1.4223466937579587e-07
1940,9.382396548573979e-07,1.6989744966444675e-07
1941,9.739958279908478e-07,2.1841119002274922e-07
1942,9.497082849030392e-07,1.4867638276072626e-07
1943,1.170003759654037e-06,2.525814624121381e-07
1944,8.836262068712131e-07,2.2813621036732457e-07
1945,8.626875853678939e-07,2.1131489402748116e-07
1946,8.631084753574214e-07,2.338745561658584e-07
1947,7.867774591829857e-07,1.6570010674676894e-07
1948,1.0099983391853584e-06,2.1091462909517134e-07
1949,6.97989294806689e-07,1.8259635736761481e-07
1950,7.636189671700322e-07,1.6697517679631346e-07
1951,9.211451406088145e-07,1.556564717120068e-07
1952,1.25799513384095e-06,1.5817205567536519e-07
1953,8.716026140831445e-07,2.057800960741929e-07
1954,7.915753972298489e-07,1.71996641373795e-07
1955,9.60147687578683e-07,2.0554480872903014e-07
1956,9.113593080201099e-07,2.0669106226556266e-07
1957,8.313770223367101e-07,1.8553578717828145e-07
1958,9.273184886637864e-07,1.8033490900570825e-07
1959,8.239044770874671e-07,1.813675041262286e-07
1960,7.329162627911501e-07,1.9931999561961788e-07
1961,7.302515392382247e-07,2.0080179652381958e-07
1962,7.223488456276073e-07,2.1816330608714907e-07
1963,7.403630810642881e-07,2.0626709762439077e-07
1964,7.270342070597735e-07,1.8921140831906769e-07
1965,6.927606630569016e-07,2.1012646422846615e-07
1966,7.461133684216747e-07,2.0217622243023925e-07
1967,7.37085178670327e-07,1.765060113623207e-07
1968,7.662355585580372e-07,2.02113713987373e-07
1969,9.928282622695406e-07,1.9257052996657364e-07
1970,6.511794801156157e-07,2.0050440951990822e-07
1971,6.834068919658876e-07,1.860099831940687e-07
1972,7.059082118843207e-07,2.216223533579864e-07
1973,5.92118063025282e-07,1.764225192601998e-07
1974,5.884347746842877e-07,1.3557628042448755e-07
1975,6.899468036891676e-07,2.0389983657054245e-07
1976,7.1019137060091e-07,1.7883338632174173e-07
1977,6.552611910848327e-07,1.980475423657424e-07
1978,6.659402718156571e-07,2.2158405421635052e-07
1979,6.378650887484127e-07,2.545608364101781e-07
1980,6.708477542360924e-07,2.2058384052670021e-07
1981,6.236991847430318e-07,2.3024999817877756e-07
1982,5.679864703012072e-07,2.0298531921980612e-07
1983,6.245847306018959e-07,2.2987750947223162e-07
1984,6.402105139358127e-07,2.4645786522725643e-07
1985,6.135869412560169e-07,1.8708385418619855e-07
1986,7.325261179857989e-07,1.996163625506142e-07
1987,6.453022720620538e-07,1.8332450224534114e-07
1988,6.764112452373183e-07,1.8529351342166933e-07
1989,6.72843786020394e-07,2.025117100679097e-07
1990,6.680046027440767e-07,2.359265787177378e-07
1991,6.676208919031978e-07,2.1687420925786682e-07
1992,6.733151636240109e-07,1.9450102506368694e-07
1993,6.458715837709406e-07,2.5258785329995703e-07
1994,6.672782113525955e-07,2.568889199139335e-07
1995,6.664191936067709e-07,2.608198874654022e-07
1996,6.346991678896075e-07,2.615665160021763e-07
1997,5.988823126301668e-07,1.8652139655017663e-07
1998,5.831422011937093e-07,2.541412849055291e-07
1999,7.403725774679515e-07,2.1160030705402733e-07
2000,6.909801371079993e-07,2.1029830232777158e-07
2001,6.532386525037737e-07,2.1686998596948115e-07
2002,7.220252946638084e-07,1.9803121631412068e-07
2003,7.362953056144761e-07,2.1167968444757435e-07
2004,5.823133886195819e-07,2.3741824728418237e-07
2005,6.764632018985139e-07,2.3689723027686682e-07
2006,7.301019095962147e-07,2.1742458855555924e-07
2007,7.222018911789974e-07,2.001234182813505e-07
2008,7.544183375784996e-07,2.141492214668972e-07
2009,7.590962347592267e-07,2.3554871342312822e-07
2010,8.583132142803152e-07,2.239077883103846e-07
2011,9.575225661251352e-07,2.489405721561866e-07
2012,1.1016161280963388e-06,2.4374449747455174e-07
2013,1.093615892955313e-06,2.292660710168093e-07
2014,1.1281969349852261e-06,2.6071960235185543e-07
2015,1.1255770360207862e-06,2.2985886705129133e-07
2016,1.1303302898113543e-06,2.3219721345668631e-07
2017,1.0935362126929249e-06,2.5835328631984567e-07
2018,1.0904114873255821e-06,2.36720496538112e-07
2019,1.065037409375691e-06,2.186196566000831e-07
