year,leurs_DET aînés_NOUN,leurs_DET nénés_NOUN
1866,2.1311384346134332e-07,0.0
1867,2.110972978641712e-07,0.0
1868,1.9216109592434805e-07,0.0
1869,2.055961494384917e-07,0.0
1870,2.1158639507135035e-07,0.0
1871,2.4003860410459765e-07,0.0
1872,3.053906245664706e-07,0.0
1873,2.4542617893530405e-07,0.0
1874,1.89395107597079e-07,0.0
1875,2.111243494473669e-07,0.0
1876,2.2370254937342793e-07,0.0
1877,2.158500773674632e-07,0.0
1878,2.3129709347813332e-07,0.0
1879,2.681993735986765e-07,0.0
1880,2.624899195780017e-07,0.0
1881,2.782030601444774e-07,0.0
1882,2.861815708854465e-07,0.0
1883,3.0585600241384014e-07,0.0
1884,3.0367807291042936e-07,0.0
1885,3.248600411454028e-07,0.0
1886,2.8266170915003386e-07,0.0
1887,3.1469417804963484e-07,0.0
1888,3.1512855325210865e-07,0.0
1889,3.9031801879474415e-07,0.0
1890,3.912968677965978e-07,0.0
1891,3.3209687444468727e-07,0.0
1892,3.8614037300988e-07,0.0
1893,4.1076637569137375e-07,0.0
1894,3.673797426273495e-07,0.0
1895,3.996359909663738e-07,0.0
1896,4.1456113608617784e-07,0.0
1897,4.078699433751609e-07,0.0
1898,4.289033028737066e-07,0.0
1899,3.990911476847714e-07,0.0
1900,4.3189561882428507e-07,0.0
1901,4.1244894455338965e-07,0.0
1902,3.8398418888974106e-07,0.0
1903,4.330976732802583e-07,0.0
1904,4.2244553277726027e-07,0.0
1905,4.3453590770070605e-07,0.0
1906,4.377700952851171e-07,0.0
1907,4.592559044169775e-07,0.0
1908,4.2483515905189506e-07,0.0
1909,4.758350877764883e-07,0.0
1910,4.403580178280464e-07,0.0
1911,4.868142418068544e-07,0.0
1912,5.792876232035837e-07,0.0
1913,6.607525122603874e-07,0.0
1914,6.261455212097644e-07,0.0
1915,8.870913603686859e-07,0.0
1916,8.592195168688477e-07,0.0
1917,8.213852069616223e-07,0.0
1918,8.201272514440916e-07,0.0
1919,8.517259626472651e-07,0.0
1920,7.731248423681336e-07,0.0
1921,7.322846882207301e-07,0.0
1922,7.112329978298249e-07,0.0
1923,6.443880327111629e-07,0.0
1924,5.788339256795894e-07,0.0
1925,6.027001742126004e-07,0.0
1926,6.899459741305236e-07,0.0
1927,7.246996069909528e-07,0.0
1928,5.907263496141013e-07,0.0
1929,6.350031549473556e-07,0.0
1930,6.165615187292417e-07,0.0
1931,5.873758404106866e-07,0.0
1932,5.951028152484383e-07,0.0
1933,6.067980518054128e-07,0.0
1934,6.709684718941844e-07,0.0
1935,6.331222248689983e-07,0.0
1936,6.898962503498751e-07,0.0
1937,6.799203733365289e-07,0.0
1938,7.027146509130944e-07,0.0
1939,6.698793919568402e-07,0.0
1940,6.846614115652017e-07,0.0
1941,7.614876444961283e-07,0.0
1942,7.130397676746725e-07,0.0
1943,8.245187945732368e-07,0.0
1944,7.036877551769294e-07,0.0
1945,8.278315473120301e-07,0.0
1946,7.350342983158953e-07,0.0
1947,6.306140543088645e-07,0.0
1948,6.599235762294597e-07,0.0
1949,6.390872373529533e-07,0.0
1950,7.210775194721464e-07,0.0
1951,6.727344361578957e-07,0.0
1952,5.546566862468794e-07,0.0
1953,6.485843915271516e-07,0.0
1954,6.381466324256735e-07,0.0
1955,6.400984688958999e-07,9.385607846468247e-10
1956,5.947818699780782e-07,0.0
1957,6.219866635071014e-07,0.0
1958,6.84941773521075e-07,0.0
1959,6.611387926014345e-07,0.0
1960,6.934675176317739e-07,0.0
1961,6.836988646341524e-07,0.0
1962,7.584980146191356e-07,0.0
1963,8.030838127837114e-07,0.0
1964,6.619357577619667e-07,0.0
1965,7.255929270755246e-07,0.0
1966,7.483290000998011e-07,0.0
1967,6.419297120530132e-07,0.0
1968,8.839106646618689e-07,0.0
1969,8.002577001064992e-07,1.3625273131978588e-09
1970,7.670673145554474e-07,0.0
1971,8.355034415430396e-07,5.138397485282553e-10
1972,7.808083806182253e-07,0.0
1973,7.360127272093564e-07,5.513203782392395e-10
1974,7.262612888858655e-07,5.625571675160757e-10
1975,7.424924071131045e-07,1.1422960355389478e-09
1976,7.421871162094362e-07,2.285410749536254e-09
1977,8.862187206304384e-07,1.1753563677885381e-09
1978,8.399996422880918e-07,5.940591352171509e-10
1979,7.12770327204737e-07,1.1703946700691858e-09
1980,8.414023158209716e-07,0.0
1981,9.216325640437617e-07,0.0
1982,8.082168161394065e-07,0.0
1983,8.361478389673493e-07,0.0
1984,9.475579663131839e-07,1.1598016991243298e-09
1985,1.0503164844521962e-06,0.0
1986,9.854933917807784e-07,5.994485463567401e-10
1987,1.0797812972640486e-06,0.0
1988,9.630465296339707e-07,0.0
1989,1.0004846302535952e-06,5.488122178931576e-10
1990,1.0417820277552892e-06,0.0
1991,1.046857640574217e-06,0.0
1992,1.1069477272585004e-06,5.509944167592096e-10
1993,1.061866075957596e-06,1.661762283333701e-09
1994,1.235915304320656e-06,0.0
1995,1.1441370943998663e-06,5.422450821690461e-10
1996,1.1380813091932396e-06,5.338092190498855e-10
1997,1.2821548214247969e-06,0.0
1998,1.2201642629605658e-06,0.0
1999,1.2079042068791068e-06,0.0
2000,1.2631152337405638e-06,0.0
2001,1.119399613891403e-06,0.0
2002,1.3244432492953706e-06,0.0
2003,1.2379928531203177e-06,2.083461403401543e-09
2004,1.1800435553155353e-06,0.0
2005,1.3497737789691655e-06,0.0
2006,1.2629568697519744e-06,4.1178899179428186e-10
2007,1.3804920522275665e-06,0.0
2008,1.1733503662014755e-06,0.0
2009,1.1863262558975407e-06,0.0
2010,1.0127812135607428e-06,1.4171379625338432e-09
2011,1.0416499716114913e-06,7.64794394481072e-10
2012,9.617014189444717e-07,6.808505426114664e-10
2013,8.746695856487463e-07,1.1156500168141292e-09
2014,8.414920129595771e-07,1.0827225782605865e-09
2015,7.711465777049398e-07,6.649726325136385e-10
2016,6.916204338125453e-07,1.86420612280358e-09
2017,7.242445172472856e-07,7.54683426862357e-10
2018,7.217780666479712e-07,1.290733298020541e-09
2019,6.609609224383917e-07,2.55098775436835e-10
