year,quels_PRON avaient_VERB,quels_DET navets_NOUN
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.510934177773038e-08,0.0
1938,7.779128674556546e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512989405086e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.645009811175214e-08,0.0
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,2.0656586885436923e-08,1.0871887834440486e-09
1949,8.835307152565974e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,9.595261918349252e-09,0.0
1952,1.0544803696888039e-08,0.0
1953,1.9392889294422844e-08,0.0
1954,4.886268056836229e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,0.0
1957,9.718541194025931e-09,8.835037701437898e-10
1958,1.2408365002158916e-08,0.0
1959,1.3951345856355601e-08,1.5501495642666896e-09
1960,4.8445834566201995e-09,6.920833350854139e-10
1961,7.64297514166401e-09,0.0
1962,8.244543492352818e-09,1.9025869768540815e-09
1963,9.052474769788432e-09,1.939815863494232e-09
1964,1.0951142881410192e-08,6.083968329129164e-10
1965,1.0396882021979081e-08,0.0
1966,8.308612131635584e-09,0.0
1967,7.888536934785861e-09,0.0
1968,7.186265360559219e-09,1.3474247273492779e-09
1969,8.629339909305145e-09,0.0
1970,6.898087545614828e-09,1.3796175313274261e-09
1971,3.083038491169532e-09,0.0
1972,3.0780880067027283e-09,0.0
1973,8.821126162850135e-09,0.0
1974,3.937900228123681e-09,0.0
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,6.856232248608762e-09,5.713526873840635e-10
1977,1.057820719907454e-08,0.0
1978,5.346532216954358e-09,0.0
1979,4.0963813452421505e-09,0.0
1980,5.116635615198817e-09,0.0
1981,3.795329828193417e-09,0.0
1982,4.345251602977385e-09,1.2415004579935385e-09
1983,3.789189739755727e-09,0.0
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,4.812446552371341e-09,6.015558051686298e-10
1986,7.792830936104167e-09,0.0
1987,9.777306964053878e-09,0.0
1988,3.597932174415064e-09,0.0
1989,8.780995486290522e-09,5.488122178931576e-10
1990,6.538381391862913e-09,0.0
1991,4.689171995142516e-09,0.0
1992,5.5099441120809445e-09,0.0
1993,2.2156830259412175e-09,5.539207426075166e-10
1994,7.38489736029635e-09,0.0
1995,4.880205795032566e-09,5.422450821690461e-10
1996,1.067618438099771e-09,0.0
1997,4.79489448146353e-09,4.79489448146353e-10
1998,7.629006759657386e-09,0.0
1999,3.656160929565999e-09,4.570201161957499e-10
2000,7.952456693161025e-09,0.0
2001,6.571817756650944e-09,0.0
2002,5.257465796049132e-09,0.0
2003,6.667076779542924e-09,0.0
2004,1.761916529341434e-09,0.0
2005,7.205999352777326e-09,0.0
2006,8.235780224463696e-09,0.0
2007,9.187302835167444e-09,0.0
2008,1.0643599335224962e-08,0.0
2009,8.105927040702454e-09,0.0
2010,8.030448306328708e-09,4.723793023408973e-10
2011,1.1089518636708817e-08,0.0
2012,1.2936160143084408e-08,3.404252713057332e-10
2013,1.3945625321198918e-08,0.0
2014,1.6024294335892364e-08,2.1654451842767486e-10
2015,1.2856137487915476e-08,0.0
2016,9.942432210863217e-09,6.214020409345267e-10
2017,1.308117902887318e-08,0.0
2018,1.1358453733123497e-08,2.5814667070633845e-10
2019,1.2754938882864053e-08,5.1019755087367e-10
