year,nos_DET ombres_NOUN,nos_DET nombres_NOUN
1938,3.6302600703308485e-08,2.3337386245714242e-08
1939,7.18820407641374e-08,2.2941076593951948e-08
1940,3.550096039361961e-08,2.2822046030768206e-08
1941,4.427253985639368e-08,2.9515025090631752e-08
1942,5.158160121254696e-08,2.4273694165799498e-08
1943,7.838735216481041e-08,0.0
1944,6.747690939334916e-08,3.534504600111177e-08
1945,5.010559345208776e-08,1.089252066321933e-08
1946,9.605562212300356e-08,1.5313215584455975e-08
1947,7.390939793516793e-08,9.536696765621855e-09
1948,5.435943961629164e-08,1.522064252412747e-08
1949,5.79203480732815e-08,1.6688914139528777e-08
1950,4.573205258928681e-08,6.381216888229346e-09
1951,4.264560615752089e-08,7.462981344019681e-09
1952,5.799642099901803e-08,9.490323193972472e-09
1953,5.92560516210483e-08,2.1547654771580937e-09
1954,5.57034551817992e-08,2.9317608341017376e-09
1955,5.068228237092853e-08,4.6928039232341234e-09
1956,6.715278910718325e-08,1.4825940475304833e-08
1957,5.30102268747612e-08,1.3252556385623393e-08
1958,6.36962753652881e-08,1.6544486891589827e-09
1959,5.5805383869511616e-08,4.650448914844674e-09
1960,7.405291757578425e-08,1.7302083321624195e-08
1961,6.46178830443489e-08,7.642975030641708e-09
1962,5.580921635939262e-08,6.341956293454132e-09
1963,8.98781431502016e-08,7.1126584622049904e-09
1964,5.658090485027856e-08,7.300761772910391e-09
1965,6.894774884358412e-08,5.472043373977442e-10
1966,6.369936134120735e-08,4.431259803538978e-09
1967,6.705256527794745e-08,9.367637332502454e-09
1968,9.566716041575773e-08,3.5931326802796093e-09
1969,7.720988470794055e-08,6.812636649256021e-09
1970,8.093755976545935e-08,4.1388523719376735e-09
1971,6.320229095635455e-08,5.652237122788506e-09
1972,6.566588073297908e-08,5.130146696341598e-09
1973,4.686223054051197e-08,3.3079223804577396e-09
1974,5.4568046525815816e-08,1.9689500752040345e-08
1975,5.197447094928975e-08,5.711480177694739e-09
1976,5.542121161994373e-08,4.570821499072508e-09
1977,5.34787130135328e-08,6.464460078348111e-09
1978,5.34653228356774e-08,2.3762365408686037e-09
1979,7.197927143209881e-08,5.266776015311336e-09
1980,6.253665718602974e-08,6.822181042309694e-09
1981,4.933928776651442e-08,1.2651099057237047e-09
1982,5.090152033204731e-08,0.0
1983,7.767838461347765e-08,2.5261264191556165e-09
1984,6.55287966111473e-08,2.3196033982486597e-09
1985,4.992913371637542e-08,0.0
1986,7.25332744977436e-08,5.994485463567401e-10
1987,5.31641060064203e-08,4.888653482026939e-09
1988,6.656174544872329e-08,4.1975875553212916e-09
1989,7.244320965327233e-08,4.939309961038418e-09
1990,5.5031375012504213e-08,1.689081807754178e-08
1991,6.388997153550235e-08,2.930732601047481e-09
1992,7.2180268428923e-08,3.856960972825618e-09
1993,6.203912317204185e-08,2.7696036575264316e-09
1994,7.015652325748079e-08,6.857404422078162e-09
1995,8.459023170814817e-08,2.168980273165033e-09
1996,7.099662369114412e-08,8.007138063703678e-09
1997,7.719780148462974e-08,2.876936688878118e-09
1998,5.864798868771004e-08,9.536258449571733e-10
1999,7.083811670582918e-08,2.285100553223174e-09
2000,5.743440745220596e-08,3.5344251969604557e-09
2001,6.571817756650944e-08,2.6287270138425356e-09
2002,9.069128470429177e-08,6.571832134039113e-09
2003,6.292053678080833e-08,3.333538389771462e-09
2004,6.695282817048565e-08,5.285749615779878e-09
2005,7.25103665999427e-08,4.954124666056714e-09
2006,7.576917404605865e-08,2.8825228870488218e-09
2007,6.870504387634924e-08,5.592271090648637e-09
2008,5.83269237353079e-08,5.960415716543821e-09
2009,8.201291201714866e-08,1.430457752249481e-09
2010,9.164158676355783e-08,5.668551850135373e-09
2011,1.1854313264336724e-07,5.7359579308524644e-09
2012,1.3582967994807404e-07,4.7659536595023866e-09
2013,1.6121143175951147e-07,2.510212593342942e-09
2014,1.3382451591326117e-07,4.763979391531059e-09
2015,1.1925175957827605e-07,6.42806885498004e-09
2016,1.275945447076765e-07,6.214020104033935e-09
2017,1.144603132274824e-07,3.5218558347427376e-09
2018,1.4843432971645143e-07,9.551426760623372e-09
2019,1.2652899528120543e-07,3.061185249730869e-09
