year,grandes_ADJ îles_NOUN,grandes_ADJ iles_NOUN,grandes_ADJ villes_NOUN
1918,1.8952520974835352e-07,1.722956533001252e-08,7.044594440230867e-06
1919,1.3075144522645132e-07,1.1970203106503874e-08,7.3312889981025364e-06
1920,1.2797072201919946e-07,1.1358347595802343e-08,6.745343853253871e-06
1921,1.3252308406208613e-07,1.5902770267306465e-08,6.445922736020293e-06
1922,1.9772866721723403e-07,2.2871600169338535e-08,6.3870788835629355e-06
1923,1.3800732290292217e-07,1.8047111804975202e-08,5.8334635468781926e-06
1924,1.8048274341708748e-07,1.2891624212585384e-08,6.178955572977429e-06
1925,1.7817048103552224e-07,1.4297631523163545e-08,5.955513188382611e-06
1926,1.8168205428992223e-07,1.1146138456652466e-08,6.267473509069532e-06
1927,1.7504282823210815e-07,2.341337135280952e-08,5.768608843936818e-06
1928,1.6567759075769573e-07,1.1426041002238208e-08,6.735651368217077e-06
1929,1.4928144764780882e-07,1.2254447012693959e-08,6.33220679446822e-06
1930,1.6700730043339718e-07,1.4705045403573536e-08,7.200220352387987e-06
1931,1.4142642612569034e-07,1.3686427990933225e-08,6.6675715970632154e-06
1932,1.358982473220749e-07,1.8631211906594558e-08,6.323652542050695e-06
1933,2.1679551309716771e-07,2.0647192622291755e-08,5.491006049851421e-06
1934,1.605531707582486e-07,3.1152108448395666e-08,6.000375378789613e-06
1935,1.7713060174173734e-07,9.574627313213568e-09,5.688525561708957e-06
1936,1.2367209478725272e-07,1.576212849130343e-08,5.536144726647763e-06
1937,1.2968851592631836e-07,1.0072894296442314e-08,5.8221330618835054e-06
1938,1.5558256905023882e-07,1.9447822019458272e-08,5.98474298385554e-06
1939,1.4682288451695058e-07,1.3764645423464117e-08,5.463034995045746e-06
1940,1.2678914629304927e-07,7.607348750937604e-09,4.779950813826872e-06
1941,1.741386483899987e-07,1.7709015143196893e-08,4.970330337528139e-06
1942,1.5777901296587515e-07,3.034211726316016e-08,5.161194167158101e-06
1943,1.219358836124229e-07,8.709705623388686e-09,5.112597136758268e-06
1944,1.767252371109862e-07,6.4263723231761105e-09,5.4849087973707356e-06
1945,1.6556630555442098e-07,8.714016175304096e-09,6.130310339358402e-06
1946,1.252899437531596e-07,2.3665877257883494e-08,6.484450295829447e-06
1947,1.1801662225252585e-07,8.344609669919123e-09,6.450383352785138e-06
1948,1.4024735150997003e-07,1.0871887834440486e-08,6.153488357085735e-06
1949,1.6787083723102114e-07,1.1780409980843842e-08,7.958648893691134e-06
1950,1.2868787280240213e-07,1.8080113850516e-08,5.978136869089212e-06
1951,1.2900295587314758e-07,8.529121631184466e-09,5.7891411415766925e-06
1952,1.3286452826832829e-07,1.2653764924763777e-08,6.386987934092758e-06
1953,1.7453599809869047e-07,9.696444647211422e-09,5.8103250921703875e-06
1954,1.348609970364123e-07,8.795282724349818e-09,6.020859473210294e-06
1955,1.398455538037524e-07,1.3139850985055546e-08,5.988956218061503e-06
1956,1.2732866139231191e-07,2.0058625871399727e-08,5.954795597062912e-06
1957,1.2369052626581833e-07,9.718541527092839e-09,5.924776360188844e-06
1958,1.53863723539871e-07,4.136121778408608e-09,6.267878688959172e-06
1959,1.3408794075076003e-07,1.0851047171911432e-08,5.837863227498019e-06
1960,1.2388291281695274e-07,1.1765416640940884e-08,6.407307409972418e-06
1961,1.771780659964861e-07,1.2506686575264325e-08,6.777929229428992e-06
1962,1.1669200006281244e-07,1.331810883797857e-08,6.406644388334826e-06
1963,1.3578711843820201e-07,1.4225317035432283e-08,7.182492026913678e-06
1964,1.1437860791829735e-07,1.0951143103454797e-08,6.571294306922937e-06
1965,1.0506323633308057e-07,1.0944086969999489e-08,6.990535439399537e-06
1966,1.7946602781648835e-07,1.440159436150168e-08,7.0241007961158175e-06
1967,1.074813127388552e-07,1.0353704837928746e-08,6.3995757955126464e-06
1968,1.0779397996429907e-07,1.2126822629410228e-08,7.5478242251847405e-06
1969,1.2353581269053393e-07,1.0900218561094022e-08,7.757776074868161e-06
1970,9.979233084322914e-08,8.737577467110569e-09,7.024552360235248e-06
1971,1.0328179200769227e-07,1.1304474467621617e-08,7.4198460424668156e-06
1972,1.421050654926148e-07,6.1561762354500615e-09,7.427939635817893e-06
1973,1.0861011645602048e-07,7.1671650836435674e-09,7.216783615149325e-06
1974,1.3613883709240326e-07,1.406392913239074e-08,7.559080586361233e-06
1975,8.452990840623897e-08,9.709516302081056e-09,7.019409167696722e-06
1976,1.028434866157113e-07,1.942599137105816e-08,7.066490070428699e-06
1977,1.1459724902351809e-07,1.4104276857551667e-08,7.036270744720241e-06
1978,1.0336628974982887e-07,7.128709622605811e-09,7.280194495251635e-06
1979,9.246117826933187e-08,9.948354584565777e-09,6.746154667780502e-06
1980,8.414023255909342e-08,9.664756106531058e-09,6.817632765887538e-06
1981,8.539491602732596e-08,3.162774819820413e-09,6.734812359354692e-06
1982,1.2104629831810598e-07,1.6139505842893698e-08,7.084001481416635e-06
1983,1.1493875007317911e-07,1.452522668810019e-08,7.323240424739197e-06
1984,1.2293898521420488e-07,8.69851302098823e-09,7.029558219073806e-06
1985,1.1970961111273937e-07,7.82022557821449e-09,7.314316917472752e-06
1986,1.4206931098215136e-07,1.3787316621716172e-08,6.8277190621302e-06
1987,1.5032608757792332e-07,6.110816963555976e-09,6.8813910729659256e-06
1988,1.900907591334544e-07,6.596209245479656e-09,7.456114872184116e-06
1989,9.165164271962567e-08,5.488122178931576e-09,7.574706160085043e-06
1990,1.5855574986289867e-07,5.448651141382044e-09,7.583977094327565e-06
1991,1.324691112358778e-07,7.033758187002803e-09,7.192017619672697e-06
1992,1.5923738772016804e-07,5.509944167592096e-09,7.967379133333452e-06
1993,1.0801454664033372e-07,5.5392074260751656e-09,7.942115189507604e-06
1994,1.123559343341185e-07,1.2659823855898367e-08,7.422876933560474e-06
1995,1.312233166572696e-07,3.2534704930142766e-09,8.531142157153226e-06
1996,1.5106800788089458e-07,3.2028553142993132e-09,8.155003342835698e-06
1997,1.414493908669101e-07,8.630810066634353e-09,8.353185876330826e-06
1998,9.965390290744836e-08,1.9072516899143466e-09,7.562729933852097e-06
1999,9.688826452247667e-08,1.3710603485872497e-09,7.948493475851137e-06
2000,1.3342454963094497e-07,1.7672125984802278e-09,8.109738701023161e-06
2001,1.174164765416208e-07,3.0668482198237257e-09,7.564600309706293e-06
2002,1.209217117548178e-07,3.943099347036849e-09,7.49057426219224e-06
2003,1.150070758626498e-07,2.0834614589126943e-09,8.015909770620055e-06
2004,1.171674455235916e-07,8.809582507929292e-10,7.441454272338888e-06
2005,1.1169299085622697e-07,2.702249757291497e-09,7.371286756097106e-06
2006,1.1283018608310158e-07,1.6471559671771274e-09,7.5653874773706775e-06
2007,1.4180402274632797e-07,1.1983438685803094e-09,7.502032076445175e-06
2008,9.877260254143039e-08,0.0,7.883075340942014e-06
2009,1.339862052418539e-07,2.860915504498962e-09,7.759756044833921e-06
2010,1.01561546728135e-07,1.4171379625338432e-09,7.413520961563336e-06
2011,1.124247788197863e-07,3.82397197240536e-10,7.871646630519535e-06
2012,1.4842541418147448e-07,1.0212758416727752e-09,7.519653991039377e-06
2013,1.0570784070296213e-07,1.1156500168141292e-09,6.46853868602193e-06
2014,1.0220901458524168e-07,1.5158116151159362e-09,6.262250735744601e-06
2015,1.309996093823429e-07,1.5516027768169849e-09,6.096912329667248e-06
2016,1.6115025402996253e-07,2.278474076078396e-09,6.280302841332741e-06
2017,9.584478988244882e-08,2.0124891197959016e-09,5.491830961545929e-06
2018,1.2132893800753664e-07,1.0325866828253538e-09,5.766996764577925e-06
2019,1.2984527586468175e-07,7.65296326310505e-10,5.840486664965283e-06
