year,grandes_ADJ îles_NOUN,grandes_ADJ iles_NOUN,grandes_ADJ villes_NOUN
1800,3.6472309261625924e-07,3.144164395507687e-08,5.093546405987581e-06
1801,4.381375902084983e-07,9.52473055981784e-09,6.319658496067859e-06
1802,2.886813774694019e-07,7.161088433349505e-08,5.7087299865088426e-06
1803,2.5354410126965377e-07,1.1702034896643454e-08,7.233807991724461e-06
1804,6.896464128658408e-07,3.213406163382615e-08,5.705031981051434e-06
1805,1.5635826855486812e-07,8.528633133053631e-09,6.18610192759661e-06
1806,1.7001848107156547e-07,0.0,4.210118731862167e-06
1807,3.7295112065294234e-07,2.8469551160981155e-09,6.04693286732072e-06
1808,4.169576186541235e-07,1.3596443970698147e-08,5.236896868154872e-06
1809,2.1234886560250743e-07,2.0331275329965592e-08,7.298927812371403e-06
1810,1.942305232205399e-07,1.4040760554223652e-08,3.947793629777152e-06
1811,2.6575014544505393e-07,2.2563690471599784e-08,5.1846345741068944e-06
1812,3.2273220540446346e-07,2.1337664968257286e-08,4.5582587517856155e-06
1813,3.8822511783109803e-07,4.026038258331255e-08,5.489790964929853e-06
1814,7.237357380063258e-08,6.293354282149721e-09,5.358790986065287e-06
1815,5.016835871174408e-07,0.0,5.442997007776285e-06
1816,5.539073413274309e-07,1.1588019432906549e-08,4.723276560980594e-06
1817,3.3161404644488357e-07,7.784366928831332e-09,5.522229912457988e-06
1818,2.2173389879753813e-07,1.3113295116440327e-08,4.644490672944812e-06
1819,1.9874016743415268e-07,3.105315005136333e-09,5.0337157517788e-06
1820,4.782191922458878e-07,7.119888678630559e-09,5.422981757874368e-06
1821,2.780939780677727e-07,9.861488514673056e-09,4.625037945515942e-06
1822,2.546506436829077e-07,6.015369535816717e-09,4.815303327632137e-06
1823,4.5855668417971174e-07,9.882687224127551e-09,4.749619165522745e-06
1824,2.223173680704349e-07,2.0210669582354512e-08,4.412663201946998e-06
1825,2.729687480496068e-07,2.0252518551089338e-08,4.651034942071419e-06
1826,3.7433932220665156e-07,2.3781557056956615e-08,4.887550403509522e-06
1827,4.129338435632235e-07,2.488663675137559e-08,4.923867436446017e-06
1828,3.155271599553089e-07,1.2841221974646544e-08,5.04476565765799e-06
1829,3.7036119238109677e-07,4.6295149935815516e-08,5.183342182135675e-06
1830,3.997308226644236e-07,3.1310507075943406e-08,5.051428615843179e-06
1831,3.0091027269918413e-07,1.5591206548037917e-08,5.1326251195860095e-06
1832,4.843728902415023e-07,2.570694235259907e-08,4.989852641301695e-06
1833,8.004287224139262e-07,9.035230341680744e-08,5.757063263445161e-06
1834,3.7804849739586643e-07,4.4805747334564217e-08,5.762206001236336e-06
1835,3.9403687424055533e-07,2.571449897459388e-08,4.95382255394361e-06
1836,4.415532828261348e-07,2.2850549452613222e-08,5.381976734497584e-06
1837,3.8268399293883704e-07,4.244313345225237e-08,6.6475690800871234e-06
1838,3.1371445174954715e-07,5.996554008902422e-08,5.995291303406702e-06
1839,2.9713768867623003e-07,2.936419518650979e-08,6.460123131546425e-06
1840,2.9109477850397525e-07,3.821813177040667e-08,6.0136230786156375e-06
1841,3.8908524402359035e-07,3.467096343356957e-08,5.57817247681669e-06
1842,2.991886276504374e-07,1.677066263638949e-08,5.654396773024928e-06
1843,3.0893144753463275e-07,3.189731900832271e-08,5.810628408653429e-06
1844,2.6454864610059303e-07,2.195424420037284e-08,5.411172423919197e-06
1845,2.9128790401955484e-07,4.408380149811819e-08,5.478109869727632e-06
1846,3.2726663334869954e-07,4.0981511517657054e-08,6.35915921520791e-06
1847,3.30065290654602e-07,4.1527822958187244e-08,5.770210009359289e-06
1848,4.103063133698015e-07,5.470750608083108e-08,6.258378107304452e-06
1849,4.156189845616609e-07,5.1952373070207614e-08,5.579014668910531e-06
1850,1.7515610295504302e-07,4.209177539848952e-08,6.256738743104506e-06
1851,1.850988979867907e-07,2.1283148132766883e-08,5.633584805764258e-06
1852,2.317754166369923e-07,4.492276417522589e-08,5.935664376011118e-06
1853,3.475664414054336e-07,4.777545470346922e-08,5.606449576589512e-06
1854,2.5822453153523384e-07,3.585008512274612e-08,5.094349035061896e-06
1855,2.4518050167898764e-07,3.078023524949458e-08,5.157812211109558e-06
1856,2.0087493624032504e-07,2.692138423299184e-08,5.1528563744795974e-06
1857,2.450517513352679e-07,2.4407545318183566e-08,5.6488825066480786e-06
1858,2.6034356892523647e-07,1.5659762986341974e-08,4.945059572492028e-06
1859,2.9687370783904043e-07,1.5785737161877478e-08,5.346782018023077e-06
1860,2.2657060583242128e-07,1.9224172476128842e-08,5.592403340415331e-06
1861,2.174059261506045e-07,3.4898130885085976e-08,5.159264219400939e-06
1862,1.9833959186144057e-07,2.1234535907410645e-08,5.7071201808867045e-06
1863,2.647149131007609e-07,1.7980634758885117e-08,5.315775069902884e-06
1864,3.7446824308062787e-07,1.8699438775193755e-08,5.944503755017649e-06
1865,2.649953501077107e-07,1.1767111118832219e-08,6.293050773820141e-06
1866,2.8171899657536414e-07,2.4328064229806046e-08,5.535607670026366e-06
1867,2.926245201706479e-07,2.6690463172940326e-08,6.657086942141177e-06
1868,2.4896965555853967e-07,2.815728250560312e-08,6.5290314523736015e-06
1869,2.392924329797097e-07,1.6115613732381462e-08,5.9715671341109555e-06
1870,2.6720667278823385e-07,9.747882501187632e-09,6.159515123727033e-06
1871,2.187962451216663e-07,9.559059321873065e-09,8.276021617348306e-06
1872,2.5156930405501043e-07,1.3304146784243187e-08,7.330584594456013e-06
1873,2.687716005311813e-07,1.975381508367846e-08,6.904856036271667e-06
1874,2.419716622625856e-07,1.6728905372076497e-08,6.9430934672709554e-06
1875,3.164004453992675e-07,2.6319024737375685e-08,6.560303063452011e-06
1876,3.337400187319872e-07,2.1765653723804235e-08,6.740097433066694e-06
1877,3.8964341797509405e-07,1.6699003069220453e-08,7.1125382419268135e-06
1878,3.4845541563299776e-07,1.570163088437937e-08,7.4401573328941595e-06
1879,3.3906755447787873e-07,2.260450293611882e-08,7.580450983368792e-06
1880,3.324444435293117e-07,1.6044615858135103e-08,7.365762030531187e-06
1881,2.7541403824216104e-07,2.30092743747079e-08,7.095223736541811e-06
1882,4.033163349959068e-07,2.8618154956916442e-08,7.529902632086305e-06
1883,2.2686427314511093e-07,1.7062215473817588e-08,6.7812825363944285e-06
1884,3.5517129504114564e-07,2.178559999066465e-08,7.571486094093416e-06
1885,2.79096013855451e-07,1.6758653242909816e-08,7.56975441618124e-06
1886,2.4910369234021346e-07,5.679048165063705e-08,7.276925771293463e-06
1887,2.970660659684654e-07,2.8074375935105422e-08,7.669527803955134e-06
1888,1.864140699581185e-07,2.4094335415725254e-08,6.532735369546572e-06
1889,3.182689454206411e-07,3.2578710396080623e-08,7.200521849881625e-06
1890,2.307144058022459e-07,2.0974037007182034e-08,7.454303613485536e-06
1891,1.6636714406104147e-07,2.5496879274555795e-08,7.567473858216545e-06
1892,2.093683093562504e-07,1.4417578686476418e-08,7.561706297565252e-06
1893,2.407940939974651e-07,1.4780199564246033e-08,7.017515599727631e-06
1894,1.9912863535864744e-07,2.2685542333533704e-08,7.844156243663747e-06
1895,2.2389245657450374e-07,1.9861426947542782e-08,7.64725155022461e-06
1896,1.7809027497150964e-07,2.594692660728981e-08,7.715672836638987e-06
1897,2.0102162068269536e-07,1.3984112090525969e-08,8.415522643190343e-06
1898,1.7767234794519027e-07,1.5843393486036916e-08,7.405654741887702e-06
1899,1.5587771429181885e-07,2.4874102777516782e-08,7.540169463027269e-06
1900,2.2944455224660487e-07,2.180242297811219e-08,7.82187908043852e-06
1901,1.1233365171392506e-07,1.173635155726771e-08,7.709665624133777e-06
1902,1.6744067465879198e-07,2.0623192598101525e-08,6.6480333771323785e-06
1903,1.6092656096589053e-07,1.8900771170393682e-08,8.177013114618603e-06
1904,1.3060339654202835e-07,1.6123875568041512e-08,8.108697329589631e-06
1905,2.0126960009747563e-07,2.0643036169332163e-08,8.321723726112396e-06
1906,1.8107529342614725e-07,2.0062319583402655e-08,7.943649507069495e-06
1907,1.6097099830858497e-07,1.9028519815389444e-08,7.90300782682607e-06
1908,1.753365950207808e-07,1.817213934884876e-08,8.057624654611573e-06
1909,1.4302557360679202e-07,8.251475058784763e-09,7.841652404749766e-06
1910,1.7742580382673623e-07,1.923894221711464e-08,8.614771104475949e-06
1911,2.1494311397418642e-07,2.1813533979120336e-08,8.51047025207663e-06
1912,9.84580594831641e-08,1.1460726367928942e-08,8.223071745305788e-06
1913,1.3416564570434275e-07,2.4393753017548647e-08,8.03721104603028e-06
1914,1.332652033170234e-07,2.4108278040557707e-08,7.74411455495283e-06
1915,1.4136914217033336e-07,1.2958838335741518e-08,6.612541710637743e-06
1916,1.6700941785074974e-07,2.0876178119522137e-08,7.641780030098744e-06
1917,2.1603855770990776e-07,3.399591652630818e-08,7.708299563091714e-06
