year,quelles_DET îles_NOUN,quelles_DET villes_NOUN
1800,6.288328968651058e-09,5.0306631749208464e-08
1801,4.7623651688866175e-09,2.143064325998978e-08
1802,0.0,2.4616241489638924e-08
1803,0.0,7.801356893821776e-09
1804,0.0,7.415552971679062e-08
1805,0.0,5.1171799242411e-08
1806,0.0,3.458002950651462e-08
1807,0.0,3.985737118128441e-08
1808,2.2660739951163578e-09,3.852325747288887e-08
1809,0.0,2.259030518203531e-09
1810,0.0,1.3338723192646285e-07
1811,0.0,3.008492210909708e-08
1812,0.0,3.467370746079723e-08
1813,0.0,5.1763349162570194e-08
1814,9.440030979135372e-09,1.2586708564299443e-08
1815,0.0,2.697223555614414e-09
1816,0.0,6.257530316133852e-08
1817,0.0,3.89218364205135e-08
1818,3.5763532135746345e-09,9.656153920900579e-08
1819,0.0,2.2772310259711048e-08
1820,1.1866481131050932e-09,8.781196125795532e-08
1821,0.0,3.254291147669619e-08
1822,5.012807946513931e-09,3.208197085768916e-08
1823,9.882687113105248e-09,6.028439125671525e-08
1824,5.052667617633233e-09,8.000057238888303e-08
1825,2.641632912414593e-09,7.308517702142581e-08
1826,5.284790716153509e-09,8.103345550125596e-08
1827,2.7651818612639545e-09,3.3182182335167454e-08
1828,9.172301251858528e-10,4.953042537225727e-08
1829,7.715858174606183e-09,1.800366966620004e-08
1830,0.0,1.0436835840010872e-08
1831,0.0,2.6505049710578987e-08
1832,1.7588960066206027e-08,1.4071167875329138e-07
1833,3.4750886612755494e-09,6.370995642157595e-08
1834,9.334530925997342e-10,4.387229446400909e-08
1835,3.781543966852041e-09,6.126101226300307e-08
1836,6.720750067579218e-10,7.661655132551459e-08
1837,1.3915781860163179e-09,5.775049327638726e-08
1838,8.20581069760351e-09,7.006500002404437e-08
1839,4.194885327990505e-09,6.921560569139729e-08
1840,6.369688665408546e-10,5.923810464381063e-08
1841,1.2841097074556274e-09,3.9165347853753474e-08
1842,4.024959032733477e-09,3.6895457355967665e-08
1843,2.9534555912036353e-09,7.324569439859374e-08
1844,4.9397050894128824e-09,4.775048201288712e-08
1845,0.0,3.2923343162849505e-08
1846,1.1709002656346001e-09,5.5617763505821927e-08
1847,1.6179670936367074e-09,4.58424018745518e-08
1848,5.63165514222419e-09,6.597081902981472e-08
1849,1.0893239199560867e-08,1.2569122409544775e-08
1850,1.3577992064028876e-09,5.4311970032472345e-08
1851,3.8696632564949596e-09,3.418202609850596e-08
1852,4.557381805270211e-09,3.05995628835376e-08
1853,0.0,1.8512988253505114e-08
1854,1.0391328908454511e-09,5.45544751595628e-08
1855,3.1841622671890946e-09,4.0332722051061864e-08
1856,2.070875637638636e-09,3.675804371994218e-08
1857,3.905207268672939e-09,4.1980976916988766e-08
1858,7.829881576437714e-09,2.691521838737998e-08
1859,0.0,4.226503769189094e-08
1860,9.154367819341758e-10,6.682688535875059e-08
1861,9.431927461278633e-10,4.0557287306342005e-08
1862,2.710791813242963e-09,5.2860440025170874e-08
1863,4.4951587452324304e-09,4.445212664627718e-08
1864,1.4384183844029508e-09,2.3973639073915365e-08
1865,6.1188974997961054e-09,7.060266815628324e-08
1866,4.865613079108044e-09,2.919367725340294e-08
1867,0.0,2.9602150064533816e-08
1868,2.9639244392143382e-09,4.050696589263936e-08
1869,2.9301114867763545e-09,2.3440891894210836e-08
1870,0.0,4.185855573268782e-08
1871,0.0,3.186353136896969e-08
1872,8.466274903362603e-09,4.354084293112237e-08
1873,3.5916027374405246e-09,5.147963966223301e-08
1874,5.974609140757536e-10,5.018671556111798e-08
1875,6.293679799540541e-09,5.60709647601243e-08
1876,3.02300739996042e-09,5.3204931571571024e-08
1877,6.184815992682502e-10,3.216104316194901e-08
1878,3.6234530931267273e-09,3.9254076877881516e-08
1879,9.163987790827832e-09,1.5884245807562536e-08
1880,1.9253538763308597e-09,3.144744686878198e-08
1881,2.0917522713936876e-09,4.392679642251096e-08
1882,0.0,1.0448955123365522e-07
1883,4.423537369735442e-09,5.308244599433465e-08
1884,7.922036360241691e-09,2.8387296069354306e-08
1885,0.0,3.738468579150833e-08
1886,6.4534639854230136e-09,3.872078302435966e-08
1887,6.528924623161458e-10,1.9586773314372863e-08
1888,1.9021844099853524e-09,2.663058107366112e-08
1889,1.2530273485467092e-09,1.879540939553337e-08
1890,8.520702365899524e-09,2.0974036729626278e-08
1891,0.0,2.6134301833735663e-08
1892,1.2537024751679837e-09,3.384996727362477e-08
1893,5.542574843531156e-09,2.1554457885208933e-08
1894,1.2603078580752936e-09,1.07126170156846e-08
1895,3.0093072478365457e-09,1.3240951668436196e-08
1896,1.179405795248556e-09,4.9535043622483954e-08
1897,1.1653427112179315e-09,2.7385554268732903e-08
1898,6.224190496340043e-09,3.055511665905897e-08
1899,5.527578395003729e-10,4.366786932052946e-08
1900,2.07642125715779e-09,3.322273922634622e-08
1901,2.794369402536745e-09,2.794369402536745e-08
1902,4.910283735171106e-09,2.995273096217943e-08
1903,1.6200660812870638e-09,2.6461078439510288e-08
1904,2.1498500757388683e-09,1.8811188162715098e-08
1905,5.160759042333041e-10,1.8062656703676794e-08
1906,1.5432553013283723e-09,3.035068818491027e-08
1907,2.5714216866923323e-09,2.571421719999023e-08
1908,5.402527980535865e-09,2.2101250607420297e-08
1909,3.300590023513905e-09,2.3104130164597336e-08
1910,1.068830135508847e-09,1.977335795100288e-08
1911,1.5961122423746588e-09,2.1813533424008824e-08
1912,1.0418842455450772e-09,2.6047106471693837e-08
1913,7.42418571064718e-09,2.9166444370787303e-08
1914,1.3393487430235496e-09,1.1384464038144415e-08
1915,2.3561523843085297e-09,3.5342285320538736e-08
1916,3.2962386153911893e-09,3.1863640836959917e-08
1917,1.0966424435210342e-09,1.864292187292449e-08
1918,1.1486376294556067e-09,2.412139110674616e-08
1919,0.0,1.381177283654722e-08
1920,2.2716695191604686e-09,9.086677632552664e-09
1921,1.5145494858259667e-09,1.5145495080304272e-08
1922,0.0,2.5822774141204263e-08
1923,1.0615948120573648e-09,2.441668156549781e-08
1924,0.0,2.4494086314774677e-08
1925,1.0998177923937646e-09,3.189471531328536e-08
1926,0.0,2.3406891536126295e-08
1927,2.2298449753321847e-09,2.1183527820767267e-08
1928,4.570416489713125e-09,2.2852082892654835e-08
1929,7.798284240578823e-09,1.893869105984436e-08
1930,1.0503603542488804e-09,2.8359729675742074e-08
1931,0.0,1.7108034988666532e-08
1932,0.0,1.8631212350683768e-08
1933,3.4411986593596566e-09,3.785318458682241e-08
1934,4.7926320689839486e-09,2.3963160344919743e-08
1935,2.393656828303392e-09,1.6755596909945325e-08
1936,1.2124714565686645e-08,2.66743711563322e-08
1937,3.777335333410292e-09,2.1404900518717795e-08
1938,5.186085783037697e-09,1.9447821575369062e-08
1939,1.5294050470515685e-09,2.7529289958749814e-08
1940,0.0,5.832300686847702e-08
1941,2.9515025978810172e-09,2.9515025978810172e-08
1942,0.0,3.337632992206352e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,0.0,1.6065930807940276e-08
1945,6.535512131478072e-09,4.574858580852492e-08
1946,5.568441707737293e-09,1.809743643832462e-08
1947,1.1920870957027319e-09,1.907339353124371e-08
1948,5.435944139264848e-09,1.630783175166073e-08
1949,0.0,1.47255123650325e-08
1950,1.0635361480382244e-09,2.0207186812726263e-08
1951,5.3307008807124134e-09,3.411648485940333e-08
1952,1.0544803918932644e-09,1.4762725264461096e-08
1953,9.69644498027833e-09,1.723812381726475e-08
1954,4.886268278880834e-09,4.299915956629263e-08
1955,1.6894094123642844e-08,2.1586897602787758e-08
1956,5.232684952005684e-09,2.1802854188734955e-08
1957,8.835037701437898e-10,2.2087594420128198e-08
1958,4.9633461784992505e-09,1.8198935247681902e-08
1959,8.525822714489095e-09,2.6352543258667538e-08
1960,8.305000021024966e-09,1.6610000486139143e-08
1961,6.25334317660986e-09,2.918226993386952e-08
1962,5.0735651235811474e-09,1.9025868547295488e-08
1963,1.2932106496776896e-09,2.392439757414877e-08
1964,9.125952382671443e-09,2.3727476428092587e-08
1965,2.7360217424998723e-09,2.7907421262796106e-08
1966,3.8773522170743036e-09,2.215629901769489e-08
1967,7.3955032653394426e-09,1.8242241717203456e-08
1968,4.0422742653145605e-09,4.087188454349189e-08
1969,3.1792304344691047e-09,2.407131627357728e-08
1970,5.058597374318907e-09,2.7132477264935062e-08
1971,3.5968781286754847e-09,2.1581268994097513e-08
1972,3.5911027485013847e-09,3.078088028907189e-08
1973,4.961883459664307e-09,1.433432994524253e-08
1974,2.2502286700643026e-09,2.5877629372672573e-08
1975,5.140332159925265e-09,3.1413140533231854e-08
1976,1.142705374768127e-09,2.228275497451193e-08
1977,5.876781838942691e-10,2.2331771321049132e-08
1978,5.940591352171509e-10,1.9603951351143678e-08
1979,3.5111840102075575e-09,2.6333880631668194e-08
1980,2.2740602734216964e-09,3.013129923346014e-08
1981,5.06043967840597e-09,2.4037088985906507e-08
1982,1.8622506869903077e-09,2.2347008687972902e-08
1983,3.157658134966823e-09,2.462973203165575e-08
1984,2.3196033982486597e-09,3.015484439927718e-08
1985,1.3835783407856184e-08,2.1656008986070674e-08
1986,6.593933843390687e-09,2.1580147668842642e-08
1987,4.27757174126242e-09,1.5277042575423394e-08
1988,1.139345240375178e-08,2.398621523624911e-08
1989,2.1952488715726304e-09,3.0733483757927615e-08
1990,1.089730194969718e-09,2.94227158192939e-08
1991,3.5168792322792797e-09,3.516879099052517e-08
1992,2.7549720282848966e-09,2.920270381068235e-08
1993,4.431366051882435e-09,2.1602908795159692e-08
1994,4.747434001473039e-09,2.0572213710323695e-08
1995,2.1689803286761844e-09,2.0063068095765857e-08
1996,4.804282749404365e-09,4.056950153596972e-08
1997,4.794894259418925e-09,4.4592518122499314e-08
1998,1.9072516899143466e-09,2.6224711291433778e-08
1999,2.7421206971744994e-09,3.0163327835452947e-08
2000,2.2090156370779823e-09,4.064589020913445e-08
2001,4.8193329327261836e-09,2.2344179839706158e-08
2002,3.504977197366088e-09,3.1544795220384e-08
2003,4.583615265119079e-09,2.875176807748403e-08
2004,3.0833537945085254e-09,2.070251925445632e-08
2005,5.854874474131577e-09,2.0717247917190207e-08
2006,2.0589450144825605e-09,2.5119128999051554e-08
2007,4.393927499624084e-09,2.236908569486218e-08
2008,3.405951742863067e-09,2.7247614831082956e-08
2009,7.629108011997232e-09,3.1946889578193804e-08
