year,quelles_DET îles_NOUN,quelles_DET villes_NOUN
2010,4.2514138876015295e-09,3.212179233713641e-08
2011,3.823971805871906e-09,2.4473420179305094e-08
2012,4.7659536595023866e-09,2.5872320730258025e-08
2013,5.578250195092949e-09,2.2034086999411784e-08
2014,4.980523826692007e-09,2.66349760025264e-08
2015,3.768178213903184e-09,2.2609069283419103e-08
2016,4.971216105431608e-09,2.2991875070488277e-08
2017,2.515611330355938e-09,1.8867085227469715e-08
2018,8.26069346260283e-09,2.2716907466246994e-08
2019,2.5509878098795014e-09,2.0918099252753564e-08
