year,autres_ADJ iles_NOUN,autres_ADJ villes_NOUN
1859,4.2265037469846334e-08,6.24809672444826e-06
1860,3.570203510605552e-08,5.941642484685872e-06
1861,4.621644400515379e-08,5.357806458050618e-06
1862,3.659569014491382e-08,5.549894467549166e-06
1863,5.19440564450413e-08,5.150952347321436e-06
1864,3.931676972879217e-08,5.131317720952211e-06
1865,2.6829012678142306e-08,5.489122031576699e-06
1866,4.184427054854112e-08,5.219829745328752e-06
1867,3.494024269912188e-08,5.210463768889895e-06
1868,2.5687345028835296e-08,4.364872893347638e-06
1869,2.441759672233701e-08,4.056250872963574e-06
1870,2.2362791174401764e-08,4.725429789687041e-06
1871,1.911811953192455e-08,4.1167681956721935e-06
1872,2.6003559305820545e-08,4.259140951035079e-06
1873,4.0106228560432555e-08,4.4033049562131055e-06
1874,3.584765456698946e-08,4.902166892861715e-06
1875,3.83342312337831e-08,4.4976923163631e-06
1876,2.5997862973525798e-08,4.532697403192287e-06
1877,3.277952553837338e-08,5.060416242486099e-06
1878,3.804625897663172e-08,4.976812761015026e-06
1879,2.6881031511827302e-08,4.273473223292967e-06
1880,3.4656369329866266e-08,5.014263479097281e-06
1881,5.647731143865187e-08,4.852167876379099e-06
1882,3.0614772494885756e-08,4.4990401875111274e-06
1883,3.4124430947635176e-08,5.082012194179697e-06
1884,5.677459302688703e-08,4.4508642531582154e-06
1885,3.6095559541315936e-08,4.595738118950976e-06
1886,9.55112642309075e-08,4.6071277211012784e-06
1887,4.635536371422333e-08,4.121057372685755e-06
1888,3.170307283362206e-08,4.167686256550951e-06
1889,5.45066875523581e-08,4.269690634828294e-06
1890,3.736000159237918e-08,3.93721984437434e-06
1891,3.8245320910235137e-08,3.6556152736011427e-06
1892,5.3909207098357115e-08,4.0444442674925085e-06
1893,4.2493073337812604e-08,3.8114440030767582e-06
1894,4.6631390970830466e-08,3.745635012819548e-06
1895,4.4537746823891666e-08,3.176624659317895e-06
1896,4.2458609073037223e-08,3.655568207250326e-06
1897,5.302309369348279e-08,3.7378367778728716e-06
1898,4.5266837944701876e-08,3.6813257793255616e-06
1899,7.738609575369537e-08,3.5525745261111297e-06
1900,5.45060585555035e-08,3.5273205867270008e-06
1901,4.806315456740151e-08,3.4627826153155183e-06
1902,3.7809184227910464e-08,2.9260381779749878e-06
1903,4.158169653045718e-08,3.5004227356694173e-06
1904,3.869730225147805e-08,3.4709330520854564e-06
1905,4.076999593483066e-08,3.419518861846882e-06
1906,5.298510008522328e-08,3.4399160995235434e-06
1907,3.9599892032171624e-08,3.280105602243566e-06
1908,2.5539223624804208e-08,3.3083117614296498e-06
1909,2.585462199888866e-08,3.275285507697845e-06
1910,3.2064904731399224e-08,3.4507181680965004e-06
1911,3.6710580797461034e-08,3.476332494756207e-06
1912,2.3963337258958717e-08,3.223068915758631e-06
1913,3.924212471639876e-08,2.9707348403462674e-06
1914,2.879599858562898e-08,3.369801333974465e-06
1915,2.1205371458776767e-08,3.339845989103196e-06
1916,1.098746227334857e-08,3.0204532777133863e-06
1917,2.4126133979507358e-08,3.0124767818051623e-06
1918,2.756730399511298e-08,2.752135742412065e-06
1919,2.3940406101985445e-08,3.070817456318764e-06
1920,2.2716694747515476e-08,2.977401436510263e-06
1921,3.7106461903135823e-08,2.4323665002157213e-06
1922,2.6560568577860266e-08,2.505546945030801e-06
1923,2.2293490609115452e-08,2.680526904441649e-06
1924,2.4494086647841584e-08,2.543517439335119e-06
1925,6.048997924779087e-08,2.5669746719358955e-06
1926,3.009457349989475e-08,2.537975660743541e-06
1927,2.7873061858585402e-08,2.6367915779701434e-06
1928,5.827280880055241e-08,2.433746885799337e-06
1929,2.562293466290555e-08,2.8374615794746205e-06
1930,4.621585647512916e-08,2.6101454295712756e-06
1931,2.737285598186645e-08,2.5342701519548427e-06
1932,3.178265617354015e-08,2.6894701932178577e-06
1933,4.1294384578449694e-08,2.5476340397290187e-06
1934,4.073737258636356e-08,2.7461780973681016e-06
1935,1.6755597798123745e-08,2.5073554752452765e-06
1936,2.424942913137329e-08,2.3825064090488013e-06
1937,4.532802544421344e-08,2.5333329176646657e-06
1938,7.519824563040345e-08,2.335035105716088e-06
1939,4.5882152299725476e-08,2.4409305297012907e-06
1940,1.775048041885441e-08,2.8045758426742395e-06
1941,8.854507793643052e-09,2.334638566026115e-06
1942,1.5171058853624686e-08,2.4880537239369005e-06
1943,1.4516176038981143e-08,2.354523758185678e-06
1944,2.5705489292704442e-08,2.54163023782894e-06
1945,6.099811278303946e-08,2.4878515887394315e-06
1946,7.795818213196526e-08,2.3846851036068983e-06
1947,2.5033828343623554e-08,2.3770217012497596e-06
1948,4.348755200389576e-08,2.153720970454742e-06
1949,3.3377827390879133e-08,2.584818275863654e-06
1950,1.3825969702452312e-08,2.4354978904739255e-06
1951,2.771964457970455e-08,2.1749260668002535e-06
1952,4.007025466989944e-08,2.020384499701322e-06
1953,3.339886467390585e-08,2.3594682261318667e-06
1954,3.224936895307451e-08,2.325863533769734e-06
1955,4.223523575319632e-08,1.999134383368073e-06
1956,8.546718710533696e-08,2.1061557617940707e-06
1957,2.4738106174648777e-08,2.16900184568658e-06
1958,2.8952852393349104e-08,2.432039536870434e-06
1959,4.960478627857867e-08,2.3283246264327317e-06
1960,2.9067500184609685e-08,2.499805077604833e-06
1961,2.1539293626471334e-08,2.2956717202760046e-06
1962,1.8391673961559718e-08,2.415651124465512e-06
1963,1.8104948984465352e-08,2.929768697867985e-06
1964,2.737785725903663e-08,2.5917704533640062e-06
1965,1.8604948082145967e-08,3.029323124792427e-06
1966,3.0464910705241266e-08,2.7623366349871503e-06
1967,2.3172577523489224e-08,2.7821884032164235e-06
1968,3.413476046265629e-08,3.009697820743895e-06
1969,3.042977719802664e-08,3.325475063320482e-06
1970,3.265094719595574e-08,2.915591721830424e-06
1971,1.9525910444073702e-08,2.9730767892033327e-06
1972,2.6676763686950267e-08,3.0565415727323852e-06
1973,3.9695068176914816e-08,2.97492465506366e-06
1974,5.8505943978381936e-08,3.4715403671725653e-06
1975,3.655347358133554e-08,3.0979067560110707e-06
1976,3.599521963826291e-08,2.7864871299243532e-06
1977,3.173462226335744e-08,3.253974000472226e-06
1978,4.990096802437449e-08,3.0611868169216905e-06
1979,2.984506330960812e-08,2.818895609379979e-06
1980,4.604972092536741e-08,2.9699226615775842e-06
1981,2.2139423072609077e-08,2.7016421881853603e-06
1982,4.1590264676649724e-08,2.918767677329015e-06
1983,4.673333942051272e-08,2.982092155434657e-06
1984,4.291266236799984e-08,2.753949047473725e-06
1985,4.812446330326736e-08,2.6191739834757755e-06
1986,5.155257420952353e-08,2.5290735266025877e-06
1987,4.888653482026939e-08,2.741923481153208e-06
1988,5.2769673297703434e-08,2.9191223802627064e-06
1989,3.6221606158903796e-08,3.1540237159788376e-06
1990,3.2691906515225355e-08,2.969514753203839e-06
1991,3.985796298566768e-08,2.899080755014438e-06
1992,3.250867131043833e-08,3.245908146709553e-06
1993,2.880387806047935e-08,3.1429462978849187e-06
1994,2.32096768471024e-08,3.127503987343516e-06
1995,2.114755837112625e-08,2.8608851607714314e-06
1996,2.6156651511399787e-08,3.171360503984033e-06
1997,2.541294086277901e-08,3.2279228889819933e-06
1998,2.4794272857064925e-08,2.973405344164348e-06
1999,1.6909744382509473e-08,3.0963112749304855e-06
2000,1.3254094599624011e-08,3.226930175515008e-06
2001,4.381211782256145e-09,3.1649874472350348e-06
2002,1.0953053741769025e-08,3.3073840768338414e-06
2003,7.083768904792009e-09,3.2197813197853975e-06
2004,2.554778888441689e-08,3.3102005545515567e-06
2005,5.854874474131577e-09,3.0003980100445915e-06
2006,1.2353669642806153e-08,3.105300720562809e-06
2007,6.790615098006825e-09,2.8492622732301243e-06
2008,6.3861596011349775e-09,2.8750489491358167e-06
2009,8.105927262747059e-09,2.670664571269299e-06
2010,0.0,2.4648752514622174e-06
2011,2.2943831556876404e-09,2.3808049718354596e-06
2012,6.808505315092361e-09,2.2982110294833547e-06
2013,1.6734749697100426e-09,2.161850716220215e-06
2014,1.5158116567492996e-09,2.0760123788932106e-06
2015,2.2165753260638965e-09,2.0554302864184137e-06
2016,3.107010093650331e-09,2.1285090952005703e-06
2017,3.2702948127294462e-09,1.8565211803434067e-06
2018,7.744400121190154e-10,1.9425538084760774e-06
2019,1.275493877184175e-09,1.9772705854848027e-06
