year,trois_DET ânes_NOUN,trois_DET vannes_NOUN
1900,1.142031713641245e-08,8.30568502863116e-09
1901,1.6766217081354284e-08,1.453072162593827e-08
1902,1.5221880644844532e-08,1.5712908751908117e-08
1903,1.7280704867062013e-08,7.560307935250421e-09
1904,5.374625189347171e-09,8.599400302955473e-09
1905,6.708986699521802e-09,7.741138396966107e-09
1906,1.800464666246171e-08,1.0288369267641428e-08
1907,8.74283373475393e-09,1.2342824262656649e-08
1908,6.384805573134145e-09,1.2769611368312894e-08
1909,6.0510818578052294e-09,4.400786846048277e-09
1910,1.1757131934686527e-08,3.206490406526541e-09
1911,2.1281496453973148e-08,1.2236860413850081e-08
1912,6.251305417759312e-09,1.2502610502451716e-08
1913,1.0605979205990934e-08,8.484783542428431e-09
1914,8.705766774141921e-09,6.696743604095445e-09
1915,1.1780761921542648e-09,2.0027295377644805e-08
1916,3.2962386153911893e-09,0.0
1917,4.386569774084137e-09,1.6449636319748606e-08
1918,4.594550517822427e-09,5.743188147278033e-09
1919,3.6831393490643904e-09,1.8415697411455767e-08
1920,3.786115865267448e-09,2.0445025228355007e-08
1921,4.543648568500203e-09,7.572747373618682e-09
1922,1.2542490601674672e-08,1.2542490324118916e-08
1923,1.0615948120573648e-09,9.554353308516284e-09
1924,1.0313299547703991e-08,7.734974771800296e-09
1925,7.698724324711748e-09,1.3197813508725176e-08
1926,7.802296586589819e-09,8.916910432255065e-09
1927,1.3379069851993108e-08,5.574612438330462e-09
1928,4.5704163786908225e-09,1.4853853924634564e-08
1929,6.684243825105796e-09,0.0
1930,6.302162347537887e-09,8.402882945013346e-09
1931,6.843213995466613e-09,9.124285327288817e-09
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.795242621227544e-08,9.574627313213568e-09
1936,8.487299751891442e-09,1.9399542416920212e-08
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.1668692678767911e-08,9.075650453382877e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,2.7893612752905028e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,6.960552134671616e-09,8.352662561605939e-09
1947,1.3112957830685446e-08,5.960435700558264e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,5.890204768377316e-09,4.908504269707237e-09
1950,1.2762433332369483e-08,8.508289184305795e-09
1951,6.396841278899501e-09,1.3859822622919182e-08
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,3.232148326759443e-09
1954,1.07497895029951e-08,1.9545072227344917e-09
1955,6.569925492527773e-09,6.569925492527773e-09
1956,4.36057079333807e-09,7.849027428008526e-09
1957,5.301022731885041e-09,7.951533931294108e-09
1958,8.272243334772611e-09,1.2408364835625463e-08
1959,1.0851047393956037e-08,1.5501495198577686e-08
1960,6.920833295342987e-09,1.3841666590685975e-08
1961,6.94815938118154e-09,1.1117054610210175e-08
1962,7.610347907416326e-09,2.536782617301725e-09
1963,5.819448034571906e-09,1.422531736849919e-08
1964,4.258777885901566e-09,7.300761994954996e-09
1965,1.094408652591028e-08,7.1136563306595235e-09
1966,4.431259803538978e-09,3.877352328096606e-09
1967,6.409436092980059e-09,1.2818872074937815e-08
1968,5.838840494432063e-09,2.245707925174756e-09
1969,1.090021850558287e-08,2.2708788183223305e-09
1970,1.241655755990223e-08,7.357959852516416e-09
1971,5.138397263237948e-09,3.5968781286754847e-09
1972,8.208234980600082e-09,3.591102859523687e-09
1973,8.269805784610895e-09,1.929621307183993e-08
1974,6.750685843659454e-09,5.06301445213353e-09
1975,7.996072248772634e-09,2.8557400888473694e-09
1976,1.0284348483935446e-08,6.284879672247001e-09
1977,1.4691955041445937e-08,4.7014254711541525e-09
1978,1.425741957827853e-08,3.5643548113029055e-09
1979,6.437170796402825e-09,7.022368020415115e-09
1980,5.116635615198817e-09,2.8425752862659692e-09
1981,6.3255494731073725e-09,1.8976649140967083e-09
1982,4.966001942996456e-09,6.20750217894539e-09
1983,1.1999100379966876e-08,4.420721344544631e-09
1984,9.858314165001048e-09,5.799008384599347e-09
1985,9.023337299574052e-09,4.812446441349039e-09
1986,1.019062523255343e-08,1.7983456945813714e-09
1987,9.77730663098697e-09,3.6664902225425067e-09
1988,1.0793796856312099e-08,1.1993107618124554e-09
1989,8.232183490441969e-09,3.2928733073589456e-09
1990,2.2884333983341776e-08,1.6345953479657283e-09
1991,7.619904984768056e-09,4.103025585955322e-09
1992,8.815910279569295e-09,2.2039776670368383e-09
1993,8.86273210376487e-09,1.661762283333701e-09
1994,6.85740436656701e-09,5.274926717646622e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,1.0676184380997711e-08,2.6690460952494277e-09
1997,1.4864173003559245e-08,1.438468344439059e-09
1998,6.198567992221626e-09,2.8608774238492174e-09
1999,5.9412613717668705e-09,4.113180906983871e-09
2000,6.185244316725402e-09,2.6508187866980393e-09
2001,7.0099388516098315e-09,8.762423564512289e-10
2002,1.577239705508049e-08,2.1906108038649563e-09
2003,1.2084076850271686e-08,2.9168460979889232e-09
2004,1.1452457648886138e-08,1.7619165015858584e-09
2005,7.656374201303606e-09,0.0
2006,1.523619275189958e-08,2.0589450144825605e-09
2007,6.391167151065247e-09,7.988958938831558e-10
2008,2.0009966211764763e-08,0.0
2009,1.1443661795951243e-08,4.76819250749827e-10
2010,1.4171379181249222e-08,2.3618964561933353e-09
2011,1.1471915833949353e-08,1.529588788962144e-09
2012,1.1914884856523145e-08,4.425528499218956e-09
2013,1.450345021858368e-08,3.904775169871755e-09
2014,1.299267149423855e-08,3.031623174720721e-09
2015,1.2634479462647619e-08,1.994917786518613e-09
2016,1.657072101757251e-08,2.6927420293532123e-09
2017,1.282961736848165e-08,3.018733707449428e-09
2018,1.6779532874267034e-08,1.8070267504555204e-09
2019,9.948852186525414e-09,2.8060865853163364e-09
