year,les_DET ivres_ADJ,les_DET vivres_NOUN
1871,0.0,4.913356690394721e-06
1872,2.4189357183956872e-09,4.0136190193607035e-06
1873,1.7958012854535355e-09,3.502411232148006e-06
1874,1.7923826867161097e-09,4.159522774216384e-06
1875,1.1443054281912168e-09,3.2744300142439897e-06
1876,1.209202959984168e-09,2.783585273391509e-06
1877,6.184815992682502e-10,2.8876905560082378e-06
1878,9.058632954861423e-09,2.893327319952732e-06
1879,7.331190321480108e-09,3.432218846910473e-06
1880,0.0,2.5215718153503985e-06
1881,2.091752326904839e-09,3.0100315342451722e-06
1882,1.3310770263785798e-09,2.4664856965728177e-06
1883,0.0,2.7716621247009243e-06
1884,1.9805090900604227e-09,3.0565856263820024e-06
1885,6.445635691854079e-10,3.088104080006815e-06
1886,1.2906927748801422e-09,3.140900957987469e-06
1887,1.3057849246322917e-09,2.9112474635439867e-06
1888,0.0,2.6751052644158335e-06
1889,4.385595886446936e-09,3.145098645518374e-06
1890,5.243509182406569e-09,3.1126780868362403e-06
1891,0.0,2.879235125874402e-06
1892,1.2537024751679837e-09,2.9248877808640827e-06
1893,0.0,2.7441904251190863e-06
1894,0.0,2.5848914475545826e-06
1895,6.018614495673091e-10,2.9882420164994983e-06
1896,5.89702897624278e-10,2.7326831286700326e-06
1897,1.1653427112179315e-09,2.6354224758051714e-06
1898,1.6975064687230201e-09,2.6486758883947914e-06
1899,1.6582735185011188e-09,2.551530116079448e-06
1900,1.038210628578895e-09,2.7102488360242205e-06
1901,2.794369402536745e-09,2.4612807010271354e-06
1902,2.9461704187383475e-09,2.516520424933333e-06
1903,5.400220270956879e-10,2.4446797795008024e-06
1904,0.0,2.4669529636867082e-06
1905,0.0,2.5024520482475054e-06
1906,1.5432553013283723e-09,2.371983484295015e-06
1907,0.0,2.114222908744523e-06
1908,1.964555629285769e-09,2.1084593129216955e-06
1909,5.500983557560346e-10,2.122829613426802e-06
1910,5.344150677544235e-10,2.1472797158139656e-06
1911,3.7242617878519013e-09,2.5362224675973266e-06
1912,6.251305251225858e-09,2.2650563380466338e-06
1913,2.121195885607108e-09,2.207634537398917e-06
1914,1.3393487430235496e-09,2.6579375571600394e-06
1915,1.1780762143587253e-08,3.3857908761092403e-06
1916,0.0,3.7807856472227286e-06
1917,1.0966424435210342e-09,3.126527502672616e-06
1918,2.2972752589112133e-09,3.196658610704617e-06
1919,9.207848372660976e-10,2.4999309431450456e-06
1920,0.0,2.146727666740844e-06
1921,2.2718242842501013e-09,2.0984083164421463e-06
1922,2.2133805899215986e-09,1.915312054734386e-06
1923,0.0,1.7410154526942279e-06
1924,1.289162443462999e-09,2.2753716280021763e-06
1925,0.0,1.874089505804477e-06
1926,0.0,1.705359125026007e-06
1927,0.0,1.751543223349472e-06
1928,2.2852082448565625e-09,1.7801771718950476e-06
1929,2.2280812750352652e-09,1.8247985167363368e-06
1930,0.0,1.7383463841724733e-06
1931,0.0,2.7509720155194373e-06
1932,2.1919073223131136e-09,1.8598333326735883e-06
1933,1.1470662197865522e-09,1.6299811136377684e-06
1934,3.5944740517379614e-09,1.7409236505727677e-06
1935,1.196828414151696e-09,1.4685084295251727e-06
1936,0.0,1.4319288368369598e-06
1937,1.2591118148108649e-09,1.5537440276602865e-06
1938,0.0,1.417097990952243e-06
1939,0.0,1.6288163919853105e-06
1940,0.0,1.7420828299918867e-06
1941,0.0,1.5997143520962709e-06
1942,0.0,1.7295007097573034e-06
1943,2.9032352077962287e-09,1.99161939917758e-06
1944,0.0,1.943977608220848e-06
1945,0.0,1.943225598211029e-06
1946,1.3921104269343232e-09,1.8668200993943174e-06
1947,0.0,1.4328886805969887e-06
1948,2.174377566888097e-09,1.4579201632614058e-06
1949,0.0,1.7032509731507162e-06
1950,0.0,1.1773344681387243e-06
1951,0.0,1.3795854414411224e-06
1952,0.0,1.1715276855284174e-06
1953,1.0773827385790469e-09,1.2777759366144892e-06
1954,0.0,1.0573883599818146e-06
1955,0.0,1.0934232790305032e-06
1956,0.0,1.1285157199836249e-06
1957,0.0,1.1635744670002168e-06
1958,8.272243445794913e-10,1.0274126438503117e-06
1959,0.0,1.0944055617301274e-06
1960,6.920833350854139e-10,1.237444998025694e-06
1961,2.779263708063695e-09,1.2597012997161983e-06
1962,6.341956404476434e-10,1.1929219922990342e-06
1963,0.0,1.0830639567416256e-06
1964,1.2167936658258327e-09,1.2745913124945218e-06
1965,1.0944086747954884e-09,1.1146552196805715e-06
1966,1.1078149508847446e-09,1.1604361560557663e-06
1967,0.0,1.307525039351276e-06
1968,4.4914158503495116e-10,1.3510178717979215e-06
1969,4.5417578031781147e-10,1.6000612248490143e-06
1970,0.0,1.1699155919586701e-06
1971,3.5968783507200897e-09,1.186969818434136e-06
1972,1.0260293725750103e-09,1.0265424066346895e-06
1973,1.102640756478479e-09,1.0017491405278633e-06
1974,1.1251143350321513e-09,1.298944482641673e-06
1975,0.0,1.1560035844127015e-06
1976,5.713526873840635e-10,1.1032820310674651e-06
1977,5.876781838942691e-10,1.202977252034998e-06
1978,2.3762365408686037e-09,1.2089103975654325e-06
1979,5.851973350345929e-10,1.1440607536883363e-06
1980,5.685150683554241e-10,1.1728466020599626e-06
1981,1.2651099057237047e-09,1.0715480840417513e-06
1982,6.207502289967692e-10,1.1005901257021833e-06
1983,0.0,9.28982984760296e-07
1984,5.799008495621649e-10,1.0020686929124167e-06
1985,1.2031116103372597e-09,1.0876128655468165e-06
1986,1.1988970927134801e-09,8.955761003903717e-07
1987,3.0554083707556856e-09,1.0822256300002664e-06
1988,1.1993107618124554e-09,9.390603494807692e-07
1989,5.488122178931576e-10,1.0438408111212993e-06
1990,2.724325431913144e-09,9.660458459848087e-07
1991,0.0,9.571772423555558e-07
1992,0.0,1.0121767388682201e-06
1993,0.0,1.0286308125273536e-06
1994,1.0549853213248639e-09,1.0159508931906203e-06
1995,1.0844901643380922e-09,9.684497186412955e-07
1996,0.0,9.656608881414286e-07
1997,4.79489448146353e-10,8.865759753007296e-07
1998,9.536258449571733e-10,1.0895175819314318e-06
1999,0.0,9.61570300717085e-07
2000,1.3254094488601709e-09,8.659341617089922e-07
2001,0.0,1.058938842390944e-06
2002,4.38122149670761e-10,1.017319611662515e-06
2003,0.0,1.0767329285954474e-06
2004,1.3214374039449694e-09,1.0316020890854816e-06
2005,0.0,9.448866933325917e-07
2006,0.0,9.796460247457617e-07
2007,7.988958938831558e-10,9.502866546995392e-07
2008,0.0,9.391912101364142e-07
2009,0.0,1.031836859510804e-06
2010,4.723793023408973e-10,8.772083717190071e-07
2011,7.64794394481072e-10,8.99398223452863e-07
2012,3.404252713057332e-10,1.1278288738481024e-06
2013,2.789125042035323e-10,1.1128608505828197e-06
2014,1.0827225782605865e-09,1.3252524411200284e-06
2015,2.2165753954528356e-10,1.1896360589958022e-06
2016,8.285360175719347e-10,1.6065313559465721e-06
2017,2.515611330355938e-10,1.0545442918896697e-06
2018,0.0,1.038007752640624e-06
2019,1.53059265262101e-09,1.082894357296027e-06
