year,mes_DET yeux_NOUN,mes_DET vieux_NOUN
1853,1.029561013865532e-05,1.0152283902442605e-08
1854,1.1241339905154746e-05,9.871762074453727e-09
1855,1.182014119649466e-05,1.6982198758341838e-08
1856,1.0959592202652857e-05,1.501384794266869e-08
1857,1.2516188860445254e-05,2.4407545651250473e-08
1858,1.1976783127920498e-05,2.3979012442332248e-08
1859,1.1636634098977083e-05,2.1896344959415615e-08
1860,1.3280698681228387e-05,2.2885919603865545e-08
1861,1.2286028606922628e-05,2.4523012176480563e-08
1862,1.3328059765171929e-05,2.1686334950032915e-08
1863,1.2253802651684964e-05,1.2486552514179294e-08
1864,1.2301833464789524e-05,2.6371003158942585e-08
1865,1.1884782395554794e-05,4.4715020630636815e-08
1866,1.0639635320330854e-05,2.043557423281328e-08
1867,1.0304460005272631e-05,2.135237053835226e-08
1868,1.0180586286878679e-05,1.1361710461343932e-08
1869,1.174681653992593e-05,2.1487483903293025e-08
1870,1.0306379408575594e-05,1.3761717543303575e-08
1871,9.907434389333503e-06,1.8056001360733376e-08
1872,9.98597096213416e-06,2.9631962994436378e-08
1873,9.599156811646026e-06,1.0176207598799891e-08
1874,9.525319285330625e-06,6.572069888299836e-09
1875,1.1034537067189376e-05,2.0597497041308088e-08
1876,9.89914045135265e-06,1.632424040387548e-08
1877,1.1383154060240486e-05,1.1751150053029846e-08
1878,8.4619708786704e-06,2.0532901490177835e-08
1879,8.705788218321686e-06,2.077170613290491e-08
1880,8.999745915616586e-06,1.7969969734465963e-08
1881,9.18348968070859e-06,7.669758161910067e-09
1882,8.80307820239068e-06,2.1297231755923463e-08
1883,8.362381578308486e-06,2.9700892412165558e-08
1884,8.215812073331108e-06,2.3766109968903493e-08
1885,6.788543686297999e-06,1.8692343672910283e-08
1886,7.86677233577393e-06,1.3552273858685737e-08
1887,7.745916036583367e-06,1.828098916689669e-08
1888,7.3145330929946795e-06,2.219215189391832e-08
1889,7.63908127510149e-06,1.8795410894334452e-08
1890,6.899147194872057e-06,2.8183861300323798e-08
1891,7.355849987789043e-06,1.5298128430707436e-08
1892,7.3680095908912335e-06,2.1939793315439715e-08
1893,6.9466939578433085e-06,1.29326747089209e-08
1894,7.271345964454667e-06,1.638400193293421e-08
1895,7.390256712369592e-06,2.2268874522168858e-08
1896,7.37600393563298e-06,3.3023361378781146e-08
1897,6.913395793617383e-06,3.437761164626352e-08
1898,6.723257200746957e-06,5.6017714467060387e-08
1899,7.186404843650962e-06,2.65323762960179e-08
1900,7.016227300482569e-06,3.2703633467967563e-08
1901,6.199587915034499e-06,2.459045056468767e-08
1902,5.683653427013269e-06,1.3748794547296939e-08
1903,6.321498034367323e-06,1.9980815668674268e-08
1904,6.116860816973713e-06,1.289910045443321e-08
1905,6.651186254202912e-06,1.186974607492175e-08
1906,6.6406280154751585e-06,3.343719767734399e-08
1907,6.609582442251849e-06,2.5199932807140613e-08
1908,6.807676470543811e-06,1.620758460774141e-08
1909,7.284402528284772e-06,3.190570596611764e-08
1910,7.614345918227627e-06,3.153048933057789e-08
1911,7.649101917195367e-06,4.0434843029402145e-08
1912,7.912068895166158e-06,3.9070659596518453e-08
1913,7.967742135406297e-06,2.121195941118259e-08
1914,7.080467327114093e-06,2.9465671680384276e-08
1915,6.2167081011921255e-06,2.120537156979907e-08
1916,7.178108944572159e-06,3.5159879008261896e-08
1917,7.728039179255575e-06,6.579854816557429e-08
1918,7.680939859255886e-06,2.1824114959656526e-08
1919,8.688526008882036e-06,2.9465114015359006e-08
1920,7.679757288769906e-06,3.256059599721084e-08
1921,8.151305507908546e-06,3.786373664604881e-08
1922,8.751707127885311e-06,3.3938503896102645e-08
1923,9.295324218783207e-06,3.8217414122243554e-08
1924,9.403151011611044e-06,3.351822286390416e-08
1925,9.479329776240775e-06,4.8391984641682484e-08
1926,9.270243765513442e-06,3.6782256351841625e-08
1927,1.0570580514013272e-05,5.909089306754822e-08
1928,8.211895647036727e-06,3.7705934374798744e-08
1929,9.332318256838334e-06,2.5622934884950155e-08
1930,8.036307178826974e-06,4.8316574741136264e-08
1931,7.026840364687814e-06,3.42160717536899e-08
1932,6.98670461929396e-06,3.068670340056201e-08
1933,6.354746659553712e-06,2.1794257953899887e-08
1934,6.7012977638114535e-06,2.2765002327673756e-08
1935,6.5490451959249185e-06,2.0346082152400413e-08
1936,6.480660090346646e-06,4.122403085560222e-08
1937,6.078991987124027e-06,4.784624774156754e-08
1938,7.375910286100407e-06,4.019216603978748e-08
1939,6.738558681718132e-06,4.894096239382861e-08
1940,5.170461548686944e-06,1.5214697723919812e-08
1941,7.142636320622842e-06,5.31270463177691e-08
1942,8.113482351745915e-06,4.24789639019707e-08
1943,8.808415884686838e-06,4.064529335323641e-08
1944,8.919805054574681e-06,1.2852744646352221e-08
1945,8.981972371202573e-06,2.6142048525912287e-08
1946,9.934099580277689e-06,3.062642850437669e-08
1947,9.82160543117061e-06,5.1259745781351285e-08
1948,8.54530401284137e-06,2.2830963786191205e-08
1949,7.46681632790569e-06,3.7304632716228525e-08
1950,8.71674211566642e-06,2.658840370095561e-08
1951,9.372438569243968e-06,2.985192548710103e-08
1952,7.297004344763991e-06,3.374337254058446e-08
1953,7.302500108608001e-06,4.201792513924829e-08
1954,9.135366894952313e-06,3.518112956513164e-08
1955,7.562922803572292e-06,2.7218263198847126e-08
1956,8.049613882121776e-06,2.6163424982073025e-08
1957,7.095418652625085e-06,2.7388617263035542e-08
1958,8.25900821155301e-06,3.060730124904154e-08
1959,7.508924454668886e-06,3.720359131875739e-08
1960,8.869048258475232e-06,2.422291744963445e-08
1961,8.532339165867597e-06,3.0571901232789855e-08
1962,8.988455135749973e-06,5.327243535191428e-08
1963,8.216414073558553e-06,2.9743844720542256e-08
1964,8.293057305763796e-06,3.407022369783519e-08
1965,8.62120441524894e-06,3.392666991786086e-08
1966,7.675495936609877e-06,3.101881818068364e-08
1967,8.859813078743173e-06,3.697751743692024e-08
1968,1.0162277703784639e-05,5.3447849646115486e-08
1969,7.66512454219992e-06,3.996746797407802e-08
1970,7.704703875788255e-06,4.460763164404469e-08
1971,8.745552520394995e-06,3.2885744571942155e-08
1972,7.724975262135558e-06,2.9241836840832036e-08
1973,7.306648797111848e-06,3.0322620414580115e-08
1974,5.882660474298973e-06,4.1629231173345715e-08
1975,6.461968837356835e-06,2.62728088173958e-08
1976,6.380866921062989e-06,3.256710234822435e-08
1977,6.3674929151602555e-06,2.3507128021904578e-08
1978,6.730690046197196e-06,3.801978465389766e-08
1979,7.92357178625025e-06,2.5163484962398286e-08
1980,6.8886970439052675e-06,3.069981363568175e-08
1981,6.988466935808901e-06,3.099519318983113e-08
1982,6.565675278125127e-06,2.7933759971787708e-08
1983,7.117992709027021e-06,2.7155859783078995e-08
1984,7.313129742669844e-06,3.015484484336639e-08
1985,6.841494354148381e-06,3.1882457007803566e-08
1986,7.83958790862016e-06,5.395037039335193e-08
1987,7.424642575415419e-06,3.910922696803709e-08
1988,6.861856377327058e-06,2.99827698224675e-08
1989,7.395244693952918e-06,3.0184672317190575e-08
1990,6.852768422049849e-06,4.249947793688591e-08
1991,6.823331858640813e-06,3.634108436401107e-08
1992,6.9744873485433345e-06,3.305966483901912e-08
1993,7.823576481769123e-06,4.099013556357889e-08
1994,7.392282213913859e-06,3.217705324409792e-08
1995,7.869602939081233e-06,2.9281235214284607e-08
1996,7.072438165778294e-06,3.8968074322909274e-08
1997,7.119459155546792e-06,2.637191998111632e-08
1998,7.801136462148861e-06,7.104512200761803e-08
1999,7.878112853632047e-06,4.524498997682258e-08
2000,7.710348711498227e-06,3.401884240972208e-08
2001,7.4432406336200074e-06,2.979224000831948e-08
2002,8.305043820655555e-06,2.9354183528340627e-08
2003,7.929654202598613e-06,3.6668921954419176e-08
2004,8.126399279717589e-06,3.920264379786431e-08
2005,8.000460979928903e-06,2.3869872856074892e-08
2006,8.485735691010632e-06,4.8591101364792166e-08
2007,9.349479000775318e-06,4.3939275162774294e-08
2008,9.556674797295273e-06,4.5554605421216365e-08
2009,9.672755481915374e-06,4.958920341024964e-08
2010,1.2447667018022912e-05,7.983210503770266e-08
2011,1.3432466630547424e-05,1.0057046218037158e-07
2012,1.624815797640622e-05,9.599992445430416e-08
2013,1.89769286862429e-05,9.483024854262112e-08
2014,2.0392647911648965e-05,1.4984881102630965e-07
2015,2.1444258891278878e-05,1.2966966007887937e-07
2016,2.3243335817824118e-05,1.0004572603694584e-07
2017,2.527233527871431e-05,1.3106335097767818e-07
2018,2.85523128695786e-05,1.3320368097424762e-07
2019,2.778484804366599e-05,1.1658014259507965e-07
