year,quelques_DET airs_NOUN,quelques_DET verts_ADJ
1979,4.915657725312883e-08,1.7555920051037788e-09
1980,5.855705387247667e-08,2.2740602734216964e-09
1981,6.768337890150633e-08,0.0
1982,6.642027328140898e-08,0.0
1983,6.94684785251809e-08,0.0
1984,6.958810372381663e-08,0.0
1985,5.5343134963692364e-08,0.0
1986,4.975422962516518e-08,0.0
1987,6.966331089763855e-08,0.0
1988,5.396898550280582e-08,0.0
1989,6.366221461107102e-08,0.0
1990,5.993515972413377e-08,0.0
1991,8.968041687040795e-08,0.0
1992,7.052728356882199e-08,5.509944167592096e-10
1993,6.813224939783424e-08,0.0
1994,4.74743404588196e-08,0.0
1995,7.64565588617927e-08,0.0
1996,6.352329640080256e-08,0.0
1997,7.096443965792787e-08,0.0
1998,6.627699811190269e-08,9.536258449571733e-10
1999,6.581089673218798e-08,0.0
2000,7.731555307088911e-08,4.4180314962005696e-10
2001,6.265132834748499e-08,0.0
2002,5.783212309040664e-08,0.0
2003,6.917091743829928e-08,0.0
2004,7.532193269099707e-08,0.0
2005,5.5846496316291905e-08,0.0
2006,6.794518636610292e-08,4.1178899179428186e-10
2007,6.151498088691199e-08,0.0
2008,1.0217855006544596e-07,4.257439678578834e-10
2009,8.582746335861202e-08,0.0
2010,8.502827131273705e-08,4.723793023408973e-10
2011,8.718655908346307e-08,0.0
2012,8.612759350157262e-08,0.0
2013,7.921115185993699e-08,2.789125042035323e-10
2014,8.553508390463094e-08,0.0
2015,1.0839053654621011e-07,2.2165753954528356e-10
2016,9.279603063738762e-08,0.0
2017,6.968243160265786e-08,0.0
2018,8.751172275722752e-08,5.162933414126769e-10
2019,7.806022295220316e-08,0.0
