year,quelques_DET airs_NOUN,quelques_DET verts_ADJ
1800,3.4585809238762977e-07,0.0
1801,2.809795489611133e-07,0.0
1802,2.0140561218795483e-07,0.0
1803,1.8918289867997373e-07,0.0
1804,4.202146612897195e-07,0.0
1805,3.041879172993589e-07,0.0
1806,3.429186392622796e-07,0.0
1807,1.992868590150465e-07,0.0
1808,1.450287356874469e-07,0.0
1809,1.8524050737767084e-07,0.0
1810,2.948559623128233e-07,0.0
1811,1.5293167621166504e-07,0.0
1812,5.521121124729689e-07,0.0
1813,5.665210984773239e-07,0.0
1814,2.6117418938653714e-07,0.0
1815,1.8071397800412115e-07,0.0
1816,1.2515060632267705e-07,0.0
1817,2.6933909857973504e-07,0.0
1818,2.0266001610202977e-07,0.0
1819,1.9977527188075328e-07,0.0
1820,2.254631459308598e-07,0.0
1821,2.1004970562898961e-07,0.0
1822,1.9148926355683216e-07,0.0
1823,1.8381797417532653e-07,0.0
1824,1.1957980028398651e-07,0.0
1825,2.932212508355292e-07,0.0
1826,1.1186140369545683e-07,0.0
1827,1.4931982822430356e-07,0.0
1828,1.6051527040872315e-07,0.0
1829,1.8603791507310063e-07,0.0
1830,3.1832348135196753e-07,0.0
1831,1.38761739654214e-07,0.0
1832,1.4882965615470312e-07,0.0
1833,3.104412300558579e-07,0.0
1834,2.2962945855908856e-07,0.0
1835,2.1101014624491654e-07,0.0
1836,1.8885307717653177e-07,6.720750067579218e-10
1837,2.0456199401053254e-07,0.0
1838,1.6979716122023092e-07,0.0
1839,1.7059198764712846e-07,0.0
1840,1.7389249640231697e-07,0.0
1841,1.489567313939233e-07,0.0
1842,1.2678621041928295e-07,0.0
1843,1.5417037246834298e-07,0.0
1844,1.1306436009661525e-07,5.488561272137815e-10
1845,6.807878349945895e-08,0.0
1846,8.313391930414582e-08,1.1709002656346001e-09
1847,8.41342897572872e-08,5.393223645455691e-10
1848,7.642960653253539e-08,0.0
1849,7.122502498901895e-08,0.0
1850,7.53578577317171e-08,0.0
1851,6.90089914101577e-08,2.579775504329973e-09
1852,1.2109614822009007e-07,3.2552727180501506e-09
1853,1.260077588938202e-07,3.5831591027601917e-09
1854,1.1534374833033212e-07,5.195664454227256e-10
1855,9.127931832608738e-08,0.0
1856,9.991975602474668e-08,0.0
1857,1.0446429238308852e-07,2.4407544874094356e-09
1858,1.3506546281405463e-07,0.0
1859,1.2934120241503422e-07,0.0
1860,1.281611448078479e-07,4.577183909670879e-10
1861,1.4713807061639272e-07,9.431927461278633e-10
1862,1.486417464668932e-07,4.517986262886353e-10
1863,1.378515337435715e-07,0.0
1864,1.3808816845539695e-07,0.0
1865,9.225414704383539e-08,1.882737743486018e-09
1866,1.0363755720277368e-07,0.0
1867,1.2374669466908017e-07,0.0
1868,1.1015918943702019e-07,0.0
1869,1.2159963236335614e-07,0.0
1870,1.536725093842506e-07,0.0
1871,6.266494367856978e-08,0.0
1872,8.829115505371021e-08,0.0
1873,8.200826018267549e-08,0.0
1874,9.499628728093512e-08,0.0
1875,1.218685312665002e-07,0.0
1876,1.0520065596431039e-07,0.0
1877,1.9667715378535178e-07,6.184815992682502e-10
1878,2.9349971697456567e-07,0.0
1879,1.3501609119614955e-07,0.0
1880,1.9574431320279473e-07,6.417846254436199e-10
1881,1.1922988063517437e-07,0.0
1882,1.1713477610086898e-07,3.3276925659464496e-09
1883,1.2385904391010172e-07,6.319338941018771e-10
1884,1.3335427606619987e-07,6.601696966868076e-10
1885,1.0248560755599101e-07,6.445635691854079e-10
1886,9.292987668274577e-08,0.0
1887,7.442974159221905e-08,6.528924623161458e-10
1888,8.179393273799462e-08,1.268122939990235e-09
1889,7.580815619689929e-08,0.0
1890,6.554386655643896e-08,0.0
1891,8.350228242193225e-08,0.0
1892,5.140180192597654e-08,6.268512375839919e-10
1893,6.89742667425719e-08,3.079208221734575e-09
1894,1.0649601733803138e-07,6.301539290376468e-10
1895,6.861220569476245e-08,0.0
1896,7.607167251677538e-08,0.0
1897,6.817254760704827e-08,0.0
1898,5.4320205666869015e-08,0.0
1899,6.909473171390346e-08,0.0
1900,8.772879833696123e-08,1.038210628578895e-09
1901,6.985923667324201e-08,0.0
1902,5.990546014800202e-08,0.0
1903,4.158169653045718e-08,0.0
1904,5.8045952933127865e-08,0.0
1905,5.212366521734069e-08,0.0
1906,4.835533462532737e-08,0.0
1907,7.508551180812617e-08,0.0
1908,7.367083521003792e-08,0.0
1909,7.206288454852938e-08,0.0
1910,5.4510337355040406e-08,1.068830135508847e-09
1911,4.735132996813718e-08,5.320374141248863e-10
1912,7.501566834378082e-08,0.0
1913,1.2727175668914015e-07,0.0
1914,8.370929860390675e-08,0.0
1915,3.887651434109074e-08,0.0
1916,1.2086207812345151e-08,0.0
1917,4.934891073560266e-08,0.0
1918,3.79050408838566e-08,0.0
1919,5.7088659133341935e-08,9.207848705727883e-09
1920,5.3762844842708546e-08,0.0
1921,1.1207665906454167e-07,0.0
1922,1.1804696997685937e-07,0.0
1923,6.900366411599634e-08,3.1847844361720945e-09
1924,7.09039369439779e-08,1.289162443462999e-09
1925,6.708888511397504e-08,0.0
1926,6.79914426982009e-08,0.0
1927,1.0814748030441024e-07,0.0
1928,8.798051664982154e-08,0.0
1929,8.800921280638363e-08,2.2280812750352652e-09
1930,1.0503603853351251e-07,0.0
1931,7.299428173013212e-08,0.0
1932,9.425201463741928e-08,0.0
1933,9.520649668637304e-08,1.1470662197865522e-09
1934,9.585264137967897e-08,0.0
1935,9.574627135577884e-08,0.0
1936,7.153581371710516e-08,1.2124714565686645e-09
1937,4.910535889024459e-08,0.0
1938,5.963998495062128e-08,0.0
1939,3.211750687626136e-08,0.0
1940,7.100191878883777e-08,0.0
1941,1.1215709783130023e-07,0.0
1942,6.371844740726829e-08,0.0
1943,6.677441199975931e-08,0.0
1944,8.675602458652065e-08,6.4263723231761105e-09
1945,7.842614380138002e-08,0.0
1946,8.909507087651036e-08,0.0
1947,7.152522862874378e-08,0.0
1948,9.45854274903013e-08,2.174377566888097e-09
1949,6.282885278707795e-08,0.0
1950,4.147791021757996e-08,0.0
1951,5.970384997500133e-08,0.0
1952,5.799642188719645e-08,0.0
1953,6.464296520292123e-08,0.0
1954,5.277169434769746e-08,0.0
1955,7.883910368988722e-08,0.0
1956,7.936238799466366e-08,0.0
1957,8.39328593293942e-08,0.0
1958,5.4596806187134916e-08,1.6544486891589827e-09
1959,4.2629114460623896e-08,0.0
1960,9.550750013076481e-08,0.0
1961,6.114380157740129e-08,0.0
1962,6.278537156845232e-08,0.0
1963,8.729172185084622e-08,0.0
1964,4.623815813564747e-08,0.0
1965,8.59110838580257e-08,0.0
1966,7.366969256850098e-08,0.0
1967,7.642020039000386e-08,4.930335584241163e-10
1968,1.3833560785769805e-07,0.0
1969,6.994306778196346e-08,0.0
1970,7.909806853945156e-08,0.0
1971,9.300499703712717e-08,0.0
1972,1.769900617176745e-07,0.0
1973,7.167164683963279e-08,0.0
1974,5.569315963960264e-08,0.0
1975,5.140332159925265e-08,0.0
1976,6.284879372486785e-08,0.0
1977,4.936496633689558e-08,0.0
1978,7.36633321007929e-08,0.0
