year,aux_ADP yeux_NOUN,aux_ADP vieux_NOUN
1893,2.2561358377970464e-05,5.542574976757919e-08
1894,2.260362168726715e-05,7.624862452537684e-08
1895,2.34569481563085e-05,6.92140644797945e-08
1896,2.343597202525416e-05,6.250850720368462e-08
1897,2.288674795636325e-05,7.807796265080214e-08
1898,2.338428316761565e-05,6.450524558943016e-08
1899,2.360607686568983e-05,4.4220627160029835e-08
1900,2.36997528872962e-05,5.91780051628632e-08
1901,2.342296306778735e-05,7.99189674438594e-08
1902,1.994950139305729e-05,6.62888315905441e-08
1903,2.2685244971398788e-05,4.3741785304973746e-08
1904,2.2075198558013653e-05,5.213386433666756e-08
1905,2.244930112738075e-05,6.708986594050614e-08
1906,2.2909625499778485e-05,6.790323386907104e-08
1907,2.208645469181647e-05,6.582839406910068e-08
1908,2.2727452346771315e-05,5.746325237865335e-08
1909,2.303976884832082e-05,5.5559932155002656e-08
1910,2.28467791885123e-05,8.497199588397564e-08
1911,2.2669582676826394e-05,8.512598903553936e-08
1912,2.3243916643878038e-05,6.824341863831407e-08
1913,2.2886112105879874e-05,8.113574445633986e-08
1914,2.260017117805546e-05,6.161004179050522e-08
1915,2.2438816813519225e-05,7.186264860958858e-08
1916,2.4620704948574712e-05,4.5048595742613884e-08
1917,2.5796319619075803e-05,1.041810344659666e-07
1918,2.5110367914749077e-05,5.858052087859278e-08
1919,2.4684399136276625e-05,5.800944613554293e-08
1920,2.419858083158033e-05,6.20922984140293e-08
1921,2.313171489731758e-05,6.133925545270813e-08
1922,2.4495483671671536e-05,7.156597392476982e-08
1923,2.5159797814922058e-05,4.246379337047301e-08
1924,2.492208807325369e-05,7.99280699403937e-08
1925,2.5588360585970804e-05,7.918688171848487e-08
1926,2.4676436396475765e-05,8.248142313593831e-08
1927,2.7008997903976706e-05,8.9193799235332e-08
1928,2.3616484327249054e-05,6.512843608863506e-08
1929,2.4935570650086447e-05,1.0137769868023838e-07
1930,2.3326403606915846e-05,3.991369457168048e-08
1931,2.3000042347121052e-05,7.185374606422101e-08
1932,2.3626568577128637e-05,7.014103453606424e-08
1933,2.313632637651608e-05,4.588264879146209e-08
1934,2.2342052034218796e-05,4.912447870708547e-08
1935,2.227656659670174e-05,5.146362358487977e-08
1936,2.25265067683722e-05,8.60854743045536e-08
1937,2.2687935143039795e-05,8.436049325766248e-08
1938,2.2296279780675832e-05,8.816345642426171e-08
1939,2.2603077127314464e-05,8.105847015826839e-08
1940,2.1412150204014324e-05,5.57872230633194e-08
1941,2.17702823874788e-05,9.444808579672781e-08
1942,2.383373407610634e-05,5.461581054078124e-08
1943,2.554556567702093e-05,9.870999750916098e-08
1944,2.6084646037816128e-05,1.9279116791892648e-07
1945,2.9313950903997466e-05,1.0456819232729231e-07
1946,2.7179563858226174e-05,2.519719828342204e-07
1947,2.92228234002323e-05,4.2557510071539184e-07
1948,2.5893574957081e-05,4.783630696003627e-07
1949,2.426960861612315e-05,5.733132696361665e-07
1950,2.5678016754682176e-05,2.9140891633083754e-07
1951,2.5348548319925612e-05,3.038499483132284e-07
1952,2.4660077883709164e-05,1.4973621054181763e-07
1953,2.509439889308851e-05,1.3575022628220523e-07
1954,2.5673429036032758e-05,9.577085369194549e-08
1955,2.4343450490960095e-05,2.064833712900338e-07
1956,2.5293054022768047e-05,1.8052763217646373e-07
1957,2.3808659875612648e-05,9.365139891359675e-08
1958,2.4038311721596983e-05,6.700517340973988e-08
1959,2.3967637503119477e-05,7.673240398631265e-08
1960,2.4468606511618418e-05,8.097374953885961e-08
1961,2.5465003091085237e-05,7.851420308346846e-08
1962,2.6243650268042984e-05,7.927445749844608e-08
1963,2.5953443810067256e-05,9.375777465514545e-08
1964,2.541091043894994e-05,8.700074410894487e-08
1965,2.6164575388065714e-05,5.4720435294086656e-08
1966,2.6143879495066358e-05,6.536108176913302e-08
1967,2.7533952106750803e-05,9.269031181480258e-08
1968,2.820429517669254e-05,8.309119201022064e-08
1969,2.528668983359239e-05,7.039724608803866e-08
1970,2.5275052394135855e-05,6.80611306203005e-08
1971,2.5303010147581517e-05,9.55741936703447e-08
1972,2.4767323679952824e-05,6.412683484224857e-08
1973,2.397196055881068e-05,6.340184449671327e-08
1974,2.2268262796387717e-05,6.469407343168143e-08
1975,2.247010502287594e-05,7.253579781263397e-08
1976,2.3097503913049877e-05,9.255913324679454e-08
1977,2.3405458136949164e-05,6.993370410546262e-08
1978,2.5308701992798888e-05,6.831680054997236e-08
1979,2.5209715886376216e-05,8.543881202527359e-08
1980,2.4442169205940445e-05,7.78865645867377e-08
1981,2.5263611632908578e-05,7.084615383234905e-08
1982,2.6062198458021157e-05,6.89032760847752e-08
1983,2.521074156902614e-05,6.946847697086866e-08
1984,2.5814865466600168e-05,1.1540027222700644e-07
1985,2.6186926788795972e-05,7.098358489887602e-08
1986,2.6982378813045216e-05,6.713823819115561e-08
1987,2.6681660074245883e-05,7.088547332445572e-08
1988,2.650416899996344e-05,7.435726850912872e-08
1989,2.6783134217112092e-05,7.683371305855502e-08
1990,2.6650441441233852e-05,5.993515994617837e-08
1991,2.708290071495867e-05,6.271767932775063e-08
1992,2.7523273956830963e-05,8.375115212455597e-08
1993,2.807602686516475e-05,5.7607757786293234e-08
1994,2.7429619194663246e-05,6.699156668288353e-08
1995,2.830573589562846e-05,4.663307584529264e-08
1996,2.8444558438422973e-05,6.298948895810952e-08
1997,2.932077973127889e-05,7.240290555987627e-08
1998,2.9665870215467294e-05,6.9137875202685e-08
1999,2.8829285156461992e-05,6.169771726849405e-08
2000,3.0417263815252227e-05,6.715407796509254e-08
2001,2.990352368215099e-05,6.221320564270272e-08
2002,3.063656754420663e-05,6.922330036962521e-08
2003,3.1162332561507355e-05,7.083768882587549e-08
2004,3.165811517646944e-05,5.241701564462353e-08
2005,3.170999934809515e-05,6.035024358030938e-08
2006,3.1874115620667e-05,7.61809635374533e-08
2007,3.251626048950129e-05,6.351222237022114e-08
2008,3.320419637020677e-05,6.854477663242875e-08
2009,3.30020902765682e-05,6.341696012768239e-08
2010,3.5001417018065695e-05,6.235406857513226e-08
2011,3.2876600926101673e-05,6.615471348503377e-08
2012,3.491844086056517e-05,8.340419324626147e-08
2013,3.7968918377373484e-05,1.0096632679923445e-07
2014,4.0067881855065934e-05,7.579057817452828e-08
2015,3.892239942615561e-05,6.649726108642895e-08
2016,3.904662344211829e-05,5.882605583207301e-08
2017,3.886644662998151e-05,5.4085642853252125e-08
2018,3.941280010621995e-05,5.989002610506944e-08
2019,3.916148966709443e-05,4.999936198402111e-08
