year,auriez_VERB eu_VERB,auriez_VERB vu_VERB
1882,1.583981656949618e-07,2.0698247737982456e-07
1883,1.8010115354627487e-07,1.3965738787646842e-07
1884,1.3797546216665069e-07,2.2973905799972272e-07
1885,1.1344318551209653e-07,1.4244854185108125e-07
1886,1.3745878391091537e-07,1.2003442861896474e-07
1887,1.0642147429962279e-07,1.2404956351019791e-07
1888,1.198376224920139e-07,1.572472427824323e-07
1889,1.0838686392844465e-07,1.108929197357611e-07
1890,1.1928983667530701e-07,1.0028211505641593e-07
1891,1.0581205600601606e-07,9.943783396693107e-08
1892,9.528138633640992e-08,1.0969896635515397e-07
1893,7.82118902975526e-08,1.0346139589501036e-07
1894,1.0964678409663975e-07,9.137232126477102e-08
1895,1.0171458342256301e-07,8.967735709575209e-08
1896,1.1381266062926443e-07,1.1735087923625542e-07
1897,8.79833734757085e-08,2.9017033398304193e-07
1898,1.0694290608626034e-07,1.1882545436492364e-07
1899,1.2823981876408652e-07,1.6085253662367904e-07
1900,1.0278284889864153e-07,8.66905907059845e-08
1901,1.0618603596412868e-07,1.0003842731975965e-07
1902,9.86967023663965e-08,8.249276817196005e-08
1903,1.2150495365403913e-07,9.180374149764248e-08
1904,9.244355680948502e-08,6.288311737989716e-08
1905,1.1250454434730273e-07,1.0734378719234883e-07
1906,7.253299827425508e-08,1.1008555134139897e-07
1907,9.051404248339168e-08,9.874258921627188e-08
1908,9.331639461152008e-08,1.1443536607202986e-07
1909,1.0616898293847044e-07,9.956779933872895e-08
1910,1.0634860103664323e-07,9.993561889132252e-08
1911,9.789488331080065e-08,8.565802289695057e-08
1912,1.0262559868579046e-07,9.689523494671448e-08
1913,9.863560990197584e-08,8.37872349279678e-08
1914,1.1317496984020181e-07,7.299450999198598e-08
1915,5.890380805340101e-08,8.246533411693235e-08
1916,5.383856560570166e-08,1.4173825491070602e-07
1917,6.799183438488399e-08,1.1953402179187833e-07
1918,5.743188324913717e-08,1.0567465835720213e-07
1919,1.0312790266198135e-07,1.1417731826668387e-07
1920,9.616734075734712e-08,8.253732630691957e-08
1921,1.0223209301329916e-07,7.875657104250422e-08
1922,1.6379016187784146e-07,1.0402889216720723e-07
1923,1.2526818693459063e-07,9.660512745313099e-08
1924,1.250487571269332e-07,1.2247043912338995e-07
1925,9.128487477028102e-08,9.568415038074818e-08
1926,1.058883185578452e-07,1.1146138234607861e-07
1927,1.3379069230268215e-07,1.2710115981917625e-07
1928,1.0854738974330758e-07,7.198406137831626e-08
1929,1.1586022452547695e-07,7.464072382390441e-08
1930,1.3129503884101723e-07,8.71799059609657e-08
1931,9.238338805062085e-08,1.1405356303839653e-07
1932,8.658033578967661e-08,7.123698964051073e-08
1933,8.02946331646126e-08,5.850037609889114e-08
1934,9.824896096688462e-08,1.0304158593044122e-07
1935,1.1250187270661627e-07,6.821922227118193e-08
1936,7.396075574206407e-08,7.396075574206407e-08
1937,5.162358363008934e-08,6.673292318737367e-08
1938,8.168085230408906e-08,4.926781471681352e-08
1939,7.494084997006212e-08,6.270560959364957e-08
1940,7.100192078723921e-08,3.803674530900025e-08
1941,9.444808313219255e-08,6.788455664263893e-08
1942,7.282108072104165e-08,7.888950648293758e-08
1943,1.3935529352693266e-07,1.1322617154974068e-07
1944,9.318240046241044e-08,4.4984606262232774e-08
1945,9.149717072887142e-08,7.84261473540937e-08
1946,9.744773166175946e-08,8.631084824628488e-08
1947,1.4424253436118306e-07,1.0490366264548356e-07
1948,6.631851334759631e-08,7.501602539150554e-08
1949,8.737137591197097e-08,7.166416082782234e-08
1950,1.1592543813776501e-07,6.487570658464392e-08
1951,1.151431376911205e-07,9.275419188270462e-08
1952,8.119499028680366e-08,9.173979265142407e-08
1953,9.696444891460487e-08,9.050015137290757e-08
1954,1.1140691213995524e-07,1.0358888147266043e-07
1955,1.0605737088553724e-07,5.631364530245264e-08
1956,9.854890237193104e-08,7.064124929456739e-08
1957,9.718541349457155e-08,9.89524195915692e-08
1958,8.685855590329083e-08,9.34763519921944e-08
1959,8.758345160231329e-08,8.448315469422596e-08
1960,8.651041838447782e-08,9.204708106835824e-08
1961,9.17157052526818e-08,8.754680891343014e-08
1962,9.068997997019324e-08,6.595634971517939e-08
1963,7.823924619287936e-08,7.371300370095923e-08
1964,1.320221088008111e-07,1.0586104792764672e-07
1965,1.1272409494722524e-07,9.466634764976334e-08
1966,7.477751040596559e-08,8.142439611447116e-08
1967,1.0304401598659751e-07,1.0304401598659751e-07
1968,9.70145848100401e-08,9.342144835500221e-08
1969,8.129746476015498e-08,9.446856097383716e-08
1970,1.1174901715094165e-07,1.0807004002799658e-07
1971,8.529740114227025e-08,7.450676520193156e-08
1972,9.182962656950622e-08,7.541316193737657e-08
1973,7.277429148189185e-08,6.505580785187703e-08
1974,6.694430254583494e-08,6.919453454656832e-08
1975,5.8257096924307916e-08,5.197447094928975e-08
1976,5.713526718409412e-08,5.827797266988455e-08
1977,5.641710743020667e-08,6.111853423362845e-08
1978,7.306927329864266e-08,6.356432891152508e-08
1979,7.72460495568339e-08,5.617894416332092e-08
1980,5.2871900635409474e-08,7.504399235358505e-08
1981,8.159958753140018e-08,6.452060574702045e-08
1982,5.710901973543514e-08,6.579952582796977e-08
1983,5.7469375036589554e-08,7.578379523920376e-08
1984,6.72685018798802e-08,4.1172960152380256e-08
1985,5.233535560478231e-08,4.8726018775369084e-08
1986,6.773768745915731e-08,7.013547786982599e-08
1987,4.949761489569937e-08,5.560843163721074e-08
1988,5.696726290693732e-08,7.735554419241453e-08
1989,5.488122312158339e-08,6.091815407671675e-08
1990,4.6858399826987807e-08,7.464652185262821e-08
1991,7.561290260582609e-08,7.15098735781794e-08
1992,6.171137556520989e-08,5.344645970239981e-08
1993,6.536264862688768e-08,9.139692025428303e-08
1994,6.646407513244412e-08,6.962903142948562e-08
1995,6.073145186746842e-08,7.428757697880428e-08
1996,5.4982351116450445e-08,5.925282309249269e-08
1997,5.6100265766190205e-08,5.6100265766190205e-08
1998,5.4833485307881347e-08,5.9124801055077114e-08
1999,7.129514045800533e-08,5.484241327735617e-08
2000,4.329670844072098e-08,6.406146013659964e-08
2001,4.950769394440613e-08,6.440381383754357e-08
2002,4.468845915539532e-08,4.0745359086713506e-08
2003,6.583738354493107e-08,6.87542254240725e-08
2004,4.052407831522942e-08,5.373845368694674e-08
2005,6.620511783239635e-08,5.26938706002511e-08
2006,6.218013481884554e-08,7.70045431863764e-08
2007,7.749289920866431e-08,9.426971558923469e-08
2008,7.70596599863893e-08,8.003986806670582e-08
2009,7.629108011997232e-08,6.866197566068877e-08
2010,9.636537612323082e-08,8.880731172666856e-08
2011,1.2274949767743237e-07,1.1471915684069245e-07
2012,1.3038287249855784e-07,1.644254012944657e-07
2013,1.6790532697541494e-07,1.5898012861725874e-07
2014,1.6977089956071723e-07,1.9748860324853013e-07
2015,1.861923379919972e-07,1.657998325299559e-07
2016,1.895276113828004e-07,1.688142106104351e-07
2017,1.3383052532844886e-07,1.55213214725336e-07
2018,1.719256772503286e-07,1.729582663756446e-07
2019,1.7984463340781076e-07,1.6530400159808778e-07
