year,les_DET ânes_NOUN,les_DET anes_NOUN,les_DET vannes_NOUN
1891,4.882652575588509e-07,6.246735606563192e-08,3.0787482430127966e-07
1892,5.873596293781702e-07,2.3820346806147086e-08,3.9805054541375284e-07
1893,3.88596085088011e-07,6.096832438906574e-08,2.709703359471405e-07
1894,4.4236805507580357e-07,2.457600301042362e-08,2.753772747610128e-07
1895,4.2792348864395535e-07,3.791727021251745e-08,2.919027934922269e-07
1896,5.047856959095043e-07,4.304831097146078e-08,3.426173869058857e-07
1897,4.037912404442068e-07,2.155884037957634e-08,2.5637539735612336e-07
1898,3.445938183688213e-07,4.5832674655521544e-08,4.1079657364662125e-07
1899,3.510012192009526e-07,2.432134493801641e-08,2.7858995110818796e-07
1900,3.32746498798997e-07,2.1283317774845045e-08,2.299636570057828e-07
1901,3.4091306488903683e-07,1.788396430946193e-08,2.922910375957599e-07
1902,3.923316747034278e-07,4.0264327316741344e-08,6.486484807055604e-07
1903,4.3579778008506764e-07,1.4580594065449759e-08,3.796354768326182e-07
1904,4.251328462601123e-07,3.6009988768626044e-08,3.369890038129597e-07
1905,4.613718616042206e-07,3.044847773914228e-08,2.5442541229381277e-07
1906,4.151357018145063e-07,1.4918135227137697e-08,2.7830038362708365e-07
1907,3.805704054116177e-07,2.1085657775365974e-08,2.869706570152175e-07
1908,4.857363933297165e-07,1.8663278478214806e-08,3.295542079229108e-07
1909,4.439293874725081e-07,6.106091732238639e-08,3.465619684561716e-07
1910,5.258644222294606e-07,3.5805809539546374e-08,3.692808192568009e-07
1911,4.24033807178148e-07,1.9153346908495905e-08,4.0647658750003757e-07
1912,3.9018565445303466e-07,2.656804837242177e-08,4.120652334904662e-07
1913,3.73330486524992e-07,1.5908969530631367e-08,3.611335870346011e-07
1914,4.902016357277716e-07,4.018046212417303e-08,3.4957000849544784e-07
1915,3.487105573185545e-07,3.1808056522031336e-08,3.487105395549861e-07
1916,3.3951258870956735e-07,2.0876178119522137e-08,2.9885896779546783e-07
1917,4.836193276958056e-07,3.070598886267817e-08,3.4873229992626875e-07
1918,4.0891499963890965e-07,2.1824114959656526e-08,5.076978268903076e-07
1919,3.0293819719418025e-07,2.3019620709607835e-08,4.6131319919595626e-07
1920,3.907271661773848e-07,1.665890980717677e-08,6.262235388021509e-07
1921,4.0059834915950887e-07,2.120369263503008e-08,5.906743254513458e-07
1922,4.6259656727443144e-07,1.7707045107950847e-08,5.732655807832998e-07
1923,4.034060268054418e-07,2.9724654737606215e-08,3.397103469637841e-07
1924,5.272674314937831e-07,2.5783248203126163e-08,3.4291721107138073e-07
1925,4.5312494023619365e-07,3.629398648286042e-08,3.5304152490311935e-07
1926,4.079486650709896e-07,5.461607743839636e-08,3.5779104479161106e-07
1927,4.0694671810115324e-07,3.3447675296116586e-08,3.1329322425222017e-07
1928,3.359256162127622e-07,1.4853853147478446e-08,3.462090489847469e-07
1929,2.829663223735679e-07,3.564929973443043e-08,2.707118795797214e-07
1930,4.232952086624664e-07,2.625900930031122e-08,2.562879295453513e-07
1931,3.6839301031932337e-07,1.7108034988666532e-08,3.250526745546267e-07
1932,4.208462200949725e-07,5.370172884155977e-08,4.131745470203896e-07
1933,3.246197373130144e-07,4.3588518128245823e-08,2.7644295741424685e-07
1934,3.977884688310951e-07,3.834105655187159e-08,3.2589898779633586e-07
1935,6.187603176499579e-07,5.50541061627996e-08,3.255373286492613e-07
1936,4.3042735597964565e-07,1.9399543305098632e-08,4.0254052890986713e-07
1937,3.966202299920951e-07,2.5182236518261902e-08,4.369118116187565e-07
1938,3.5654339569646254e-07,2.0744342577039276e-08,3.721016419433454e-07
1939,3.777630404044885e-07,2.2941075705773528e-08,3.4258674475040607e-07
1940,3.4486647138010085e-07,4.057252667166722e-08,2.8907925653243183e-07
1941,3.7484082326955104e-07,2.6563522936839945e-08,2.892472643623023e-07
1942,4.3389229276158403e-07,4.2478965012193726e-08,1.9722376620734394e-07
1943,4.7032409966618616e-07,4.6451763546784264e-08,2.409685198045963e-07
1944,4.884043036668118e-07,5.7837350908584995e-08,5.301757042275312e-07
1945,4.5312884822124033e-07,4.357008132060969e-08,3.5073916038186326e-07
1946,3.5498815620371715e-07,3.480276067335808e-08,4.009277958516577e-07
1947,3.707390945351108e-07,3.099426493236024e-08,2.551066380362954e-07
1948,3.055000448171086e-07,4.4574739010982967e-08,4.816246388372747e-07
1949,4.250764469304613e-07,1.9634016412695132e-08,3.3574169577832436e-07
1950,4.5944761239979925e-07,3.4033156959267785e-08,4.1371554715396996e-07
1951,4.1792694105424744e-07,2.345508387513462e-08,6.24758129674774e-07
1952,3.500875003226156e-07,5.483298148867277e-08,6.347972103526445e-07
1953,3.609232130941109e-07,2.3702420914872846e-08,5.462330321392983e-07
1954,3.654928519836176e-07,1.3681550337096837e-08,4.182645341188618e-07
1955,4.1953665785854355e-07,4.8805160801634884e-08,4.495706065199556e-07
1956,3.3925241282872776e-07,2.093074003006734e-08,4.8315125411591e-07
1957,3.419159639861391e-07,2.5621609278658752e-08,5.035971426536889e-07
1958,3.333714033715296e-07,9.099467845885556e-09,5.550675297172347e-07
1959,3.82111863928003e-07,1.937686955333362e-08,5.068989068490737e-07
1960,4.2701541502765394e-07,1.1073333472388924e-08,4.733849934268619e-07
1961,4.495458938436059e-07,1.59807664878997e-08,5.871194375117739e-07
1962,3.8495675980243504e-07,2.0928456245794536e-08,5.790206500932982e-07
1963,3.4981349372742443e-07,2.3277791250109203e-08,5.366824211705534e-07
1964,3.924159699408847e-07,1.0342746159519578e-08,4.909762409965879e-07
1965,3.890622792823706e-07,1.3132904097545861e-08,4.5034916951181003e-07
1966,3.28467120169762e-07,1.8278947022665193e-08,4.530963053639425e-07
1967,3.86538317798113e-07,3.35262814177284e-08,5.743841029470786e-07
1968,4.0288000491273124e-07,3.503304421559328e-08,4.248879506008052e-07
1969,3.6606568443176e-07,1.6804503288891937e-08,5.032267580418193e-07
1970,3.444444978129013e-07,1.4715920315655495e-08,3.876725251927837e-07
1971,3.6020167115680124e-07,1.95259103330514e-08,3.7407534136946197e-07
1972,3.647534505546446e-07,1.0773308189993003e-08,4.812077811777726e-07
1973,3.2913825265268315e-07,2.095017481718031e-08,5.077660745200774e-07
1974,3.0378086179894126e-07,1.181370057334874e-08,4.798612636136568e-07
1975,3.6039440942658985e-07,1.31364044086979e-08,3.832403301373688e-07
1976,2.765346991395745e-07,2.0568697189915497e-08,3.7309330025436793e-07
1977,3.003035402571186e-07,1.527963294778445e-08,3.573083411367861e-07
1978,4.782176148410144e-07,1.4851478047361866e-08,3.552473692991498e-07
1979,2.885022993837083e-07,9.363157360553487e-09,4.4767595142047867e-07
1980,3.416775449238685e-07,1.1938816713019662e-08,3.6441816675392147e-07
1981,3.023612578090251e-07,1.4548763860311453e-08,3.434773354626941e-07
1982,4.047291390918417e-07,1.924325720992215e-08,3.935556307510524e-07
1983,3.050297650020184e-07,1.51567585149337e-08,3.328171604977115e-07
1984,3.6127821800846505e-07,2.029653001223153e-08,3.6127821445575137e-07
1985,3.320588106703326e-07,1.3234227713709856e-08,3.6574592954252694e-07
1986,2.745474283472049e-07,4.7955883708539204e-09,3.368900820532872e-07
1987,3.0615192159189064e-07,1.8332450779645626e-08,3.9109227500944144e-07
1988,3.489994178096367e-07,1.1993107618124554e-08,2.7104424127344373e-07
1989,3.5617912885754777e-07,1.4269117998289005e-08,3.237992043381155e-07
1990,3.890336728318289e-07,1.3621627437121475e-08,3.541623119218684e-07
1991,3.276558935283447e-07,1.3481370075840715e-08,3.411372837547333e-07
1992,3.0690388364007504e-07,1.928480480861694e-08,2.859660979126488e-07
1993,3.7998962554297577e-07,1.606370148010683e-08,3.052103210166024e-07
1994,3.8348715847291714e-07,2.109970614894152e-08,2.6321884938340645e-07
1995,4.1210625312260163e-07,1.4098372247417501e-08,2.928123539192029e-07
1996,3.998231150603715e-07,7.473329066698398e-09,2.9573030957408264e-07
1997,3.5578116808210325e-07,1.1987236203658824e-08,3.217374313635446e-07
1998,3.7048363665803663e-07,1.0966697328029795e-08,2.7988919359955844e-07
1999,3.8572498084477047e-07,7.769341947572173e-09,2.947779744744139e-07
2000,3.887867805474343e-07,6.1852442057031e-09,3.3444499436541264e-07
2001,3.456776092036762e-07,5.695575372444139e-09,2.9660802702835554e-07
2002,4.823724921720896e-07,5.695587834697591e-09,3.3384908526556956e-07
2003,5.308659680736127e-07,1.1667384391955693e-08,3.0876900147802644e-07
2004,3.902644927222809e-07,2.202395626982323e-09,3.153830636648536e-07
2005,4.0263521228212085e-07,3.6029995653663605e-09,2.931940912276332e-07
2006,4.6985124413367885e-07,7.823990844091355e-09,3.2572509489625645e-07
2007,4.006463036887453e-07,9.986198701295024e-09,3.379329562847033e-07
2008,4.7215005238854246e-07,1.830699020155535e-08,4.317043966750589e-07
2009,4.6156104360761674e-07,8.105927040702454e-09,4.067268228880039e-07
2010,5.087524996838511e-07,1.1337103533737292e-08,5.016668289670179e-07
2011,5.085882612831938e-07,1.185431264261183e-08,4.978811567468711e-07
2012,5.851910671594851e-07,5.787229556686313e-09,5.729357290817916e-07
2013,5.271446426036164e-07,4.462600011745366e-09,5.073418307688371e-07
2014,6.232151363860794e-07,3.031623257987448e-09,5.292347857732693e-07
2015,5.561387936836582e-07,2.6598904745434027e-09,5.38406180083939e-07
2016,7.003200437338819e-07,5.1783502208468946e-09,4.95257410193517e-07
2017,6.92044650918433e-07,3.773417051045058e-09,6.148154341190093e-07
2018,4.948671588067555e-07,3.614053334377587e-09,6.030306138882224e-07
2019,4.7269804070992905e-07,3.06118530524202e-09,6.112166701655042e-07
