year,grosses_ADJ oies_NOUN,grosses_ADJ voies_NOUN
2002,3.066854992184176e-09,3.066854992184176e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,9.007499190971657e-10,3.602999676388663e-09
2006,8.235779835885637e-10,5.7650457740976435e-09
2007,0.0,4.7933754743212376e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,1.430457752249481e-09,9.059565542202108e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,1.1471915639660324e-09,7.265546830836911e-09
2012,2.7234021704458655e-09,4.425528388196653e-09
2013,1.9523875849358774e-09,1.6734750252211938e-09
2014,3.031623174720721e-09,3.031623174720721e-09
2015,1.994917786518613e-09,4.654808538617772e-09
2016,1.4499380585064614e-09,2.4856081637381067e-09
2017,2.0124890642847504e-09,6.037467414898856e-09
2018,5.162933414126769e-10,3.0977600484760615e-09
2019,7.65296326310505e-10,1.53059265262101e-09
