year,quelques_DET ânes_NOUN,quelques_DET anes_NOUN,quelques_DET vannes_NOUN
1879,5.498392852132383e-09,0.0,1.221865053580018e-09
1880,6.417846254436199e-09,0.0,1.2835692508872398e-09
1881,2.6495528049341743e-08,0.0,6.972507571312292e-10
1882,1.7304001787010748e-08,0.0,6.655385131892899e-10
1883,3.096476020036931e-08,6.319338941018771e-10,1.8958017378167824e-09
1884,2.2445769687351458e-08,0.0,8.582206056928499e-09
1885,1.8047780159236027e-08,0.0,0.0
1886,1.5488312854472497e-08,0.0,0.0
1887,9.140494583448344e-09,0.0,0.0
1888,1.1413106904001324e-08,1.268122939990235e-09,1.9021844099853524e-09
1889,9.397705447167226e-09,0.0,1.2530273485467092e-09
1890,1.2453334030659846e-08,0.0,3.9326319978272295e-09
1891,1.72103943318902e-08,0.0,4.461953917456185e-09
1892,3.2596265242545996e-08,0.0,1.2537024751679837e-09
1893,1.7243566574620672e-08,0.0,0.0
1894,1.5123694296903523e-08,0.0,0.0
1895,8.426060515986933e-09,0.0,0.0
1896,1.0024949648190784e-08,0.0,0.0
1897,2.4472196491487352e-08,1.1653427112179315e-09,0.0
1898,6.7900258748920805e-09,5.6583548957434e-10,0.0
1899,1.2713430308508578e-08,0.0,5.527578395003729e-10
1900,2.3359739032002835e-08,0.0,0.0
1901,3.63268028991115e-08,5.588738916095792e-10,5.588738916095792e-10
1902,1.718599307309887e-08,0.0,3.928227187977029e-09
1903,9.720396709766987e-09,5.400220270956879e-10,1.6200660812870638e-09
1904,2.3110889202371254e-08,0.0,2.1498500757388683e-09
1905,9.289366276199473e-09,0.0,0.0
1906,2.572092172581364e-08,0.0,2.0576738091193647e-09
1907,9.771402686986619e-09,0.0,0.0
1908,2.357466755142923e-08,0.0,1.4734167219643268e-09
1909,1.320236009405562e-08,5.500983557560346e-10,1.1001967115120692e-09
1910,2.084218830855633e-08,5.344150677544235e-10,1.6032452032632705e-09
1911,1.1704822888702893e-08,0.0,3.1922244847493175e-09
1912,7.293189607793238e-09,5.209421227725386e-10,0.0
1913,1.5378670392696137e-08,5.30298971401777e-10,0.0
1914,1.9420556940374922e-08,0.0,0.0
1915,8.246533234057551e-09,0.0,3.534228465440492e-09
1916,5.493730803607377e-09,0.0,1.0987462051303964e-09
1917,7.676496771580332e-09,0.0,3.289927441585405e-09
1918,1.378365155346728e-08,0.0,3.44591288836682e-09
1919,1.1970202606903513e-08,1.8415696745321952e-09,9.207848372660976e-10
1920,3.786115865267448e-09,0.0,5.300562211374427e-09
1921,1.1359120755116692e-08,0.0,7.572747429129834e-10
1922,1.2542490324118916e-08,0.0,0.0
1923,1.3800733000834953e-08,0.0,3.1847844361720945e-09
1924,2.0626599095407983e-08,0.0,0.0
1925,8.798542339150117e-09,0.0,6.598906754362588e-09
1926,5.573069339348535e-09,0.0,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09,0.0
1928,7.998228634953364e-09,0.0,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09,0.0
1930,1.1553964007759987e-08,0.0,1.0503603542488804e-09
1931,1.596749932275543e-08,0.0,1.1405356659111021e-09
1932,1.53433514782364e-08,0.0,3.287861094491973e-09
1933,1.0323595756034365e-08,0.0,0.0
1934,9.585264137967897e-09,0.0,0.0
1935,9.574627313213568e-09,0.0,0.0
1936,8.487299751891442e-09,0.0,0.0
1937,2.0145788814929233e-08,0.0,2.5182236296217297e-09
1938,1.426173557028676e-08,0.0,0.0
1939,1.2235240376412548e-08,0.0,0.0
1940,5.0715658339584024e-09,0.0,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,0.0
1943,1.4516175816936538e-08,0.0,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.3071024707045353e-08,0.0,0.0
1946,6.960552134671616e-09,0.0,0.0
1947,2.3841741914054637e-09,0.0,0.0
1948,1.087188761239588e-08,0.0,1.0871887834440486e-09
1949,1.3743811866362421e-08,0.0,9.817008317369869e-10
1950,1.4889506072535141e-08,0.0,1.0635361480382244e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,0.0,1.0544803918932644e-09
1953,1.185120990232491e-08,0.0,2.1547654771580937e-09
1954,9.772536335717064e-09,0.0,1.9545072227344917e-09
1955,7.508486277174597e-09,0.0,2.815682353940474e-09
1956,1.2209598221346596e-08,0.0,1.744228317335228e-09
1957,1.4136060322300636e-08,0.0,0.0
1958,1.3235589346738408e-08,0.0,0.0
1959,1.162612162097787e-08,0.0,2.325224457422337e-09
1960,1.4533750203327145e-08,0.0,3.4604167309382206e-09
1961,1.528595072741723e-08,0.0,0.0
1962,1.0147130247162295e-08,0.0,6.976151933901775e-09
1963,7.1126584622049904e-09,0.0,2.5864211883330768e-09
1964,4.258777885901566e-09,0.0,7.909158661334459e-09
1965,1.0944086803466035e-08,0.0,1.0944086747954884e-09
1966,6.092982118843793e-09,0.0,1.6617224263271169e-09
1967,7.3955032653394426e-09,0.0,0.0
1968,1.033025617824812e-08,8.982831700699023e-10,4.4914158503495116e-10
1969,6.8126366770115965e-09,0.0,4.995933444718048e-09
1970,7.817832603507213e-09,0.0,1.8394900047624674e-09
1971,1.1818313883082965e-08,0.0,1.541519245584766e-09
1972,7.182205497002769e-09,5.130146862875051e-10,1.5390440033513642e-09
1973,9.92376719688437e-09,0.0,3.3079223804577396e-09
1974,6.750686232237513e-09,0.0,1.1251143350321513e-09
1975,7.4249242310031605e-09,0.0,4.569184142155791e-09
1976,3.4281161798155324e-09,5.713526873840635e-10,1.7140580066410394e-09
1977,5.876781727920388e-09,0.0,2.938390863960194e-09
1978,6.534650265344055e-09,0.0,2.3762365408686037e-09
1979,1.1118749476679568e-08,0.0,2.925986564150662e-09
1980,1.1370301200575028e-08,0.0,1.7055452605774235e-09
1981,1.2651099501326257e-08,0.0,3.1627747087981106e-09
1982,8.069752865935698e-09,6.207502289967692e-10,4.345251713999687e-09
1983,1.0104505454577861e-08,6.315316047889041e-10,3.78918940668882e-09
1984,6.958810416790584e-09,0.0,1.739702604197646e-09
1985,1.4437339324047116e-08,0.0,0.0
1986,1.498621410300771e-08,0.0,1.7983456945813714e-09
1987,1.2221633316489289e-08,0.0,3.0554083707556856e-09
1988,8.39517544370949e-09,0.0,2.398621523624911e-09
1989,1.7013179198777095e-08,0.0,2.1952488715726304e-09
1990,1.3621627381610324e-08,5.44865097484859e-10,2.724325431913144e-09
1991,1.113678349540237e-08,0.0,2.9307325455363298e-09
1992,5.509944167592096e-09,0.0,1.6529832502776287e-09
1993,1.218625611532076e-08,0.0,6.647049133334804e-09
1994,9.494868002946077e-09,0.0,4.2199412852994556e-09
1995,1.1929391696696712e-08,0.0,2.1689803286761844e-09
1996,1.0676184380997711e-08,0.0,5.338092190498855e-10
1997,1.246672576282748e-08,0.0,9.58978896292706e-10
1998,1.144351013948608e-08,0.0,1.43043876743576e-09
1999,1.0511462644746672e-08,0.0,2.285100553223174e-09
2000,1.0161472552283612e-08,0.0,1.7672125984802278e-09
2001,1.1391150245287918e-08,0.0,2.6287270138425356e-09
2002,6.1337101509018055e-09,0.0,4.3812213301741565e-09
2003,1.583430719875878e-08,0.0,2.9168460979889232e-09
2004,1.1452457648886138e-08,0.0,2.642874807889939e-09
2005,1.216012357474483e-08,1.3511248786457486e-09,1.8014998381943315e-09
2006,1.523619275189958e-08,3.706100981659688e-09,3.294311934354255e-09
2007,7.988958827809256e-09,0.0,5.991719120856942e-09
2008,1.6604014330123817e-08,4.257439678578834e-10,7.663391698997657e-09
2009,1.2874119548200724e-08,0.0,6.675469510497578e-09
2010,1.79504135999764e-08,0.0,6.14093115247627e-09
2011,1.529588788962144e-08,0.0,7.647943611743813e-09
2012,1.565956214699682e-08,0.0,1.327658516458996e-08
2013,1.1156499946096687e-08,0.0,9.483025531498157e-09
2014,1.732356147421399e-08,0.0,1.147685946278898e-08
2015,1.174785002611145e-08,0.0,1.1304534752731854e-08
2016,1.7813524211263143e-08,0.0,1.0978102427117165e-08
2017,1.132025073680154e-08,0.0,1.4590545660553289e-08
2018,9.809573264796256e-09,0.0,1.6521387480317173e-08
2019,1.1224346341265345e-08,0.0,1.4030432593514774e-08
