year,premières_ADJ oies_NOUN,premières_ADJ voix_NOUN
1888,0.0,7.60873763994141e-09
1889,0.0,3.132568426877924e-09
1890,1.3108772956016423e-09,6.554386366985909e-09
1891,0.0,3.824531802365527e-09
1892,6.268512375839919e-10,2.1312942521944933e-08
1893,0.0,4.310891643655168e-09
1894,0.0,2.2685540557176864e-08
1895,0.0,1.444467478961542e-08
1896,0.0,1.3563166589847242e-08
1897,0.0,6.992056267307589e-09
1898,0.0,4.526684027617023e-09
1899,0.0,1.6582735185011188e-08
1900,0.0,2.491705508589348e-08
1901,0.0,4.135666742399735e-08
1902,4.910283846193408e-10,9.820567470342212e-09
1903,5.400220270956879e-10,8.100330184390714e-09
1904,0.0,1.5048950530172078e-08
1905,0.0,5.676834835544042e-09
1906,0.0,5.658603086100555e-09
1907,5.142843373384665e-10,1.131425531042396e-08
1908,0.0,1.5716445034286153e-08
1909,0.0,2.8605114721358404e-08
1910,4.275320542035388e-09,3.313373397872965e-08
1911,3.7242617878519013e-09,1.7557235443277364e-08
1912,5.209421227725386e-10,2.3963336814869507e-08
1913,0.0,1.007568034561146e-08
1914,0.0,1.7411533548283842e-08
1915,0.0,2.1205371680821372e-08
1916,0.0,1.4283700444650549e-08
1917,0.0,2.3029490536785602e-08
1918,0.0,1.033773866510046e-08
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,0.0,1.4387239843927091e-08
1921,0.0,2.120369302360814e-08
1922,0.0,1.4755870969551665e-09
1923,0.0,1.5923921736771263e-08
1924,2.578324886925998e-09,2.0626599095407983e-08
1925,1.0998177923937646e-09,2.1996356736053713e-08
1926,0.0,5.461607699430715e-08
1927,0.0,7.804457524684949e-09
1928,5.713020723163709e-09,5.713020723163709e-09
1929,0.0,1.1140405931087116e-08
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,0.0,1.2545892325022123e-08
1932,0.0,5.4797681947604815e-09
1933,0.0,1.8353059516584835e-08
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,0.0,4.4282649547255915e-08
1936,1.2124714565686645e-09,4.9711328387047615e-08
1937,0.0,1.2087473066912935e-07
1938,0.0,1.0372171566075394e-08
1939,1.5294050470515685e-09,1.6823456405745674e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.3612020783048138e-08
1942,0.0,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.742803235060819e-08
1946,0.0,2.645009899993056e-08
1947,0.0,1.7881307101674793e-08
1948,1.0871887834440486e-09,3.0441286602567175e-08
1949,9.817008317369869e-10,1.2762110479513922e-08
1950,0.0,2.0207187034770868e-08
1951,1.0661401761424827e-09,6.396841278899501e-09
1952,0.0,6.326882129314981e-09
1953,0.0,8.619061908632375e-09
1954,0.0,1.6613311615287785e-08
1955,0.0,2.1586897602787758e-08
1956,0.0,1.1337483840634377e-08
1957,0.0,3.003912851795576e-08
1958,3.3088973783179654e-09,3.3088973339090444e-08
1959,1.0851047171911432e-08,1.5501495198577686e-08
1960,0.0,3.460416714284875e-08
1961,0.0,1.945484662257968e-08
1962,1.2683912808952869e-09,1.3952304200870458e-08
1963,0.0,1.681173777967615e-08
1964,1.2167936658258327e-09,1.8860301764789256e-08
1965,1.0944086747954884e-09,1.641613067704384e-08
1966,1.6617224263271169e-09,2.215629990587331e-08
1967,1.9721342336964653e-09,3.3526280418527676e-08
1968,1.7965663401398047e-09,7.365922272128955e-08
1969,0.0,3.587988572917311e-08
1970,0.0,2.5292987260172595e-08
1971,1.541519245584766e-09,2.569198720436816e-08
1972,5.130146862875051e-10,1.3851396474251487e-08
1973,5.513203782392395e-10,2.3706776985932265e-08
1974,5.625571675160757e-10,1.7439271360331077e-08
1975,0.0,3.484002775167028e-08
1976,0.0,1.656922776760439e-08
1977,0.0,1.4104276857551667e-08
1978,5.940591352171509e-10,2.4950484345254154e-08
1979,0.0,1.7555919384903973e-08
1980,1.7055452605774235e-09,3.979605622816962e-08
1981,1.8976649140967083e-09,2.4037088763861902e-08
1982,6.207502289967692e-10,2.669225906970496e-08
1983,0.0,2.3998200759933752e-08
1984,5.799008495621649e-10,1.5077421977593986e-08
1985,1.2031116103372597e-09,2.707001200974446e-08
1986,0.0,1.9182353483415682e-08
1987,6.110816852533674e-10,3.4220574485210875e-08
1988,1.1993107618124554e-09,1.079379691182325e-08
1989,1.0976244357863152e-09,2.798942233539492e-08
1990,1.089730194969718e-09,4.2499475938484466e-08
1991,5.861465202094962e-10,3.106576684785978e-08
1992,0.0,4.242657120068216e-08
1993,1.661762283333701e-09,2.9911721100006616e-08
1994,1.0549853213248639e-09,2.637463225596548e-08
1995,0.0,3.849940100053573e-08
1996,1.067618438099771e-09,2.2419987644184403e-08
1997,1.917957792585412e-09,2.109753616252874e-08
1998,4.768129224785866e-10,2.9085589048349902e-08
1999,0.0,2.0108885223635298e-08
2000,8.836062992401139e-10,4.418031640529563e-08
2001,1.3143635069212678e-09,3.2859089449388534e-08
2002,1.3143663935011318e-09,3.023042793870445e-08
2003,1.2500769308587678e-09,2.4168153534009917e-08
2004,4.404791253964646e-10,2.8190664025373735e-08
2005,9.007499190971657e-10,2.522099862289906e-08
2006,4.1178899179428186e-10,4.694394667437152e-08
2007,7.988958938831558e-10,2.356742961895364e-08
2008,0.0,2.3415918093405708e-08
2009,0.0,2.9562793102400065e-08
2010,0.0,2.0312310056169736e-08
2011,1.529588788962144e-09,2.1796640936599943e-08
2012,3.404252713057332e-10,2.11063664323774e-08
2013,5.578250084070646e-10,2.3149738126448938e-08
2014,1.0827225782605865e-09,2.7717698358742382e-08
2015,4.433150790905671e-10,1.9284206231873213e-08
2016,8.285360175719347e-10,2.3406142801718488e-08
2017,1.0062445321423752e-09,2.0628013075452145e-08
2018,1.0325866828253538e-09,2.1942467398616827e-08
2019,5.1019755087367e-10,3.3673038912773734e-08
