year,ses_DET ivres_ADJ,ses_DET vivres_NOUN
1873,1.1972008939764578e-09,3.2683583872650246e-07
1874,5.974609140757536e-10,4.289769485188444e-07
1875,0.0,2.0654712784562435e-07
1876,0.0,1.9286787344974243e-07
1877,0.0,2.2203489891126083e-07
1878,0.0,1.3467168002989638e-07
1879,0.0,2.45594869663357e-07
1880,0.0,1.6108793943203636e-07
1881,0.0,1.8616595265363856e-07
1882,0.0,1.7104339633533527e-07
1883,0.0,1.9969111519912985e-07
1884,0.0,2.3370007262712988e-07
1885,0.0,1.9659189320897497e-07
1886,1.936039106809062e-09,2.3877817056927597e-07
1887,0.0,2.2785947506598347e-07
1888,6.340614699951175e-10,1.8641407129038612e-07
1889,6.265136742733546e-10,2.1677372430417563e-07
1890,1.3108772956016423e-09,1.87455446720719e-07
1891,0.0,1.752910456787049e-07
1892,6.268512375839919e-10,1.3728042635996474e-07
1893,0.0,1.471861570401245e-07
1894,0.0,1.8211448238325545e-07
1895,0.0,1.7574354704841255e-07
1896,0.0,1.6747561848440284e-07
1897,0.0,1.6373064837260642e-07
1898,0.0,1.3297133893974689e-07
1899,3.8693048765026106e-09,1.7024941101340119e-07
1900,0.0,1.6767101840287069e-07
1901,0.0,1.620734337848262e-07
1902,0.0,1.7284199604894468e-07
1903,0.0,1.7658719797530864e-07
1904,5.374625189347171e-10,1.3329069936673932e-07
1905,0.0,1.4966200884147796e-07
1906,0.0,1.1471531252693623e-07
1907,0.0,1.1982825165457456e-07
1908,4.911389073214423e-10,1.1541764388667275e-07
1909,0.0,1.1882124795192794e-07
1910,0.0,1.0902067093532253e-07
1911,0.0,1.239647219319906e-07
1912,0.0,8.803921769384715e-08
1913,0.0,1.28862643888894e-07
1914,6.696743715117748e-10,1.2188073128527321e-07
1915,0.0,1.507937525957459e-07
1916,0.0,1.900830985945845e-07
1917,0.0,1.1295416868506436e-07
1918,0.0,1.539174432352297e-07
1919,0.0,1.3627615658151626e-07
1920,1.514446346106979e-09,1.0222512747404267e-07
1921,0.0,1.1131938748576431e-07
1922,0.0,8.041949683956773e-08
1923,0.0,1.0509788372914386e-07
1924,0.0,1.2375959101973422e-07
1925,0.0,1.2427941542547671e-07
1926,0.0,6.353298864780754e-08
1927,0.0,9.365348596634959e-08
1928,0.0,8.11248898058281e-08
1929,0.0,1.036057821757197e-07
1930,0.0,1.3129503884101723e-07
1931,3.4216069977333063e-09,2.246855252963087e-07
1932,1.0959536611565568e-09,1.3480230620643852e-07
1933,2.2941324395731044e-09,8.488290048624947e-08
1934,0.0,7.668211132738634e-08
1935,0.0,6.462873347601317e-08
1936,0.0,6.183604739362636e-08
1937,0.0,7.554671010989722e-08
1938,0.0,7.908780597087883e-08
1939,0.0,8.870549539352623e-08
1940,0.0,6.846614097888448e-08
1941,0.0,6.788455664263893e-08
1942,3.034211770724937e-09,6.675265740163638e-08
1943,0.0,8.129058670647282e-08
1944,0.0,6.7476911169706e-08
1945,0.0,1.0238969139209075e-07
1946,0.0,8.90950682119751e-08
1947,1.1920870957027319e-09,8.106191984325051e-08
1948,0.0,7.610321572926182e-08
1949,0.0,9.620668428578227e-08
1950,0.0,8.295582176742755e-08
1951,0.0,7.036525317971609e-08
1952,0.0,6.432330168504308e-08
1953,0.0,5.0636987936059086e-08
1954,0.0,4.49536656788041e-08
1955,0.0,6.757638004728506e-08
1956,0.0,4.883839466174322e-08
1957,0.0,4.329168490357915e-08
1958,0.0,4.549733728653749e-08
1959,0.0,6.89816559429346e-08
1960,0.0,6.574791960867188e-08
1961,0.0,5.558527504945232e-08
1962,0.0,5.13698459880807e-08
1963,0.0,5.3021638413142114e-08
1964,0.0,6.814044417602361e-08
1965,0.0,4.9248392031131516e-08
1966,0.0,5.926809887313311e-08
1967,0.0,6.705256300199025e-08
1968,0.0,7.994720074844253e-08
1969,4.5417578031781147e-10,7.539317914417865e-08
1970,0.0,6.438215152670956e-08
1971,0.0,6.679916397800412e-08
1972,0.0,4.6171322765076184e-08
1973,0.0,4.3554308215565385e-08
1974,0.0,6.694430088050041e-08
1975,0.0,3.8838066984681063e-08
1976,0.0,6.913367472938248e-08
1977,5.876781838942691e-10,5.7592462354705276e-08
1978,0.0,5.524749846497201e-08
1979,0.0,6.144572073374377e-08
1980,0.0,6.48107203460313e-08
1981,1.2651099057237047e-09,4.554395616196416e-08
1982,0.0,4.593551727882783e-08
1983,0.0,2.9050454486423405e-08
1984,0.0,4.291266364475632e-08
1985,0.0,3.9101127669027846e-08
1986,0.0,5.155257470912389e-08
1987,0.0,3.8498146226473295e-08
1988,0.0,4.137622156008547e-08
1989,0.0,3.951447846706202e-08
1990,0.0,3.596109682257875e-08
1991,0.0,3.9271817797725816e-08
1992,0.0,4.7936514424584686e-08
1993,0.0,4.3205819366676224e-08
1994,0.0,3.323203756622206e-08
1995,5.422450821690461e-10,4.12106260228029e-08
1996,0.0,3.95018808774239e-08
1997,0.0,5.274383951814343e-08
1998,4.768129224785866e-10,5.292623550534614e-08
1999,0.0,5.30143350607748e-08
2000,0.0,4.462211766753654e-08
2001,4.3812117822561447e-10,5.0822056951727035e-08
2002,0.0,9.94537303067311e-08
2003,0.0,4.8752998083045895e-08
2004,0.0,3.479785243287736e-08
2005,0.0,4.14344951682466e-08
2006,0.0,3.7884587911207745e-08
2007,3.994479469415779e-10,4.633596051295541e-08
2008,0.0,4.640609158057529e-08
2009,0.0,3.7668719921057914e-08
2010,0.0,3.684558724792453e-08
2011,0.0,4.321088264980233e-08
2012,0.0,5.582974427209564e-08
2013,0.0,5.522467549923249e-08
2014,0.0,5.8033929772882686e-08
2015,2.2165753954528356e-10,6.516731443362289e-08
2016,0.0,9.217463514676894e-08
2017,0.0,5.38340814149052e-08
2018,0.0,5.240377354276404e-08
2019,2.55098775436835e-10,5.7397223418576004e-08
