year,grandes_ADJ oies_NOUN,grandes_ADJ voix_NOUN
1800,3.144164484325529e-09,6.288328968651058e-09
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,0.0,5.851017448321727e-09
1804,2.4718509461507665e-09,2.7190360185613827e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,9.221341201737232e-08
1807,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,2.2660739062985158e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,4.680253518074551e-09
1811,0.0,1.0028307073639553e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,5.751483289628823e-09
1814,0.0,6.293354282149721e-09
1815,0.0,3.776112933451259e-08
1816,0.0,3.0128852301913867e-08
1817,1.556873407970727e-09,4.3592454090912724e-08
1818,4.768470951432846e-09,3.5763532135746345e-09
1819,0.0,1.8631890696951814e-08
1820,0.0,5.933240565525466e-09
1821,0.0,7.88919063410276e-09
1822,1.0025615893027862e-09,2.4061478143266868e-08
1823,0.0,2.4706716672540097e-08
1824,6.736890156844311e-09,1.2631669044083083e-08
1825,8.805443041381977e-10,2.6416328680056722e-08
1826,0.0,1.3211976401805714e-08
1827,0.0,7.373818444733615e-09
1828,5.503380862137419e-09,1.3758452155343548e-08
1829,0.0,5.143905745796928e-09
1830,3.1310507520032616e-09,1.878630406793036e-08
1831,1.5591206548037917e-08,2.0268567268999504e-08
1832,0.0,4.19429042608499e-08
1833,1.2741991461950875e-08,3.1275796175123105e-08
1834,1.8669061851994684e-09,5.3206825612051034e-08
1835,2.2689263801112247e-09,3.554651328840919e-08
1836,6.720750067579218e-10,5.107770206791429e-08
1837,6.957890930081589e-10,5.148839221646995e-08
1838,1.2624323808552163e-09,4.1660268124132926e-08
1839,6.9914751765765e-10,7.271134450093086e-08
1840,0.0,6.11490094115652e-08
1841,0.0,5.3290553747586955e-08
1842,1.341653010911159e-09,7.982835370512475e-08
1843,4.7255288571079745e-09,5.847842032835615e-08
1844,5.488561272137815e-10,6.696044607679141e-08
1845,0.0,8.314539456932835e-08
1846,0.0,4.390875929516369e-08
1847,5.3932236454556914e-09,1.251227956799994e-07
1848,0.0,8.68883915927654e-08
1849,0.0,5.027649052635752e-08
1850,6.788996032014438e-10,7.264225843073291e-08
1851,6.449438760824933e-10,8.642248161550015e-08
1852,6.510545436100301e-10,9.830923630715915e-08
1853,1.3735443005202796e-08,4.896984151514516e-08
1854,7.27393034694046e-09,8.572846610377383e-08
1855,2.1227748447927297e-09,1.0666943595083467e-07
1856,1.0354378465748937e-09,1.356423546816643e-07
1857,4.881509085841174e-10,1.2496663259753404e-07
1858,4.893676019968041e-10,1.468102794888182e-07
1859,6.619825576592575e-09,9.929738098435337e-08
1860,2.288591982591015e-09,1.551665330390417e-07
1861,4.715963730639317e-10,1.6835990912511534e-07
1862,4.517986262886353e-10,1.2243743444106947e-07
1863,0.0,1.208698279242526e-07
1864,4.794727948009836e-10,1.5822602528192675e-07
1865,4.706844358715045e-10,1.1861247628530691e-07
1866,9.731225825149181e-10,1.3234466678113677e-07
1867,2.91168689159349e-09,1.2617309153029055e-07
1868,2.4699371437009177e-09,1.264607760731451e-07
1869,1.953407657850903e-09,8.888004998652832e-08
1870,2.2936195165357276e-09,1.0894692792362548e-07
1871,1.0621177271019633e-09,1.5506918771279743e-07
1872,6.047339295989218e-10,1.0038582920479655e-07
1873,5.986004469882289e-10,1.316921043326147e-07
1874,2.3898436563030145e-09,8.005976537273085e-08
1875,1.716458086775674e-09,8.353429592489192e-08
1876,1.209202959984168e-09,8.524880712457161e-08
1877,0.0,8.16395697711414e-08
1878,0.0,6.03908887342186e-08
1879,1.832797580370027e-09,7.453376582589044e-08
1880,6.417846254436199e-10,7.765594034481182e-08
1881,4.183504653809678e-09,8.297283671243605e-08
1882,2.6621540527571597e-09,9.849969884179188e-08
1883,6.319338941018771e-10,1.131161694312155e-07
1884,1.3203393933736152e-09,1.0958816787365322e-07
1885,3.86738152613475e-09,9.02388992418679e-08
1886,0.0,1.026100733270141e-07
1887,1.9586774424595887e-09,6.398346386049525e-08
1888,8.242799331981132e-09,9.510922183153525e-08
1889,3.759081934617825e-09,6.390439466485986e-08
1890,0.0,7.668631951673888e-08
1891,1.0198752065093686e-08,1.0453720733494265e-07
1892,3.1342561879199593e-09,6.017771880806322e-08
1893,0.0,5.4194064347257154e-08
1894,1.8904617871129403e-09,7.183754746620252e-08
1895,1.8055843487019274e-09,5.416752912879019e-08
1896,2.358811590497112e-09,5.01247472417532e-08
1897,0.0,5.884980680548324e-08
1898,1.13167097914868e-09,7.525611778191887e-08
1899,4.9748205555033564e-09,8.56774651225578e-08
1900,1.038210628578895e-09,8.046132649042192e-08
1901,1.676621730339889e-09,6.874148539282032e-08
1902,1.4730852093691738e-09,6.530677509886118e-08
1903,5.400220270956879e-09,5.45422256248429e-08
1904,1.0749250378694342e-09,5.750849041419315e-08
1905,5.160759042333041e-10,7.431493287413105e-08
1906,4.115347618238729e-09,1.0597020150271419e-07
1907,2.057137349353866e-09,5.348557152728972e-08
1908,2.4556945366072114e-09,8.742272683548435e-08
1909,0.0,8.086446001698278e-08
1910,1.6032452032632705e-09,1.1650248199490676e-07
1911,1.0640748282497725e-09,1.0747155421153565e-07
1912,2.0837684910901544e-09,8.856016364688912e-08
1913,1.060597942803554e-09,6.522677153952827e-08
1914,3.3483718020477227e-09,7.567320131629529e-08
1915,2.3561523843085297e-09,1.0602685651672772e-07
1916,3.2962386153911893e-09,1.1536835131664702e-07
1917,2.1932848870420685e-09,1.5352993898432032e-07
1918,0.0,1.389851576050205e-07
1919,9.207848372660976e-10,1.0312790266198135e-07
1920,7.572231730534895e-10,1.0222512969448871e-07
1921,3.0290989716519334e-09,1.2040668195822946e-07
1922,1.4755870969551665e-09,1.5567443423236682e-07
1923,0.0,9.448194049355152e-08
1924,1.289162443462999e-09,9.153053071031536e-08
1925,0.0,1.2427940410120186e-07
1926,1.1146138456652466e-09,7.244990030130793e-08
1927,1.0034302722061739e-08,9.25385634786835e-08
1928,6.8556245125250825e-09,9.369353648480683e-08
1929,0.0,9.135133183235666e-08
1930,1.0503603542488804e-09,7.457558837131728e-08
1931,1.1405356659111021e-09,7.413481739604322e-08
1932,1.0959536611565568e-09,8.658033578967661e-08
1933,2.2941324395731044e-09,6.19415747582508e-08
1934,0.0,6.82950087593781e-08
1935,0.0,5.744776476745983e-08
1936,1.2124714565686645e-09,7.517323297179246e-08
1937,1.2591118148108649e-09,7.428759996042089e-08
1938,0.0,8.427389275311725e-08
1939,0.0,9.329371142285936e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,1.0330258959356797e-07
1942,6.068423541449874e-09,7.58552971547033e-08
1943,0.0,1.5096823391402836e-07
1944,0.0,1.799384250489311e-07
1945,4.357008087652048e-09,1.2199622290154366e-07
1946,1.3921104269343232e-09,1.238978342144037e-07
1947,1.1920870957027319e-09,1.2397705972944095e-07
1948,4.348755133776194e-09,1.174163912764925e-07
1949,1.9634016634739737e-09,8.344456858822014e-08
1950,0.0,1.2868787280240213e-07
1951,0.0,7.569595084078173e-08
1952,1.0544803918932644e-09,1.0017564022746228e-07
1953,2.1547654771580937e-09,1.1743471717284848e-07
1954,9.772536113672459e-10,8.697556808101581e-08
1955,3.754243138587299e-09,9.854888372018422e-08
1956,6.104799332717903e-09,1.0727003996180429e-07
1957,2.6505113104313693e-09,9.365140130057625e-08
1958,2.068060889204304e-08,9.595802108464113e-08
1959,4.960478605653407e-08,1.24011962143733e-07
1960,2.7683333403416555e-09,9.965999986372154e-08
1961,5.55852741612739e-09,8.476753982078478e-08
1962,6.341956404476434e-10,9.068997358641084e-08
1963,0.0,1.2091518897250353e-07
1964,0.0,8.760914282923693e-08
1965,2.73602163147757e-09,8.04390379305353e-08
1966,3.323444963676536e-09,8.364002535010684e-08
1967,4.930335695263466e-09,8.726694250560385e-08
1968,1.3474247273492779e-09,9.297230760263453e-08
1969,3.1792304344691047e-09,8.22058163207906e-08
1970,2.7592350626548523e-09,8.921526628569154e-08
1971,2.0553589941130213e-09,8.940811824231787e-08
