year,grandes_ADJ oies_NOUN,grandes_ADJ voix_NOUN
1972,8.721249500354133e-09,8.926455441482517e-08
1973,4.961883570686609e-09,8.710861720828689e-08
1974,9.000914458212605e-09,7.256987544224103e-08
1975,2.2845920710778955e-09,9.823746260906319e-08
1976,7.427584769459372e-09,1.0055807198039446e-07
1977,2.3507127355770763e-09,9.931761263404226e-08
1978,5.940591241149207e-09,1.0574252351513991e-07
1979,5.266775904289034e-09,1.0299473429675743e-07
1980,1.0233271119375331e-08,1.1484004147632731e-07
1981,8.223214109648325e-09,9.931112976424572e-08
1982,1.738100685599875e-08,1.1980479519557719e-07
1983,8.841442245000053e-09,1.1557028445352557e-07
1984,2.3196033982486597e-09,1.1598016824709845e-07
1985,6.015557829641693e-09,1.2392049919540682e-07
1986,4.196139880008332e-09,1.0310515241584994e-07
1987,5.49973533381376e-09,1.0571712893980845e-07
1988,1.139345240375178e-08,1.6010798709054086e-07
1989,1.0976243913773942e-08,1.2348274980311658e-07
1990,4.90378582185258e-09,1.3621627048543417e-07
1991,6.4476115557710045e-09,1.1664315585635521e-07
1992,6.611933001110515e-09,1.3278965327323533e-07
1993,7.754890507527534e-09,1.63406612685435e-07
1994,7.384897138251745e-09,1.3240065710462545e-07
1995,1.3556126887692699e-08,1.247163727846612e-07
1996,1.3879040139386234e-08,1.5000038811052718e-07
1997,3.835915585170824e-09,1.419288823134579e-07
1998,1.954933015468896e-08,1.4971925177409418e-07
1999,1.3710603319339043e-08,1.2522351733323944e-07
2000,1.2370488189361595e-08,1.3695897960186443e-07
2001,2.2344179839706158e-08,1.3231259665680284e-07
2002,1.4019908789464353e-08,1.3625598160871277e-07
2003,1.3750845795357236e-08,1.2959130923917428e-07
2004,9.690540592188768e-09,1.2509607716371107e-07
2005,9.007499190971657e-09,1.45921493555079e-07
2006,7.823991010624809e-09,1.4536151438093725e-07
2007,2.7961355453243186e-09,1.465973982206492e-07
2008,5.108927503272298e-09,1.387925363527387e-07
2009,5.721831008997924e-09,1.125293400683347e-07
2010,5.668551850135373e-09,1.2754241363044372e-07
2011,9.55992973672437e-09,8.756895553130306e-08
2012,5.106378986319271e-09,8.612759638815248e-08
2013,1.1156500168141292e-08,7.307507371434596e-08
2014,1.0394137106572998e-08,1.1498513852181702e-07
2015,7.093041182182347e-09,1.0683893714169557e-07
2016,9.528164313099552e-09,1.0149566548323108e-07
2017,9.307762255383878e-09,8.77948327371314e-08
2018,8.26069346260283e-09,8.802801376717184e-08
2019,7.90806181649728e-09,9.081516227915643e-08
