year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP voter_VERB
1800,3.7101141892037504e-07,9.432493897065797e-09,0.0
1801,2.1430642682673806e-07,2.3811825844433088e-09,1.904946067554647e-08
1802,3.0434625841735397e-07,0.0,6.713520406265161e-09
1803,2.9255087241608635e-07,0.0,0.0
1804,2.2246658204494452e-07,2.4718509461507665e-09,4.943701892301533e-09
1805,2.956592766167887e-07,0.0,2.842877711017877e-09
1806,2.1036184705280903e-07,0.0,5.76333825108577e-09
1807,2.3345032218458073e-07,2.8469551160981155e-09,0.0
1808,2.900574713748938e-07,0.0,0.0
1809,2.597885213617701e-07,0.0,2.259030518203531e-09
1810,2.527336784297063e-07,4.680253518074551e-09,0.0
1811,3.008492228673276e-07,2.5070767684098882e-09,0.0
1812,1.3869483250772419e-07,0.0,2.6672082320544632e-09
1813,2.9620139696540093e-07,1.1502966579257645e-08,5.751483289628823e-09
1814,2.0453401994302567e-07,0.0,1.2586708564299443e-08
1815,2.2386954867670283e-07,0.0,1.6183340889597275e-08
1816,2.2944278832426335e-07,2.3176038865813098e-09,6.257530316133852e-08
1817,3.1293154290068514e-07,1.556873407970727e-09,0.0
1818,2.515368415778596e-07,1.1921177378582115e-09,1.1921177378582115e-09
1819,2.3910924973336023e-07,0.0,4.140420006848444e-09
1820,2.4207622040250953e-07,3.5599443393152796e-09,1.1866481131050932e-09
1821,2.672463218500454e-07,0.0,9.86148829262845e-10
1822,1.7845596289589594e-07,1.0025615893027862e-09,2.3058916553964082e-08
1823,1.927124007039538e-07,9.882686891060644e-10,9.882686669016039e-09
1824,2.0800148181621125e-07,0.0,1.9368560089105813e-08
1825,2.3070260191104808e-07,8.805443041381977e-10,1.0566531649658373e-08
1826,2.730475148204903e-07,2.642395191543301e-09,1.76159691278599e-08
1827,2.7283129477861934e-07,3.6869092223668076e-09,9.217273166939322e-09
1828,2.980997870771773e-07,9.172301251858528e-10,1.1923991571904935e-08
1829,2.1432939867338519e-07,1.714635211591542e-09,2.914879893012312e-08
1830,2.765761366596564e-07,3.1310507520032616e-09,1.2524203008013046e-08
1831,2.5881401821692407e-07,0.0,0.0
1832,2.043025332243431e-07,0.0,2.705993829010822e-08
1833,2.8264054563464924e-07,0.0,1.042526565075974e-08
1834,2.034927808480802e-07,9.334530925997342e-10,2.7070139907436896e-08
1835,2.631954671983294e-07,3.781543966852041e-09,2.2689263801112247e-09
1836,2.896643311878222e-07,5.3765999430410716e-09,8.064899859050456e-09
1837,2.275230350790025e-07,1.3915781860163179e-09,2.2961039292113128e-08
1838,2.1650714998600051e-07,1.2624323808552163e-09,5.049729523420865e-09
1839,2.2162976343054197e-07,2.7965900706306e-09,1.3283802502428443e-08
1840,2.038300379592073e-07,5.095750932326837e-09,3.3122379505812205e-08
1841,1.900482384797897e-07,2.5682194149112547e-09,1.2841097074556274e-09
1842,2.133228296230527e-07,6.708265054555795e-10,1.8112315203211438e-08
1843,2.1146741435718042e-07,1.1813822142769936e-09,2.8353174030826267e-08
1844,1.3940945420287676e-07,0.0,3.3480223038395707e-08
1845,1.9809809792548094e-07,2.790113973194508e-09,1.897277535078956e-08
1846,1.8792949774137924e-07,5.854501328173001e-10,7.025401593807601e-09
1847,2.0440317527459229e-07,3.775256551818984e-09,1.5640349459999925e-08
1848,1.753858365205474e-07,6.436177313329239e-09,3.378993085334514e-08
1849,2.404892036622641e-07,1.6758829879393033e-09,7.54147322368226e-09
1850,1.8466069739986324e-07,6.788996032014438e-10,4.3449574604892405e-08
1851,1.4898203026803003e-07,1.2898877521649865e-09,2.3862924081186065e-08
1852,1.7773789484643032e-07,4.557381805270211e-09,4.557382027314816e-09
1853,1.9289339725503396e-07,4.777545470346922e-09,1.6721408258035808e-08
1854,1.8756348474369133e-07,3.117398617025202e-09,1.3508727469968562e-08
1855,1.3851105507001193e-07,5.306937111981824e-10,3.714855978387277e-09
1856,1.9155600838871578e-07,3.1063135952358323e-09,1.1389816201301528e-08
1857,2.2601387783538485e-07,3.417056471111124e-09,9.763017949637742e-09
1858,1.8400222323577964e-07,2.9362056119808244e-09,1.1744822780990205e-08
1859,1.6142189229739756e-07,1.5276520048956854e-09,7.638259802433822e-09
1860,1.5013163690014153e-07,9.154367819341758e-10,2.5632230560290736e-08
1861,1.8297939874400981e-07,4.715963730639317e-10,1.0375120318428799e-08
1862,1.5767772520991485e-07,9.035972525772706e-10,1.8523744316212287e-08
1863,1.7081603798096978e-07,2.497310414018017e-09,2.0477944673302773e-08
1864,1.0979927189680438e-07,1.9178911792039344e-09,2.6371003492009493e-08
1865,1.3085027106285452e-07,3.294791106611683e-09,5.6482134525026595e-09
1866,1.0607036315946061e-07,2.4328064562872953e-09,1.556996132023869e-08
1867,1.358787216076962e-07,9.7056229719783e-10,1.94112459439566e-08
1868,1.1608704042487261e-07,1.975949626142892e-09,1.8277534152844055e-08
1869,1.5187745106004513e-07,0.0,1.4650557211837167e-08
1870,1.5653952978311736e-07,0.0,1.2614907340946502e-08
1871,1.2532989845936982e-07,1.0621177271019633e-09,3.9298356568906456e-08
1872,1.5904502115304808e-07,1.8142017887967654e-09,3.930770375859538e-08
1873,1.5623472293668783e-07,1.1972008939764578e-09,2.334541804316359e-08
1874,9.97759723730951e-08,2.3898436563030145e-09,3.644511537004291e-08
1875,1.4818755778023274e-07,1.1443054281912168e-09,1.7736734747586524e-08
1876,1.3422152278508293e-07,1.813804439976252e-09,3.204387866162506e-08
1877,1.354474665760108e-07,2.4739263970730008e-09,1.9791411176584006e-08
1878,1.382951375639152e-07,1.8117265465633636e-09,2.113681052406946e-08
1879,1.1057878968045998e-07,1.832797580370027e-09,2.1993571186484928e-08
1880,1.1487944728827415e-07,1.2835692508872398e-09,2.0537108014195837e-08
1881,1.2759689127506135e-07,5.5780060570498335e-09,3.067903264764027e-08
1882,1.2445570329866484e-07,3.9932310791357395e-09,3.2611386702185996e-08
1883,1.301783831841874e-07,5.055470986281563e-09,2.5909289380621203e-08
1884,1.19490716876669e-07,1.9805090900604227e-09,3.234831424947515e-08
1885,1.0248560777803561e-07,1.2891271383708158e-09,2.5137978865164e-08
1886,1.206797719532915e-07,2.5813855497602844e-09,1.677900662855336e-08
1887,1.0315700649243809e-07,2.6115698492645834e-09,2.6115697659978565e-08
1888,1.1286294032686328e-07,6.340614699951175e-10,2.028996703984376e-08
1889,8.457934352890106e-08,0.0,2.5060547415023393e-08
1890,1.147017654190563e-07,1.3108772956016423e-09,4.3258949311564265e-08
1891,7.139126390054429e-08,6.374220040683554e-10,3.250852387282066e-08
1892,8.149065955365131e-08,6.268512375839919e-10,2.8835156484774416e-08
1893,7.020594972040328e-08,6.158416554491453e-10,3.263960834942736e-08
1894,8.128985373723197e-08,6.301539290376468e-10,2.5836310868498913e-08
1895,1.155574000932802e-07,6.018614495673091e-10,1.3240951446391591e-08
1896,5.366296496056577e-08,1.769108692872834e-09,2.7126333179694484e-08
1897,8.157399200570126e-08,2.330685422435863e-09,2.330685333618021e-08
1898,7.469028795448196e-08,2.26334195829736e-09,3.508180057565369e-08
1899,8.291367770141278e-08,1.1055156790007459e-09,2.5979618456517528e-08
1900,7.423206338508237e-08,1.038210628578895e-09,2.076421168339948e-08
1901,7.991896611159177e-08,1.1177477832191585e-09,2.6267072072982955e-08
1902,6.383368655882293e-08,4.910283846193408e-10,1.5221879978710717e-08
1903,5.670231240095802e-08,4.320176216765503e-09,3.402138681884992e-08
1904,5.10589384106197e-08,0.0,3.654745128756076e-08
1905,6.967025045767627e-08,3.096455536422127e-09,2.4255568220610257e-08
1906,6.53311400533596e-08,0.0,1.8519063615940468e-08
1907,8.897118775053059e-08,1.5428529565042481e-09,2.4171363577352167e-08
1908,6.33569210428675e-08,1.964555629285769e-09,2.553922273662579e-08
1909,7.64636687300424e-08,1.6502950672681038e-09,2.0903737407707013e-08
1910,6.893954540565517e-08,5.344150677544235e-10,2.137660359835536e-08
1911,7.66133869678498e-08,2.6601871816467337e-09,1.9153346353384393e-08
1912,6.25130531783924e-08,2.0837684910901544e-09,2.2400511667797218e-08
1913,6.151468157078455e-08,1.060597942803554e-09,1.5908969031031006e-08
1914,6.294939103312913e-08,1.3393487430235496e-09,2.142958016593255e-08
1915,4.5944972160150144e-08,0.0,2.8273827723523937e-08
1916,7.251724798429393e-08,0.0,2.7468654906215306e-08
1917,5.702540750718299e-08,0.0,2.52227767560953e-08
1918,6.547234487896958e-08,0.0,1.2635013924011673e-08
1919,4.143531662226252e-08,9.207848372660976e-10,2.4861190439651182e-08
1920,7.345065045072374e-08,7.572231730534895e-10,1.4387239843927091e-08
1921,5.2251956539350886e-08,0.0,2.196096815509918e-08
1922,6.123686580039589e-08,7.377935484775833e-10,1.5493664462518097e-08
1923,6.79420701921174e-08,0.0,1.3800732112656533e-08
1924,6.445812328337297e-08,1.289162443462999e-09,2.836157442231979e-08
1925,6.598906576726904e-08,1.0998177923937646e-09,1.759708534443405e-08
1926,7.913758359734402e-08,0.0,1.2260752413340015e-08
1927,1.0480271228630045e-07,1.1149224876660924e-09,1.5608914605280688e-08
1928,7.312666339132079e-08,1.1426041224282812e-09,1.3711249025050165e-08
1929,8.689516839410771e-08,0.0,1.0026365515614089e-08
1930,7.667630308461071e-08,0.0,1.9956847396862543e-08
1931,3.4216069977333063e-08,0.0,1.710803587684495e-08
1932,4.3838147445462994e-08,0.0,2.520693342944469e-08
1933,8.488290359487394e-08,0.0,1.7205993074753678e-08
1934,5.990790086229936e-08,0.0,1.4377896206951846e-08
1935,7.659702028206539e-08,0.0,3.590485242455088e-09
1936,5.334874364493203e-08,0.0,1.6974599503782883e-08
1937,3.6514241852358964e-08,0.0,3.021868399954997e-08
1938,7.130867629712156e-08,0.0,5.186085783037697e-09
1939,5.199976982339649e-08,0.0,1.070583532936098e-08
1940,4.817987697691706e-08,0.0,2.5357829169792012e-09
1941,2.9515025534720962e-08,0.0,1.1806010391524069e-08
1942,6.371844740726829e-08,0.0,3.034211770724937e-09
1943,4.064529335323641e-08,2.9032352077962287e-09,5.806470415592457e-09
1944,9.318240046241044e-08,0.0,0.0
1945,5.44626010956506e-08,0.0,5.2284097051824574e-08
1946,6.12528578969318e-08,0.0,1.1136883415474585e-08
1947,8.225400716099784e-08,0.0,1.4305045148432782e-08
1948,4.348755267002957e-08,0.0,1.3046265401328583e-08
1949,2.7487623288635632e-08,9.817008317369869e-10,2.159741874230292e-08
1950,4.998619829166273e-08,0.0,1.1698897850465073e-08
1951,6.396840923628133e-08,0.0,2.985192459892261e-08
1952,7.381362898684074e-08,1.0544803918932644e-09,1.687168627029223e-08
1953,5.7101286476957114e-08,1.0773827385790469e-09,2.477980309834038e-08
1954,4.299916067651566e-08,9.772536113672459e-10,1.3681550115052232e-08
1955,4.411235510204392e-08,2.815682353940474e-09,1.5016972554349195e-08
1956,4.971050882041084e-08,0.0,1.0465369904011368e-08
1957,5.0359714287573354e-08,0.0,1.1485549400447326e-08
1958,4.549734056169541e-08,1.6544486891589827e-09,6.617794756635931e-09
1959,7.363210574595769e-08,3.8753737996444215e-09,1.007597205671118e-08
1960,5.1906248632604957e-08,6.920833350854139e-10,7.612916519406099e-09
1961,6.044898404056198e-08,0.0,7.64297514166401e-09
1962,7.356669495806045e-08,1.2683912808952869e-09,1.8391673961559718e-08
1963,5.819447945754064e-08,6.466053248388448e-10,6.466053470433053e-09
1964,7.361601772615245e-08,6.083968329129164e-10,4.867174663303331e-09
1965,5.690925175549921e-08,0.0,1.1491291473930687e-08
1966,6.314545197838584e-08,2.215629901769489e-09,5.539074976468328e-09
1967,6.162919330421346e-08,4.930335584241163e-10,8.874604162656397e-09
1968,8.174376864289457e-08,2.6948494546985557e-09,1.257596426995633e-08
1969,6.131372942697055e-08,1.3625273131978588e-09,1.3171097990039016e-08
1970,6.760125614846402e-08,4.5987250119061684e-10,7.817832714529516e-09
1971,7.604828589080626e-08,1.0276794970565106e-09,8.221436087474387e-09
1972,5.7970659828043836e-08,5.130146862875051e-10,6.669190977248718e-09
1973,5.072147502005464e-08,1.6539611902288698e-09,1.543697081274331e-08
1974,3.712877250094948e-08,0.0,9.563471792262135e-09
1975,4.3407250682747645e-08,1.7134440533084216e-09,2.8557400888473694e-09
1976,3.428116102099921e-08,0.0,7.427584769459372e-09
1977,3.349765798077442e-08,0.0,1.1165885549502264e-08
1978,3.5049489865990324e-08,0.0,1.663365645221404e-08
1979,6.72976940840897e-08,2.9259866751729646e-09,1.462993370893173e-08
1980,5.969408367612061e-08,0.0,6.253665585376211e-09
1981,4.870673309120832e-08,0.0,8.223214109648325e-09
1982,5.276377113005992e-08,0.0,1.4898005051833252e-08
1983,3.4734239928724264e-08,1.2630632095778083e-09,9.472973849788957e-09
1984,5.625038168588503e-08,5.799008495621649e-10,5.219107812592938e-09
1985,4.511668683093717e-08,6.015558051686298e-10,1.2632671797518924e-08
1986,4.615753956827007e-08,0.0,1.019062523255343e-08
1987,3.6053820373638246e-08,1.2221633705067347e-09,3.0554083707556856e-09
1988,4.8572086353004806e-08,0.0,1.0793796967334401e-08
1989,4.500260120110511e-08,3.292873196336643e-09,1.1525056464734007e-08
1990,3.868542064466851e-08,5.44865097484859e-10,8.717841559757744e-09
1991,4.5719430019630636e-08,0.0,9.37834432335194e-09
1992,4.463054792402943e-08,0.0,1.0468894195980738e-08
1993,5.096070765375771e-08,0.0,1.0524494165053966e-08
1994,4.641935458238322e-08,0.0,1.160483886764041e-08
1995,4.229511807452013e-08,1.0844901643380922e-09,1.0302656505700725e-08
1996,4.270473930034768e-08,1.6014276571496566e-09,9.074756945892659e-09
1997,4.938741371418587e-08,9.58978896292706e-10,1.1507746755512471e-08
1998,4.91117297940491e-08,4.768129224785866e-10,1.4781200818880791e-08
1999,5.07292323703723e-08,4.570201161957499e-10,9.597422412355172e-09
2000,4.373851236749715e-08,8.836062992401139e-10,5.3016377954406835e-09
2001,4.9069570406956586e-08,4.3812117822561447e-10,1.1829271784336015e-08
2002,4.293597033466767e-08,0.0,1.3581786362237835e-08
2003,5.250323020788983e-08,0.0,9.167230530238157e-09
