year,plusieurs_DET îles_NOUN,plusieurs_DET iles_NOUN,plusieurs_DET villes_NOUN
1875,1.556255426748976e-07,1.2587359599081083e-08,1.6992935343296267e-06
1876,2.06773700384133e-07,1.3301232337781244e-08,1.586474311920938e-06
1877,1.9915106985735065e-07,1.6699003069220453e-08,1.6618600966467056e-06
1878,2.1197200572586894e-07,1.872117438850296e-08,2.0683878716454274e-06
1879,2.1627010937663727e-07,1.7106110861142554e-08,1.794919768371983e-06
1880,1.6493864229971678e-07,1.1552123257985158e-08,1.9105927862028693e-06
1881,1.903494606381173e-07,1.95230204225183e-08,1.7765948854275848e-06
1882,2.0232370268047362e-07,1.2645231750596508e-08,1.7350589374132142e-06
1883,1.914759657495324e-07,1.958995032858013e-08,1.7611997122912726e-06
1884,2.2775854979784071e-07,1.3203393933736152e-08,1.7111598964447694e-06
1885,1.4824962679682585e-07,1.1602144245337342e-08,1.6230110730930392e-06
1886,9.034849512978838e-08,2.452316216761119e-08,1.713394652824718e-06
1887,1.2209088762205056e-07,2.0239666442822823e-08,1.4735782372099493e-06
1888,1.1920355547090367e-07,1.394935211784798e-08,1.3568915875339371e-06
1889,1.553753845584538e-07,1.5662841745811562e-08,1.5061388296544465e-06
1890,1.638596671682535e-07,1.1797895993481688e-08,1.3718330933443212e-06
1891,1.2812182248467252e-07,1.72103943318902e-08,1.3048028222328867e-06
1892,1.3477302052145035e-07,1.567128071755519e-08,1.3602672410684136e-06
1893,1.3179011748576386e-07,1.4780199342201428e-08,1.1885744086725936e-06
1894,1.0019447560516426e-07,1.3233232509790582e-08,1.3252137520680662e-06
1895,7.703826732097241e-08,4.213030146971164e-09,1.2542793115244422e-06
1896,7.371286536717037e-08,2.181900704556483e-08,1.0714901819142142e-06
1897,1.0021947227656369e-07,2.0976169134989675e-08,1.118729038296351e-06
1898,7.299278004246901e-08,1.1316709569442196e-08,1.0258597669121627e-06
1899,9.120504707027521e-08,1.326618814800895e-08,1.0137578954072524e-06
1900,9.447716653454563e-08,1.3496738171525635e-08,1.1217866031643098e-06
1901,6.371162108997908e-08,8.383108651699445e-09,1.0316811724919717e-06
1902,9.182230531479263e-08,1.1784681341886483e-08,1.010045373561752e-06
1903,9.396382960602523e-08,1.1340462346964841e-08,1.0854442322738578e-06
1904,8.438161280821532e-08,1.289910045443321e-08,1.112547430182076e-06
1905,7.689530923116195e-08,1.445012559608827e-08,9.377099061680383e-07
1906,4.681207843582058e-08,9.259532418592897e-09,9.480732217070909e-07
1907,5.4514140201966654e-08,1.388567694160514e-08,1.0465686131055918e-06
1908,6.630375515292997e-08,3.437972351250096e-09,8.840500385076666e-07
1909,6.601180091436731e-08,1.0451868481808901e-08,1.0110807906471564e-06
1910,7.749018138270003e-08,5.344150788566537e-09,9.92943178346195e-07
1911,8.991432487448492e-08,1.1172785918667216e-08,1.0326846435759762e-06
1912,7.032718496446932e-08,3.125652625612929e-09,8.725780489271528e-07
1913,7.795394640908171e-08,4.242391882236518e-09,8.437056919774477e-07
1914,1.0312984954907733e-07,6.027069343605973e-09,9.321867224798552e-07
1915,1.0838300834592474e-07,1.1780761588475741e-08,9.848717184013367e-07
1916,1.087758718654186e-07,1.3184954461564757e-08,8.965769247026856e-07
1917,5.4832123286274737e-08,1.4256351876795748e-08,8.707341123681545e-07
1918,7.006689273225675e-08,3.44591288836682e-09,7.753304203106381e-07
1919,5.616787523976541e-08,1.8415696745321952e-09,8.406765772406288e-07
1920,7.496509724091993e-08,2.2716695191604686e-09,6.9891700604785e-07
1921,6.815472475274476e-08,3.786373714564917e-09,6.762463407028463e-07
1922,7.820611802600297e-08,1.2542490324118916e-08,6.603252309389518e-07
1923,6.263409479956294e-08,5.307974060286824e-09,8.110584275300425e-07
1924,5.414482329157977e-08,7.734974771800296e-09,6.793885880540529e-07
1925,6.268961660893524e-08,5.499089184013428e-09,7.170812068579835e-07
1926,7.802297052883489e-08,5.573069228326233e-09,7.646250779203001e-07
1927,6.578042488492031e-08,7.804457302640344e-09,7.614920463083763e-07
1928,6.96988489146122e-08,4.5704163786908225e-09,6.13578400532333e-07
1929,7.686880376667204e-08,7.798284240578823e-09,6.82906929228011e-07
1930,7.667630308461071e-08,1.4705044848462023e-08,6.785328139358171e-07
1931,1.2431839291338065e-07,6.843213995466613e-09,6.250135484719976e-07
1932,9.534796963084347e-08,4.383814644626227e-09,7.320970283331008e-07
1933,9.405943357521096e-08,1.1470662197865522e-09,6.354746950876233e-07
1934,1.0304159303586857e-07,8.38710612072191e-09,6.757611430430188e-07
1935,1.7114646500004937e-07,1.3165112555668657e-08,5.75674448555219e-07
1936,6.668593321990102e-08,1.576212937948185e-08,6.365475329062065e-07
1937,6.925115225708822e-08,3.777335333410292e-09,6.383696700140717e-07
1938,8.945998319909165e-08,5.186085783037697e-09,6.365920341977471e-07
1939,5.04703683290586e-08,0.0,6.591735868255455e-07
1940,9.63597486247636e-08,1.01431314458722e-08,7.734137668080621e-07
1941,7.37875680556499e-08,1.1806010835613279e-08,7.585361565531912e-07
1942,4.551317789314169e-08,0.0,6.00773923054021e-07
1943,5.8064703267746154e-08,1.4516176261025748e-08,6.88066755571981e-07
1944,8.032965581605822e-08,3.2131861615880553e-09,6.844086684054673e-07
1945,1.0238968695119866e-07,1.3071024262956144e-08,6.862287555975399e-07
1946,8.909506910015352e-08,8.352662561605939e-09,5.540599659070722e-07
1947,5.1259746669529704e-08,8.344609669919123e-09,6.258457432295472e-07
1948,9.132385669907706e-08,1.522064341230589e-08,6.099129308267948e-07
1949,7.362756315743013e-08,3.9268033269479474e-09,6.361421434064596e-07
1950,6.806631214217873e-08,5.317680740191122e-09,5.881354638859193e-07
1951,8.102665249865026e-08,2.1322803522849654e-09,5.714511210896944e-07
1952,6.432330224015459e-08,2.1089607837865287e-09,5.588746034845826e-07
1953,8.72680021579697e-08,5.386913803917537e-09,5.376139977641969e-07
1954,5.4726201570431954e-08,5.863521668203475e-09,5.404212277682063e-07
1955,1.0042600528947787e-07,2.815682353940474e-09,5.697063869547492e-07
1956,6.802490415402929e-08,5.232684952005684e-09,5.101867959211859e-07
1957,5.124321877936211e-08,5.301022620862739e-09,6.555598019986064e-07
1958,8.02407632005675e-08,4.9633461784992505e-09,5.228057773365435e-07
1959,6.6656428820977e-08,5.425523585955716e-09,6.22385041282314e-07
1960,5.951916537405566e-08,6.920833239831836e-09,7.163062250015173e-07
1961,5.5585272551450515e-08,5.558527305105088e-09,6.232498996894265e-07
1962,4.9467259843893885e-08,5.0735651235811474e-09,6.113645838468074e-07
1963,5.948768944108451e-08,1.9398159745165344e-09,6.698831302998087e-07
1964,7.057403506038895e-08,6.083968384640315e-09,6.637609182291726e-07
1965,5.143720693823184e-08,6.0192477668863376e-09,7.463867071066943e-07
1966,6.425326981585044e-08,7.200797402795445e-09,7.466672649059092e-07
1967,6.11361601343674e-08,2.958201350544698e-09,8.011795138429534e-07
1968,6.287982087793687e-08,6.737123747768692e-09,9.17596253202646e-07
1969,5.904285227398276e-08,4.5417577476669635e-09,1.0468751945325039e-06
1970,8.323692179956765e-08,5.978342487722443e-09,8.351284570551343e-07
1971,6.78268470277743e-08,3.083038491169532e-09,7.907993655464907e-07
1972,6.823095466401696e-08,4.617132176587546e-09,8.726379938650553e-07
1973,4.851619350709768e-08,5.513203726881244e-09,8.308398022904839e-07
1974,7.256987677450866e-08,1.1251143461343815e-08,8.348348146114404e-07
1975,7.482039166006871e-08,7.996072248772634e-09,7.739055725153321e-07
1976,7.998937490150126e-08,1.1427053525636666e-08,6.799096752274636e-07
1977,8.109959148683288e-08,7.639816779203557e-09,8.25687827443744e-07
1978,9.683164092777474e-08,3.5643548113029055e-09,8.471283372557536e-07
1979,7.13940779828448e-08,4.681578680276743e-09,7.841644347195142e-07
1980,7.163289966749531e-08,2.8425753972882717e-09,7.754545556792891e-07
1981,5.8195057273113804e-08,5.060439622894819e-09,8.096703112414616e-07
1982,9.311253745813985e-08,4.345251602977385e-09,8.020092820970603e-07
1983,7.830991588519964e-08,6.9468474306333405e-09,7.641532295821207e-07
1984,6.958810061519216e-08,9.278413592994639e-09,7.973636542146778e-07
1985,6.316336031986225e-08,3.007779025843149e-09,7.585618604366573e-07
1986,8.811893659199654e-08,4.795588481876223e-09,6.90564709415753e-07
1987,8.310711141490401e-08,5.499735167280306e-09,6.715787943534224e-07
1988,6.356346909930366e-08,2.99827696004229e-09,8.461137603887892e-07
1989,6.530865703791022e-08,2.744061089465788e-09,9.011496615585202e-07
1990,8.118489835950982e-08,2.179460389939436e-09,8.772327859674078e-07
1991,6.33038248487594e-08,2.930732601047481e-09,8.551877783702366e-07
1992,9.091407582317856e-08,2.754972139307199e-09,9.422004438874865e-07
1993,6.757833281856307e-08,5.539207426075166e-10,8.502683606081973e-07
1994,8.439882703825674e-08,4.2199412852994556e-09,8.88825123723791e-07
1995,9.923084753893363e-08,3.795715741716776e-09,8.795215045154237e-07
1996,8.434185505556968e-08,2.135236876199542e-09,8.508919080441046e-07
1997,8.726707978468085e-08,2.397447240731765e-09,9.278120707278958e-07
1998,9.72698375178993e-08,1.9072516899143466e-09,8.725676714504971e-07
1999,8.911892468432825e-08,1.3710603485872497e-09,9.867064179047702e-07
2000,1.1089259199792423e-07,1.7672125984802278e-09,8.690268167299564e-07
2001,9.813914259027001e-08,4.8193330159929104e-09,9.047202489398387e-07
2002,9.025316005661921e-08,2.190610692842654e-09,9.091034343100546e-07
2003,5.3336615124521813e-08,1.2500768753476166e-09,9.150562725324107e-07
2004,7.223857867444394e-08,8.809582507929292e-10,9.338157198612862e-07
2005,8.827349295970066e-08,1.8014998381943315e-09,9.093070225674182e-07
2006,8.441674292924972e-08,8.235779835885637e-10,9.355845875802515e-07
2007,1.0225867086433027e-07,1.1983438685803094e-09,9.035512817945346e-07
2008,1.0217855228589201e-07,1.7029758436759579e-09,8.966168216772985e-07
2009,9.488702890081413e-08,2.860915504498962e-09,8.778242133189451e-07
2010,8.030448261919787e-08,4.723793023408973e-10,7.742296617152533e-07
2011,1.2886785594190542e-07,0.0,8.630704506629172e-07
2012,1.450211710718463e-07,0.0,7.826376844377592e-07
2013,1.1156499901687766e-07,5.578250084070646e-10,6.785941231157722e-07
2014,1.0285864782133558e-07,1.5158115873603606e-09,7.252075882036024e-07
2015,1.4784558022284955e-07,1.551602762939197e-09,7.150672409750314e-07
2016,1.1413083944589175e-07,6.21402013178951e-10,7.21861987074135e-07
2017,1.0288850216255696e-07,2.012489092040326e-09,6.802213263767953e-07
2018,1.0300051833667112e-07,0.0,6.833142442985718e-07
2019,1.33671751889608e-07,2.806086529805185e-09,6.630016997632993e-07
