year,gros_ADJ airs_NOUN,gros_ADJ verres_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,0.0,4.6352077731626196e-09
1817,1.556873407970727e-09,7.784366928831332e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,0.0
1821,6.903041693817613e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,2.642395191543301e-09,0.0
1827,0.0,9.217273055917019e-10
1828,3.668920500743411e-09,9.172301251858528e-10
1829,2.571952872898464e-09,3.429270423183084e-09
1830,2.0873671680021744e-09,0.0
1831,0.0,4.677361609140007e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,8.401078055442213e-09
1835,0.0,2.2689263801112247e-09
1836,0.0,8.064899859050456e-09
1837,0.0,2.0873671680021744e-09
1838,1.2624323808552163e-09,1.8936485712828244e-09
1839,0.0,1.3982950353153e-09
1840,0.0,6.369688665408546e-10
1841,0.0,0.0
1842,0.0,6.708265054555795e-10
1843,1.1813822142769936e-09,5.906911071384968e-10
1844,0.0,5.488561272137815e-10
1845,3.9061593959388574e-09,0.0
1846,2.3418005312692003e-09,5.854501328173001e-10
1847,0.0,1.0786447290911383e-09
1848,0.0,5.63165514222419e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,2.0366988096043315e-09
1851,0.0,2.579775504329973e-09
1852,0.0,2.6042181744401205e-09
1853,5.971931837933653e-10,5.971931837933653e-10
1854,2.0782657816909023e-09,4.676098175337984e-09
1855,0.0,0.0
1856,0.0,1.5531567143511893e-09
1857,9.763018171682347e-10,3.905207268672939e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,8.147477359443656e-09
1860,4.577183909670879e-10,1.373155145145688e-09
1861,4.715963730639317e-10,1.0375120318428799e-08
1862,0.0,1.8071945051545413e-09
1863,0.0,9.989241656072068e-10
1864,9.589455896019672e-10,2.8768367688059016e-09
1865,0.0,8.001635798393636e-09
1866,0.0,2.919367858567057e-09
1867,0.0,1.94112459439566e-09
1868,1.4819622196071691e-09,4.93987406535723e-10
1869,0.0,3.906815315701806e-09
1870,0.0,9.747882501187632e-09
1871,1.0621177271019633e-09,1.274541272522356e-08
1872,4.8378714367913744e-09,6.047339518033823e-09
1873,0.0,1.97538145840781e-08
1874,0.0,4.779687312606029e-09
1875,0.0,2.2886108563824337e-09
1876,4.836811839936672e-09,1.209202959984168e-09
1877,6.184815992682502e-10,7.421779191219002e-09
1878,0.0,2.8383716710322915e-08
1879,0.0,5.498392852132383e-09
1880,0.0,5.134277003548959e-09
1881,0.0,6.9725074602899895e-09
1882,0.0,1.0648616211028639e-08
1883,1.2638677882037541e-09,1.516641390253426e-08
1884,6.601696966868076e-10,7.922036360241691e-09
1885,6.445635691854079e-10,2.707166935067562e-08
1886,0.0,3.2267319927115068e-09
1887,0.0,2.546280519766242e-08
1888,0.0,5.643147105161006e-08
1889,0.0,2.255449160770695e-08
1890,0.0,2.6217545912032847e-09
1891,0.0,1.3385862196457765e-08
1892,0.0,1.4417578242387208e-08
1893,0.0,6.15841644346915e-09
1894,0.0,6.301539290376468e-09
1895,1.2037228991346183e-09,3.611168697403855e-09
1896,0.0,2.948514543632541e-09
1897,5.826713556089658e-10,1.1653426668090106e-08
1898,0.0,4.52668391659472e-09
1899,0.0,4.4220627160029835e-09
1900,0.0,8.30568502863116e-09
1901,0.0,7.265360757457984e-09
1902,0.0,8.838511256215043e-09
1903,0.0,1.6200660368781428e-08
1904,5.374625189347171e-10,1.0749250378694342e-08
1905,1.0321518084666081e-09,6.708986699521802e-09
1906,0.0,8.230695236477459e-09
1907,0.0,1.131425531042396e-08
1908,1.964555629285769e-09,1.080505640516094e-08
1909,1.1001967115120692e-09,1.1552065082298668e-08
1910,0.0,1.1757131268552712e-08
1911,5.320374141248863e-10,1.1172785363555704e-08
1912,0.0,6.251305251225858e-09
1913,2.6514948014977335e-09,1.590896836489719e-08
1914,1.3393487430235496e-09,4.68772043404897e-09
1915,0.0,3.887651445211304e-08
1916,0.0,1.538244731591476e-08
1917,2.1932848870420685e-09,1.0966424213165737e-08
1918,0.0,1.378365155346728e-08
1919,0.0,1.4732557396257562e-08
1920,0.0,1.8930579770426448e-08
1921,0.0,3.256281289054641e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,2.229349149729387e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,1.8696901804560184e-08
1926,0.0,3.6782257240020044e-08
1927,3.3447675740205796e-09,1.1149224654616319e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,1.893869061575515e-08
1930,0.0,8.402882833991043e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,1.8631212128639163e-08
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,0.0,2.516131836216573e-08
1935,0.0,8.377798899061872e-09
1936,0.0,1.9399543305098632e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,2.4470480752825097e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.3612020783048138e-08
1942,3.6410540360520827e-08,3.3376331032286544e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,2.178504043826024e-09,2.832055301382752e-08
1946,0.0,1.9489545977080525e-08
1947,0.0,2.8610090296865565e-08
1948,0.0,1.6307831529616124e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,2.6653504292539765e-08
1952,0.0,8.435843135146115e-09
1953,0.0,1.723812381726475e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,2.440258128899586e-08
1956,0.0,1.5698054411927842e-08
1957,0.0,1.501956425897788e-08
1958,0.0,1.9026160202884057e-08
1959,0.0,1.8601795659378695e-08
1960,2.076250060767393e-09,2.4914999841030294e-08
1961,0.0,2.223410966450956e-08
1962,0.0,1.585489073363533e-08
1963,0.0,2.9743844720542256e-08
1964,6.083968329129164e-10,2.1902286206909594e-08
1965,0.0,1.4774516721161035e-08
1966,5.539074754423723e-10,1.38476865529924e-08
1967,9.860671168482327e-10,2.6130779318123132e-08
1968,0.0,1.7516521566562915e-08
1969,2.2708788183223305e-09,1.8167030546578644e-08
1970,2.2993624781975086e-09,2.0694262303777577e-08
1971,5.138397485282553e-10,2.4150468291850302e-08
1972,3.0780880067027283e-09,1.2312352026810913e-08
1973,0.0,2.0398854161385316e-08
1974,1.6876715580593782e-09,2.025205780853412e-08
1975,0.0,1.9990180177842376e-08
1976,1.142705374768127e-09,1.7711933253394818e-08
1977,0.0,1.2928920156696222e-08
1978,5.940591352171509e-10,1.6039596317796168e-08
1979,0.0,7.607565244427406e-09
1980,0.0,2.2740602290127754e-08
1981,6.325549528618524e-10,1.5813874654213578e-08
